['must', 'have', 'branded', 'sneakers', 'for', 'women', 'that', 'redefine', 'fashion']
['karnataka', 'to', 'change', 'sslc', 'ii', 'puc', 'exam', 'system', 'from', '2023', '24', 'to', 'allow', 'best', 'of', 'three', 'attempts']
['coal', 'dispatch', 'grows', '6', 'per', 'cent', 'to', 'over', '324', 'mt', 'during', 'april', 'august', 'coal', 'ministry']
['himachal', 'pradesh', 'open', 'for', 'tourists', 'shimla', 'dharamshala', 'air', 'services', 'restored', 'says', 'tourism', 'director']
['b2b', 'seafood', 'company', 'captain', 'fresh', 'raises', '20', 'million', 'from', 'sbi', 'investment', 'others']
['oil', 'prices', 'jump', 'as', 'saudi', 'arabia', 'russia', 'extend', 'supply', 'cuts']
['not', 'going', 'to', 'sit', 'in', 'parliament', 'for', 'modi', 'chalisa', 'want', 'peoples', 'issues', 'be', 'raised', 'too', 'cong', 'on', 'special', 'session']
['special', 'commando', 'force', 'will', 'be', 'set', 'up', 'in', 'hp', 'police', 'chief', 'minister', 'sukhvinder', 'singh', 'sukhu']
['soonicorn', 'ventures', 'gets', 'sebi', 'nod', 'to', 'launch', 'rs', '250', 'cr', 'angel', 'fund']
['spirited', 'away', 'west', 'end', 'tickets', 'heres', 'how', 'to', 'secure', 'yours', 'as', 'pre', 'sale', 'opens', 'today']
['plea', 'in', 'sc', 'seeks', 'quashing', 'of', 'notification', 'restoring', 'rahul', 'gandhis', 'membership', 'as', 'lok', 'sabha', 'mp']
['who', 'is', 'the', 'highest', 'paid', 'nhl', 'player', 'when', 'will', 'salary', 'cap', 'go', 'up', 'know', 'players', 'with', 'highest', 'salary']
['exides', 'lithium', 'ion', 'cell', 'project', 'secures', 'rs', '2000', 'crore', 'line', 'of', 'credit', 'from', 'banks']
['space', 'startup', 'manastu', 'raises', '3', 'million', 'in', 'pre', 'series', 'a', 'funding']
['how', 'honor', 'plans', 'to', 'make', 'its', 'comeback', 'into', 'indian', 'market']
['congress', 'to', 'take', 'out', 'rallies', 'in', 'all', 'districts', 'of', 'delhi', 'on', 'thursday', 'to', 'mark', '1st', 'anniversary', 'of', 'bharat', 'jodo', 'yatra']
['pink', 'friday', '2', 'nicki', 'minaj', 'unveils', 'futuristic', 'cover', 'art', 'for', 'upcoming', 'album', 'see', 'release', 'date', 'and', 'more']
['use', 'staff', 'contribution', 'instead', 'of', 'service', 'charge', 'delhi', 'high', 'court', 'to', 'restaurant', 'body']
['vishnu', 'prakash', 'r', 'punglia', 'gets', 'hefty', 'premium', 'on', 'listing', 'what', 'should', 'investors', 'do']
['mumbai', 'reports', 'second', 'zika', 'case', '15', 'year', 'old', 'girl', 'in', 'hospital', 'and', 'stable', 'bmc']
['stanley', 'lifestyles', 'files', 'initial', 'papers', 'with', 'sebi', 'for', 'ipo']
['coming', 'soon', 'a', 'bnpl', 'experience', 'from', 'your', 'bank', 'via', 'upi', 'pepperfry', 'elevates', 'cofounder', 'ashish', 'shah', 'as', 'ceo']
['attempt', 'to', 'divert', 'attention', 'from', 'real', 'issues', 'jmm', 'congress', 'on', 'president', 'of', 'bharat', 'reference']
['itv', 'confirms', 'love', 'island', 'all', 'stars', 'edition', 'uniting', 'uk', 'contestants', 'in', 'decade', 'long', 'celebration']
['smahi', 'hotels', 'motisons', 'jewellers', 'get', 'sebi', 'nod', 'to', 'float', 'ipos']
['india', 'or', 'bharat', 'this', 'is', 'what', 'article', '1', 'of', 'the', 'indian', 'constitution', 'says']
['gensol', 'engineering', 'announces', '21', 'bonus', 'issue', 'of', 'shares', 'to', 'investors']
['continuance', 'of', 'senthil', 'balaji', 'as', 'a', 'minister', 'without', 'portfolio', 'will', 'serve', 'no', 'purpose', 'hc']
['the', 'nun', 'ii', 'when', 'does', 'the', 'nun', '2', 'happen', 'in', 'the', 'conjuring', 'universe']
['top', '10', 'most', 'popular', 'biking', 'destinations', 'in', 'india']
['air', 'india', 'to', 'induct', 'two', 'a350', 'planes', 'this', 'year']
['ub40', 'ali', 'cambell', 'to', 'embark', 'on', 'the', 'hits', 'tour', 'know', 'dates', 'places', 'singers']
['vishnu', 'prakash', 'r', 'punglia', 'ipo', 'lists', 'at', '65', 'premium', 'meeting', 'grey', 'market', 'expectations']
['college', 'football', 'ap', 'poll', 'rankings', '2023', 'release', 'date', 'time', 'changed', 'check', 'here']
['part', 'of', 'ashram', 'road', 'to', 'be', 'closed', 'permanently', 'from', 'december', 'ready', 'why']
['cbdt', 'processed', '88', 'itr', 'refunds', 'over', 'rs', '2', '45', 'crore', 'issued', 'till', 'september', '5']
['karnataka', 'bjp', 'taunts', 'cong', 'over', 'unemployment', 'dole', 'points', 'to', '19000', 'teacher', 'vacancies']
['great', 'wall', 'of', 'china', 'damaged', 'by', 'excavators', 'two', 'detained', 'in', 'controversial', 'shortcut', 'attempt']
['kareena', 'kapoor', 'bemoans', 'getting', 'stereotyped', 'after', 'her', 'iconic', 'roles', 'poo', 'geet']
['smart', 'meters', 'key', 'for', 'energy', 'transition', 'power', 'distribution', 'reforms', 'intellismart']
['hima', 'das', 'provisionally', 'suspended', 'by', 'nada', 'for', 'three', 'whereabout', 'failures', 'in', '12', 'months']
['manipur', 'govt', 'deputes', 'specialist', 'doctors', 'and', 'other', 'health', 'workers', 'at', 'foreigners', 'detention', 'centre']
['instant', 'settlement', 'of', 'indian', 'stock', 'market', 'trades', 'to', 'come', 'in', 'by', 'oct', '2024']
['andhra', 'pradesh', 'government', 'sbi', 'ink', 'deal', 'to', 'upgrade', 'establish', '7500', 'micro', 'food', 'processing', 'units']
['why', 'has', 'the', 'birmingham', 'city', 'council', 'declared', 'effective', 'bankruptcy', 'with', '760m', 'equal', 'pay', 'bill', 'explained']
['rbi', 'determined', 'to', 'bring', 'down', 'inflation', 'to', '4', 'rbi', 'guv', 'shaktikanta', 'das']
['tech', 'view', 'nifty', 'forms', 'small', 'green', 'candle', 'on', 'daily', 'charts', 'what', 'traders', 'should', 'do', 'on', 'wednesday']
['arunachal', 'pradesh', 'assembly', 'passes', 'two', 'important', 'government', 'bills']
['india', 'asean', 'looking', 'at', 'boosting', 'maritime', 'security', 'ties', 'at', 'summit', 'talks']
['india', 'now', 'developing', 'own', 'defence', 'production', 'technologies', 'ex', 'defence', 'secretary']
['jio', 'financial', 'to', 'exit', 'nifty', '50', 'other', 'indices', 'from', 'september', '7']
['power', 'demand', 'up', '40gw', 'to', '50gw', 'on', 'daily', 'basis', 'compared', 'to', 'year', 'ago', 'rk', 'singh']
['how', 'cxos', 'can', 'use', 'data', 'analytics', 'to', 'make', 'better', 'strategic', 'decisions']
['indias', 'per', 'capita', 'coal', 'emissions', 'surged', 'by', '29', 'in', 'seven', 'years', 'analysis']
['us', 'open', '2023', 'novak', 'djokovic', 'loses', 'his', 'cool', 'carlos', 'alcaraz', 'skips', 'training', 'at', 'flushing', 'meadows', 'know', 'reasons']
['ganesh', 'pandal', 'in', 'mumbai', 'takes', 'rs', '360', 'crore', 'insurance', 'for', 'ganeshotsav']
['bjp', 'lauds', 'president', 'of', 'bharat', 'reference', 'says', 'it', 'underscores', 'countrys', 'civilisational', 'march']
['centre', 'supports', 'idea', 'of', 'limiting', 'tourists', 'at', 'hill', 'stations', 'across', 'all', '13', 'himalayan', 'states', 'in', 'india']
['why', 'does', 'congress', 'hate', 'bharat', 'mata', 'ki', 'jai', 'chant', 'so', 'much', 'j', 'p', 'nadda']
['congress', 'leader', 'vijay', 'wadettiwar', 'stresses', 'creation', 'of', 'separate', 'quota', 'for', 'maratha', 'community']
['indian', 'bank', 'collaborates', 'with', 'ibm', 'to', 'deploy', 'new', 'front', 'end', 'banking', 'apps']
['g20', 'digital', 'economy', 'ministers', 'agree', 'on', 'broad', 'framework', 'for', 'dpi', 'working', 'principles', 'mos', 'it']
['amit', 'shah', 'nadda', 'to', 'flag', 'off', 'parivartan', 'yatras', 'in', 'poll', 'bound', 'chhattisgarh', 'next', 'week']
['pawar', 'demands', 'raising', 'existing', '50', 'per', 'cent', 'quota', 'cap', 'by', '15', '16', 'per', 'cent', 'to', 'accommodate', 'more', 'communities']
['mahindra', 'mahindra', 'inks', 'sponsorship', 'deal', 'with', 'disney', 'star', 'for', 'icc', 'wc']
['best', 'heel', 'sneakers', 'for', 'women', 'uniting', 'fashion', 'and', 'comfort']
['guest', 'workers', 'used', 'for', 'ganja', 'smuggling', 'in', 'chennai']
['adani', 'enterprises', 'ambuja', 'cements', '2', 'other', 'large', 'cap', 'stocks', 'surpass', '50', 'day', 'sma']
['services', 'activity', 'eases', 'in', 'august', 'to', '60', '1', 'compared', 'to', '62', '3', 'in', 'july', 'future', 'outlook', 'improves', 'to', 'an', '8', 'month', 'high']
['rahul', 'dravid', 'is', 'among', 'all', 'time', 'greats', 'but', 'he', 'could', 'never', 'read', 'me', 'muralitharan']
['nitin', 'gadkari', 'pitches', 'for', 'diversification', 'of', 'agriculture', 'towards', 'energy', 'power', 'sectors']
['what', 'suddenly', 'happened', 'that', 'india', 'needs', 'to', 'be', 'called', 'only', 'bharat', 'asks', 'mamata', 'banerjee']
['bharatpe', 'in', 'talks', 'to', 'raise', '100', 'million', 'in', 'equity', 'round']
['how', 'cxos', 'can', 'use', 'data', 'analytics', 'to', 'improve', 'customer', 'experience']
['the', 'journey', 'begins', 'a', 'step', 'by', 'step', 'guide', 'to', 'applying', 'for', 'a', 'home', 'loan']
['ireda', 'ropes', 'in', 'union', 'bank', 'bank', 'of', 'baroda', 'to', 'co', 'finance', 'renewable', 'energy', 'projects']
['rajya', 'sabha', 'bypoll', 'bjp', 'leader', 'dinesh', 'sharma', 'poised', 'to', 'be', 'elected', 'unopposed', 'from', 'up']
['eicher', 'motors', 'balrampur', 'chini', 'and', '8', 'other', 'stocks', 'cross', '100', 'day', 'sma']
['congress', 'focuses', 'on', 'minority', 'appeasement', 'modi', 'govt', 'on', 'welfare', 'of', 'tribals', 'dalits', 'and', 'poor', 'amit', 'shah']
['bjp', 'treating', 'country', 'as', 'its', 'fiefdom', 'mehbooba', 'mufti']
['neon', 'onboards', 'saas', 'expert', 'gagan', 'josan', 'as', 'general', 'partner']
['seasonal', 'road', 'block', 'cleared', '4', 'mid', '2', 'largecap', 'cement', 'stocks', 'with', 'upside', 'potential', 'of', 'up', 'to', '49']
['linde', 'india', 'bhel', 'among', '10', 'overbought', 'stocks', 'with', 'rsi', 'above', '70']
['child', 'marriage', 'rates', 'in', 'countries', 'like', 'india', 'are', 'witnessing', 'a', 'spike', 'due', 'to', 'climate', 'change', 'worsened', 'extreme', 'weather']
['10', 'gm', 'silver', 'tumbles', 'rs', '1500']
['just', 'dial', 'happiest', 'minds', 'among', '10', 'stocks', 'with', 'rsi', 'trending', 'down']
['no', 'one', 'has', 'right', 'to', 'change', 'countrys', 'name', 'sharad', 'pawar']
['army', 'chief', 'gen', 'munir', 'steps', 'in', 'to', 'address', 'economic', 'crisis', 'in', 'cash', 'strapped', 'pakistan']
['eco', 'friendly', 'packaging', 'firm', 'cirkla', 'raises', '3', 'million', 'in', 'funding', 'from', 'matrix', 'partners', 'stellaris', 'venture']
['congress', 'harmed', 'india', 'more', 'than', 'british', 'had', 'done', 'union', 'minister', 'pratima', 'bhoumik']
['office', 'leasing', 'net', 'absorption', 'likely', 'to', 'decline', '10', 'on', 'year', 'in', 'fy24']
['twice', 'london', '2023', 'concert', 'tickets', 'price', 'date', 'doors', 'opening', 'time', 'at', '02', 'arena']
['sbi', 'sbi', 'shree', 'cement', '6', 'other', 'stocks', 'surpass', '200', 'day', 'sma']
['teachers', 'day', '2023', 'sachin', 'tendulkar', 'pens', 'tribute', 'to', 'coach', 'ramakant', 'achrekar', 'kajol', 'remembers', 'village', 'filled', 'with', 'strong', 'cool', 'women', 'who', 'raised', 'her']
['karnataka', 'tn', 'cms', 'oppose', 'renaming', 'india', 'as', 'congress', 'dmk', 'call', 'it', 'ndas', 'panic', 'reaction', 'fearing', 'defeat']
['ratnaveer', 'precision', 'engineering', 'ipo', 'subscribed', 'nearly', '16x', 'so', 'far', 'on', 'day', '2', 'check', 'gmp', 'and', 'other', 'details']
['delhi', 'court', 'summons', 'arvind', 'kejriwals', 'wife', 'after', 'her', 'name', 'figures', 'in', 'voters', 'list', 'of', '2', 'assembly', 'seats']
['have', 'kylie', 'jenner', 'and', 'timothe', 'chalamet', 'made', 'their', 'relationship', 'official', 'new', 'public', 'appearance', 'video', 'fuels', 'dating', 'speculations']
['online', 'cricket', 'betting', 'how', 'bookies', 'are', 'using', 'new', 'tricks', 'to', 'keep', 'you', 'hooked', 'even', 'when', 'losing']
['swiggy', 'ties', 'up', 'with', 'sun', 'mobility', 'to', 'electrify', 'over', '15000', 'bikes']
['ranveer', 'singh', 'alia', 'bhatt', 'starrer', 'rocky', 'aur', 'rani', 'kii', 'prem', 'kahaani', 'heads', 'to', 'busan', 'film', 'festival']
['indian', 'reits', 'association', 'launched', 'sets', 'agenda', 'for', 'growth', 'governance', 'and', 'investor', 'advocacy']
['personal', 'development', 'how', 'cxos', 'can', 'continue', 'to', 'learn', 'and', 'grow']
['us', 'electronics', 'manufacturer', 'coherent', 'corp', 'establishes', 'first', 'global', 'centre', 'of', 'excellence', 'in', 'chennai']
['dons', 'on', 'a', 'run', 'srk', 'big', 'b', 'running', 'together', 'video', 'goes', 'viral', 'twitter', 'cant', 'stop', 'talking', 'about', 'epic', 'collab']
['do', 'you', 'have', 'a', 'pending', 'traffic', 'challan', 'heres', 'how', 'you', 'can', 'settle', 'it', 'with', 'reduced', 'fine', 'on', 'sept', '9']
['kanye', 'west', 'and', 'bianca', 'censori', 'banned', 'from', 'venice', 'boat', 'company', 'after', 'controversial', 'onboard', 'behavior', 'details']
['axis', 'bank', 'bpcl', 'cipla', 'among', '10', 'stocks', 'with', 'golden', 'crossover', 'pattern']
['pnb', 'cbdc', 'upi', 'interoperability', 'via', 'pnb', 'digital', 'rupee', 'how', 'to', 'register', 'and', 'sign', 'up', 'for', 'digital', 'rupee']
['novak', 'djokovic', 'vs', 'taylor', 'fritz', 'us', 'open', '2023', 'live', 'streaming', 'schedule', 'head', 'to', 'head', 'quarter', 'final', 'tennis', 'match', 'time']
['bengaluru', 'chennai', 'employees', 'emerge', 'toppers', 'in', 'qriosity', 'quiz', 'on', 'india']
['inflation', 'to', 'remain', 'elevated', 'in', 'next', 'few', 'months', 'govt', 'policies', 'to', 'prevent', 'it', 'from', 'rising', 'further', 'sp']
['a', 'messy', 'house', 'gets', 'you', 'stressed', 'and', 'anxious', 'youre', 'not', 'alone']
['gyanvapi', 'management', 'opposes', 'asi', 'plea', 'for', 'more', 'time', 'to', 'complete', 'mosque', 'survey']
['pepperfry', 'elevates', 'cofounder', 'ashish', 'shah', 'to', 'ceo', 'following', 'demise', 'of', 'ambareesh', 'murty']
['our', 'countrys', 'name', 'is', 'bharat', 'there', 'should', 'be', 'no', 'doubt', 'about', 'it', 'mos', 'rajeev', 'chandrasekhar']
['idfc', 'first', 'bank', '9', 'other', 'mid', 'cap', 'stocks', 'hit', 'all', 'time', 'highs']
['gland', 'pharma', 'atul', 'swan', 'energy', 'among', '10', 'stocks', 'with', 'bearish', 'rsi']
['high', 'interest', 'rates', 'could', 'impair', 'capacity', 'of', 'borrowers', 'to', 'service', 'debt', 'fsb', 'to', 'g20', 'leaders']
['ready', 'to', 'work', 'with', 'all', 'parties', 'for', 'success', 'of', 'g20', 'summit', 'hosted', 'by', 'india', 'china']
['virender', 'sehwag', 'joining', 'politics', 'the', 'nawab', 'of', 'najafgarh', 'issues', 'clarification', 'on', 'we', 'are', 'bhartiyas', 'tweet']
['janmashtami', 'bank', 'holiday', 'in', 'which', 'states', 'are', 'bank', 'closed', 'for', 'janmashtami']
['we', 'are', 'seeing', 'greater', 'value', 'and', 'comfort', 'in', 'largecaps', 'ashi', 'anand']
['credit', 'market', 'on', 'course', 'to', 'grow', 'to', 'usd', '350', 'billion', 'by', 'year', 'end', 'vivek', 'joshi']
['samhi', 'hotels', 'motisons', 'jewellers', 'get', 'sebi', 'nod', 'to', 'float', 'ipo']
['thank', 'you', 'dubai', 'indian', 'shares', 'her', 'story', 'how', 'she', 'got', 'back', 'her', 'lost', 'watch']
['trailer', 'of', 'muttiah', 'muralitharans', 'biopic', '800', 'released', 'by', 'sachin', 'tendulkar']
['in', 'a', 'first', 'real', 'estate', 'projects', 'promoters', 'to', 'be', 'graded', 'in', 'maharashtra', 'every', 'six', 'months']
['olympic', 'gold', 'medalist', 'adam', 'peaty', 'needs', 'stitches', 'after', 'punching', 'team', 'gb', 'swimmer', 'over', 'joke', 'about', 'ex']
['cancer', 'cases', 'surge', 'nearly', '80', 'in', 'under', '50', 'age', 'group', 'study']
['how', 'cxos', 'can', 'use', 'big', 'data', 'to', 'gain', 'competitive', 'advantage']
['canara', 'bank', 'lic', 'among', '10', 'stocks', 'with', 'rsi', 'trending', 'up']
['gujarat', 'aap', 'vice', 'president', 'arjun', 'rathva', 'resigns', 'claims', 'local', 'leaders', 'not', 'being', 'involved', 'in', 'decision', 'making']
['atomicwork', 'raises', '11', 'million', 'in', 'funding', 'led', 'by', 'matrix', 'partners', 'india', 'blume', 'ventures']
['sensex', 'rises', 'for', 'third', 'straight', 'session', 'ends', '152', 'points', 'higher', 'small', 'midcaps', 'scale', 'new', 'heights']
['foreign', 'funds', 'reverse', '17', 'billion', 'record', 'india', 'stocks', 'exodus']
['congress', 'says', 'union', 'of', 'states', 'under', 'assault', 'in', 'modi', 'govt', 'cites', 'president', 'of', 'bharat', 'in', 'g20', 'dinner', 'invite']
['addressing', 'cybersecurity', 'risks', 'at', 'stock', 'exchanges', 'clearing', 'corporations', 'sebi', 'chief', 'buch']
['anicut', 'capital', 'picks', 'up', 'over', '6', 'million', 'from', 'sidbi', 'startup', 'fund']
['free', 'money', 'does', 'not', 'exist', 'how', 'to', 'save', 'gullible', 'investors', 'from', 'influencers']
['kotak', 'nasdaq', '100', 'fund', 'of', 'fund', 'what', 'an', 'investor', 'needs', 'to', 'know', 'before', 'diversifying', 'into', 'it']
['5', 'best', 'electric', 'violins', 'in', 'india', 'for', 'effortless', 'music', 'practice']
['enhancing', 'leadership', 'effectiveness', 'for', 'cxos', 'strategies', 'for', 'success']
['volvo', 'car', 'india', 'expects', 'good', 'festival', 'season', 'for', 'domestic', 'auto', 'industry']
['coherent', 'corp', 'to', 'set', 'up', 'indias', 'first', 'centre', 'of', 'excellence', 'in', 'chennai']
['tata', 'power', 'hcl', 'tech', '7', 'other', 'large', 'cap', 'stocks', 'cross', '52', 'week', 'highs']
['do', 'medicines', 'taken', 'by', 'drivers', 'guards', 'for', 'lifestyle', 'diseases', 'impact', 'safe', 'train', 'ops', 'railways', 'asks', 'zones']
['centre', 'for', 'second', 'pli', 'scheme', 'for', 'processing', 'millet', 'based', 'foods', 'food', 'processing', 'secretary']
