['taken', 'for', 'immigranted', 'making', 'sense', 'of', 'trumps', 'foreign', 'students', 'rule']
['c', 'held', 'by', 'traders', 'from', 'minimum', 'balance', 'norm', 'demands', 'traders', 'body']
['ahead', 'of', 'market', '12', 'things', 'that', 'will', 'decide', 'stock', 'action', 'on', 'friday']
['nokia', 'launches', 'data', 'centre', 'networking', 'tools', 'developed', 'with', 'apple']
['aeml', 'waives', 'interest', 'for', 'customers', 'opting', 'for', 'emi', 'payment', 'of', 'bills']
['india', 'narrative', 'presents', 'huge', 'opportunities', 'in', 'the', 'post', 'covid', 'world', 'manoj', 'ladwa', 'ceo', 'india', 'inc', 'group']
['google', 'faces', 'eu', 'antitrust', 'probe', 'into', 'fitbit', 'deal', 'if', 'no', 'concessions']
['india', 'exploring', 'legal', 'options', 'in', 'kulbhushan', 'jadhav', 'case', 'mea']
['who', 'says', 'airborne', 'transmission', 'of', 'coronavirus', 'can', 'occur', 'during', 'medical', 'procedures']
['india', 'plans', 'to', 'raise', '2', '7', 'billion', 'selling', 'stakes', 'in', 'two', 'firms']
['covid', '19', 'india', 'has', 'not', 'yet', 'reached', 'community', 'transmission', 'stage', 'says', 'govt']
['no', 'compromise', 'on', 'safety', 'security', 'concerns', 'government', 'on', 'august', '15', 'indigenous', 'covid', '19', 'vaccine', 'deadline']
['tcs', 'q1', 'net', 'profit', 'drops', '13', '8', 'misses', 'estimates', 'key', 'takeaways']
['sc', 'to', 'examine', 'if', 'transactions', 'regarding', 'sale', 'of', 'bs', 'iv', 'vehicles', 'during', 'lockdown', 'genuine']
['habits', 'like', 'spitting', 'in', 'open', 'need', 'to', 'be', 'junked', 'pm', 'modi']
['bse', 'commodity', 'derivatives', 'segment', 'registers', 'turnover', 'of', 'rs', '3015', 'cr']
['defence', 'minister', 'rajnath', 'singh', 'inaugurates', 'six', 'strategic', 'bridges', 'along', 'pakistan', 'border']
['pnb', 'housing', 'finance', 'actively', 'looking', 'to', 'sell', 'down', 'corporate', 'assets', 'and', 'raise', 'focus', 'on', 'mass', 'housing', 'segment']
['tv', 'viewership', 'sports', 'loss', 'is', 'news', 'genres', 'gain', 'in', 'first', 'half', 'of', '2020']
['nse', 'bse', 'bulk', 'deals', 'schroder', 'asian', 'growth', 'fund', 'sells', 'arvind', 'fashions', 're', 'other', 'bulk', 'deals']
['maharashtra', 'government', 'sbi', 'to', 'set', 'up', 'stress', 'fund', 'for', 'stuck', 'slum', 'rehabilitation', 'projects']
['india', 'again', 'rejects', 'chinas', 'claim', 'over', 'galwan', 'valley', 'another', 'round', 'of', 'talks', 'expected', 'friday']
['nepals', 'communist', 'party', 'seems', 'headed', 'for', 'split', 'oli', 'prachanda', 'talks', 'fail', 'to', 'yield', 'positive', 'outcome']
['we', 'remain', 'convinced', 'about', 'resolution', 'of', 'differences', 'through', 'dialogue', 'india', 'on', 'eastern', 'ladakh', 'situation']
['evolving', 'situation', 'keeping', 'abreast', 'with', 'info', 'from', 'who', 'health', 'ministry', 'on', 'if', 'coronavirus', 'may', 'be', 'airborne']
['delhi', 'moscow', 'should', 'be', 'sensitive', 'to', 'each', 'others', 'security', 'interests', 'as', 'in', 'past', 'indian', 'envoy', 'to', 'russia']
['gem', '4', '0', 'portal', 'with', 'powerful', 'features', 'to', 'be', 'launched', 'by', 'september', 'says', 'ceo']
['northward', 'financial', 'planners', 'partners', 'settle', 'case', 'with', 'sebi']
['cicse', 'board', 'to', 'announce', 'class', '10', '12', 'results', 'on', 'july', '10']
['mumbai', 'based', 'saas', 'startup', 'browserstack', 'acquires', 'bay', 'area', 'company', 'percy']
['u', 's', 'in', 'talks', 'with', 'india', 'on', 'market', 'access', 'trade', 'concessions', 'u', 's', 'envoy']
['trade', 'setup', 'stay', 'alert', 'nifty', 'bounces', 'not', 'showing', 'any', 'increase', 'in', 'momentum']
['amul', 'forays', 'into', 'edible', 'oil', 'business', 'with', 'launch', 'of', 'janmay']
['ed', 'attaches', 'over', 'rs', '2200', 'crore', 'assets', 'of', 'rana', 'kapoor', 'others', 'in', 'yes', 'bank', 'pmla', 'case']
['alrosa', 'to', 'be', 'flexibile', 'with', 'dates', 'for', 'its', 'rough', 'diamond', 'trading', 'sessions']
['sebi', 'eases', 'ownership', 'rules', 'for', 'gift', 'city', 'exchanges']
['government', 'plans', 'to', 'restrict', 'use', 'of', 'glyphosate', 'herbicide']
['companies', 'and', 'e', 'commerce', 'players', 'need', 'to', 'display', 'country', 'of', 'origin', 'on', 'products', 'paswan']
['india', 'a', 'good', 'example', 'as', 'solar', 'auctions', 'gain', 'popularity', 'amid', 'covid', '19', 'pandemic', 'un', 'chief']
['students', 'shun', 'american', 'dream', 'eye', 'canada', 'uk']
['indian', 'army', 'asks', 'personnel', 'to', 'delete', '89', 'apps', 'including', 'facebook', 'tiktok', 'tinder', 'pubg']
['india', 'eu', 'summit', 'on', 'july', '15', 'to', 'focus', 'on', 'rule', 'of', 'law', 'amid', 'chinas', 'global', 'belligerence']
['gold', 'trade', 'witnessing', 'a', 'mixed', 'trend', 'in', 'unlock', '2', '0']
['tn', 'reports', 'over', '4000', 'cases', 'after', 'few', 'days', 'of', 'declining', 'numbers', 'testing', 'at', 'an', 'all', 'time', 'high']
['tiktok', 'report', 'shows', 'india', 'sends', 'highest', 'number', 'of', 'user', 'information', 'and', 'content', 'takedown', 'requests']
['dow', 'jones', 'gains', 'as', 'investors', 'cheer', 'declining', 'jobless', 'claims']
['delhi', 'high', 'court', 'directs', 'oyo', 'to', 'file', 'affidavit', 'of', 'unencumbered', 'assets', 'in', 'matter', 'filed', 'by', 'anam', 'datsec']
['universal', 'music', 'signs', 'multi', 'year', 'partnership', 'with', 'desi', 'melodies']
['karnataka', 'approves', 'enhancing', 'contingency', 'fund', 'limit', 'to', 'rs', '500', 'crore', 'due', 'to', 'covid', '19']
['priyanka', 'gandhi', 'to', 'shift', 'out', 'of', 'her', 'lutyens', 'bungalow', 'by', 'month', 'end']
['gold', 'prices', 'today', 'trade', 'flat', 'as', 'traders', 'wait', 'on', 'sidelines']
['ixigo', 'reinstates', 'salaries', 'grants', 'deeply', 'discounted', 'esops', 'to', 'all', 'employees']
['iim', 'calcutta', 'to', 'start', 'academic', 'year', 'in', 'online', 'mode', 'from', 'august']
['small', 'banks', 'may', 'face', 'rough', 'weather', 'in', 'creating', 'covid', 'capital', 'warchest']
['coal', 'india', 'surpasses', 'capex', 'target']
['days', 'ahead', 'of', 'ipo', 'rossari', 'biotechs', 'unlistedshares', 'demanding', '35', 'premium', 'in', 'grey', 'market']
['punjab', 'national', 'bank', 'looks', 'to', 'raise', 'rs', '10000', 'crore', 'through', 'equity', 'and', 'debt', 'mode']
['indian', 'to', 'have', '820', 'million', 'smartphone', 'users', 'by', '2022']
['nizamuddin', 'markaz', 'delhi', 'court', 'allows', '60', 'malaysians', 'to', 'walk', 'free', 'on', 'fine', 'of', 'rs', '7000', 'each']
['sc', 'pulls', 'up', 'maharashtra', 'govt', 'for', 'claiming', 'everything', 'fine', 'on', 'migrant', 'workers', 'issue']
['covid', '19', 'situation', 'in', 'delhi', 'shows', 'remarkable', 'improvement', 'mha']
['expect', '50', 'bps', 'rate', 'cut', 'by', 'october', 'bank', 'of', 'america']
['tcs', 'reported', 'revenue', 'dips', 'but', 'profit', 'grows', 'in', 'q1', 'fy21', 'results']
['who', 'sets', 'up', 'panel', 'to', 'review', 'handling', 'of', 'pandemic']
['pcbl', 'to', 'set', 'up', 'rs', '600', 'crore', 'greenfield', 'plant', 'near', 'chennai']
['tata', 'motors', 'says', 'jlr', 'june', 'quarter', 'retail', 'sales', 'significantly', 'hit', 'by', 'covid', '19']
['rishi', 'sunak', 'warns', 'of', 'significant', 'recession', 'and', 'jobs', 'crunch', 'in', 'uk']
['investors', 'will', 'take', 'tcs', 'results', 'with', 'a', 'pinch', 'of', 'salt', 'q2', 'outlook', 'to', 'be', 'in', 'focus', 'centrum', 'broking']
['bankruptcy', 'court', 'admits', 'bse', 'listed', 'bothra', 'metals', 'alloys', 'for', 'insolvency', 'resolution']
['harvard', 'mit', 'sue', 'us', 'immigration', 'authorities', 'over', 'new', 'rule', 'for', 'foreign', 'students', 'report']
['media', 'companies', 'saw', 'maximum', 'ceo', 'churn', 'in', '2019', 'report']
['jagdeep', 'laid', 'to', 'rest', 'at', 'private', 'funeral', 'in', 'presence', 'of', 'family', 'and', 'friends']
['meet', 'buckwheat', 'the', 'donkey', 'who', 'crashes', 'zoom', 'wfh', 'meetings', 'for', 'his', 'animal', 'friends']
['forgotten', 'tales', 'of', 'courage', 'and', 'valour', 'the', 'bucket', 'brigade']
['china', 'too', 'sees', 'new', 'investors', 'drive', 'up', 'its', 'equity', 'indies', 'all', 'of', 'this', 'week']
['sanjana', 'sanghi', 'does', 'a', 'throwbackthursday', 'says', 'sushant', 'singh', 'rajput', 'had', 'started', 'dil', 'bechara', 'shoot', 'exactly', '2', 'yrs', 'ago']
['druva', 'reports', '70', 'growth', 'in', 'recurring', 'revenue']
['oil', 'steady', 'as', 'coronavirus', 'fears', 'offset', 'gasoline', 'recovery', 'signs']
['elon', 'musk', 'confirms', 'the', 'future', 'of', 'cars', 'says', 'tesla', 'very', 'close', 'to', 'level', '5', 'autonomous', 'driving', 'technology']
['more', 'than', '15', 'million', 'whatsapp', 'business', 'users', 'in', 'india', 'each', 'month', 'whatsapp']
['eesl', 'signs', 'agreement', 'with', 'noida', 'authority', 'to', 'install', 'ev', 'charging', 'units']
['passive', 'funds', 'are', 'stealing', 'the', 'thunder', 'away', 'from', 'active', 'counterparts']
['artist', 'alexander', 'calders', 'holiday', 'park', 'sculpture', 'fetches', 'over', '5', '5', 'mn', 'at', 'paris', 'auction']
['inditex', 'the', 'owner', 'of', 'zara', 'fashion', 'brand', 'records', 'slowest', 'sales', 'growth', 'in', 'india', 'during', 'fy19', '20']
['market', 'movers', 'amc', 'stocks', 'tumble', 'as', 'inflows', 'drop', 'banks', 'rally', '60', 'stocks', 'flash', 'buy', 'signal']
['another', '1300', 'jobs', 'at', 'risk', 'in', 'uk', 'retail', 'sector', 'as', 'john', 'lewis', 'shuts', 'eight', 'stores']
['motown', 'govt', 'officials', 'to', 'brainstorm', 'soon', 'on', 'slamming', 'brakes', 'on', 'imports']
['mphasis', 'to', 'pay', '171300', 'to', 'settle', 'discrimination', 'law', 'suit']
['395', 'policemen', 'have', 'tested', 'positive', 'in', 'bengaluru', 'since', 'outbreak', 'of', 'covid', '19', 'officer']
['automotive', 'aftermarket', 'spending', 'to', 'decline', '11', 'in', 'fy21', 'crisil', 'research']
['state', 'election', 'commission', 'asks', 'ashok', 'gehlot', 'government', 'for', 'report', 'on', 'covid', '19', 'situation', 'ahead', 'of', 'local', 'body', 'polls']
['manufacturing', 'firms', 'turn', 'to', 'virtual', 'training', 'during', 'lockdown']
['gsk', 'mulls', 'tech', 'captive', 'in', 'india', 'may', 'reduce', 'outsourcing', 'to', 'indian', 'it']
['busy', 'accounting', 'software', 'boss', 'reads', 'daily', 'before', 'hitting', 'the', 'bed', 'says', 'books', 'helped', 'him', 'during', 'hard', 'times']
['eu', 'executive', 'says', 'significant', 'differences', 'in', 'brexit', 'talks']
['visit', 'to', 'the', 'dentist', 'will', 'get', 'expensive', 'but', 'is', 'it', 'safe', 'to', 'book', 'an', 'appointment', 'during', 'the', 'pandemic']
['honda', 'launches', 'bs', 'vi', 'compliant', 'diesel', 'version', 'of', 'civic', 'at', 'rs', '20', '75', 'lakh']
['nasscoms', 'shivendra', 'singh', 'decodes', 'trumps', 'h', '1b', 'visa', 'freeze']
['indias', 'gdp', 'to', 'contract', 'by', '3', 'per', 'cent', 'in', 'fy21', 'bofa']
['sebi', 'plans', 'to', 'rope', 'in', 'agency', 'to', 'revamp', 'it', 'network', 'communication', 'systems']
['patna', 'to', 'go', 'back', 'into', 'lockdown', 'as', 'cases', 'increase', 'in', 'bihar', 'testing', 'drops']
['what', 'you', 'need', 'to', 'know', 'about', 'the', 'supreme', 'court', 'fight', 'over', 'trumps', 'financial', 'records']
['taking', 'steps', 'for', 'obc', 'reservation', 'under', 'all', 'india', 'quota', 'tn']
['calcutta', 'hc', 'to', 'remain', 'closed', 'from', 'friday', 'to', 'monday']
['uk', 'court', 'extends', 'nirav', 'modis', 'judicial', 'remand', 'to', 'august', '6']
['india', 'eu', 'summit', 'to', 'be', 'held', 'through', 'video', 'conference', 'on', 'july', '15']
['praj', 'industries', 'forays', 'into', 'renewable', 'chemicals', 'and', 'materials', 'market']
['rupee', 'gains', '3', 'paise', 'to', 'close', 'at', '74', '99', 'against', 'us', 'dollar']
['gold', 'prices', 'rise', 'towards', 'nine', 'year', 'peak', 'as', 'virus', 'cases', 'spike']
['tech', 'honcho', 'caught', 'on', 'camera', 'abusing', 'asian', 'family', 'at', 'restaurant', 'apologises', 'after', 'row', 'breaks', 'out']
['mastercard', 'commits', 'rs', '250', 'crores', 'to', 'support', 'small', 'businesses', 'in', 'india']
['right', 'now', 'vikas', 'dubey', 'is', 'in', 'sp', 'says', 'mother', 'party', 'denies', 'claim']
['samsung', 'launches', 'galaxy', 'watch', 'active2', '4g', 'its', 'first', 'made', 'in', 'india', 'smartwatch', 'at', 'rs', '28490']
['global', 'coronavirus', 'cases', 'surge', 'past', '12', 'million']
['un', 'world', 'could', 'hit', '1', '5', 'degree', 'warming', 'threshold', 'in', '5', 'years']
['arvind', 'fashions', 'says', '75', 'of', 'its', 'stores', 'operational', 'revenue', 'below', 'pre', 'covid', 'levels']
['tech', 'view', 'nifty', 'forms', 'an', 'inside', 'bar', 'next', 'hurdle', 'in', 'the', '10847', '10884', 'zone']
['cil', 'lines', 'up', 'rs', '10000', 'crore', 'capex', 'for', '2020', '21']
['open', 'access', 'to', 'air', 'quality', 'data', 'critical', 'to', 'tackling', 'pollution']
['hcc', 'q4', 'results', 'firm', 'posts', 'net', 'profit', 'of', 'rs', '311', 'crore']
['chinese', 'banks', 'prepare', 'contingency', 'plans', 'over', 'threat', 'of', 'u', 's', 'sanctions', 'sources']
['gst', 'intelligence', 'officers', 'arrest', 'som', 'distilleries', 'promoters', 'in', 'alleged', 'tax', 'evasion', 'case']
['un', 'world', 'could', 'hit', '1', '5', 'degree', 'warming', 'threshold', 'in', '5', 'years']
['praj', 'industries', 'surges', '4', 'as', 'co', 'forays', 'into', 'renewable', 'chemicals', 'industry']
['india', 'may', 'go', 'beyond', 'china', 'to', 'cut', 'cheap', 'shipments']
['six', 'hours', 'will', 'decide', 'indias', 'next', 'digital', 'superstar']
['sbi', 'card', 'share', 'price', 'has', 'surged', 'by', '40', 'inching', 'closer', 'to', 'its', 'issue', 'price', 'of', '755']
['virus', 'ravaged', 'states', 'clamor', 'for', 'more', 'funds', 'from', 'modi']
['cipla', 'rises', '2', 'as', 'drugmaker', 'launches', 'remdesivir', 'generic', 'at', 'rs', '4000', 'per', 'vial']
['tcs', 'slips', 'ahead', 'of', 'q1', 'results', 'heres', 'what', 'analysts', 'say']
['is', 'this', 'bull', 'market', 'similar', 'to', 'the', 'bull', 'market', 'of', '2000', 'nilesh', 'shah', 'explains']
['whirlpool', 'of', 'india', 'cfo', 'yatin', 'malhotra', 'resigns']
['arvind', 'fashions', 'q4', 'results', 'firm', 'reports', 'net', 'loss', 'of', 'rs', '208', 'crore']
['elon', 'musk', 'mocks', 'sceptical', 'investors', 'who', 'think', 'tesla', 'is', 'overpriced', 'by', 'selling', 'red', 'hot', 'shorts']
['tata', 'group', 'retail', 'arm', 'trent', 'looking', 'to', 'pursue', 'accelerated', 'expansion']
['arvind', 'fashions', 'spikes', '5', 'on', 'rs', '260', 'crore', 'investment', 'from', 'flipkart']
['8', 'states', 'account', 'for', '90', 'active', 'coronavirus', 'cases', 'in', 'india', 'gom', 'on', 'covid', '19', 'informed']
['truecaller', 'says', 'disappointed', 'by', 'indian', 'armys', 'ban', 'on', 'app', 'for', 'personnel']
['nppa', 'asks', 'remdisivir', 'drug', 'makers', 'to', 'ensure', 'transparency', 'after', 'complaints', 'about', 'black', 'marketing']
['alliance', 'air', 'resumes', 'flight', 'connectivity', 'to', 'himachal', 'pradesh']
['iifl', 'finance', 'gains', 'on', 'raising', 'rs', '200', 'crore', 'via', 'ncds']
['samsung', 'starts', 'manufacturing', 'smartwatches', 'in', 'india']
['zara', 'profit', 'jumps', '45', '5', 'to', 'rs', '104', 'cr', 'in', 'fy20', 'revenue', 'up', '9', '2', 'to', 'rs', '1570', '54', 'crore']
['buy', 'mahindra', 'amp', 'mahindra', 'target', 'price', 'rs', '583nbsp', 'sharekhan']
['share', 'market', 'update', 'psu', 'bank', 'shares', 'up', 'sbi', 'rises', '2']
['pm', 'applauds', 'role', 'of', 'people', 'of', 'varanasi', 'in', 'helping', 'needy', 'during', 'covid', 'crisis']
['indian', 'retail', 'industry', 'may', 'see', 'revival', 'by', 'august', '2020', 'executive', 'director', 'prestige', 'group']
['centre', 'notifies', 'draft', 'wage', 'rules', 'recommends', 'eight', 'hour', 'working', 'day']
['australia', 'shares', 'end', 'higher', 'on', 'stimulus', 'hopes', 'nz', 'falls', 'as', 'power', 'firms', 'hit']
['share', 'market', 'update', 'fmcg', 'shares', 'trade', 'lower', 'itc', 'dips', '1']
['uniformed', 'commentary', 'on', 'exclusion', 'of', 'topics', 'from', 'cbse', 'syllabus', 'hrd', 'minister']
['hc', 'directs', 'du', 'to', 'give', 'schedule', 'of', 'final', 'year', 'ug', 'exams']
['view', 'why', 'there', 'can', 'be', 'no', 'buffer', 'zones', 'on', 'the', 'lac']
['zoom', 'in', 'regular', 'touch', 'with', 'india', 'govt', 'on', 'data', 'security', 'have', 'local', 'servers', 'india', 'head']
['gangster', 'vikas', 'dubey', 'to', 'be', 'brought', 'to', 'up', 'on', 'transit', 'remand', 'police']
['japanese', 'shares', 'rebound', 'but', 'spike', 'in', 'covid', '19', 'cases', 'caps', 'gains']
['european', 'shares', 'rise', 'after', 'saps', 'reassuring', 'outlook']
['glee', 'star', 'goes', 'missing', 'her', 'son', 'found', 'floating', 'alone', 'in', 'boat']
['priyanka', 'demands', 'cbi', 'probe', 'to', 'ascertain', 'facts', 'about', 'grant', 'of', 'protection', 'to', 'gangster', 'vikas', 'dubey']
['diesel', 'customers', 'can', 'sue', 'vw', 'where', 'they', 'bought', 'cars', 'rules', 'eu', 'court']
['buy', 'lupin', 'target', 'price', 'rs', '1040', 'nomura']
['share', 'market', 'update', 'realty', 'shares', 'mixed', 'indiabulls', 'real', 'estate', 'climbs', '5']
['bali', 'resort', 'island', 'reopens', 'after', '3', 'month', 'lockdown', 'foreign', 'tourist', 'arrivals', 'to', 'resume', 'in', 'september']
['we', 'have', 'lost', 'another', 'gem', 'says', 'big', 'b', 'madhuri', 'dixit', 'javed', 'akhtar', 'pay', 'heartfelt', 'tribute', 'to', 'jagdeep']
['collabera', 'brings', 'on', 'board', 'karthik', 'krishnamurthy', 'as', 'ceo']
['cabinet', 'nod', 'for', 'development', 'of', 'affordable', 'rental', 'housing', 'complexes', 'for', 'urban', 'migrants', 'poor']
['smog', 'causes', 'an', 'estimated', '49000', 'deaths', 'in', 'beijing', 'shanghai', 'in', '2020', 'tracker']
['five', 'million', 'begin', 'lockdown', 'in', 'australian', 'city']
['delayed', 'by', 'lockdown', 'aasu', 'now', 'to', 'fast', 'track', 'move', 'to', 'form', 'new', 'political', 'alternative', 'in', 'assam']
['honda', 'motorcycle', 'and', 'scooter', 'india', 'launches', 'online', 'booking', 'platform', 'for', 'contactless', 'customer', 'engagement']
['should', 'financial', 'markets', 'take', 'note', 'of', 'chinese', 'bids', 'to', 'bully', 'the', 'free', 'world']
['as', 'asian', 'deals', 'disappear', 'india', 'becomes', 'unlikely', 'ma', 'hotspot']
['illustrated', 'biography', 'with', '400', 'never', 'before', 'seen', 'photographs', 'of', 'dalai', 'lama', 'to', 'hit', 'stands', 'soon']
['bhel', 'commissions', 'solar', 'pv', 'plant', 'in', 'madhya', 'pradesh', 'for', 'indian', 'railways']
['gangster', 'vikas', 'dubey', 'arrested', 'in', 'ujjain']
['planning', 'significant', 'investment', 'more', 'hiring', 'in', 'india', 'zoom']
['accumulate', 'pi', 'industries', 'target', 'price', 'rs', '1889', 'angel', 'brokingnbsp']
['hold', 'nbcc', 'india', 'target', 'price', 'rs', '27', 'edelweissnbsp']
['accumulate', 'swaraj', 'engines', 'target', 'price', 'rs', '1566']
['hitachi', 'abb', 'power', 'grids', 'india', 'bags', 'rs', '120', 'crore', 'order']
['trending', 'stocks', 'pinbspindustries', 'shares', 'trade', 'flat', 'in', 'early', 'session']
['sales', 'of', 'cng', 'cars', 'expected', 'to', 'grow', 'in', 'double', 'digits', 'in', 'fy21', 'despite', 'decline', 'in', 'pvs']
['trending', 'stocksnbspv2', 'retail', 'shares', 'trade', 'flat', 'in', 'early', 'session']
['buy', 'bpcl', 'target', 'price', 'rs', '423', 'icici', 'securitiesnbspbr']
['gujarat', 'diamond', 'industry', 'workers', 'leaving', 'surat', 'in', 'large', 'numbers']
['psus', 'will', 'play', 'a', 'huge', 'role', 'in', 'getting', 'growth', 'back', 'on', 'track', 'gurmeet', 'chadha']
['share', 'market', 'update', '33', 'stocks', 'hit', '52', 'week', 'highs', 'on', 'nse']
['airtel', 'voda', 'idea', 'q1', 'likely', 'dragged', 'by', 'covid', 'recharge', 'blues', 'lower', 'debt', 'user', 'adds', 'to', 'help', 'jio']
['cairn', 'cuts', 'workforce', 'by', '300', 'as', 'virus', 'hits', 'oil', 'prices']
['depp', 'denies', 'hitting', 'ex', 'wife', 'amber', 'heard', 'tabloid', 'defends', 'libel', 'claim', 'calling', 'hollywood', 'star', 'a', 'wife', 'beater']
['trending', 'stocksnbspnmdc', 'shares', 'gain', 'nearly', '2']
['fall', 'in', 'voda', 'idea', 'subscriber', 'numbers', 'worries', 'promoters']
['buy', 'hpcl', 'target', 'price', 'rs', '278', 'icici', 'securitiesnbspbr']
['close', 'aide', 'of', 'gangster', 'vikas', 'dubey', 'killed', 'while', 'trying', 'to', 'flee', 'from', 'custody', 'up', 'police']
['commodity', 'outlook', 'natural', 'gas', 'falls', 'heres', 'how', 'others', 'may', 'fare']
['trending', 'stocksnbspindian', 'oil', 'corporation', 'sharesnbsp', 'gain', 'over', '1']
['trade', 'multilateralism', 'need', 'to', 'be', 'sustained', 'in', 'post', 'covid', 'world', 'think', 'tank']
['short', 'term', 'debt', 'is', 'a', 'must', 'have', 'in', 'india', 'market', 'awash', 'with', 'cash']
['stock', 'market', 'update', '3', 'stocks', 'hit', '52', 'week', 'lows', 'on', 'nse']
['unicorns', 'like', 'byjus', 'first', 'cry', 'and', 'zomato', 'got', 'a', 'big', 'chunk', 'of', 'startup', 'funding', 'in', '2020']
['trending', 'stocksnbsptci', 'express', 'sharesnbsp', 'climb', 'over', '3']
['can', 'donald', 'trump', 'keep', 'his', 'finances', 'secret', 'us', 'supreme', 'court', 'to', 'rule', 'on', 'cases']
['trending', 'stocksnbspirb', 'infra', 'sharesnbsp', 'climb', 'over', '4']
['finmin', 'asks', 'states', 'to', 'ensure', 'safety', 'of', 'bankers', 'take', 'stern', 'action', 'against', 'unruly']
['trending', 'stocksnbsptejas', 'networks', 'sharesnbsp', 'climb', 'nearly', '5']
['trending', 'stocksnbspnbspncc', 'shares', 'rise', 'over', '3nbsp']
['trending', 'stocks', 'icici', 'bank', 'shares', 'flat', 'in', 'early', 'tradenbsp']
['trending', 'stocks', 'yes', 'bank', 'shares', 'rise', 'nearly', '3']
['trending', 'stocksnbspbajaj', 'finance', 'sharesnbsp', 'rise', 'over', '1nbsp']
['rupee', 'opens', '8', 'paise', 'up', 'at', '74', '94', 'against', 'dollar']
['new', 'visa', 'regulations', 'likely', 'to', 'cause', 'uncertainties', 'difficulties', 'for', 'some', 'indian', 'students', 'official']
['trending', 'stocksnbspsbi', 'card', 'shares', 'rise', 'nearly', '1']
['trending', 'stocksnbspfuture', 'retail', 'shares', 'downnbsp', '5']
['58', 'indian', 'origin', 'executives', 'employ', 'over', '3', '6', 'million', 'globally', 'account', 'for', '1', 'trillion', 'in', 'revenue']
['hdfc', 'bank', 'cuts', 'mclr', 'on', 'loans', 'by', '20', 'bps', 'across', 'all', 'tenors']
['clinical', 'trials', 'for', 'ayurvedic', 'formulations', 'against', 'covid', '19', 'to', 'be', 'initiated', 'in', 'india', 'us']
['trending', 'stocks', 'irctcnbspshares', 'trade', 'flat', 'in', 'early', 'session']
['trending', 'stocksnbspvedanta', 'shares', 'climb', 'nearly', '3']
['buy', 'mishra', 'dhatu', 'nigam', 'target', 'price', 'rs', '260', 'icici', 'directnbsp']
['trending', 'stocksnbsptata', 'motors', 'sharesnbsp', 'gain', 'nearly', '1']
['imd', 'issues', 'red', 'alert', 'for', 'heavy', 'showers', 'in', 'eastern', 'india']
['deadly', 'crash', 'and', 'fake', 'pilots', 'expose', 'pakistans', 'broken', 'airline']
['coronavirus', 'impact', 'here', 'are', 'latest', 'branch', 'timings', 'for', 'federal', 'bank', 'hdfc', 'bank']
