['pak', 'drone', 'incursions', 'drop', 'to', 'near', 'zero', 'in', 'jammu', 'region']
['not', 'backing', 'down', 'junior', 'docs', 'after', 'rg', 'kar', 'ex', 'principal', 'sandip', 'ghosh', 'gets', 'bail', 'in', 'rape', 'murder', 'case']
['2024', 'billboard', 'music', 'awards', 'finally', 'arrived', 'see', 'who', 'all', 'have', 'won']
['spicejet', 'clears', 'all', 'pending', 'pf', 'dues', 'worth', 'rs', '160', 'cr']
['dept', 'of', 'posts', 'mea', 'sign', 'pact', 'to', 'set', 'up', 'additional', '600', 'passport', 'seva', 'kendras', 'at', 'pos', 'scindia']
['will', 'taylor', 'swift', 'perform', 'at', 'donald', 'trumps', 'inauguration', 'fans', 'react', 'to', 'anchors', 'speculation']
['zepto', 'revenue', 'more', 'than', 'doubles', 'in', 'fy24', 'to', 'rs', '4454', 'crore', 'net', 'loss', 'marginally', 'down']
['civil', 'aviation', 'minister', 'unveils', 'centenary', 'celebrations', 'logo', 'of', 'kolkata', 'airport']
['satellite', 'spectrum', 'not', 'to', 'be', 'allocated', 'on', 'first', 'come', 'first', 'serve', 'basis', 'scindia']
['2024s', 'must', 'see', 'films', 'from', 'the', 'brutalist', 'to', 'inside', 'out', '2', 'heres', 'the', 'top', '10', 'picks']
['best', 'microwave', 'deals', 'lowest', 'prices', 'ever', 'on', 'microwaves', 'in', 'amazon', 'sale']
['ministers', 'post', 'does', 'not', 'entitle', 'someone', 'for', 'special', 'consideration', 'for', 'grant', 'of', 'bail', 'sc']
['did', 'donald', 'trump', 'jr', 'dump', 'kimberly', 'guilfoyle', 'for', 'a', 'strategic', 'moveshocking', 'split', 'details', 'emerge']
['sony', 'sports', 'network', 'signs', '3', 'year', 'deal', 'to', 'telecast', 'hockey', 'india', 'league']
['zepto', 'revenue', 'jumps', 'mobikwik', 'ipo']
['squid', 'game', 'video', 'game', 'on', 'netflix', 'can', 'be', 'played', 'for', 'free', 'heres', 'how']
['ai', 'chatbots', 'shocking', 'advice', 'to', 'teen', 'killing', 'parents', 'over', 'restrictions', 'is', 'reasonable', 'case', 'explained']
['big', 'dilemma', 'for', 'china', 'should', 'xi', 'jinping', 'accept', 'donald', 'trumps', 'invitation', 'and', 'attend', 'his', 'inauguration', 'on', 'january', '20']
['altcoin', 'season', 'emerges', 'positioning', 'lightchain', 'ai', 'among', 'promising', 'performers']
['maha', 'business', 'at', 'maha', 'kumbh', 'the', 'worlds', 'biggest', 'congregation']
['all', 'indians', 'who', 'wished', 'to', 'return', 'home', 'evacuated', 'from', 'syria', 'mea']
['sebi', 'provides', 'relaxation', 'to', 'issuers', 'looking', 'to', 'list', 'unlisted', 'isin']
['is', 'pushpa', '2', 'actor', 'allu', 'arjun', 'arrested', 'heres', 'why', 'hes', 'facing', 'police', 'action', 'in', 'hyderabad']
['yash', 'highvoltage', 'ipo', 'opens', 'today', 'check', 'key', 'dates', 'gmp', 'price', 'band', 'and', 'other', 'details']
['nifty', '2025', 'target', 'at', '26300', 'bharti', 'airtel', 'and', 'hdfc', 'bank', 'among', 'top', '26', 'stock', 'picks', 'icici', 'securities']
['dozens', 'of', 'journalists', 'vloggers', 'booked', 'in', 'pakistan', 'for', 'alleged', 'false', 'claims', 'against', 'army']
['iit', 'guwahati', 'iit', 'mandi', 'and', 'cstep', 'bengaluru', 'release', 'district', 'level', 'climate', 'risk', 'assessment', 'report', 'for', 'india']
['purple', 'united', 'sales', 'ipo', 'day', '3', 'check', 'subscription', 'key', 'dates', 'gmp', 'price', 'band', 'and', 'other', 'details']
['silicon', 'valley', 'ceos', 'rush', 'to', 'mend', 'relations', 'with', 'trump', 'bezos', 'sundar', 'pichai', 'to', 'meet', 'the', 'president', 'elect', 'amazon', 'to', 'donate', '1', 'million', 'for', 'inauguration']
['ind', 'vs', 'aus', '3rd', 'test', '14th', 'dec', '2024', 'weather', 'pitch', 'report', 'gabba', 'brisbane', 'border', 'gavaskar', 'trophy']
['allu', 'arjun', 'not', 'at', 'fault', 'says', 'husband', 'of', 'woman', 'who', 'died', 'at', 'pushpa', '2', 'premiere']
['allu', 'arjun', 'from', 'child', 'artiste', 'and', 'telugu', 'hero', 'to', 'pan', 'india', 'star', 'of', 'pushpa', 'fame']
['hamps', 'bio', 'ipo', 'day', '1', 'check', 'subscriptions', 'key', 'dates', 'gmp', 'price', 'band', 'and', 'other', 'details']
['wardwizard', 'innovations', 'expects', '30', '35', 'pc', 'sales', 'from', 'electric', 'three', 'wheelers']
['indus', 'towers', 'to', 'acquire', '26', 'pc', 'stake', 'in', 'jsw', 'green', 'energy', 'eight', 'for', 'rs', '38', 'crore']
['pm', 'has', 'not', 'understood', 'bharat', 'ka', 'samvidhan', 'is', 'not', 'sangh', 'ka', 'vidhan', 'priyanka']
['yellowstone', 'season', '5', 'finale', 'will', 'streak', 'of', 'death', 'continue', 'in', 'upcoming', 'episodes', 'check', 'the', 'final', 'date', 'of', 'streaming']
['mahua', 'moitras', 'reference', 'to', 'judge', 'loyas', 'death', 'sparks', 'uproar', 'in', 'lok', 'sabha', 'rijiju', 'warns', 'of', 'action']
['ind', 'vs', 'aus', '3rd', 'test', 'match', 'when', 'and', 'where', 'to', 'watch', 'live', 'streaming', 'channel', 'app', 'hotstar', 'star', 'sports', 'border', 'gavaskar', 'trophy', 'gabba', 'brisbane']
['bse', 'releases', 'stock', 'market', 'holiday', 'calendar', 'for', '2025', 'check', 'details']
['the', 'most', 'eligible', 'bachelor', 'barron', 'trump', 'becomes', 'a', 'sensation', 'with', 'ladies', 'grabs', 'eyeballs', 'on', 'college', 'campus']
['kamala', 'harris', 'was', 'drunk', 'during', 'christmas', 'speech', 'at', 'dc', 'thank', 'god', 'trump', 'won', 'says', 'internet']
['nyt', 'connections', 'hints', 'answers', 'clues', 'december', '13', 'how', 'to', 'solve', 'new', 'york', 'times', 'connections', 'puzzle']
['credit', 'costs', 'for', 'banks', 'nbfcs', 'mfis', 'expected', 'to', 'significantly', 'rise']
['supreme', 'facility', 'management', 'ipo', 'issue', 'fully', 'subscribed', 'on', 'day', '2', 'check', 'key', 'dates', 'gmp', 'price', 'band', 'and', 'other', 'details']
['allu', 'arjun', 'gets', 'interim', 'bail', 'herere', 'the', 'conditions', 'telangana', 'hc', 'laid', 'for', 'bail']
['allu', 'arjun', 'arrest', 'telangana', 'high', 'court', 'grants', 'interim', 'bail', 'to', 'pushpa', '2', 'actor']
['big', 'twist', 'in', 'allu', 'arjun', 'case', 'stampede', 'victims', 'husband', 'ready', 'to', 'withdraw', 'complaint']
['ccpa', 'issues', 'notices', 'to', '17', 'direct', 'selling', 'firms', 'over', 'unfair', 'practices']
['allu', 'arjun', 'arrest', 'pushpa', '2', 'star', 'granted', 'interim', 'bail', 'in', 'stampede', 'death', 'case', 'by', 'telangana', 'hc']
['gold', 'silver', 'prices', 'slump', 'amid', 'heavy', 'selling', 'by', 'jewellers', 'stockists']
['amazon', 'tv', 'sale', 'shop', 'best', 'rated', 'tvs', 'from', 'top', 'brands', 'as', 'per', 'your', 'budget']
['vivo', 'increases', 'presence', 'in', 'premium', 'segment', 'with', '16', 'market', 'share']
['did', 'donald', 'trump', 'pursue', 'princess', 'diana', 'and', 'want', 'her', 'as', 'the', 'ultimate', 'trophy', 'wife', 'heres', 'what', 'a', 'friend', 'of', 'the', 'royal', 'has', 'said']
['assam', 'police', 'arrest', 'eight', 'persons', 'for', 'their', 'involvement', 'in', 'the', 'gangrape', 'of', 'a', 'girl']
['tech', 'view', 'nifty', 'forms', 'long', 'bull', 'candle', 'eyes', '25200', 'level', 'next', 'week', 'how', 'to', 'trade', 'on', 'monday']
['brookfield', 'india', 'reit', 'raises', 'rs', '3500', 'cr', 'through', 'qip', 'ifc', 'lic', 'among', 'key', 'investors']
['scheme', 'to', 'give', 'rs', '1000', 'to', 'delhi', 'women', 'to', 'be', 'rolled', 'out', 'in', '10', '15', 'days', 'cm', 'atishi']
['no', 'staff', 'fired', 'it', 'was', 'campaign', 'to', 'highlight', 'workplace', 'stress', 'yesmadam', 'cofounder', 'clarifies']
['telangana', 'cm', 'revanth', 'reddy', 'under', 'fire', 'after', 'police', 'lift', 'allu', 'arjun', 'straight', 'from', 'his', 'bedroom']
['isro', 'achieves', 'significant', 'milestone', 'for', 'gaganyaan', 'programme']
['jennifer', 'lopez', 'caught', 'in', 'jay', 'z', 'rape', 'scandal', 'photos', 'of', 'her', 'sean', 'diddy', 'emerge', 'from', 'same', 'night', 'when', 'assault', 'happened']
['drdo', 'iaf', 'discuss', 'key', 'aerospace', 'projects', 'in', 'high', 'level', 'meeting']
['bengaluru', 'developers', 'face', 'allegations', 'of', 'rs', '3300', 'crore', 'fraud']
['riding', 'new', 'waves', 'of', 'tech', 'essential', 'for', 'survival', 'say', 'indian', 'entrepreneurs']
['allu', 'arjun', 'sent', 'to', 'jail', 'for', '14', 'days', 'what', 'are', 'the', 'charges', 'against', 'pushpa', '2', 'star']
['former', 'rg', 'kar', 'principal', 'sandip', 'ghosh', 'gets', 'bail', 'in', 'kolkata', 'doctor', 'rape', 'murder', 'case']
['agrochemicals', 'sector', 'revenue', 'expected', 'to', 'grow', 'at', '7', '9', 'pc', 'in', 'fy26', 'crisil']
['kotak', 'equities', 'downgrades', 'lt', 'to', 'reduce', 'gives', 'rs', '3650', 'target', 'price']
['income', 'tax', 'dont', 'want', 'to', 'miss', 'important', 'income', 'tax', 'updates', 'on', 'mobile', 'email', 'follow', 'these', 'steps']
['allu', 'arjun', 'arrest', 'court', 'sends', 'pushpa', '2', 'actor', 'to', '14', 'day', 'custody']
['firstclub', 'of', 'former', 'cleartrip', 'ceo', 'ayyappan', 'raises', '8', 'million', 'in', 'round', 'led', 'by', 'accel', 'rtp', 'global']
['french', 'president', 'macron', 'appoints', 'centrist', 'leader', 'franois', 'bayrou', 'as', 'the', 'new', 'prime', 'minister', 'of', 'the', 'nation']
['international', 'gemmological', 'institute', 'ipo', 'opens', 'today', 'check', 'key', 'dates', 'gmp', 'price', 'band', 'subscription', 'and', 'review']
['ktr', 'condemns', 'arrest', 'of', 'pushpa', '2', 'star', 'allu', 'arjun', 'calls', 'it', 'pinnacle', 'of', 'insecurity']
['sai', 'life', 'sciences', 'ipo', 'day', '3', 'check', 'key', 'dates', 'price', 'band', 'gmp', 'and', 'review']
['isha', 'ambani', 'led', 'reliance', 'retail', 'unveils', 'a', 'new', 'range', 'of', 'home', 'theatre', 'tvs']
['us', 'makes', 'h', '1b', 'visa', 'green', 'card', 'pathways', 'easier', 'for', 'international', 'students', 'on', 'j', '1', 'visa']
['mobikwik', 'ipo', 'day', '3', 'check', 'key', 'dates', 'subscription', 'gmp', 'and', 'review']
['before', 'arrest', 'pushpa', '2', 'star', 'allu', 'arjun', 'had', 'clarified', 'numbers', 'are', 'temporary', 'but']
['priyanka', 'gandhi', 'vadras', 'maiden', 'speech', 'in', 'parliament', 'top', '10', 'statements', 'by', 'the', 'congress', 'mp']
['onoe', 'a', 'ploy', 'to', 'finish', 'off', 'smaller', 'regional', 'parties', 'says', 'karnataka', 'dy', 'cm', 'shivakumar']
['alkem', 'lab', 'promoter', 'buys', 'sea', 'facing', 'luxury', 'apartment', 'in', 'mumbais', 'worli', 'for', 'rs', '185', 'cr']
['delhi', 'dehradun', 'expressway', 'to', 'be', 'completed', 'within', 'three', 'months', 'nitin', 'gadkari']
['one', 'of', 'the', 'largest', 'strikes', 'on', 'energy', 'infrastructure', 'zelenskyy', 'says', 'russia', 'targeted', 'ukraine', 'with', '93', 'missiles', '200', 'drones']
['switzerland', 'scraps', 'mfn', 'status', 'to', 'india', 'dividend', 'income', 'to', 'face', 'higher', 'tax']
['japan', 'plans', 'to', 'give', 'three', 'weekly', 'offs', 'to', 'everybody', 'from', 'next', 'year', 'to', 'grow', 'younger']
['digital', 'arrest', 'frauds', 'on', 'rise', 'npci', 'cautions', 'people', 'on', 'how', 'to', 'identify', 'and', 'protect', 'themselves', 'from', 'frauds']
['indias', 'forex', 'reserves', 'fall', 'by', '3', '23', 'bn', 'at', '654', '86', 'bn', 'as', 'on', 'dec', '6']
['disinformation', 'campaign', 'to', 'malign', 'india', 'mea', 'on', 'canadian', 'media', 'report', 'on', 'visa', 'halt', 'for', 'khalistanis']
['japan', 'in', 'dire', 'straits', 'tokyo', 'to', 'introduce', '4', 'day', 'workweek', 'from', 'april', '2025', 'as', 'country', 'faces', 'big', 'problem', 'heres', 'how', 'it', 'is', 'trying', 'to', 'solve', 'it']
['competition', 'comm', 'directs', 'table', 'tennis', 'federation', 'of', 'india', 'to', 'cease', 'desist', 'from', 'unfair', 'practices']
['allu', 'arjun', 'arrest', 'from', 'sandhya', 'theatre', 'stampede', 'to', '14', 'day', 'prison', 'sentence', 'a', 'complete', 'timeline', 'of', 'events']
['noida', 'building', 'projects', 'without', 'clearances', 'not', 'to', 'proceed', 'with', 'construction', 'ngt']
['plans', 'afoot', 'to', 'bring', 'epfo', 'service', 'at', 'par', 'with', 'banking', 'says', 'top', 'official']
['indus', 'towers', 'to', 'acquire', '26', 'in', 'jsw', 'green', 'energy', 'eight']
['3', 'indian', 'students', 'killed', 'in', 'canada', 'india', 'takes', 'up', 'issue', 'of', 'safety', 'with', 'ottawa']
['delhi', 'court', 'sends', 'aap', 'mla', 'naresh', 'balyan', 'to', 'judicial', 'custody', 'in', 'mcoca', 'case']
['sake', 'made', 'in', 'space', 'heres', 'what', 'japanese', 'sake', 'brand', 'dassai', 'is', 'planning', 'on', 'sending', 'to', 'the', 'international', 'space', 'station']
['vishal', 'mega', 'mart', 'ipo', 'day', '3', 'check', 'key', 'dates', 'gmp', 'price', 'band', 'subscription', 'and', 'review']
['karnataka', 'public', 'holidays', '2025', 'check', 'karnataka', 'state', 'govt', 'holiday', 'list', 'for', '2025']
['apple', 'to', 'assemble', 'airpods', 'in', 'india', 'for', 'the', 'first', 'time', 'starting', '2025']
['market', 'is', 'not', 'linear', 'stay', 'invested', 'and', 'reap', 'the', 'benefit', 'of', 'indias', 'growth', 'prospects', 'navneet', 'munot']
['nestles', 'added', 'sugar', 'per', 'serving', 'for', 'baby', 'products', 'complies', 'regulations', 'health', 'minister', 'j', 'p', 'nadda']
['karnataka', 'private', 'schools', 'overcharged', 'students', 'by', 'nearly', 'rs', '350', 'crore', 'during', 'covid', 'cag', 'pulls', 'up', 'state', 'government']
['un', 'team', 'to', 'study', 'aadhaar', 'card', 'based', 'services', 'in', 'andhra', 'pradesh']
['apple', 'ipo', 'anniversary', 'apple', 'stock', 'price', 'surge', 'a', '1000', 'investment', '44', 'years', 'ago', 'would', 'have', 'made', 'your', 'richer', 'by', '249900', 'by', 'now']
['sensex', 'up', '4487', 'points', 'since', 'november', 'lows', 'what', 'should', 'mutual', 'fund', 'investors', 'do']
['toll', 'for', 'airport', 'highway', 'kiran', 'mazumdar', 'shaw', 'joins', 'critics', 'says', 'bengaluru', 'must', 'be', 'at', 'par', 'with', 'other', 'cities']
['keerthy', 'suresh', 'wedding', 'guests', 'were', 'treated', 'to', 'a', 'simple', 'satvik', 'meal', 'a', 'look', 'at', 'the', 'dishes']
['peta', 'india', 'offers', 'rs', '50000', 'reward', 'for', 'information', 'on', 'stabbing', 'of', 'stray', 'dogs', 'in', 'delhi']
['rs', '35', 'lakh', 'gone', 'in', 'a', 'scam', 'grandfathers', 'life', 'savings', 'lost', 'in', 'fraudulent', 'schengen', 'visa', 'scheme']
['in', 'house', 'victory', 'heres', 'how', 'sony', 'playstation', '5', 'helped', 'astrobot', 'win', 'game', 'of', 'the', 'year', 'award']
['fire', 'atul', 'subhashs', 'wife', 'netizens', 'call', 'on', 'accenture', 'to', 'act', 'after', 'bengaluru', 'engineers', 'tragic', 'death']
['indian', 'forces', 'going', 'to', 'all', 'patrolling', 'points', 'in', 'depsang', 'in', 'ladakh', 'eastward', 'limit', 's', 'jaishankar']
['flying', 'from', 'delhi', 'indigo', 'announces', 'terminal', 'changes', 'for', 'some', 'flights', 'check', 'details']
['bengaluru', 'techie', 'suidice', 'case', 'estranged', 'wife', 'nikita', 'claims', 'rs', '10', 'lakh', 'dowry', 'demand', 'led', 'to', 'fathers', 'death']
['market', 'wrap', 'sensex', 'soars', '843', 'pts', 'after', 'wild', 'ride', 'nifty', 'ends', 'well', 'above', '24700', 'mark']
['why', 'did', 'bengaluru', 'techie', 'atul', 'subhash', 'ask', 'for', 'help', 'from', 'elon', 'musk', 'and', 'trump', 'his', 'last', 'post', 'discusses', 'indias', 'legal', 'system']
['these', 'hdfc', 'bank', 'services', 'will', 'not', 'be', 'available', 'on', 'december', '14', '15', 'know', 'when', 'you', 'cannot', 'use', 'upi', 'imps', 'neft', 'credit', 'card']
['nri', 'talk', 'indias', 'promising', 'sectors', 'top', '4', 'long', 'term', 'investment', 'opportunities', 'for', 'nris', 'himanshu', 'kohli', 'decodes']
['parliamentary', 'panel', 'recommends', 'increasing', 'assistance', 'under', 'pmay', 'g']
['mainboard', 'ipos', 'set', 'to', 'hit', 'the', 'street', 'what', 'does', 'gmp', 'indicate', 'ahead', 'of', 'debut']
['himachal', 'making', 'laws', 'to', 'favor', 'businessmen', 'bjp', 'shares', 'priyanka', 'gandhis', 'video', 'says', 'she', 'is', 'unaware', 'congress', 'is', 'in', 'power', 'there']
['mark', 'zuckerbergs', 'gold', 'plated', 'chain', 'sold', 'at', 'auction', 'for', 'nearly', '100', 'times', 'its', 'market', 'value', '40500']
