['indias', 'unemployment', 'rate', 'drops', 'to', '13', '3', 'in', 'q2', 'from', 'all', 'time', 'high', 'of', '20', '9', 'in', 'q1']
['tensions', 'along', 'assam', 'mizoram', 'border', 'fuelled', 'forces', 'from', 'outside', 'india', 'says', 'law', 'minister', 'kiren', 'rijiju']
['ahead', 'of', 'market', '12', 'things', 'that', 'will', 'decide', 'stock', 'action', 'on', 'tuesday']
['adani', 'group', 'bags', 'two', 'commercial', 'coal', 'mines', 'on', 'day', '1', 'of', 'tranche', '2', 'auctions']
['e', 'rupi', 'may', 'completely', 'negate', 'pilferage', 'ensure', 'full', 'benefit', 'to', 'beneficiary', 'industry']
['prasar', 'bharati', 'has', 'invited', 'eoi', 'for', 'establishing', 'international', 'channel', 'govt']
['india', 'china', 'agree', 'to', 'resolve', 'remaining', 'issues', 'in', 'eastern', 'ladakh', 'expeditiously', 'joint', 'statement']
['round', 'the', 'clock', 'curfew', 'total', 'containment', 'zones', 'lifted', 'in', 'assam']
['indias', 'services', 'exports', 'at', 'usd', '19', '72', 'billion', 'in', 'june', 'rbi', 'data']
['11', 'hiring', 'growth', 'in', 'q1fy22', 'indeed', 'india', 'hiring', 'tracker']
['ajmera', 'realty', 'april', 'june', 'net', 'profit', 'rs', '11', 'crore', 'revenue', 'rs', '136', 'crore']
['exxaros', 'ipo', 'looks', 'aggressively', 'priced', 'given', 'its', 'small', 'size', 'and', 'intense', 'competition']
['e', 'rupi', 'to', 'create', 'a', 'transparent', 'and', 'efficient', 'welfare', 'delivery', 'mechanism', 'pm', 'narendra', 'modi']
['53', '67', 'lakh', 'covid', 'vaccine', 'doses', 'administered', 'monday', 'total', 'crosses', '47', '78', 'crore']
['why', 'mpc', 'may', 'stay', 'in', 'pause', 'mode', 'for', 'now']
['tmc', 'only', 'party', 'capable', 'of', 'defeating', 'bjp', 'says', 'abhishek', 'banerjee']
['shiv', 'sena', 'workers', 'damage', 'adani', 'airport', 'signboard', 'in', 'mumbai']
['will', 'remain', 'mp', 'but', 'quit', 'politics', 'babul', 'supriyo', 'after', 'meeting', 'bjp', 'chief', 'nadda']
['adani', 'wilmar', 'files', 'papers', 'for', 'rs', '4500', 'crore', 'ipo']
['rbi', 'imposes', 'rs', '50', '35', 'lakh', 'penalty', 'on', 'nashik', 'based', 'janalaxmi', 'co', 'operative', 'bank']
['twitters', 'jack', 'dorsey', 'leads', 'blockbuster', '29', 'billion', 'buyout', 'of', 'afterpay']
['bihar', 'cm', 'nitish', 'kumar', 'favours', 'inquiry', 'into', 'pegasus', 'controversy']
['deepak', 'maheshwari', 'appointed', 'as', 'the', 'ceo', 'of', 'essar', 'oil', 'uk']
['iit', 'roorkee', 'launches', 'seven', 'new', 'academic', 'programmes']
['biggest', 'gainers', 'losers', 'of', 'the', 'day', 'hindustan', 'oil', 'surge', '20', 'ind', 'swift', 'labs', 'tank', '15']
['ixigo', 'adds', 'six', 'new', 'independent', 'board', 'members']
['nris', 'looking', 'to', 'go', 'back', 'abroad', 'queue', 'up', 'for', 'covishield', 'vaccines', 'in', 'rishikesh']
['afghan', 'president', 'ashraf', 'ghani', 'seeks', 'defense', 'of', 'cities', 'as', 'taliban', 'advance']
['karnataka', 'milk', 'federation', 'to', 'invest', 'rs', '1000', 'crore', 'for', 'expansion', 'in', 'maharashtra', 'through', 'acquisition', 'route']
['diageo', 'india', 'announces', 'equal', 'parental', 'leave', 'for', 'all', 'employees']
['pm', 'modi', 'to', 'launch', 'e', 'rupi', 'today', 'what', 'is', 'it', 'and', 'why', 'is', 'it', 'being', 'envisaged', 'as', 'an', 'alternative', 'to', 'dbt']
['first', 'zika', 'virus', 'case', 'found', 'in', 'maharashtra']
['gold', 'tumbles', 'by', 'rs', '124', 'silver', 'marginally', 'lower']
['kia', 'india', 'reports', '76', 'increase', 'in', 'sales', 'at', '15016', 'units', 'in', 'july']
['view', 'are', 'we', 'on', 'the', 'cusp', 'of', 'another', 'capex', 'boom']
['will', 'citizens', 'need', '3rd', 'or', 'booster', 'dose', 'of', 'covid', '19', 'vaccine', 'hc', 'asks', 'maharashtra', 'govt']
['elgar', 'parishad', 'case', 'pune', 'courts', 'move', 'causes', 'no', 'prejudice', 'to', 'accused', 'nia', 'tells', 'hc']
['market', 'movers', 'stock', 'rally', 'shows', 'realty', 'boom', 'here', 'to', 'stay', 'voda', 'investors', 'unsure', 'of', 'future']
['gautam', 'solar', 'md', 'learnt', 'fundamentals', 'of', 'management', 'from', 'corporate', 'chanakya']
['data', 'consumption', 'increased', '400', 'in', 'rural', 'india', 'in', 'past', 'one', 'year']
['lok', 'sabha', 'passes', 'bill', 'to', 'amend', 'general', 'insurance', 'law', 'without', 'debate']
['male', 'fertility', 'is', 'declining', 'smartphones', 'plastic', 'bottles', 'are', 'partly', 'to', 'blame']
['record', 'exports', 'in', 'july', '33', 'per', 'cent', 'of', '400', 'bln', 'fy22', 'aim', 'met']
['hanging', 'solar', 'fences', 'effectively', 'tackling', 'man', 'elephant', 'conflict', 'in', 'assam']
['ramdevs', 'ruchi', 'soya', 'to', 'start', 'palm', 'oil', 'plantations', 'in', 'north', 'east']
['daimler', 'india', 'names', 'anshum', 'jain', 'as', 'new', 'coo']
['spjimr', 'completes', 'virtual', 'autumns', 'internship', 'process', 'with', 'median', 'two', 'month', 'stipend', 'of', 'rs', '2', '8', 'lakh']
['home', 'minister', 'trying', 'to', 'find', 'solution', 'to', 'tensions', 'between', 'assam', 'and', 'mizoram', 'k', 'hari', 'babu']
['a', 'biopic', 'on', 'mirabai', 'chanus', 'life', 'in', 'the', 'works', 'it', 'will', 'be', 'a', 'manipuri', 'movie']
['tata', 'power', 'to', 'build', 'novel', '3', 'circuit', 'high', 'tension', 'transmission', 'tower', 'at', 'mumbai', 'metro', 'site']
['indias', 'nft', 'space', 'is', 'growing', 'almost', 'as', 'fast', 'as', 'crypto']
['india', 'is', 'showing', 'world', 'it', 'is', 'not', 'behind', 'in', 'adopting', 'new', 'technology', 'pm', 'at', 'the', 'launch', 'of', 'e', 'rupi']
['nbfc', 'indel', 'money', 'to', 'launch', 'maiden', 'rs', '150', 'cr', 'ncd', 'in', 'september']
['lok', 'sabha', 'passes', 'bill', 'to', 'amend', 'public', 'sector', 'general', 'insurance', 'law']
['shooter', 'naresh', 'kumar', 'sharma', 'seeks', 'urgent', 'hearing', 'from', 'sc', 'on', 'plea', 'against', 'his', 'non', 'inclusion', 'for', 'tokyo', 'paralympics']
['kl', 'deemed', 'to', 'be', 'university', 'achieves', 'highest', 'ever', 'placement', 'offers', 'secures', '3200', 'corporate', 'offers']
['koo', 'publishes', 'compliance', 'report', 'for', 'july', 'says', 'took', 'steps', 'to', 'proactively', 'moderate', '65280', 'posts']
['man', 'industries', 'bags', 'orders', 'worth', 'rs', '200', 'crore']
['fo', 'higher', 'low', 'highest', 'daily', 'close', 'in', '10', 'sessions', 'hold', 'out', 'hope', 'for', 'nifty']
['ioc', 'may', 'sell', 'some', 'petrol', 'pumps', 'to', 'jv', 'with', 'petronas']
['no', 'more', 'price', 'hikes', 'for', 'marico', 'may', 'pass', 'on', 'some', 'benefits', 'to', 'consumers', 'in', 'h2', 'saugata', 'gupta']
['dseu', 'to', 'pave', 'way', 'for', 'professional', 'training', 'in', 'various', 'fields', 'after', 'class', '10']
['ites', 'drive', 'demand', 'survey']
['exports', 'up', '47', '91', 'per', 'cent', 'in', 'july', 'to', '35', '17', 'billion']
['uk', 'gold', 'medalist', 'tom', 'daley', 'knits', 'in', 'the', 'stands', 'at', 'olympics', 'twitter', 'is', 'in', 'awe']
['tokyo', '2020', 'indian', 'women', 'make', 'olympic', 'history', 'by', 'reaching', 'hockey', 'semis', 'twitter', 'has', 'a', 'manic', 'monday']
['tech', 'view', 'nifty50', 'forms', 'hanging', 'man', 'candle', 'decisive', 'close', 'above', '15900', 'key']
['decoding', 'the', 'factors', 'behind', 'the', 'popularity', 'of', 'crypto', 'among', 'corporates']
['jk', 'police', 'busts', 'let', 'terror', 'module', 'in', 'anantnag', 'nabs', 'four', 'involved', 'in', 'developing', 'ieds']
['epfo', 'invests', 'rs', '7715', 'crore', 'in', 'equity', 'in', 'april', 'june']
['bharat', 'biotechs', 'covaxin', 'effective', 'against', 'delta', 'plus', 'variant', 'of', 'covid', '19', 'study']
['government', 'assures', 'safeguarding', 'interests', 'of', 'ordnance', 'factory', 'board', 'employees']
['coal', 'indias', 'fuel', 'supplies', 'to', 'power', 'sector', 'rises', 'to', '166', 'mt', 'in', 'apr', 'jul', 'period']
['govt', 'sanctioned', 'prosecution', 'in', '366', 'cases', 'related', 'to', 'csr', 'norms', 'violations', 'nirmala', 'sitharaman']
['icertis', 'says', 'revenue', 'rose', '60', 'in', 'h1', 'of', '2021']
['wabag', 'expands', 'global', 'footprint', 'with', 'oil', 'gas', 'order', 'worth', '165', 'million', 'in', 'russia']
['emami', 'realty', 'to', 'invest', 'rs', '130', 'crore', 'on', 'new', 'commercial', 'project', 'in', 'kolkata']
['fincare', 'small', 'finance', 'bank', 'gets', 'sebis', 'go', 'ahead', 'to', 'raise', 'rs', '1330', 'cr', 'via', 'ipo']
['day', 'trading', 'guide', '2', 'stock', 'recommendations', 'for', 'tuesday']
['bharat', 'biotechs', 'rotavac', '5d', 'receives', 'who', 'prequalification']
['police', 'files', 'charge', 'sheet', 'against', 'olympic', 'medallist', 'wrestler', 'sushil', 'kumar', 'others', 'in', 'murder', 'case']
['consider', 'dedicated', 'education', 'channel', 'for', 'students', 'in', 'covid', '19', 'times', 'hc', 'to', 'maharashtra', 'govt']
['maruti', 'suzuki', 'chairman', 'r', 'c', 'bhargava', 'car', 'sales', 'can', 'grow', 'significantly', 'if', 'third', 'wave', 'can', 'be', 'averted']
['healthcre', 'it', 'and', 'e', 'commerce', 'sectors', 'to', 'be', 'top', 'sectors', 'driving', 'demand', 'for', 'temporary', 'workers', 'isf']
['it', 'auto', 'stocks', 'lift', 'sensex', 'by', '364', 'pts', 'titan', 'jumps', 'over', '3']
['net', 'tax', 'revenues', 'rise', '5', 'pc', 'in', 'fy21', 'financial', 'minister', 'nirmala', 'sitharaman']
['citing', 'taliban', 'violence', 'america', 'expands', 'afghan', 'refugee', 'program']
['epfo', 'invests', 'rs', '7715', 'crore', 'in', 'equity', 'in', 'q1', 'of', 'fy22']
['hc', 'bench', 'refers', 'to', 'another', 'bench', 'former', 'aap', 'councillor', 'tahir', 'hussains', 'bail', 'plea', 'in', 'riots', 'case']
['indian', 'shooting', 'staring', 'at', 'radical', 'changes', 'after', 'tokyo', 'flop', 'show']
['c', 'holders', 'in', 'fy21']
['rupee', 'gains', '8', 'paise', 'to', 'close', 'at', '74', '34', 'against', 'us', 'dollar']
['nhais', 'total', 'borrowing', 'rises', 'to', 'rs', '3', '06', 'lakh', 'crore', 'in', 'march', '2021']
['a', 'rs', '750', 'cr', 'firm', 'bags', 'rs', '975', 'cr', 'project', 'from', 'govt', 'stock', 'climbs', '7']
['rajya', 'sabha', 'proceedings', 'adjourned', 'till', 'tuesday', 'morning']
['lok', 'sabha', 'adjourned', 'till', 'tuesday', 'as', 'opposition', 'continues', 'protest', 'over', 'pegasus', 'and', 'other', 'issues']
['jagdish', 'bhagwati', 'c', 'rangarajan', 'conferred', 'with', 'inaugural', 'prof', 'cr', 'rao', 'centenary', 'gold', 'medal']
['reliance', 'foundation', 'mumbai', 'municipal', 'corporation', 'to', 'provide', 'three', 'lakh', 'free', 'covid', '19', 'vaccines', 'to', 'underprivileged']
['bjp', 'mps', 'from', 'ne', 'meet', 'pm', 'over', 'recent', 'tension', 'between', 'assam', 'and', 'mizoram']
['fashinza', 'raises', '20', 'million', 'in', 'funding', 'from', 'accel', 'partners', 'elevation', 'capital', 'others']
['how', 'covid', '19', 'is', 'impacting', 'the', 'cold', 'chain', 'logistics', 'market']
['realme', 'to', 'start', 'export', 'of', 'india', 'made', 'smartphones', 'to', 'nepal', 'from', 'q3']
['gujarat', 'government', 'to', 'maximise', 'use', 'of', 'faceless', 'tech', 'system', 'to', 'curb', 'corruption', 'cm', 'vijay', 'rupani']
['copper', 'futures', 'rise', 'on', 'spot', 'demand']
['aluminium', 'futures', 'up', 'on', 'spot', 'demand']
['crude', 'oil', 'futures', 'dip', 'on', 'weak', 'spot', 'demand']
['rahul', 'gandhi', 'invites', 'opposition', 'parties', 'leaders', 'to', 'meeting', 'to', 'chalk', 'out', 'strategy', 'on', 'pegasus', 'row']
['assam', 'nagaland', 'move', 'security', 'personnel', 'back', 'to', 'base', 'camps']
['chinas', 'crackdown', 'on', 'cryptocurrency', 'trading', 'will', 'continue', 'as', 'the', 'central', 'bank', 'raises', 'the', 'heat', 'on', 'financial', 'institutions']
['akshay', 'kumar', 'and', 'vaani', 'kapoor', 'starrer', 'bellbottom', 'to', 'release', 'in', '3d', 'on', 'august', '19']
['abb', 'india', 'ties', 'up', 'with', 'audi', 'india', 'to', 'provide', 'charging', 'solutions', 'for', 'audi', 'e', 'tron', 'e', 'tron', 'sportback']
['rjd', 'supremo', 'lalu', 'prasad', 'yadav', 'and', 'samajwadi', 'party', 'sp', 'patriarch', 'mulayam', 'singh', 'yadav', 'meet', 'in', 'delhi']
['three', 'days', 'after', 'bombay', 'hc', 'denies', 'blanket', 'gag', 'order', 'shilpa', 'shetty', 'urges', 'fans', 'to', 'respect', 'their', 'privacy']
['1', '2', 'bn', 'arbitration', 'award', 'govt', 'says', 'no', 'formal', 'proposal', 'from', 'cairn', 'to', 'settle', 'dispute']
['india', 'defers', 'sale', 'of', 'state', 'run', 'banks', 'to', 'next', 'year']
['short', 'format', 'video', 'app', 'lomotif', 'ropes', 'in', 'tarun', 'katial', 'ken', 'cheung', 'as', 'senior', 'advisors']
['coriander', 'futures', 'decline', 'on', 'low', 'demand']
['eam', 'jaishankar', 'likely', 'to', 'attend', 'swearing', 'in', 'ceremony', 'of', 'newly', 'elected', 'iranian', 'president', 'ebrahim', 'raisi']
['need', 'to', 'work', 'on', 'permanent', 'solution', 'to', 'flood', 'crisis', 'in', 'maha', 'cm', 'uddhav', 'thackeray']
['covid', '19', 'is', 'back', 'in', 'wuhan', 'and', 'many', 'other', 'parts', 'of', 'china']
['govt', 'says', 'no', 'proposal', 'under', 'consideration', 'to', 'waive', 'farmer', 'loans']
['forecaster', 'who', 'predicted', 'indias', 'covid', 'peak', 'sees', 'new', 'wave', 'coming']
['nickel', 'futures', 'rise', 'on', 'firm', 'spot', 'demand']
['iit', 'madras', 'launches', 'indias', 'first', 'consortium', 'for', 'virtual', 'reality']
['coal', 'india', 'offtake', 'output', 'increase', 'in', 'july']
['high', 'inter', 'schools', 'in', 'up', 'to', 'resume', 'classes', 'from', 'aug', '16', 'with', '50', 'pc', 'attendance']
['too', 'little', 'too', 'late', 'social', 'media', 'has', 'a', 'covid', 'vaccine', 'misinformation', 'problem', 'heres', 'what', 'experts', 'suggest']
['jlr', 'commences', 'bookings', 'for', 'new', 'jaguar', 'f', 'type', 'r', 'dynamic', 'black']
['emami', 'q1', 'results', 'cos', 'pat', 'grows', '38', 'to', 'rs', '93', 'crore']
['afterpay', 'lifts', 'australian', 'shares', 'to', 'record', 'close']
['afghanistan', 'president', 'blames', 'worsening', 'security', 'situation', 'on', 'sudden', 'american', 'pullout']
['panasonic', 'elevates', 'its', 'india', 'business', 'ceo', 'manish', 'sharma', 'as', 'chairman']
['vodafone', 'idea', 'news', 'birla', 'offers', 'to', 'give', 'up', 'his', '27', 'stake', 'in', 'vodafone', 'idea']
['ncl', 'group', 'wins', 'andhra', 'pradesh', 'government', 'contract', 'worth', 'rs', '1863', 'crore']
['ecom', 'express', 'launches', 'e', 'zippie', 'to', 'help', 'smes']
['supreme', 'court', 'advises', 'mediation', 'to', 'andhra', 'pradesh', 'telangana', 'for', 'settling', 'krishna', 'water', 'sharing', 'dispute']
['7', 'falling', 'stocks', 'small', 'investors', 'picked', 'in', 'q1', 'are', 'in', 'troubled', 'waters']
['bengal', 'fm', 'amit', 'mitra', 'writes', 'to', 'nirmala', 'sitharaman', 'against', 'privatisation', 'of', 'insurance', 'companies']
['ambuja', 'cements', 'to', 'invest', 'rs', '310', 'crore', 'to', 'expand', 'ropar', 'unit', 'in', 'punjab']
['money', 'laundering', 'case', 'anil', 'deshmukh', 'skips', 'ed', 'summons', 'again']
['varun', 'beverages', 'q1', 'results', 'net', 'profit', 'zooms', 'two', 'folds', 'to', 'rs', '319', 'cr']
['indians', 'looking', 'for', 'a', 'second', 'home', 'in', 'developed', 'nations', 'consultants']
['sbi', 'makes', 'online', 'banking', 'more', 'secure', 'on', 'yono', 'yono', 'lite', 'heres', 'how']
['alcohol', 'cos', 'for', 'quid', 'pro', 'quo', 'in', 'eu', 'uk', 'ftas']
['abhishek', 'faces', 'bjp', 'protest', 'in', 'tripura']
['pm', 'modi', 'lauds', 'multiple', 'developments', 'which', 'heartened', 'every', 'indian']
['chinas', 'suspension', 'of', 'fertiliser', 'exports', 'likely', 'to', 'put', 'upward', 'pressure', 'on', 'international', 'prices', 'icra']
['billionaire', 'anil', 'agarwals', 'sterlite', 'power', 'hires', 'banks', 'for', '403', 'mn', 'ipo']
['indian', 'factories', 'added', 'jobs', 'for', 'the', 'first', 'time', 'in', '15', 'months']
['uae', 'rolls', 'out', 'sinopharm', 'covid', '19', 'vaccine', 'for', 'children', 'aged', '3', '17']
['bjps', 'priority', 'is', 'cabinet', 'expansion', 'not', 'covid', '19', 'siddaramaiah']
['ashok', 'leyland', 'sales', 'up', '81', 'pc', 'at', '8650', 'units', 'in', 'july']
['credit', 'growth', 'to', 'improve', 'this', 'year', 'aim', 'to', 'become', 'universal', 'bank', 'equitas', 'sfb']
['ma', 'rush', 'earnings', 'power', 'european', 'stocks', 'to', 'new', 'highs']
['china', 'shares', 'jump', 'after', 'worst', 'month', 'in', 'nearly', '3', 'years']
['priyanka', 'chopra', 'jonas', 'joins', 'bvlgari', 'as', 'global', 'brand', 'ambassador']
['apnaklub', 'gets', '3', '5', 'million', 'seed', 'funding', 'from', 'sequoia', 'surge']
['catch', 'them', 'young', 'bjp', 'youth', 'wing', 'starts', 'work', 'on', 'its', 'blueprint', 'for', '2024', 'starts', 'with', 'ideological', 'grounding', 'of', 'its', 'functionaries']
['ms', 'dhoni', 'picks', 'up', 'equity', 'in', 'homelane', 'inks', '3', 'year', 'strategic', 'partnership']
['top', 'offer', 'at', 'epgp', 'iim', 'indore', 'at', 'rs', '32', '76', 'lakh', 'per', 'annum']
['commandos', 'deployed', 'as', 'afghan', 'forces', 'battle', 'taliban', 'for', 'control', 'of', 'cities']
['sun', 'pharmas', 'best', 'day', 'in', '16', 'months', 'boosts', 'july', 'show', 'of', 'pharma', 'funds']
['commodity', 'strategies', 'gold', 'and', 'silver']
['nikkei', 'shares', 'end', 'higher', 'as', 'japan', 'earnings', 'cheer', 'offsets', 'virus', 'worries']
['shopmatic', 'onboards', 'one', 'million', 'merchants', 'clocks', '400', 'ml', 'in', 'gmv']
['pm', 'to', 'launch', 'digital', 'payment', 'solution', 'e', 'rupi', 'today']
['schools', 'reopen', 'in', 'punjab', 'for', 'all', 'classes']
['zomato', 'introduces', 'zomato', 'pro', 'plus', 'to', 'shore', 'up', 'revenue', 'per', 'user']
['states', 'responsible', 'for', 'implementation', 'of', '2015', 'judgement', 'scrapping', 'section', '66a', 'of', 'it', 'act', 'centre', 'to', 'sc']
['cab', 'expansion', 'possible', 'on', 'wed', 'if', 'list', 'is', 'finalised', 'in', 'meeting', 'with', 'bjp', 'leadership', 'on', 'monday', 'bommai']
['share']
['why', 'vaccinated', 'people', 'cant', 'be', 'allowed', 'to', 'travel', 'by', 'local', 'trains', 'hc', 'asks', 'maharashtra', 'govt']
['raghu', 'vamsi', 'to', 'set', 'up', '15', 'mn', 'facility', 'for', 'boeing', 'requirements', 'in', 'hyderabad']
['cdsl', 'q1', 'results', 'pat', 'rises', '37', 'to', 'rs', '64', 'crore']
['sensex', 'rises', 'in', 'early', 'trade', 'nifty', 'tops', '15850', 'maruti', 'gains', '2', 'bhel', 'drops', '2']
['tvs', 'motor', 'sales', 'up', '10', 'pc', 'in', 'july', 'at', '278855', 'units']
['strong', 'listing', 'gains', 'for', 'rolex', 'rings', 'likely', 'heres', 'how', 'to', 'check', 'allotment']
['avoid', 'two', 'wheeler', 'stocks', 'hang', 'on', 'to', 'pharma', 'sandip', 'sabharwal']
['glenmark', 'life', 'sciences', 'ipo', 'allotment', 'check', 'gmp', 'and', 'application', 'status']
['thea', 'white', 'the', 'voice', 'behind', 'muriel', 'on', 'courage', 'the', 'cowardly', 'dog', 'passes', 'away', 'at', '81']
['india', 'reports', '40134', 'new', 'covid', 'cases', 'daily', 'positivity', 'rate', 'below', '5', 'pc', 'for', '56', 'consecutive', 'days']
['buy', 'shriram', 'transport', 'finance', 'company', 'target', 'price', 'rs', '1600', 'motilal', 'oswalnbsp']
['diageo', 'india', 'announces', 'equal', 'parental', 'leave', 'for', 'all', 'employees', 'introduces', '26', 'week', 'paternity', 'leave']
['dlf', 'bets', 'big', 'on', 'home', 'projects', 'hopes', 'to', 'ride', 'the', 'wfh', 'wave']
['buy', 'container', 'corporation', 'of', 'india', 'target', 'price', 'rs', '780', 'motilal', 'oswal']
['how', 'can', 'indian', 'msmes', 'grow', 'to', 'compete', 'in', 'the', 'world']
['glenmark', 'inks', 'deal', 'with', 'sanotize', 'for', 'covid', 'treatment', 'spray', 'in', 'india', 'other', 'asian', 'markets']
['et', 'view', 'press', 'freedom', 'suffers', 'in', 'parliament', 'in', 'the', 'name', 'of', 'covid']
['2400', 'rally', 'in', '5', 'years', 'rakesh', 'jhunjhunwala', 'to', 'invest', 'rs', '31', 'crore', 'in', 'this', 'multibagger']
['indias', 'factory', 'growth', 'rebounded', 'in', 'july', 'hiring', 'resumed', 'after', '15', 'months']
['policybazaar', 'files', 'draft', 'papers', 'for', 'its', 'rs', '6017', 'crore', 'ipo']
['assam', 'congress', 'leader', 'sushanta', 'borgohain', 'and', 'former', 'manipur', 'congress', 'chief', 'govindas', 'konthoujam', 'join', 'bjp']
['brave', 'indian', 'women', 'create', 'history', 'enter', 'olympic', 'hockey', 'semifinal', 'for', 'first', 'time']
['rupee', 'rises', '9', 'paise', 'to', '74', '33', 'against', 'us', 'dollar']
['crewscale', 'founder', 'ceo', 'has', 'a', 'trip', 'to', 'hawaii', 'on', 'his', 'post', 'pandemic', 'bucket', 'list']
['buy', 'laurus', 'labs', 'target', 'price', 'rs', '800', 'motilal', 'oswal']
['bliss', 'gvs', 'pharma', 'shares', 'jump', '13', 'after', 'strong', 'show', 'in', 'june', 'quarter']
['revenue', '0', 'retail', 'ownership', '94', 'stock', 'surges', '1200', 'in', '51', 'sessions']
['top', 'cryptocurrency', 'prices', 'today', 'bitcoin', 'dogecoin', 'xrp', 'tank', 'up', 'to', '6']
['buy', 'marico', 'target', 'price', 'rs', '635', 'motilal', 'oswal']
['neutral', 'on', 'bandhan', 'bank', 'target', 'price', 'rs', '330', 'motilal', 'oswal']
['sell', 'jsw', 'energy', 'target', 'price', 'rs', '180', 'motilal', 'oswal']
['five', 'themes', 'that', 'aditya', 'birla', 'sun', 'life', 'mf', 'is', 'betting', 'on', 'for', 'the', 'next', 'leg', 'of', 'alpha']
['apnaklub', 'raises', '3', '5', 'million', 'in', 'funding', 'from', 'sequoia', 'capital', 'indias', 'surge']
['south', 'korea', 'says', 'no', 'decision', 'on', 'joint', 'u', 's', 'military', 'drills', 'but', 'exercises', 'should', 'not', 'create', 'north', 'korea', 'tension']
['mf', 'portfolio', 'doctor', 'ghoshs', 'investments', 'will', 'help', 'him', 'save', 'for', 'kids', 'money', 'goals', 'and', 'retire', 'early']
