['not', 'the', 'odds', 'but', 'the', 'stakes', 'risk', 'worthy']
['the', 'diplomat', 'on', 'netflix', 'check', 'the', 'cast', 'release', 'date', 'plot', 'and', 'all', 'you', 'need', 'to', 'know', 'about', 'keri', 'russells', 'upcoming', 'show']
['edible', 'oil', 'import', 'rises', '8', 'pc', 'to', '11', '35', 'lakh', 'tonnes', 'in', 'march']
['after', 'losing', 'national', 'party', 'tag', 'cpi', 'plans', 'to', 'fight', 'karnataka', 'polls', 'on', 'its', 'ears', 'of', 'corn', 'and', 'sickle', 'symbol']
['wonderchef', 'expects', '30', 'per', 'cent', 'sales', 'growth', 'to', 'rs', '725', 'crore', 'this', 'fiscal']
['amazon', 'sale', 'today', 'best', 'laptop', 'deals', 'on', 'amazon', 'blockbuster', 'value', 'days']
['blackstone', 'backed', 'nexus', 'select', 'trust', 'likely', 'to', 'launch', 'retail', 'reit', 'ipo', 'in', 'early', 'may', 'to', 'raise', 'rs', '4000', 'cr']
['incred', 'alternatives', 'launches', 'its', 'first', 'rs', '1000', 'crore', 'category', 'iii', 'open', 'ended', 'aif']
['nse', 'to', 'introduce', 'wti', 'crude', 'oil', 'natural', 'gas', 'futures', 'contracts', 'from', 'may', '15']
['itc', 'plans', 'to', 'add', '3', 'properties', 'under', 'welcomhotel', 'brand']
['delhi', 'government', 'to', 'study', 'feasibility', 'of', 'converting', 'its', 'trucks', 'into', 'electric', 'vehicles']
['majority', 'of', 'men', 'in', 'india', 'love', 'gaming', 'apps', 'women', 'prefer', 'food', 'messaging', 'apps', 'report']
['whats', 'new', 'on', 'netflix', 'heres', 'a', 'list', 'of', 'shows', 'and', 'movies', 'arriving', 'on', 'streaming', 'platform', 'in', 'may']
['temperatures', 'soar', 'in', 'odisha', 'baripada', 'records', '44', 'degrees', 'c']
['mercury', 'soars', 'in', 'rajasthan', 'sri', 'ganganagar', 'records', '42', '1', 'degrees', 'c']
['shiv', 'sena', 'ubt', 'leader', 'sanjay', 'raut', 'backs', 'yogi', 'adityanath', 'on', 'encounters', 'says', 'no', 'question', 'of', 'caste', 'religion', 'if', 'up', 'cm', 'wants', 'to', 'end', 'mafia', 'raj']
['11', 'killed', 'in', 'two', 'road', 'accidents', 'in', 'karnataka']
['mohan', 'bhagwat', 'bats', 'for', 'unity', 'among', 'castes', 'and', 'sects']
['go', 'digit', 'policybazaar', 'served', 'notices', 'for', 'fake', 'invoices', 'telcos', 'tech', 'firms', 'battle', 'for', '6hz', 'airwaves']
['deep', 'diving', 'into', 'various', 'elements', 'of', 'manufacturing', 'processes', '2nd', 'week', 'of', 'ets', 'digital', 'transformation', 'program', 'for', 'manufacturing']
['those', 'who', 'will', 'vote', 'for', 'bjp', 'in', '2024', 'lok', 'sabha', 'polls', 'will', 'bring', 'destruction', 'nitish', 'kumar']
['netflixs', 'never', 'have', 'i', 'ever', 'season', '4', 'all', 'about', 'the', 'final', 'season', 'of', 'maitreyi', 'ramakrishnans', 'show']
['tata', 'motors', 'to', 'hike', 'prices', 'of', 'its', 'passenger', 'vehicles', 'next', 'month']
['all', 'is', 'well', 'director', 'david', 'dhawan', 'undergoes', 'angioplasty', 'shares', 'health', 'update']
['bjp', 'govt', 'weakening', 'constitution', 'paying', 'lip', 'service', 'to', 'ambedkar', 'congress']
['the', 'recruit', 'season', '2', 'coming', 'soon', 'on', 'netflix', 'heres', 'everything', 'we', 'know']
['maharashtra', 'records', '1152', 'covid', '19', 'cases', 'four', 'deaths', 'active', 'tally', 'now', '5928']
['priyanka', 'chopra', 'sells', 'commercial', 'property', 'in', 'mumbais', 'lokhandwala']
['ather', '450x', 'vs', 'ola', 's1', 'pro', 'vs', 'tvs', 'iqube', 's', 'electric', 'scooters', 'price', 'and', 'features', 'compared']
['sidbi', 'launches', 'new', 'financing', 'solution', 'for', 'electric', 'vehicle', 'space']
['internet', 'blackouts', 'cause', 'economic', 'losses', 'unreliable', 'user', 'experience', 'isoc']
['brs', 'will', 'from', 'the', 'government', 'at', 'the', 'centre', 'after', '2024', 'general', 'elections', 'k', 'chandrasekhar', 'rao']
['srk', 'rajamouli', 'in', 'time', 'magazines', '100', 'most', 'influential', 'people', 'list', 'alia', 'bhatt', 'deepika', 'padukone', 'laud', 'them']
['idbi', 'bank', 'revises', 'fd', 'interest', 'rates', 'senior', 'citizens', 'can', 'get', 'up', 'to', '7', '25', 'interest']
['heat', 'vs', 'bulls', 'check', 'time', 'tv', 'channel', 'live', 'stream', 'details', 'and', 'all', 'you', 'need', 'to', 'know']
['india', 'is', 'one', 'of', 'the', 'bright', 'shining', 'stories', 'we', 'have', 'in', 'our', 'global', 'recovery', 'anthony', 'capuano', 'ceo', 'marriott', 'international']
['funding', 'constraints', 'may', 'hamper', 'nbfcs', 'loan', 'growth', 'this', 'fiscal', 'report']
['wpl', 'to', 'be', 'held', 'in', 'february', 'with', 'bigger', 'window', 'home', 'and', 'away', 'format']
['europa', 'league', 'final', '2023', 'check', 'ticket', 'price', 'how', 'to', 'buy', 'and', 'more']
['zee', 'music', 'renews', 'licensing', 'agreement', 'with', 'youtube', 'meta']
['delhi', 'liquor', 'excise', 'policy', 'case', 'cbi', 'summons', 'cm', 'arvind', 'kejriwal', 'on', 'april', '16']
['timberwolves', 'vs', 'thunder', 'kick', 'off', 'time', 'tv', 'schedule', 'channel', 'details', 'for', '2023', 'nba', 'play', 'in', 'tournament', 'game']
['indias', 'forex', 'reserves', 'rises', 'by', 'usd', '6', '3', 'billion', 'to', 'usd', '584', '755', 'billion']
['in', 'shareholder', 'letter', 'amazon', 'ceo', 'andy', 'jassy', 'asks', 'employees', 'to', 'return', 'to', 'office', 'from', 'may']
['ettech', 'deals', 'digest', 'indian', 'startups', 'raised', '206', 'million', 'this', 'week']
['mutlibagger', 'stock', 'with', 'over', '150', 'returns', 'in', '6', 'months', 'announces', 'record', 'date', 'for', 'stock', 'split']
['alia', 'bhatt', 'ranbir', 'kapoors', 'first', 'wedding', 'anniversary', 'actress', 'shares', 'unseen', 'pics', 'on', 'the', 'occasion']
['tvs', 'srichakra', 'unveils', 'tvs', 'eurogrip', 'tyres', 'for', 'adventure', 'touring', 'superbike', 'segments']
['amazon', 'sale', 'today', 'upto', '60', 'off', 'on', 'kitchen', 'appliances']
['soft', 'skills', 'perspective', 'qualities', 'employers', 'are', 'looking', 'for', 'globally']
['blackpinks', 'vocalist', 'rose', 'accused', 'of', 'drug', 'abuse', 'k', 'pop', 'bands', 'agency', 'threatens', 'legal', 'action']
['flash', 'droughts', 'are', 'the', 'new', 'normal', 'in', 'droughts', 'study']
['bts', 'sings', 'theme', 'song', 'for', 'sbs', 'animated', 'movie', 'bastions', 'with', 'all', 'members', 'of', 'k', 'pop', 'group', 'first', 'teaser', 'out']
['immersive', 'art', 'arrives', 'in', 'india', 'after', 'gripping', 'western', 'world', 'for', 'over', 'a', 'decade', 'will', 'it', 'take', 'art', 'to', 'another', 'dimension']
['samsung', 'to', 'launch', 'galaxy', 'm14', '5g', 'with', 'exynos', '1330', 'chipset', 'in', 'india', 'on', 'april', '17', 'may', 'start', 'at', 'rs', '13000']
['how', 'to', 'spot', 'a', 'fake', 'currency', 'note', 'what', 'to', 'do', 'if', 'you', 'get', 'one']
['elon', 'musk', 'to', 'hold', 'ask', 'me', 'anything', 'once', 'every', 'few', 'weeks', 'but', 'only', 'for', 'twitter', 'blue', 'subscribers']
['learn', 'with', 'etmarkets', 'funds', 'from', 'operations', 'ffo', 'an', 'important', 'metric', 'to', 'analyse', 'reits']
['bihar', 'bceceb', '2023', 'recruitment', 'how', 'to', 'apply', 'for', '10101', 'amin', 'other', 'posts', 'check', 'all', 'details', 'here']
['gold', 'jumps', 'rs', '480', 'to', 'record', 'high', 'of', 'rs', '61780', 'silver', 'climbs', 'rs', '410']
['bengal', 'teachers', 'recruitment', 'scam', 'cbi', 'conducted', 'searches', 'at', 'premises', 'of', 'tmc', 'mla', '6', 'other', 'locations']
['ipl', '2023', 'kkr', 'vs', 'srh', 'live', 'streaming', 'eyes', 'on', 'rinku', 'singh', 'edge', 'to', 'kkr', 'in', 'head', 'to', 'head', 'record']
['disinvestment', 'process', 'of', 'rinl', 'is', 'under', 'progress', 'steel', 'ministry']
['simplicontract', 'raises', '3', '5', 'million', 'in', 'funding', 'led', 'by', 'emergent', 'ventures']
['kgf', '3', 'confirmed', 'producers', 'unveil', 'the', 'first', 'teaser', 'of', 'yash', 'starrer', 'action', 'film']
['army', 'cops', 'in', 'jk', 'reach', 'out', 'to', 'chenab', 'valley', 'youths', 'to', 'scuttle', 'cross', 'border', 'terrorist', 'recruitment', 'bid']
['finvasia', 'owned', 'shoonya', 'broker', 'issues', 'clarification', 'on', 'tech', 'glitch']
['pms', 'watch', 'icici', 'pru', 'fund', 'beats', 'benchmark', 'in', 'march', 'mukherjeas', 'fund', 'stays', 'in', 'red']
['more', 'indians', 'are', 'flying', 'post', 'pandemic', 'but', 'fewer', 'chugging']
['how', 'to', 'avoid', 'tds', 'on', 'dividends', 'from', 'equity', 'shares', 'mutual', 'funds', 'submit', 'form', '15g', 'form', '15h']
['lgs', 'consent', 'to', 'delhi', 'govts', 'special', 'audit', 'of', 'power', 'subsidy', 'amount', 'disbursed', 'to', 'discoms']
['telangana', 'cm', 'chandrasekhar', 'rao', 'to', 'unveil', 'indias', 'tallest', 'ambedkars', 'statue', 'in', 'hyderabad', 'today']
['india', 'will', 'provide', 'robust', 'policy', 'framework', 'with', 'retrospective', 'changes', 'piyush', 'goyal']
['crypto', 'lender', 'amber', 'mulls', 'potential', 'sale', 'of', 'japan', 'subsidiary']
['best', 'emergency', 'loans', 'for', 'bad', 'credit', 'with', 'same', 'day', 'quick', 'approval', 'in', 'april', '2023', 'for', 'us', 'citizens']
['ai', 'makes', 'supermassive', 'black', 'holes', 'first', 'ever', 'photo', 'sharper', 'see', 'details']
['dr', 'babasaheb', 'ambedkar', 'quotes', 'and', 'thoughts']
['mp', 'government', 'to', 'take', 'senior', 'citizens', 'on', 'free', 'pilgrimage', 'by', 'air', 'under', 'its', 'existing', 'scheme']
['how', 'to', 'inflation', 'proof', 'your', 'portfolio', 'here', 'are', '5', 'things', 'you', 'can', 'do']
['2', 'top', 'stock', 'recommendations', 'from', 'sudip', 'bandyopadhyay']
['learn', 'with', 'etmarkets', 'funds', 'from', 'operations', 'ffo', 'an', 'important', 'metric', 'to', 'analyse', 'reits']
['lgs', 'approval', 'to', 'extend', 'power', 'subsidy', 'in', 'delhi', 'pending', 'people', 'to', 'get', 'inflated', 'bills', 'from', 'monday', 'says', 'minister', 'atishi']
['asad', 'ahmads', 'uncle', 'to', 'collect', 'body', 'from', 'jhansi', 'for', 'last', 'rites', 'in', 'prayagraj']
['pooja', 'hegde', 'finally', 'responds', 'over', 'dating', 'rumours', 'with', 'salman', 'khan', 'see', 'what', 'she', 'said']
['etmarkets', 'smart', 'talk', 'auto', 'industrials', 'and', 'consumption', 'sectors', 'could', 'benefit', 'from', 'margin', 'expansion', 'in', 'fy24', 'kaizad', 'hozdar']
['pulling', 'power', 'of', 'diesel', 'drops', 'in', 'suv', 'sales', 'surge']
['ather', 'finally', 'focuses', 'on', 'affordable', 'electric', 'scooters', 'after', 'losing', 'its', 'lead', 'to', 'ola', 'electric', 'and', 'tvs', 'motor']
['retail', 'investors', 'have', 're', 'imposed', 'their', 'faith', 'on', 'equity', 'mutual', 'funds', 'arnav', 'pandya']
['shah', 'rukh', 'khan', 's', 's', 'rajamouli', 'salman', 'rushdie', 'among', 'worlds', '100', 'most', 'influential', 'people', 'time', 'magazine']
['sunil', 'subramaniam', 'on', 'sip', 'inflows', 'aums', 'at', '15', 'month', 'low', 'and', 'more']
['lamborghini', 'india', 'shifts', 'to', 'hybrid', 'gear']
['3', 'sectors', 'mileen', 'vasudeo', 'is', 'bullish', 'on', 'for', 'near', 'term']
['irish', 'rally', 'driver', 'craig', 'breen', 'dies', 'in', 'car', 'crash']
['upmsp', '2023', 'result', 'date', 'class', '10', 'and', '12', 'board', 'result', 'to', 'be', 'declared', 'on', 'april', '27', 'check', 'details']
['ambedkar', 'the', 'economist', 'the', 'lesser', 'known', 'side', 'of', 'the', 'dalit', 'icon']
['ipl', 'is', 'a', 'hit', 'on', 'tv', 'and', 'digital', 'media']
['former', 'karnataka', 'dy', 'cm', 'laxman', 'savadi', 'joins', 'congress']
['why', 'milk', 'prices', 'are', 'rising', 'in', 'india']
['asus', 'rog', 'phone', '7', 'rog', 'phone', 'ultimate', 'launched', 'in', 'india', 'check', 'features', 'specifications', 'and', 'price']
['holiday', 'and', 'party', 'time', 'qsr', 'stocks', 'can', 'deliver', 'over', '56', 'returns', 'say', 'analysts']
['xiaomi', 'set', 'to', 'unveil', 'new', 'home', 'products', 'at', 'smarter', 'living', 'event', '2023', 'heres', 'all', 'you', 'need', 'to', 'know']
['enforcement', 'directorate', 'misleading', 'court', 'with', 'false', 'evidence', 'in', 'excise', 'policy', 'case', 'delhi', 'cm', 'kejriwal']
['sovereign', 'gold', 'bond', '2017', '18', 'series', 'iii', 'can', 'be', 'withdrawn', 'at', '104', 'higher', 'than', 'issue', 'price', 'on', 'this', 'date']
['samosas', 'versus', 'burgers', 'the', 'great', 'indian', 'dilemma']
['external', 'affairs', 'minister', 's', 'jaishankar', 'takes', 'ride', 'in', 'made', 'in', 'india', 'train', 'in', 'mozambique']
['bihu', 'performance', 'with', '11304', 'dancers', 'drummers', 'enters', 'guinness', 'world', 'records']
['netflixs', 'series', 'obsession', 'awkward', 'for', 'critics', 'while', 'viewers', 'love', 'it']
['sovereign', 'gold', 'bond', '2016', '17', 'series', 'iv', 'can', 'be', 'withdrawn', 'at', '75', 'higher', 'than', 'issue', 'price', 'on', 'this', 'date']
['cil', 'coking', 'coal', 'output', 'grows', '17', 'pc', 'to', '56', '6', 'mt', 'in', 'fy23']
['india', 'not', 'to', 'import', 'butter', 'other', 'dairy', 'products', 'to', 'tap', 'domestic', 'sector', 'to', 'improve', 'supplies', 'parshottam', 'rupala']
['samuel', 'l', 'jackson', 'john', 'david', 'washington', 'to', 'lead', 'netflix', 'film', 'the', 'piano', 'lesson']
['allocation', 'in', 'your', 'portfolio', 'through', 'the', 'mutual', 'fund', 'route']
['india', 'designed', 'chip', 'to', 'track', 'school', 'buses', 'weapons', 'systems']
['kamal', 'nath', 'roped', 'in', 'to', 'play', 'troubleshooter', 'in', 'rajasthan', 'after', 'pilot', 'fast', 'against', 'vasundhara', 'rule', 'graft']
['pm', 'modi', 'dedicates', 'north', 'easts', 'first', 'aiims', 'three', 'new', 'medical', 'colleges', 'in', 'assam']
['crypto', 'price', 'today', 'bitcoin', 'rises', 'above', '30700', 'ethereum', 'cardano', 'jump', 'up', 'to', '11']
['haryana', 'board', 'date', 'sheet', 'for', 'class', '10', '12', 'check', 'full', 'schedule']
['sports', 'facilities', 'to', 'be', 'expanded', 'at', 'sais', 'national', 'centre', 'of', 'excellence', 'anurag', 'thakur']
['harsh', 'mariwala', 'shares', 'six', 'sanskrit', 'words', 'for', 'teachers', 'heres', 'what', 'they', 'mean']
['pfizer', 'bivalent', 'vaccine', 'reduces', 'covid', 'related', 'death', 'risk', 'by', '68', 'in', 'older', 'people', 'study']
['india', 'eu', 'trade', 'pact', 'to', 'promote', 'economic', 'ties', 'cii']
['please', 'modi', 'ji', 'ek', 'acha', 'school', 'banwa', 'do', 'jammu', 'little', 'girl', 'students', 'video', 'to', 'pm', 'goes', 'viral']
['ap', 'inter', '2023', 'result', 'date', 'for', '1st', '2nd', 'year', 'to', 'be', 'announced', 'soon', 'know', 'how', 'to', 'check', 'scorecard']
['3', 'mutual', 'funds', 'include', 'this', 'multibagger', 'stock', 'in', 'march', 'should', 'you', 'buy']
['nickelodeons', 'drake', 'josh', 'star', 'drake', 'bell', 'found', 'safe', 'see', 'what', 'happened']
['delhi', 'court', 'orders', 'putting', 'gopal', 'ansal', 'on', 'trial', 'in', 'cheating', 'case']
['nclt', 'grants', '90', 'days', 'extension', 'to', 'future', 'retail', 'for', 'concluding', 'insolvency']
['punjabs', 'former', 'cm', 'charanjit', 'singh', 'channi', 'appears', 'before', 'vigilance', 'bureau', 'slams', 'aap', 'govt', 'for', 'vendetta', 'politics']
['kgf', '2', 'makers', 'release', 'monster', 'cut', 'special', 'video', 'on', 'first', 'anniversary', 'fans', 'demand', 'kgf', '3', 'release']
['how', 'to', 'stay', 'safe', 'online', 'file', 'cyber', 'crime', 'complaint', 'here', 'is', 'the', 'complete', 'guide']
['us', 'seeks', 'to', 'avoid', 'duplicating', 'efforts', 'on', 'chips', 'with', 'partners']
['asad', 'encounter', 'atique', 'ahmed', 'the', 'don', 'in', 'the', 'dust']
['opposition', 'unity', 'efforts', 'gain', 'further', 'momentum', 'as', 'more', 'leaders', 'hold', 'deliberations']
['nitish', 'kumars', 'ally', 'jitan', 'ram', 'manjhi', 'meets', 'amit', 'shah', 'triggers', 'buzz']
['how', 'whatsapps', 'new', 'security', 'feature', 'device', 'verification', 'protects', 'your', 'account', 'from', 'malware']
['drone', 'carrying', 'cash', 'rifle', 'magazines', 'shot', 'down', 'in', 'j', 'ks', 'rajouri', 'massive', 'search', 'ops', 'launched']
['all', 'about', 'rongali', 'bihu', 'the', 'assamese', 'festival', 'of', 'joy', 'harvest']
['ambedkar', 'statue', 'here', 'is', 'everything', 'you', 'should', 'know', 'about', 'the', 'giant', 'sculpture', 'thats', 'taller', 'than', 'statue', 'to', 'liberty']
['sp', 'says', 'its', 'fake', 'encounter', 'bjp', 'hits', 'back', 'with', 'appeasement', 'charge']
['whats', 'motion', 'sickness', 'what', 'causes', 'it', 'and', 'how', 'to', 'deal', 'with', 'it', 'heres', 'everything', 'you', 'should', 'know']
['old', 'vs', 'new', 'tax', 'regime', 'post', 'budget', '2023', 'who', 'should', 'opt', 'for', 'which', 'income', 'tax', 'regime', 'now']
['owaisi', 'slams', 'bjp', 'over', 'encounters', 'of', 'criminals', 'in', 'the', 'name', 'of', 'religion']
['economic', 'uncertainties', 'in', 'europe', 'weigh', 'on', 'demand', 'for', 'darjeeling', 'tea']
['its', 'in', 'a', 'slump', 'but', 'non', 'tech', 'companies', 'happy', 'to', 'hire', 'top', 'talent']
['ed', 'initiates', 'fema', 'investigation', 'against', 'bbc', 'india', 'calls', 'its', 'staffers', 'for', 'questioning']
['efforts', 'for', 'opposition', 'unity', 'pick', 'up', 'pace', 'yechury', 'after', 'meeting', 'bihar', 'cm']
['tancet', '2023', 'result', 'declared', 'heres', 'how', 'to', 'check', 'your', 'scorecard']
['nfo', 'watch', '8', 'new', 'mutual', 'fund', 'offers', 'open', 'this', 'week']
['global', 'hotel', 'chains', 'checking', 'in', 'to', 'india', 'with', 'new', 'brands', 'following', 'pandemic', 'years']
['yogi', 'adityanaths', 'mitti', 'me', 'mila', 'dunga', 'remark', 'trends', 'on', 'twitter', 'after', 'atiqs', 'son', 'killed', 'in', 'police', 'encounter']
['hyundai', 'to', 'launch', 'entry', 'level', 'suv', 'exter', 'in', 'second', 'half', 'of', '2023', 'heres', 'what', 'you', 'need', 'to', 'know', 'about', 'it']
['is', 'king', 'of', 'metal', 'gold', 'set', 'for', 'another', 'round', 'of', 'big', 'bull', 'run']
['keshub', 'mahindra', 'was', 'an', 'astute', 'businessman', 'who', 'put', 'the', 'mahindra', 'group', 'in', 'top', 'gear']
['india', 'to', 'protect', 'interests', 'of', 'farmers', 'dairy', 'sector', 'in', 'free', 'trade', 'agreement', 'with', 'eu', 'piyush', 'goyal']
['international', 'crypto', 'regulation', 'achieving', 'the', 'goldilocks', 'zone']
['careers', 'based', 'on', 'personality', 'introverts', 'their', 'strengths', 'and', 'best', 'career', 'options', 'for', 'them']
['culture', 'of', 'forcing', 'silence', 'branding', 'people', 'anti', 'nationals', 'dangerous', 'trend', 'will', 'finish', 'democracy', 'mallikarjun', 'kharge']
['surat', 'court', 'to', 'pronounce', 'order', 'on', 'april', '20', 'on', 'rahuls', 'plea', 'for', 'stay', 'to', 'conviction', 'in', 'defamation', 'case']
['bank', 'holidays', 'in', 'april', '2023', 'banks', 'will', 'be', 'closed', 'for', '15', 'days', 'across', 'states', 'in', 'april', 'get', 'full', 'state', 'wise', 'bank', 'holiday', 'list']
['2', 'mutual', 'funds', 'exit', 'paytm', 'stock', 'in', 'march', 'despite', 'rally']
['india', 'japan', 'can', 'work', 'together', 'for', 'greater', 'synergy', 'between', 'g7', 'g20', 'fm', 'sitharaman']
['autos', 'psus', 'top', 'bets', 'of', 'mutual', 'funds', 'in', 'march']
['quordle', '445', 'april', '14', '2023', 'know', 'hints', 'clues', 'and', 'answers', 'for', 'todays', 'word', 'puzzle']
['dasara', 'box', 'office', 'collection', 'nani', 'starrer', 'action', 'drama', 'enters', 'rs', '100', 'crore', 'club', 'worldwide']
['googles', 'monopoly', 'delayed', 'innovations', 'like', 'chatgpt', 'us', 'justice', 'department', 'says']
['banking', 'sector', 'to', 'deliver', 'over', '40', 'pat', 'growth', 'in', 'q4', 'icici', 'bank', 'chola', 'investment', 'top', 'buys']
['pvt', 'equity', 'inflow', 'in', 'real', 'estate', 'flat', 'at', '4', '2', 'bn', 'in', 'fy23', 'ncr', 'gets', '32', 'of', 'investment', 'anarock']
['modest', 'downgrading', 'of', 'indias', 'growth', 'due', 'to', 'slowness', 'of', 'domestic', 'consumption', 'data', 'revisions', 'imf', 'official']
['gender', 'equality', 'in', 'farming', 'could', 'add', '1', 'trillion', 'to', 'world', 'economy']
['real', 'anti', 'nationals', 'are', 'those', 'misusing', 'power', 'to', 'divide', 'indians', 'against', 'each', 'other', 'sonia', 'gandhi']
['more', 'headwinds', 'recession', 'before', 'rebound', 'main', 'theme', 'for', 'cy23', 'trideep', 'bhattacharya']
['buying', 'on', 'dips', 'brings', 'in', 'record', 'flows', 'to', 'equity', 'schemes', 'in', 'march']
['this', 'multibagger', 'bse500', 'stock', 'turns', 'rs', '10000', 'to', 'rs', '16', 'lakh', 'in', '10', 'years']
['amazon', 'sale', 'today', 'upgrade', 'your', 'kitchen', 'with', 'these', 'bestselling', 'convection', 'microwaves']
['mutual', 'fund', 'inflows', 'rise', '7', 'per', 'cent', 'to', 'rs', '40', '05', 'lakh', 'crore', 'in', 'fy23']
['wordle', '664', 'april', '14', '2023', 'see', 'hints', 'answers', 'for', 'todays', 'word', 'puzzle']
['where', 'should', 'you', 'invest', 'in', 'the', 'pharma', 'pack', 'now', 'rohit', 'agarwal', 'answers']
['notwithstanding', 'hindenburg', 'report', '5', 'mutual', 'funds', 'shopped', 'for', 'adani', 'power', 'adani', 'wilmar', 'stocks', 'in', 'march']
['mirae', 'asset', 'mutual', 'fund', 'completes', '15', 'years', 'in', 'india']
['is', 'the', 'market', 'closed', 'for', 'amedkar', 'jayanti', 'on', 'friday']
['comprehensive', 'cag', 'audit', 'for', 'all', 'district', 'mineral', 'foundations']
['dggi', 'digs', 'deep', 'into', 'insurance', 'companies', 'claims', 'of', 'input', 'tax', 'credit']
['we', 'should', 'be', 'allowed', 'to', 'fail', 'pooja', 'hegde', 'believes', 'that', 'failures', 'aid', 'career', 'growth']
['amazon', 'sale', 'today', 'best', 'water', 'purifier', 'deals', 'on', 'amazon', 'blockbuster', 'value', 'days']
['analysis', 'twitters', 'advertising', 'business', 'seen', 'facing', 'slow', 'recovery']
['european', 'privacy', 'watchdog', 'creates', 'chatgpt', 'task', 'force']
['tata', 'backed', 'nelco', 'eyes', 'consumer', 'satellite', 'broadband', 'foray', 'says', 'md']
['amazon', 'blockbuster', 'value', 'days', '2023', 'up', 'to', '55', 'off', 'on', 'air', 'conditioners']
['client', 'meetings', 'start', 'and', 'stop', 'with', 'chatgpt', 'says', 'indias', 'largest', 'it', 'company']
['four', 'ways', 'that', 'artificial', 'intelligence', 'can', 'help', 'students']
['brokerages', 'cut', 'tcs', 'earnings', 'price', 'targets']
['infosys', 'enters', 'the', 'slow', 'lane', 'with', 'a', 'strong', 'deal', 'pipeline']
['liquidity', 'surplus', 'at', '9', 'mth', 'peak', 'on', 'high', 'govt', 'spend', 'fpi', 'inflows']
['amazon', 'cranks', 'up', 'ai', 'competition', 'against', 'microsoft', 'google', 'with', 'new', 'cloud', 'tools']
['pfc', 'hudco', 'to', 'float', 'bonds', 'of', 'up', 'to', 'rs', '7500', 'cr']
['creditaccess', 'raises', '20', 'million', 'from', 'oeeb']
['air', 'india', 'looks', 'to', 'refinance', 'short', 'term', 'loans']
['g20', 'consensus', 'that', 'regulations', 'on', 'crypto', 'assets', 'has', 'to', 'be', 'global', 'fm', 'nirmala', 'sitharaman']
['6', 'ghz', 'airwaves', 'new', 'battlefront', 'for', 'telco', 'vs', 'tech']
['stock', 'indices', 'gain', 'for', '9th', 'session']
['vedanta', 'plans', 'to', 'raise', 'rs', '2100', 'cr', 'via', 'ncds']
['infosys', 'forecasts', 'lowest', 'revenue', 'growth', 'in', 'six', 'years', 'firstcrys', 'secondary', 'share', 'sale', 'at', '3', 'billion']
['vedanta', 'mandates', 'barclays', 'to', 'raise', 'rs', '1500', 'crore', 'loan']
['twitter', 'to', 'let', 'users', 'offer', 'content', 'subscriptions', 'in', 'monetization', 'push']
['pakistans', 'plan', 'to', 'import', 'russian', 'oil', 'in', 'disarray', 'over', 'lack', 'of', 'funds', 'and', 'mechanism']
['firstcry', 'plans', 'secondary', 'offer', 'to', 'sovereign', 'funds', 'at', '3', 'billion', 'valuation']
['india', 'invites', 'semiconductor', 'suppliers', 'to', 'set', 'up', 'shop', 'in', 'india']
['indias', 'daily', 'covid', 'situation', 'in', 'seven', 'charts']
['two', 'types', 'of', 'celebrations']
