['tata', 'ntpc', 'amp', 'lowest', 'bidders', 'in', 'seci', 'auction']
['india', 'uk', 'vow', 'to', 'deepen', 'cooperation', 'on', 'issues', 'relating', 'to', 'the', 'commonwealth']
['since', 'pm', 'modis', 'visit', 'to', 'israel', 'indo', 'israeli', 'ties', 'really', 'taken', 'off', 'eam', 'jaishankar']
['pakistans', 'opposition', 'writes', 'to', 'un', 'says', 'newly', 'appointed', 'interior', 'minister', 'is', 'terrorists', 'ally']
['83', '77', 'votes', 'cast', 'in', 'madc', 'polls', 'in', 'mizorams', 'siaha', 'district']
['refugees', 'of', 'ukraines', 'besieged', 'azovstal', 'steel', 'plant', 'describe', 'how', 'they', 'survived', 'in', 'bunkers', 'by', 'siphoning', 'fuel', 'and', 'singing', 'songs']
['tvs', 'motor', 'q4', 'results', 'net', 'profit', 'falls', '5', 'to', 'rs', '274', '5', 'crore']
['india', 'adds', '15', '5', 'gw', 'non', 'hydro', 'renewable', 'energy', 'capacity', 'in', 'fy22', 'report']
['jobless', 'claims', 'at', 'highest', 'level', 'since', 'february', 'surpassing', 'the', '200000', 'mark']
['edtech', 'unicorn', 'vedantu', 'lays', 'off', '200', 'employees']
['history', 'of', 'cinco', 'de', 'mayo', 'and', 'its', 'significance', 'what', 'is', 'it', 'and', 'why', 'is', 'it', 'celebrated']
['quick', 'impact', 'kotak', 'bank', 'raises', 'fd', 'rates', 'on', 'heels', 'of', 'rbi', 'rate', 'hike']
['reserve', 'bank', 'raised', 'rates', 'fearing', 'shocker', 'april', 'inflation', 'source']
['sedition', 'law', 'be', 'retained', 'guidelines', 'may', 'be', 'laid', 'to', 'prevent', 'misuse', 'attorney', 'general', 'to', 'supreme', 'court']
['elon', 'musk', 'bags', '7', '1', 'billion', 'in', 'new', 'financing', 'for', 'twitter']
['steve', 'burton', 'and', 'pregnant', 'wife', 'sheree', 'gustin', 'split', 'general', 'hospital', 'star', 'says', 'unborn', 'child', 'is', 'not', 'his']
['arcelormittal', 'nippon', 'steel', 'india', 'clocks', '17', 'rise', 'in', 'march', 'quarter', 'ebitda']
['trade', 'setup', 'nifty', 'has', 'a', 'lot', 'of', 'room', 'to', 'find', 'support', 'at', 'lower', 'or', 'current', 'levels']
['crisis', 'hit', 'sri', 'lanka', 're', 'introduces', 'fuel', 'rationing']
['delhi', 'private', 'schools', 'cant', 'force', 'parents', 'to', 'buy', 'costly', 'books', 'change', 'uniform', 'in', 'next', '3', 'yrs', 'directs', 'doe']
['akali', 'dal', 'leaders', 'urge', 'governor', 'to', 'annul', 'manns', 'knowledge', 'sharing', 'agreement', 'with', 'delhi', 'government']
['rahul', 'gandhi', 'says', 'modi', 'government', 'undervalued', 'lic']
['delhi', 'government', 'to', 'give', 'free', 'sewer', 'connection', 'to', '25000', 'households', 'ro', 'water', 'in', 'jhuggi', 'jhopri', 'clusters']
['nidarshana', 'gowani', 'launches', 'kamala', 'rising', 'star', 'awards']
['by', 'polls', 'to', 'one', 'rajya', 'sabha', 'seat', 'each', 'in', 'bihar', 'telangana', 'to', 'be', 'held', 'on', 'may', '30']
['apologise', 'or', 'wont', 'allow', 'at', 'ayodhya', 'bjp', 'mp', 'to', 'raj', 'thackeray', 'on', 'insulting', 'north', 'indians']
['bank', 'frauds', 'ponzi', 'govt', 'funds', 'swindling', 'constitute', 'half', 'of', 'eds', 'money', 'laundering', 'cases', 'data']
['day', 'trading', 'guide', 'sun', 'pharma', 'among', '4', 'stocks', 'that', 'analysts', 'recommend', 'for', 'friday']
['after', '2', 'month', 'hiatus', 'aeroflot', 'to', 'resume', 'russia', 'india', 'flights', 'from', 'may', '6']
['apple', 'app', 'store', 'removes', 'option', 'to', 'pay', 'via', 'debit', 'and', 'credit', 'cards', 'due', 'to', 'rbi', 'auto', 'debit', 'mandate']
['asias', 'richest', 'man', 'adani', 'is', 'said', 'to', 'scout', 'for', 'indian', 'media', 'assets']
['punjab', 'cm', 'bhagwant', 'mann', 'launches', 'drive', 'to', 'fill', 'over', '26000', 'vacancies', 'in', 'govt', 'depts']
['india', 'rd', 'team', 'crucial', 'for', 'our', 'fossil', 'free', 'services', 'related', 'goals', 'volvo', 'cto']
['tech', 'to', 'the', 'rescue', 'these', '5', 'apps', 'can', 'help', 'moms', 'stay', 'calm', 'organised', 'and', 'fit']
['pm', 'to', 'chair', 'review', 'meeting', 'on', 'preparedness', 'to', 'deal', 'with', 'heatwave', 'monsoon', 'season']
['delimitation', 'panel', 'signs', 'final', 'order', 'for', 'redrawing', 'assembly', 'seats', 'in', 'jammu', 'and', 'kashmir']
['view', 'all', 'is', 'not', 'well', 'in', 'the', 'eb', '5', 'green', 'card', 'land']
['wipro', 'hfcl', 'join', 'hands', 'for', '5g', 'product', 'development']
['woman', 'proposes', 'to', 'boyfriend', 'in', 'the', 'stands', 'during', 'rcb', 'csk', 'match', 'twitter', 'cheers']
['cbi', 'probe', 'against', 'delhi', 'minister', 'satyendar', 'jain', 'comes', 'to', 'naught', 'after', '4', 'years', 'case', 'closed']
['harish', 'mehta', 'founder', 'and', 'executive', 'chairperson', 'of', 'onward', 'technologies', 'says', 'he', 'never', 'regrets', 'cutting', 'up', 'his', 'green', 'card']
['can', 'coronavirus', 'particles', 'in', 'air', 'infect', 'humans', 'new', 'study', 'confirms', 'airborne', 'transmission']
['tvs', 'motor', 'q4', 'results', 'net', 'profit', 'declines', '14', 'to', 'rs', '275', 'cr']
['pm', 'modi', 'french', 'president', 'macron', 'agree', 'on', 'blueprint', 'to', 'further', 'expand', 'strategic', 'bilateral', 'ties']
['marico', 'q4', 'results', 'net', 'profit', 'rises', '13', '2', 'to', 'rs', '257', 'cr']
['market', 'movers', 'tata', 'powers', 'make', 'in', 'india', 'growth', 'chart', 'lt', 'gets', 'another', 'large', 'order']
['match', 'group', 'will', 'accelerate', 'its', 'dating', 'app', 'launch', 'in', 'india', 'says', 'ceo', 'shar', 'dubey']
['pmo', 'seeks', 'details', 'of', 'projects', 'to', 'be', 'ready', 'for', 'foundation', 'laying', 'inauguration', 'by', 'pm', 'in', '2', 'years']
['omicron', 'may', 'be', 'as', 'severe', 'as', 'previous', 'covid', 'variants', 'study', 'finds']
['prs', 'oberoi', 'steps', 'down', 'as', 'chairman', 'and', 'director', 'of', 'eih', 'company', 'appoints', 'arjun', 'singh', 'oberoi', 'as', 'executive', 'chairman']
['bizzo', 'garners', '2', 'million', 'in', 'funding', 'from', 'icici', 'bank', 'led', 'group', 'of', 'investors']
['ntt', 'launches', 'second', 'mumbai', 'hyperscale', 'data', 'centre', 'park', 'plans', 'to', 'launch', 'edge', 'business']
['sharing', 'of', 'biometric', 'information', 'not', 'impermissible', 'uidai', 'tells', 'delhi', 'hc']
['over', '51000', 'indians', 'born', 'in', '170', 'countries', 'in', '2020', '10817', 'died', 'abroad']
['gold', 'rallies', 'rs', '559', 'silver', 'jumps', 'rs', '1179']
['india', 'turns', 'to', 'expensive', 'foreign', 'gas', 'to', 'ease', 'its', 'power', 'crisis']
['benedict', 'cumberbatchs', 'doctor', 'strange', 'in', 'the', 'multiverse', 'of', 'madness', 'leaks', 'online', 'ahead', 'of', 'official', 'release', 'in', 'india']
['in', 'the', 'near', 'term', 'commodities', 'banks', 'and', 'import', 'substitutes', 'may', 'do', 'better', 'anand', 'tandon']
['neobank', 'fi', 'marks', 'financial', 'services', 'foray', 'with', 'mutual', 'funds']
['kazakhstan', 'new', 'crypto', 'rules', 'cracks', 'down', 'on', 'crypto', 'miners']
['mahindra', 'ties', 'up', 'with', 'jk', 'bank', 'for', 'tractor', 'farm', 'equipment', 'loans']
['us', 'announces', '1', '5', 'year', 'extension', 'for', 'some', 'expiring', 'immigrant', 'work', 'permits']
['rbis', 'rate', 'hikes', 'to', 'weigh', 'down', 'on', 'banking', 'system', 'credit', 'growth', 'india', 'ratings']
['covid', 'spread', '1000', 'times', 'more', 'likely', 'from', 'air', 'than', 'surfaces', 'study']
['india', 'france', 'discuss', 'ways', 'to', 'jointly', 'increase', 'mobility', 'of', 'students', 'skilled', 'workers']
['it', 'is', 'important', 'to', 'deliver', 'with', 'numbers', 'and', 'not', 'just', 'reviews', 'says', 'kartik', 'aaryan']
['genworks', 'secures', 'rs', '135', 'crore', 'funding', 'in', 'the', 'latest', 'round']
['india', 'adds', '10', 'gw', 'solar', 'capacity', 'in', '2022', 'mercom', 'report']
['zs', 'india', 'to', 'hire', '4000', 'people', 'in', 'this', 'fiscal']
['bank', 'of', 'england', 'raises', 'rates', 'to', '1', 'despite', 'recession', 'risk']
['sugar', 'output', 'up', '14', 'may', 'touch', 'record', 'of', '35', '5', 'million', 'tonnes', 'in', '2021', '22', 'nfcsf']
['prashant', 'kishor', 'announces', 'jan', 'suraaj', 'platform', 'stops', 'short', 'of', 'launching', 'his', 'own', 'party']
['big', 'movers', 'on', 'd', 'st', 'what', 'should', 'investors', 'do', 'with', 'alembic', 'pharma', 'zomato', 'and', 'adani', 'green']
['startup', 'buddy', 'parent', 'firm', 'announces', 'real', 'time', 'accelerator', 'fund', 'with', 'rs', '100', 'cr', 'corpus']
['gujarat', 'court', 'sentences', 'mla', 'jignesh', 'mevani', '9', 'others', 'to', '3', 'month', 'jail', 'for', 'taking', 'out', 'azadi', 'march', 'in', '2017']
['hdfc', 'bank', 'opens', 'over', '1000', 'branches', 'during', 'pandemic']
['four', 'terrorists', 'nabbed', 'in', 'haryanas', 'karnal', 'arms', 'ammunition', 'seized']
['tremendous', 'improvement', 'in', 'security', 'situation', 'in', 'jammu', 'and', 'kashmir', 'post', 'august', '2019', 'says', 'top', 'army', 'commander']
['astrazeneca', 'covid', 'booster', 'shot', 'effective', 'against', 'severe', 'disease', 'uk', 'study', 'finds']
['godrej', 'properties', 'aims', 'to', 'cross', 'rs', '10000', 'cr', 'sales', 'bookings', 'in', 'fy23', 'chairman', 'pirojsha', 'godrej']
['diagright', 'to', 'expand', 'paramedic', 'service', 'to', '200', 'cities', 'eyes', 'rs', '50', 'cr', 'business', 'this', 'fiscal']
['ettech', 'opinion', 'the', 'way', 'we', 'evaluate', 'startups', 'needs', 'to', 'change']
['sensex', 'nifty', 'wipe', 'off', 'early', 'gains', 'end', 'flat', 'techm', 'jumps', '4']
['high', 'inflation', 'has', 'eroded', 'value', 'of', 'investments', 'find', 'out', 'how', 'to', 'reposition', 'your', 'investment', 'portfolio']
['raj', 'thackeray', 'wont', 'get', 'political', 'benefit', 'from', 'loudspeaker', 'row', 'says', 'ramdas', 'athawale']
['india', 'france', 'emphasise', 'on', 'zero', 'tolerance', 'against', 'use', 'of', 'afghan', 'territory', 'for', 'spreading', 'terrorism', 'across', 'the', 'world']
['nice', 'to', 'give', 'star', 'wars', 'fans', 'a', 'story', 'they', 'were', 'waiting', 'for', 'says', 'obi', 'wan', 'kenobi', 'star', 'ewan', 'mcgregor']
['oscar', 'winner', 'ariana', 'debose', 'to', 'host', 'the', '75th', 'edition', 'of', 'tony', 'awards']
['dmk', 'mps', 'to', 'contribute', 'a', 'months', 'salary', 'towards', 'lanka', 'aid']
['some', 'impact', 'of', 'rate', 'hike', 'will', 'be', 'on', 'msme', 'sector', 'sbi', 'md']
['tata', 'power', 'solar', 'bags', 'rs', '5500', 'cr', 'order', 'from', 'sjvn']
['why', 'macquarie', 'is', 'also', 'bullish', 'on', 'this', 'rakesh', 'jhunjhunwala', 'stock', 'despite', 'rich', 'valuations']
['equitas', 'sfb', 'expects', '30', 'growth', 'in', 'advances', 'credit', 'cost', 'at', 'around', '1', '5', 'in', 'fy23', 'ceo']
['paytm', 'tokenises', '28', 'million', 'cards', 'to', 'purge', 'saved', 'card', 'data', 'by', 'june', '30']
['check', 'these', 'two', 'methods', 'to', 'verify', 'aadhaars', 'authenticity']
['bts', 'to', 'skip', 'military', 'duty', 'korean', 'culture', 'minister', 'proposes', 'granting', 'exception', 'to', 'k', 'pop', 'group', 'members']
['union', 'home', 'minister', 'amit', 'shah', 'to', 'visit', '7', 'states', 'in', 'next', '3', 'weeks']
['active', 'covid', '19', 'cases', 'in', 'country', 'rise', 'to', '19719']
['india', 'plans', 'to', 'cut', 'taxes', 'on', 'edible', 'oils', 'to', 'cool', 'surging', 'prices']
['surge', 'in', 'commodity', 'prices', 'may', 'delay', 'indias', 'hydrogen', 'consumption', 'goals', 'icra']
['tata', 'motors', 'unveils', 'ace', 'ev', 'receives', 'orders', 'for', '39000', 'units']
['we', 'are', '10', 'minutes', 'into', 'a', 'two', 'hour', 'movie', 'for', 'tata', 'consumer', 'we', 'have', 'just', 'got', 'started', 'sunil', 'dsouza']
['ahead', 'of', 'ipo', 'delhivery', 'shares', 'nosedive', 'in', 'unlisted', 'market']
['sri', 'lankas', 'rajapaksa', 'led', 'government', 'emerge', 'stronger', 'after', 'defeat', 'of', 'opposition', 'candidate', 'in', 'deputy', 'speaker', 'election']
['adani', 'power', 'q4', 'results', 'profit', 'jumps', 'multi', 'fold', 'to', 'rs', '4645', 'crore', 'revenue', 'rises', '93']
['pantera', 'capital', 'to', 'increase', 'india', 'focus', 'as', 'it', 'closes', 'crypto', 'blockchain', 'funds']
['can', '2021s', 'worst', 'nifty', 'performer', 'continue', 'its', 'recent', 'strong', 'show']
['jai', 'bhim', 'row', 'fir', 'ordered', 'against', 'suriya', 'jyothika', 'tj', 'gnanavel', 'by', 'chennai', 'court']
['bombay', 'hc', 'extends', 'stay', 'on', 'summons', 'to', 'salman', 'khan', 'till', 'june', '13', 'in', 'criminal', 'intimidation', 'case']
['ed', 'files', 'charge', 'sheet', 'in', 'case', 'linked', 'to', 'sale', 'of', 'inferior', 'coal', 'to', 'psus']
['criminal', 'intimidation', 'case', 'hc', 'extends', 'stay', 'on', 'summons', 'to', 'salman', 'khan', 'till', 'june', '13']
['lt', 'bags', 'contract', 'for', 'bullet', 'train', 'project']
['akasa', 'air', 'chooses', 'navitaire', 'as', 'its', 'reservations', 'system', 'provider']
['delhi', 'hc', 'allows', 'abu', 'salem', 'to', 'withdraw', 'plea', 'alleging', 'illegal', 'detention']
['india', 'exports', '7', 'mn', 'tons', 'of', 'sugar', 'so', 'far', 'this', 'marketing', 'yr', 'may', 'touch', 'new', 'record', 'of', '9', 'mn', 'isma']
['fresh', 'fruit', 'importer', 'ig', 'international', 'all', 'set', 'to', 'introduce', 'tanzanian', 'avocados', 'in', 'india']
['aum', 'of', 'etfs', 'index', 'funds', 'tracking', 'nifty', '50', 'cross', 'rs', '2', 'lakh', 'cr', 'in', 'india']
['sdmcs', 'anti', 'encroachment', 'drives', 'near', 'shaheen', 'bagh', 'sriniwaspuri', 'cancelled', 'till', 'friday']
['sbi', 'offers', 'loan', 'to', 'lic', 'employees', 'to', 'invest', 'in', 'ipo']
['mobile', 'internet', 'suspended', 'in', 'rajasthans', 'bhilwara', 'as', 'masked', 'men', 'attack', '2', 'set', 'bike', 'ablaze']
['india', 'france', 'agree', 'on', 'deeper', 'french', 'involvement', 'in', 'atmanirbhar', 'bharat', 'efforts', 'in', 'defence', 'sector']
['sc', 'upholds', 'delhi', 'hc', 'order', 'directing', 'dmrc', 'to', 'pay', 'rs', '4600', 'cr', 'arbitral', 'award', 'to', 'damepl']
['banks', 'pass', 'on', 'rbi', 'rate', 'hike', 'to', 'borrowers']
['as', 'ev', 'demand', 'soars', 'battery', 'maker', 'nexcharge', 'gets', 'all', 'its', 'production', 'lines', 'running']
['risk', 'intelligence', 'firm', 'shield', 'launches', 'india', 'engineering', 'centre', 'to', 'invest', '50', 'million', 'over', 'three', 'years']
['can', 'integrated', 'player', 'venkys', 'safeguard', 'margins', 'from', 'inflation']
['sc', 'to', 'hear', 'on', 'may', '10', 'pleas', 'challenging', 'validity', 'of', 'penal', 'law', 'on', 'sedition']
['welspun', 'corp', 'bags', 'rs', '706', 'crore', 'order', 'from', 'iocl']
['arcelormittal', 'q1', 'results', 'net', 'income', 'jumps', 'over', '80', 'to', '4125', 'million']
['venus', 'pipes', 'tubes', 'ipo', 'to', 'open', 'on', 'may', '11']
['rbis', 'curveball', 'may', 'strike', 'out', 'high', 'debt', 'cos', 'time', 'to', 'buy', 'banking', 'stocks', 'for', 'long', 'term']
['tiktok', 'to', 'launch', 'ad', 'revenue', 'sharing', 'program', 'for', 'creators']
['cross', 'border', 'tunnel', 'detected', 'in', 'jammu', 'terrorists', 'plan', 'to', 'disrupt', 'amarnath', 'yatra', 'foiled', 'bsf']
['rbi', 'rate', 'shock', 'wont', 'dampen', 'lic', 'ipo']
['bombay', 'dyeing', 'zooms', '5', 'as', 'q4', 'net', 'loss', 'narrows', 'sharply', 'revenues', 'jump']
['key', 'takeaways', 'from', 'surprise', 'rbi', 'rate', 'hike', 'what', 'investors', 'should', 'look', 'for']
['aviation', 'ministry', 'invites', 'applications', 'for', 'drone', 'pli']
['tykhe', 'block', 'ventures', 'launching', 'a', '30', 'mn', 'crypto', 'fund', 'finding', '30', 'tax', 'too', 'steep', 'prashant', 'malik']
['jio', 'and', 'airtel', 'introduce', 'new', 'plans', 'with', 'disney', 'hotstar', 'subscriptions']
['sona', 'comstar', 'partners', 'with', 'us', 'based', 'c', 'motive', 'technologies', 'to', 'develop', 'electrostatic', 'drive', 'motors']
['govt', 'allocates', 'additional', '55', 'lakh', 'tonnes', 'rice', 'instead', 'of', 'wheat', 'under', 'pmgkay']
['can', 'kotak', 'be', 'a', 'good', 'banking', 'bet', 'in', 'rising', 'rate', 'environment']
['buy', 'castrol', 'india', 'target', 'price', 'rs', '146', 'motilal', 'oswal', 'financial', 'services']
['neutral', 'on', 'tata', 'steel', 'target', 'price', 'rs', '1440', 'motilal', 'oswal', 'financial', 'services']
['hold', 'symphony', 'target', 'price', 'rs', '1215', 'icici', 'direct']
['lic', 'ipo', 'subscribed', '13', 'in', 'first', 'hour', 'of', 'bidding']
['buy', 'angel', 'one', 'target', 'price', 'rs', '1945', 'hem', 'securities']
['if', 'both', 'my', 'parents', 'pass', 'away', 'without', 'a', 'will', 'what', 'will', 'happen', 'to', 'their', 'property']
['hit', 'snooze', 'at', 'work', 'start', 'up', 'wakefit', 'is', 'paying', 'its', 'employees', 'for', 'a', '30', 'min', 'power', 'nap']
['lic', 'ipo', 'to', 'stay', 'open', 'saturday', 'for', 'retail', 'investors']
['asba', 'designated', 'bank', 'branches', 'to', 'remain', 'open', 'on', 'sunday', 'for', 'lic', 'ipo', 'reserve', 'bank']
['shriram', 'city', 'union', 'finance', 'jumps', '5', 'after', 'announcing', 'rs', '750', 'cr', 'bond', 'issue', 'plan']
['teflon', 'coated', 'portfolio', 'only', 'these', '2', 'sectors', 'may', 'help', 'you', 'beat', 'the', 'street', 'mark', 'matthews']
['cognizants', 'net', 'income', 'up', 'amid', 'strong', 'digital', 'business', 'growth']
['etmarkets', 'smart', 'talk', 'bfsi', 'autos', 'among', '4', 'sectors', 'where', 'amit', 'premchandani', 'of', 'uti', 'mf', 'sees', 'value']
['govts', 'wheat', 'purchases', 'set', 'to', 'halve', 'no', 'plans', 'to', 'curb', 'exports', 'food', 'secretary']
['india', 'france', 'discuss', 'unitedly', 'dealing', 'with', 'terrorism', 'challenges', 'in', 'indo', 'pacific']
['indias', 'surprise', 'rate', 'hike', 'spurs', 'aggressive', 'tightening', 'bets']
['ecommerce', 'startup', 'evenflow', 'raises', '5', 'million', 'in', 'funding', 'from', 'village', 'global', 'and', 'others']
['adani', 'total', 'gas', 'slides', '3', 'as', 'q4', 'pat', 'sinks', '48', 'yoy']
['rupee', 'zooms', 'vs', 'dollar', 'as', 'fed', 'hikes', 'rates', 'but', 'doesnt', 'go', 'all', 'guns', 'blazing']
['cartrade', 'tech', 'tanks', '10', 'after', 'company', 'reports', 'loss', 'in', 'q4']
['buy', 'can', 'fin', 'homes', 'target', 'price', 'rs', '790', 'axis', 'securities']
['what', 'is', 'the', 'cost', 'of', 'diagnosis', 'treatment', 'for', 'pulmonary', 'diseases']
['fed', 'meet', 'among', 'factors', 'that', 'gave', 'dalal', 'street', 'rs', '3', 'lakh', 'crore', 'lift']
['how', 'will', 'income', 'from', 'land', 'in', 'metaverse', 'be', 'taxed']
['working', 'professionals', 'pay', 'rise', 'expectations', 'high', 'amid', 'rising', 'cost', 'of', 'living']
['earn', 'interest', 'on', 'ethereum', 'the', 'best', 'interest', 'rates']
['amber', 'heard', 'testifies', 'that', 'johnny', 'depp', 'repeatedly', 'slapped', 'her', 'sexually', 'assaulted', 'the', 'actress']
['this', 'mom', 'has', 'gone', 'backpacking', 'to', '17', 'countries', 'with', 'her', 'daughter', 'she', 'shares', 'her', 'rulebook', 'for', 'safe', 'budget', 'trips', 'with', 'other', 'women', 'travellers']
['gold', 'rate', 'today', 'yellow', 'metal', 'rises', 'over', 'rs', '650', 'losses', 'sheen', 'silver', 'nears', 'rs', '64000']
['markets', 'rebound', 'after', 'crashing', 'in', 'previous', 'trade', 'sensex', 'rallies', '651', 'points', 'tech', 'mahindra', 'tata', 'steel', 'infosys', 'state', 'bank', 'of', 'india', 'kotak', 'mahindra', 'bank', 'and', 'mm', 'top', 'gainers']
['six', 'stocks', 'that', 'turned', 'multibaggers', 'in', '2022', 'despite', 'selloff']
['gsk', 'consumer', 'healthcare', 'sets', 'up', '27000', 'sq', 'ft', 'office', 'embraces', 'smart', 'working']
['number', 'of', 'new', 'investors', 'to', 'increase', 'by', '25', '30', 'for', 'next', '3', 'years', 'arun', 'chaudhry', 'mirae', 'asset']
['india', 'may', 'consider', 'reducing', 'the', 'gap', 'between', 'second', 'dose', 'and', 'the', 'booster', 'dose', 'of', 'covid', '19', 'for', 'those', 'travelling', 'abroad']
['web3', 'fintech', 'platform', 'bliv', 'club', 'raises', 'funds', 'from', 'alpha', 'wave', 'ventures', 'other', 'investors']
['cognizant', 'technology', 'march', 'quarter', 'results', 'revenue', 'rises', 'nearly', '10', 'to', '4', '83', 'billion']
['inflation', 'path', 'uncertain', 'due', 'to', 'geopolitical', 'situation', 'rbi']
['earn', 'interest', 'on', 'crypto', '3', 'best', 'staking', 'platforms']
['france', 'backs', 'indias', 'bid', 'for', 'permanent', 'membership', 'in', 'reformed', 'unsc', 'nsg']
['buy', 'kec', 'international', 'target', 'price', 'rs', '520', 'kotak', 'institutional', 'equities']
['india', 'reports', 'over', '3000', 'new', 'covid', '19', 'cases', 'and', '55', 'fatalities', 'in', 'the', 'last', '24', 'hours']
['a', '115', 'degree', 'heat', 'wave', 'is', 'making', 'indias', 'power', 'crisis', 'worse']
['what', 'uday', 'kotak', 'has', 'to', 'say', 'on', 'rbi', 'rate', 'hike', 'lic', 'ipo']
['add', 'britannia', 'industries', 'target', 'price', 'rs', '3800', 'yes', 'securities']
['beentheredonethat', 'enters', 'india', 'with', 'ad', 'man', 'sandeep', 'goyals', 'rediffusion']
['fed', 'hikes', 'rates', 'half', 'point', 'will', 'shrink', 'assets', 'to', 'curb', 'inflation']
['indias', 'april', 'services', 'growth', 'at', '5', 'month', 'high', 'amid', 'mounting', 'price', 'pressures']
['booker', 'prize', 'winner', 'arundhati', 'roy', 'gets', 'political', 'calls', 'india', 'a', 'plane', 'thats', 'flying', 'backwards', 'and', 'headed', 'for', 'a', 'crash']
['before', '2014', 'northeast', 'india', 'was', 'neglected', 'for', 'decades', 'says', 'sarbananda', 'sonowal']
