['head', 'out', 'of', 'a', 'car', 'window']
['the', 'world', 'gained', 'from', 'a', 'peace', 'dividend', 'after', 'ussrs', 'decline', 'that', 'calm', 'is', 'shrinking', 'now', 'kenneth', 'rogoff']
['nclt', 'admits', 'insolvency', 'plea', 'against', 'two', 'essel', 'group', 'companies', 'on', 'indiabulls', 'housing', 'plea']
['national', 'pretzel', 'day', 'auntie', 'annes', 'wetzels', 'pretzels', 'and', 'others', 'announce', 'some', 'amazing', 'deals']
['btss', 'namjoons', '2nd', 'solo', 'album', 'will', 'hit', 'shelves', 'in', 'may', 'will', 'have', '11', 'songs']
['assam', 'rifles', 'and', 'jiribam', 'police', 'seize', 'rs', '3', '5', 'crore', 'brown', 'sugar', 'hidden', 'in', 'pumpkins', 'two', 'arrested']
['airbus', 'lifts', 'a350', 'rate', 'highlighting', 'edge', 'over', 'boeing']
['dow', 'slides', '408', 'points', 'at', 'open', 'as', 'meta', 'platforms', 'economic', 'data', 'weigh']
['best', 'summer', 'caps', 'and', 'hats', 'for', 'women']
['9', '1', '1', 'season', '7', 'episode', '6', 'madney', 'wedding', 'buck', 'and', 'tommys', 'romance', 'and', 'another', 'challenge', 'for', '118']
['the', 'equalizer', 'buoyed', 'by', 'popularity', 'cbs', 'renews', 'queen', 'latifah', 'series', 'for', 'season', '5', 'know', 'in', 'detail']
['tech', 'mahindra', 'to', 'hire', '6000', 'freshers', 'in', 'fy25']
['indigo', 'air', 'india', 'plan', 'for', 'up', 'to', '170', 'wide', 'body', 'planes', 'in', 'little', 'over', 'a', 'year']
['web3', 'sector', 'seeks', 'regulatory', 'clarity', 'on', 'crypto', 'trading']
['cyients', 'profit', 'grew', '22', 'to', 'rs', '196', 'crore', 'in', 'q4']
['ummer', 'wit']
['ai', 'is', 'touching', 'lives', 'of', '9', 'in', '10', 'internet', 'users', 'report']
['delhi', 'mcd', 'mayoral', 'polls', 'postponed']
['tata', 'steel', 'to', 'proceed', 'with', 'its', '1', '25', 'bn', 'investment', 'to', 'build', 'furnace', 'in', 'port', 'talbot', 'closure', 'two', 'blast', 'furnaces', 'by', 'end', 'of', 'june', 'sept']
['congress', 'chief', 'kharge', 'writes', 'to', 'pm', 'modi', 'seeks', 'time', 'to', 'explain', 'partys', 'nyay', 'patra']
['a', 'simple', 'guide', 'to', 'getting', 'a', 'new', 'bike', 'with', 'a', 'bajaj', 'finserv', 'two', 'wheeler', 'loan']
['q4', 'results', 'how', 'ltts', 'cyient', 'zensar', 'technologies', 'and', 'laurus', 'labs', 'fared', 'in', 'march', 'quarter']
['grammy', 'winning', 'composer', 'ricky', 'kej', 'meets', 'his', 'role', 'model', 'ratan', 'tata', 'at', 'latters', 'mumbai', 'home']
['ahead', 'of', 'market', '10', 'things', 'that', 'will', 'decide', 'd', 'street', 'action', 'on', 'friday']
['sonia', 'rahul', 'priyanka', 'among', '40', 'star', 'campaigners', 'for', 'congress', 'in', 'andhra', 'pradesh']
['ltts', 'q4', 'results', 'net', 'profit', 'grows', 'marginally', 'to', 'rs', '340', 'crore']
['congress', 'salvage', 'bid', 'bjps', 'hard', 'push', 'lefts', 'vigil', 'in', 'thrissur', 'photo', 'finish']
['ndr', 'warehousing', 'leases', '4', 'lakh', 'sq', 'ft', 'to', 'a', 'tyre', 'firm', 'in', 'pune', 'park']
['itc', 'exploring', 'hotel', 'business', 'expansion', 'opportunity', 'in', 'nepal', 'sri', 'lanka', 'middle', 'east']
['rijijus', 'chakma', 'hajong', 'resettlement', 'comments', 'spark', 'controversy', 'himanta', 'sarma', 'denies', 'talks']
['lok', 'sabha', 'election', 'congress', 'jdu', 'fight', 'in', 'seemanchal', 'with', 'sizable', 'minority', 'votes']
['icea', 'bats', 'for', 'semiconductor', 'chip', 'design', 'manufacturing', 'to', 'be', 'treated', 'as', 'strategic', 'sector']
['nia', 'arrests', 'key', 'accused', 'in', 'connection', 'with', 'attack', 'on', 'indian', 'high', 'commission', 'in', 'london']
['ashok', 'gehlot', 'tapped', 'phones', 'of', 'sachin', 'pilot', 'other', 'congress', 'leaders', 'former', 'rajasthan', 'cms', 'ex', 'osd', 'makes', 'big', 'claim']
['mission', 'impossible', '8', 'release', 'date', 'where', 'to', 'watch', 'tom', 'cruises', 'movie', 'online']
['will', 'there', 'be', 'a', 'sequel', 'to', 'the', 'nice', 'guys', 'this', 'is', 'what', 'emily', 'blunt', 'and', 'ryan', 'gosling', 'have', 'said']
['swiggy', 'secures', 'shareholder', 'nod', 'for', 'a', 'potential', '1', '2', 'billion', 'ipo']
['sebi', 'gives', 'approval', 'to', 'crisil', 'subsidiary', 'to', 'provide', 'esg', 'ratings']
['75', 'indians', 'have', 'viewed', 'some', 'deepfake', 'content', 'in', 'last', '12', 'months', 'says', 'mcafee', 'survey']
['us', 'presidential', 'elections', 'voters', 'fear', 'biden', 'will', 'die', 'in', 'office', 'trumps', 'criminal', 'trial', 'to', 'influence', 'votes']
['diversion', 'of', 'b', 'heavy', 'molasses', 'will', 'release', 'rs', '2300', 'crores', 'for', 'the', 'distilleries', 'says', 'nfcsf']
['reacher', 'season', '3', 'release', 'date', 'on', 'prime', 'video', 'cast', 'book', 'what', 'we', 'know', 'so', 'far']
['indusind', 'bank', 'q4', 'results', 'net', 'profit', 'jumps', '15', 'yoy', 'to', 'rs2349', 'crore']
['medical', 'board', 'suggests', 'arvind', 'kejriwal', 'to', 'continue', 'insulin', 'dose', 'for', '5', 'days']
['coai', 'renews', 'demand', 'for', 'revenue', 'share', 'between', 'telcos', 'and', 'large', 'traffic', 'generator', 'apps']
['govt', 'should', 'encourage', 'large', 'indian', 'engineering', 'firms', 'to', 'get', 'into', 'semiconductor', 'design', 'icea']
['russian', 'chamber', 'of', 'commerce', 'industry', 'opens', 'office', 'in', 'mumbai', 'amid', 'big', 'interest', 'of', 'entrepreneurs', 'in', 'india']
['rbi', 'orders', 'talkcharge', 'technologies', 'to', 'stop', 'issuing', 'prepaid', 'wallets']
['american', 'horror', 'story', 'season', '13', 'will', 'it', 'be', 'the', 'final', 'season', 'heres', 'what', 'can', 'fans', 'expect']
['mcap', 'of', 'bse', 'listed', 'cos', 'at', 'record', 'peak', 'of', 'rs', '404', 'lk', 'cr']
['ls', 'polls', 'bsp', 'releases', 'fresh', 'list', 'of', '3', 'candidates', 'in', 'up', 'fields', 'thakur', 'prasad', 'yadav', 'from', 'rae', 'bareli']
['10', 'indians', 'working', 'as', 'support', 'staff', 'with', 'russian', 'military', 'returned', 'home', 'mea']
['karnataka', 'pre', 'poll', 'seizures', 'amount', 'to', 'more', 'than', 'rs', '400', 'crore', 'before', 'first', 'phase', 'of', 'polling', 'in', 'state']
['tonk', 'sawai', 'madhopur', 'lok', 'sabha', 'elections', '2024', 'dates', 'schedule', 'result', 'partywise', 'candidates', 'bjp', 'congress', 'details', 'and', 'faqs', 'answered', 'all', 'you', 'need', 'to', 'know']
['twilight', 'of', 'the', 'gods', 'will', 'zack', 'snyder', 'reclaim', 'his', 'position', 'after', 'disappointing', 'run', 'of', 'rebel', 'moon', 'part', '2']
['india', 'china', 'border', 'situation', 'at', 'present', 'generally', 'stable', 'chinese', 'military', 'reacts', 'to', 'pm', 'modis', 'boundary', 'row', 'comments']
['jodhpur', 'lok', 'sabha', 'elections', '2024', 'voting', 'on', 'april', '26', 'key', 'candidates', 'results', 'and', 'other', 'important', 'details']
['my', 'hero', 'academia', 'chapter', '421', 'release', 'date', 'time', 'spoilers', 'will', 'there', 'be', 'new', 'chapter', 'of', 'manga', 'this', 'week']
['salman', 'khan', 'shooting', 'case', 'two', 'accused', 'to', 'stay', 'in', 'police', 'custody', 'till', 'april', '29']
['aap', 'alleges', 'lt', 'governors', 'office', 'has', 'cancelled', 'april', '26', 'mayoral', 'polls']
['btss', 'agency', 'hybe', 'claims', 'ador', 'ceo', 'min', 'hee', 'jin', 'consulted', 'a', 'shaman', 'to', 'perform', 'black', 'magic', 'and', 'make', 'bts', 'enlist', 'for', 'military', 'service']
['amritpal', 'singh', 'announces', 'candidacy', 'for', 'lok', 'sabha', 'elections', 'from', 'punjab', 'jail']
['shareholders', 'approve', 'swiggys', 'ipo', 'plan', 'metas', 'profit', 'soars']
['embassy', 'reit', 'leases', '8', '1', 'million', 'sq', 'ft', 'office', 'space', 'in', 'fy24', 'surpass', 'guidance', 'by', '35']
['nsa', 'underscores', 'indias', 'policy', 'to', 'use', 'digital', 'technology', 'for', 'inclusive', 'economic', 'development']
['edelweiss', 'alternatives', 'acquires', 'it', 'park', 'in', 'bengaluru', 'for', 'over', 'rs', '1500', 'cr']
['govt', 'allows', 'exports', 'of', 'specified', 'quantity', 'of', 'white', 'onion', 'via', 'three', 'ports']
['voting', 'in', '8', 'ls', 'constituencies', 'in', 'maharashtra', 'on', 'friday', 'in', '2nd', 'phase', 'sena', 'versus', 'sena', 'in', '3', 'seats']
['firstcry', 'set', 'to', 'withdraw', '500', 'million', 'ipo', 'papers', 'after', 'regulatory', 'scrutiny']
['technical', 'breakout', 'stocks', 'how', 'to', 'trade', 'sbi', 'hitachi', 'energy', 'and', 'aditya', 'birla', 'capital', 'on', 'friday']
['us', 'secretly', 'sent', 'long', 'range', 'missiles', 'to', 'ukraine', 'president', 'biden', 'says', 'china', 'iran', 'north', 'korea', 'helping', 'russia']
['higher', 'generation', 'capacity', 'gas', 'based', 'plants', 'to', 'help', 'meet', 'indias', 'high', 'summer', 'power', 'demand', 'fitch']
['bengal', 'govt', 'to', 'pay', 'april', 'salary', 'to', '25753', 'teachers', 'non', 'teaching', 'staff', 'who', 'lost', 'jobs', 'after', 'hc', 'order']
['for', 'those', 'behind', 'barbed', 'wire', 'border', 'fencing', 'life', 'is', 'tough', 'but', 'voting', 'is', 'a', 'must']
['humans', 'living', 'in', 'the', 'matrix', 'style', 'simulation', 'scientist', 'claims', 'to', 'have', 'shocking', 'evidence']
['battle', 'for', 'vokkaliga', 'supremacy', 'between', 'dk', 'hdk', 'playing', 'out', 'in', 'sugarcane', 'belt']
['tired', 'of', 'blatant', 'misinformation', 'in', 'the', 'media', 'this', 'video', 'game', 'can', 'help', 'you', 'and', 'your', 'family', 'fight', 'fake', 'news']
['attingal', 'lok', 'sabha', 'election', '2024', 'phase', '2', 'voting', 'to', 'take', 'place', 'on', 'april', '26', 'check', 'key', 'candidates', 'schedule', 'and', 'more']
['lok', 'sabha', 'polls', 'bjp', 'banks', 'on', 'modi', 'magic', 'development', 'plank', 'to', 'tide', 'over', 'rajput', 'ire', 'in', 'chittorgarh']
['tibetans', 'call', 'on', 'india', 'other', 'democratic', 'nations', 'to', 'press', 'beijing', 'on', 'whereabouts', 'of', 'panchen', 'lama']
['bonk', 'bonk', 'price', 'prediction', '2024', '2025', '2030', '2050']
['bjp', 'strives', 'to', 'retain', 'rajnandgaon', 'ls', 'seat', 'in', 'chhattisgarh', 'as', 'ex', 'cm', 'from', 'congress', 'poses', 'challenge']
['jalore', 'lok', 'sabha', 'elections', '2024', 'dates', 'schedule', 'partywise', 'candidates', 'and', 'all', 'you', 'need', 'to', 'know']
['thrissur', 'lok', 'sabha', 'polls', '2024', 'date', 'schedule', 'result', 'party', 'wise', 'candidates', 'and', 'other', 'key', 'details']
['small', 'towns', 'retail', 'investors', 'central', 'to', 'fintechs', 'amc', 'plans']
['revolutionizing', 'business', 'travel', 'how', 'mybiz', 'is', 'redefining', 'corporate', 'travel', 'management']
['lok', 'sabha', 'polls', '2024', 'up', 'phase', '2', 'candidates', 'pad', 'up', 'dream', 'girl', 'eyes', 'dream', 'run']
['jnk', 'india', 'ipo', 'allotment', 'how', 'to', 'check', 'allotment', 'gmp', 'listing', 'date', 'and', 'more']
['bjp', 'will', 'win', 'khajuraho', 'lok', 'sabha', 'seat', 'with', 'huge', 'margin', 'chhattisgarh', 'cm', 'vishnu', 'deo', 'sai']
['disney', 'star', 'achieves', 'cumulative', 'reach', 'of', '47', '5', 'crore', 'for', '34', 'ipl', 'matches']
['bihar', 'lok', 'sabha', 'elections', 'pappu', 'factor', 'giving', 'sleepless', 'nights', 'to', 'jdu', 'rjd', 'nominees']
['wayanad', 'india', 'bloc', 'partners', 'battle', 'it', 'out', 'no', 'more', 'pm', 'face', 'now', 'its', 'all', 'about', 'gandhis', 'appeal']
['bangalore', 'rural', 'lok', 'sabha', 'constituency', 'vokkaliga', 'families', 'flash', 'for', 'dominance', 'and', 'influence']
['jnk', 'india', 'ipo', 'subscribed', 'over', '28', 'times', 'on', 'final', 'day', 'check', 'subscription', 'gmp', 'and', 'other', 'details']
['koo', 'halts', 'salary', 'payments', 'from', 'april', 'will', 'remain', 'operational', 'says', 'founder']
['ls', 'polls', '2024', 'kc', 'venugopal', 'ups', 'stakes', 'to', 'wrest', 'cpm', 'seat', 'says', 'pinarayi', 'vijayan', 'speaks', 'modi', 'lingo']
['udaipur', 'lok', 'sabha', 'elections', '2024', 'dates', 'schedule', 'partywise', 'candidates', 'and', 'all', 'you', 'need', 'to', 'know']
['half', 'of', 'karnataka', 'goes', 'to', 'polls', 'on', 'friday', '2', '88', 'crore', 'voters', 'to', 'choose', '14', 'mps']
['bjp', 'braces', 'for', 'speed', 'breakers', 'on', 'pune', 'bengaluru', 'highway']
['rbi', 'plans', 'curbs', 'on', 'suspect', 'bank', 'accounts', 'to', 'fight', 'cyber', 'fraud']
['lok', 'sabha', 'elections', 'in', 'bihars', 'purnea', 'independent', 'pappu', 'yadav', 'overshadows', 'nda', 'vs', 'india', 'contest']
['kerala', 'bjps', 'kasaragod', 'candidate', 'pins', 'hope', 'on', 'modi', 'governments', 'welfare', 'schemes']
['sunita', 'kejriwal', 'likely', 'to', 'join', 'aaps', 'ls', 'campaign', 'in', 'delhi', 'will', 'hold', 'roadshows', 'this', 'weekend', 'sources']
['people', 'see', 'positive', 'factor', 'in', 'me', 'due', 'to', 'their', 'devotion', 'for', 'lord', 'ram', 'bjps', 'meerut', 'nominee', 'arun', 'govil']
['bhagalpur', 'turns', 'into', 'a', 'prestige', 'battle', 'for', 'jdu', 'bjp', 'deputes', 'sr', 'leaders']
['star', 'sports', 'garners', '47', '5', 'cr', 'viewers', 'in', 'the', 'first', '34', 'ipl', 'matches', 'dhoni', 'fever', 'adds', 'to', 'the', 'new', 'high']
['nato', 'membership', 'and', 'defence', 'spending', 'key', 'facts', 'you', 'need', 'to', 'know']
['lok', 'sabha', 'polls', '2024', 'jharkhand', 'mukti', 'morcha', 'announces', 'kalpana', 'sorens', 'candidacy', 'for', 'gandey', 'bypoll']
['rahul', 'gandhi', 'appeals', 'to', 'vote', 'for', 'hand', 'symbol', 'to', 'form', 'hindustaniyon', 'ki', 'sarkar']
['catan', 'adds', 'climate', 'change', 'to', 'the', 'latest', 'edition', 'of', 'the', 'world', 'famous', 'board', 'game']
['bridgerton', 'season', '4', 'who', 'will', 'lead', 'the', 'fourth', 'installment', 'eloise', 'benedict', 'or', 'francesca']
['kerala', 'lok', 'sabha', 'polls', 'congress', 'left', 'bitterness', 'as', 'every', 'seat', 'matters']
['mayawati', 'slams', 'amroha', 'mp', 'danish', 'ali', 'for', 'betraying', 'people', 'of', 'constituency']
['bajaj', 'finance', 'q4', 'results', 'pat', 'jumps', '21', 'yoy', 'to', 'rs', '3824', 'crore', 'dividend', 'declared', 'at', 'rs', '36']
['lok', 'sabha', 'polls', 'bjp', 'ldf', 'keen', 'to', 'break', 'into', 'congress', 'stronghold', 'in', 'thiruvananthapuram']
['karnataka', 'poll', 'card', 'congress', 'aims', 'at', 'double', 'digit', 'seat', 'count', 'bjp', 'hopes', 'for', '2019', 'redo']
['delhi', 'hc', 'to', 'hear', 'in', 'august', 'pleas', 'of', 'fb', 'whatsapp', 'against', 'it', 'rules', 'on', 'tracing', 'originator']
['nfcsf', 'hails', 'govt', 'decision', 'to', 'allow', 'use', 'of', '7', 'lakh', 'tonne', 'of', 'excess', 'b', 'heavy', 'molasses', 'for', 'ethanol', 'making']
['modis', 'steadfast', 'adherence', 'to', 'lies', 'congress', 'slams', 'pm', 'modi', 'over', 'his', 'inheritance', 'tax', 'barb']
['latest', 'scamming', 'trick', 'i', 'am', 'ms', 'dhoni', 'have', 'forgotten', 'wallet']
['indigo', 'places', 'order', 'for', '30', 'firm', 'airbubs', 'a350', '900', 'widebody', 'aircraft']
['mutual', 'fund', 'industry', 'aum', 'surges', '35', 'at', 'rs', '53', '40', 'lakh', 'crore', 'in', 'march', 'icra', 'analytics']
['sbi', 'card', 'miles', 'credit', 'cards', 'with', 'three', 'variants', 'launched', '7', 'must', 'know', 'features', 'like', 'annual', 'fees', 'airport', 'lounge', 'access', 'rewards', 'miles']
['ihg', 'hotels', 'resorts', 'and', 'brigade', 'group', 'ink', 'deal', 'for', 'maiden', 'intercontinental', 'hotel', 'in', 'hyderabad']
['tech', 'view', 'nifty', 'forms', 'bullish', 'engulfing', 'candle', 'what', 'should', 'traders', 'do', 'on', 'friday']
['indian', 'army', 'unveils', 'selfie', 'point', 'at', 'hombotingla', 'pass', 'ahead', 'of', '25th', 'anniversary', 'of', 'kargil', 'vijay', 'diwas']
['kotak', 'mahindra', 'bank', 'shares', 'crash', '10', 'after', 'rbi', 'crackdown']
['indian', 'army', 'unveils', 'selfie', 'point', 'at', 'hombotingla', 'pass', 'ahead', 'of', '25th', 'anniversary', 'of', 'kargil', 'vijay', 'diwas']
['school', 'recruitment', 'scams', 'cbi', 'grills', 'former', 'bengal', 'education', 'minister', 'partha', 'chatterjees', 'aide']
['3', 'dead', 'over', '20', 'rescued', 'after', 'major', 'fire', 'breaks', 'out', 'in', 'patna', 'hotel']
['ls', 'polls', 'drugs', 'unaccounted', 'cash', 'liquor', 'worth', 'rs', '321', 'crore', 'seized', 'so', 'far', 'in', 'punjab']
['not', 'in', 'good', 'books', 'today', 'but', 'better', 'placed', 'for', 'long', 'term', '4', 'large', 'cap', 'stocks', 'with', 'upside', 'potential', 'of', 'upto', '36']
['kolkata', 'records', '17', 'y', 'o', 'y', 'surge', 'in', 'property', 'registrations', 'in', 'march', '2024']
['india', 'granted', 'over', '1', 'lakh', 'patents', 'in', 'fy24', 'official']
['ltts', 'net', 'profit', 'grew', '0', '2', 'to', 'rs', '341', 'crore']
['india', 'bloc', 'seeking', 'votes', 'to', 'provide', 'religion', 'based', 'reservation', 'pm', 'modi']
['israeli', 'military', 'refutes', 'claims', 'of', 'mass', 'grave', 'at', 'gaza', 'hospital']
['no', 'further', 'steps', 'for', '2', 'months', 'in', 'connection', 'with', 'sabarimala', 'airport', 'land', 'acquisition', 'kerala', 'hc']
['ysrcp', 'chief', 'jagan', 'mohan', 'reddy', 'files', 'nomination', 'for', 'pulivendula', 'seat', 'seat', 'in', 'andhra', 'pradesh']
['lok', 'sabha', 'elections', 'here', 'is', 'the', 'step', 'by', 'step', 'process', 'of', 'finding', 'your', 'name', 'in', 'voter', 'list']
['cred', 'launches', 'offline', 'qr', 'code', 'based', 'scan', 'and', 'pay', 'payments']
['nifty', 'bank', 'closes', 'above', '48400', 'level', 'sbi', 'icici', 'bank', 'hit', 'fresh', '52', 'week', 'highs']
['unveiling', 'the', 'essence', 'of', 'leadership', 'insights', 'from', 'premier', 'institutions']
['amroha', 'lok', 'sabha', 'elections', '2024', 'voting', 'on', 'april', '26', 'check', 'candidates', 'schedule', 'and', 'more']
['is', 'baby', 'reindeer', 'season', '2', 'in', 'the', 'works', 'heres', 'what', 'we', 'know']
['markets', 'extend', 'gains', 'for', '5th', 'session', 'sensex', 'revisits', '74k']
['orange', 'alert', 'karnataka', 'state', 'disaster', 'management', 'cell', 'issues', 'animated', 'advisory']
['centre', 'paid', 'rs', '147', '82', 'crore', 'in', 'interest', 'subsidy', 'on', 'loans', 'under', 'pm', 'svanidhi']
['athens', 'or', 'mars', 'sahara', 'dust', 'storm', 'turns', 'greece', 'capital', 'into', 'alien', 'landscape']
['share', 'dividend', 'declared']
['lok', 'sabha', 'elections', 'here', 'is', 'a', 'step', 'by', 'step', 'guide', 'on', 'how', 'to', 'download', 'the', 'voter', 'slip', 'through', 'app', 'website']
['schools', 'factories', 'in', 'noida', 'to', 'stay', 'closed', 'on', 'friday', 'for', 'lok', 'sabha', 'polls']
['how', 'do', 'i', 'check', 'where', 'to', 'go', 'and', 'vote']
['telcos', 'need', 'to', 'invest', 'in', 'ai', 'large', 'apps', 'need', 'to', 'share', 'revenue', 'coai']
['sensex', 'surges', '700', 'points', 'key', 'factors', 'behind', 'the', 'bull', 'run', 'on', 'dalal', 'street']
['indusind', 'bank', 'q4', 'results', 'profit', 'jumps', '15', 'yoy', 'to', 'rs', '2347', 'crore', 'beats', 'estimates']
['amravati', 'lok', 'sabha', 'elections', '2024', 'voting', 'on', 'april', '26', 'key', 'candidates', 'and', 'other', 'important', 'details']
['alappuzha', 'lok', 'sabha', 'elections', '2024', 'dates', 'schedule', 'partywise', 'candidates', 'and', 'all', 'you', 'need', 'to', 'know']
['jai', 'dehadrai', 'withdraws', 'from', 'hc', 'defamation', 'case', 'against', 'mahua', 'moitra', 'as', 'peace', 'offering']
['glenmark', 'life', 'q4', 'results', 'net', 'profit', 'dips', '33', 'to', 'rs', '98', 'crore']
['surge', 'in', 'shipments', 'to', 'wana', 'cis', 'countries', 'push', 'engineering', 'exports', 'in', 'fy24']
['lok', 'sabha', 'elections', '2024', 'can', 'you', 'take', 'leave', 'on', 'polling', 'day', 'is', 'it', 'a', 'paid', 'holiday', 'heres', 'what', 'the', 'law', 'says', 'and', 'punishment', 'for', 'not', 'following']
['friendship', 'between', 'two', 'boys', 'pm', 'modi', 'on', 'rahul', 'gandhi', 'akhilesh', 'yadav', 'alliance']
['intent', 'of', 'global', 'acquisitions', 'has', 'the', 'tide', 'turned', 'for', 'the', 'long', 'term', '5', 'pharma', 'stocks', 'with', 'upside', 'potential', 'of', 'up', 'to', '31']
['indias', 'forex', 'reserves', 'sufficient', 'to', 'cover', '11', 'months', 'of', 'projected', 'imports']
['on', 'no', 'mans', 'land', 'along', 'bhutan', 'border', 'residents', 'aspire', 'for', 'sustained', 'peace', 'security']
['aap', 'brings', 'arrest', 'of', 'cm', 'arvind', 'kejriwal', 'into', 'focus', 'through', 'its', 'lok', 'sabha', 'poll', 'campaign', 'song']
['lok', 'sabha', 'elections', 'severe', 'heat', 'wave', 'predicted', 'in', 'many', 'states', 'during', 'second', 'phase', 'of', 'polling']
['embassy', 'reits', 'q4', 'results', 'net', 'operating', 'income', 'up', '13', 'to', 'rs', '766', 'cr']
['best', 'medium', 'duration', 'mutual', 'funds', 'to', 'invest', 'in', 'april', '2024']
['2024', 'ls', 'polls', 'pegged', 'as', 'costliest', 'ever', 'expenditure', 'may', 'touch', '1', '35', 'lakh', 'crore', 'expert']
['jee', 'main', 'results', '2024', 'toppers', 'list', 'one', 'fourth', 'of', 'candidates', 'just', 'from', 'this', 'state']
['inox', 'wind', 'shares', 'zoom', '9', 'after', 'board', 'approves', '31', 'bonus', 'shares']
['puravankara', 'arm', 'provident', 'housing', 'raises', 'rs', '1150', 'crore', 'from', 'hdfc', 'capital']
['itc', 'plans', 'to', 'open', 'more', 'hotels', 'overseas', 'sanjiv', 'puri']
['2024', 'ls', 'polls', 'pegged', 'as', 'costliest', 'ever', 'expenditure', 'may', 'touch', 'rs', '1', '35', 'lakh', 'crore', 'expert']
['rajasthan', 'lok', 'sabha', 'elections', '2024', 'dates', 'schedule', 'phase', 'constituency', 'candidates', 'details', 'all', 'you', 'need', 'to', 'know']
['acc', 'q4', 'results', 'profit', 'jumps', '300', 'to', 'rs', '945', 'crore', 'dividend', 'of', 'rs', '7', '50', 'announced']
['rahul', 'sharmas', 'has', '2', 'psu', 'bets', 'for', 'the', 'may', 'series', 'heres', 'why']
['vedanta', 'q4', 'results', 'net', 'profit', 'drops', '27', 'yoy', 'to', 'rs', '1369', 'crore']
['turnaround', 'after', 'battling', 'many', 'headwinds', '4', 'microfinance', 'stocks', 'with', 'upside', 'potential', 'of', 'up', 'to', '38', 'in', 'next', 'one', 'year']
['balurghat', 'lok', 'sabha', 'elections', '2024', 'voting', 'on', 'april', '26', 'party', 'wise', 'candidates', 'and', 'other', 'important', 'details']
['10', 'best', 'mens', 'summer', 'caps', 'and', 'hats', 'for', 'ultimate', 'sun', 'protection']
['thiruvananthapuram', 'lok', 'sabha', 'elections', '2024', 'dates', 'schedule', 'party', 'wise', 'candidates', 'and', 'all', 'you', 'need', 'to', 'know']
['online', 'credit', 'card', 'spends', 'rise', '20', 'yoy', 'in', 'march', 'to', 'a', 'record', 'high', 'of', 'rs', '1', 'lakh', 'crore']
['nestle', 'dr', 'reddys', 'to', 'form', 'jv', 'to', 'market', 'nutraceutical', 'brands', 'in', 'india']
['rajiv', 'gandhi', 'abolished', 'inheritance', 'law', 'to', 'evade', 'tax', 'after', 'indiras', 'death', 'same', 'congress', 'now', 'wants', 'to', 'tax', 'your', 'kids', 'pm', 'narendra', 'modi']
['mens', 'grooming', 'brand', 'svish', 'signs', 'shikhar', 'dhawan', 'as', 'brand', 'ambassador']
['et', 'mfquery', 'saving', 'for', 'marriage', 'yet', 'want', 'to', 'invest', 'rs', '8', '10', 'lakh', 'lumpsum', 'in', 'mfs', 'heres', 'your', 'guide']
['icici', 'bank', 'imobile', 'app', 'glitch', 'several', 'icici', 'bank', 'customers', 'are', 'now', 'seeing', 'details', 'of', 'other', 'users', 'when', 'using', 'mobile', 'app']
['unauthorised', 'hawkers', 'cant', 'take', 'over', 'footpaths', 'public', 'roads', 'hc', 'suggests', 'pop', 'up', 'markets']
['heeramandi', 'receives', 'rave', '1st', 'reviews', 'bhansalis', 'labour', 'of', 'love', 'called', 'mesmerising', 'spectacular']
