['fresh', 'talent', 'to', 'speed', 'up', 'air', 'india', 'transformation']
['view', 'investors', 'everywhere', 'want', 'a', 'piece', 'of', 'the', 'cricket', 'action', 'as', 'value', 'creation', 'picks', 'up', 'runs']
['man', 'surrenders', 'before', 'kerala', 'police', 'takes', 'responsibility', 'for', 'blasts', 'at', 'prayer', 'meet']
['central', 'agencies', 'will', 'probe', 'pro', 'hamas', 'event', 'in', 'kerala', 'bjp', 'spokesman', 'sudhanshu', 'trivedi']
['india', '5g', 'rollout', 'fastest', 'in', 'world', 'but', 'revenues', 'not', 'picked', 'up', 'says', 'coai', 'dg']
['chhattisgarh', 'polls', 'caste', 'census', 'essential', 'for', 'reservations', 'says', 'p', 'chidambaram']
['pain', 'hustlers', 'do', 'liza', 'pete', 'and', 'jack', 'end', 'up', 'in', 'jail', 'ending', 'explained', 'spoilers']
['hamas', 'says', 'engaged', 'in', 'heavy', 'fighting', 'with', 'israeli', 'army', 'in', 'gaza']
['nhai', 'awards', 'two', 'tot', 'bundles', 'for', 'rs', '6500', 'crore']
['tdp', 'likely', 'to', 'stay', 'away', 'from', 'telangana', 'assembly', 'polls']
['explainer', 'why', 'is', 'siemens', 'energy', 'seeking', '16', 'billion', 'state', 'guarantees']
['six', 'decades', 'on', 'the', 'trip', 'ends', 'for', 'mumbais', 'iconic', 'premier', 'padmini', 'taxis']
['what', 'is', 'the', 'liquid', 'hair', 'trend', 'how', 'megan', 'fox', 'kim', 'kardashian', 'and', 'zendaya', 'rock', 'the', 'ultra', 'glossy', 'look']
['inaction', 'by', 'central', 'and', 'maharashtra', 'governments', 'on', 'maratha', 'quota', 'issue', 'caused', 'unrest', 'in', 'community', 'says', 'sharad', 'pawar']
['total', '18', 'people', 'admitted', 'to', 'hospital', 'six', 'in', 'critical', 'condition', 'kerala', 'minister', 'on', 'kalamassery', 'blast']
['us', 'fed', 'likely', 'to', 'pause', 'again', 'with', 'rates', 'at', '22', 'year', 'high']
['kochi', 'two', 'dead', 'and', '52', 'injured', 'in', 'bomb', 'attacks', 'on', 'jehovahs', 'witnesses', 'gathering']
['moana', 'tv', 'show', 'is', 'disneys', 'live', 'action', 'series', 'still', 'happening', 'heres', 'what', 'we', 'know', 'so', 'far']
['bmc', 'may', 'cut', 'over', '3000', 'trees', 'for', 'swimming', 'pool', 'amid', 'worseing', 'air', 'quality']
['tyson', 'fury', 'vs', 'francis', 'ngannou', 'who', 'won', 'the', 'crossover', 'combat', 'event', 'in', 'saudi', 'arabia']
['jammu', 'kashmir', 'receives', 'investment', 'proposal', 'worth', 'rs', '86000', 'crore', 'says', 'lg', 'manoj', 'sinha']
['american', 'hockey', 'player', 'adam', 'johnson', 'dies', 'due', 'to', 'freak', 'accident', 'while', 'playing', 'in', 'england']
['icc', 'sanctions', 'hit', 'pakistan', 'team', 'hard', 'after', 'loss', 'to', 'south', 'africa', 'at', 'world', 'cup']
['dhamra', 'lng', 'terminal', 'built', 'entirely', 'on', 'promoter', 'finance', 'no', 'financial', 'commitment', 'from', 'ioc', 'gail', 'say', 'sources']
['tirumala', 'temple', 'reopens', 'post', 'partial', 'lunar', 'eclipse', 'in', 'ap']
['centre', 'has', 'not', 'released', 'funds', 'for', '61', 'schemes', 'cm', 'says', 'accusing', 'bjp', 'of', 'taking', 'political', 'revenge', 'on', 'karnataka']
['south', 'eastern', 'coalfields', 'despatches', '100', 'mt', 'coal', 'in', 'record', 'time']
['tyson', 'fury', 'vs', 'oleksandr', 'usyk', 'showdown', 'postponed', 'to', 'next', 'year']
['equity', 'markets', 'will', 'not', 'give', 'equal', 'returns', 'every', 'year', 'devina', 'mehra']
['9', 'against', 'england']
['karnataka', 'cm', 'siddaramaiah', 'to', 'accept', 'caste', 'census', 'report', 'in', 'nov', 'or', 'dec', 'claims', 'credit', 'for', 'commissioning', 'it']
['rajasthan', 'like', 'raids', 'in', 'poll', 'bound', 'mp', 'in', 'next', 'four', 'days', 'digvijaya', 'singh']
['govt', 'tightens', 'llp', 'rules', 'partners', 'have', 'to', 'declare', 'beneficial', 'interests', 'intangible', 'contributions']
['from', 'minecraft', 'to', 'god', 'of', 'war', 'upcoming', 'video', 'game', 'adaptations', 'after', 'friday', 'nights', 'at', 'freddys']
['congress', 'will', 'fulfill', 'six', 'guarantees', 'in', 'telangana', 'says', 'mallikarjun', 'kharge']
['cricket', 'world', 'cup', 'pakistan', 'fined', 'for', 'slow', 'over', 'rate', 'against', 'south', 'africa']
['how', 'to', 'get', 'a', 'free', 'hotel', 'upgrade', '7', 'tips', 'that', 'actually', 'work']
['loki', 'season', '2', 'what', 'lies', 'ahead', 'after', 'episode', '4', 'and', 'when', 'can', 'fans', 'expect', 'the', 'finale']
['police', 'inspector', 'playing', 'cricket', 'shot', 'by', 'terrorists', 'in', 'downtown', 'srinagar', 'critically', 'wounded']
['stranger', 'things', 'season', '5', 'meet', 'the', 'returning', 'cast', 'and', 'their', 'characters']
['tmc', 'plundering', 'west', 'bengals', 'resources', 'depriving', 'people', 'bjp']
['tamil', 'nadu', 'can', 'be', 'a', 'key', 'destination', 'for', 'taiwan', 'firms', 'to', 'invest', 'says', 'cii']
['ahead', 'of', 'market', '10', 'things', 'that', 'will', 'decide', 'stock', 'action', 'on', 'monday']
['breakout', 'stocks', 'how', 'should', 'investors', 'trade', 'shriram', 'finance', 'canara', 'bank', 'and', 'ril', 'on', 'monday']
['security', 'beefed', 'up', 'in', 'delhi', 'around', 'churches', 'after', 'kerala', 'blast', 'in', 'convention', 'centre']
['end', 'of', 'an', 'era', 'mumbais', 'iconic', 'kaali', 'peeli', 'taxis', 'take', 'their', 'final', 'ride']
['chhattisgarh', 'govts', 'pro', 'farmer', 'model', 'to', 'be', 'replicated', 'across', 'india', 'rahul', 'gandhi']
['rajasthan', 'polls', 'congress', 'bjp', 'have', 'fielded', '29', 'relatives', 'of', 'leaders', 'as', 'candidates', 'so', 'far']
['russia', 'says', 'it', 'shot', 'down', '36', 'ukrainian', 'drones', 'as', 'fighting', 'grinds', 'on', 'in', 'ukraines', 'east']
['brie', 'larsons', 'lessons', 'in', 'chemistry', 'on', 'apple', 'tv', 'book', 'vs', 'tv', 'show', 'spoilers']
['integrated', 'nursing', 'education', 'service', 'model', 'to', 'be', 'implemented', 'at', 'aiims', 'delhi']
['in', 'a', 'first', 'kohli', 'goes', 'for', 'a', 'duck', 'in', 'odi', 'world', 'cups']
['how', 'to', 'invest', 'in', 'stocks', 'using', 'evidence', 'based', 'investing', 'framework']
['sri', 'lankan', 'navy', 'arrests', '37', 'tn', 'fishermen', 'cm', 'stalin', 'writes', 'to', 'jaishankar', 'seeking', 'lasting', 'solutions', 'to', 'long', 'standing', 'issue']
['trident', 'realty', 'to', 'invest', 'rs', '700', 'crore', 'in', 'development', 'of', 'independent', 'floors', 'in', 'panchkula']
['global', 'foray', 'an', 'option', 'under', 'evaluation', 'leverage', 'rs', '75k', 'cr', 'usof', 'for', 'devices', 'services', 'jio', 'president']
['five', 'nights', 'at', 'freddys', 'clinches', 'top', 'spot', 'at', 'the', 'box', 'office', 'dethrones', 'taylor', 'swift', 'the', 'eras', 'tour']
['telangana', 'polls', 'only', 'brs', 'can', 'protect', 'telangana', 'says', 'cm', 'kcr', 'at', 'election', 'rally']
['india', 'pitches', 'for', 'clear', 'definition', 'of', 'ecommerce', 'trade', 'in', 'goods', 'services', 'in', 'wto']
['madhya', 'pradesh', 'candidate', 'rides', 'donkey', 'to', 'submit', 'nomination', 'form', 'for', 'this', 'reason']
['manipal', 'institute', 'of', 'technology', 'gets', 'national', 'recognition', 'for', '100', '5g', 'labs', 'initiative']
['odisha', 'bus', 'drivers', 'heroic', 'act', 'saves', '48', 'passengers', 'before', 'succumbing', 'to', 'cardiac', 'arrest']
['bjp', 'announces', '2', 'more', 'candidates', 'for', 'mp', 'assembly', 'polls']
['india', 'vs', 'england', 'indian', 'cricket', 'team', 'pays', 'tribute', 'to', 'bishan', 'singh', 'bedi', 'by', 'sporting', 'black', 'armbands', 'in', 'mens', 'odi', 'world', 'cup', 'clash']
['radio', 'mirchi', 'orange', 'in', 'race', 'to', 'acquire', 'big', 'fm']
['apple', 'unveils', 'standby', 'heres', 'how', 'to', 'transform', 'your', 'iphone', 'into', 'a', 'dynamic', 'display', 'while', 'charging', 'with', 'ios', '17']
['pm', 'modi', 'to', 'launch', 'multiple', 'development', 'projects', 'on', '2', 'day', 'gujarat', 'visit', 'from', 'oct', '30']
['matthew', 'perry', 'friends', 'star', 'final', 'eerie', 'post', 'on', 'instagram', 'before', 'death']
['axis', 'bank', 'well', 'capitalised', 'with', 'self', 'sustaining', 'capital', 'structure', 'to', 'fund', 'growth', 'md', 'amitabh', 'chaudhry']
['congress', 'united', 'like', 'family', 'in', 'chhattisgarh', 'bhupesh', 'baghel', 'will', 'be', 'first', 'in', 'line', 'for', 'cm', 'post', 'if', 'we', 'win', 'singhdeo']
['eknath', 'shinde', 'to', 'remain', 'cm', 'even', 'if', 'disqualified', 'devendra', 'fadnavis']
['is', 'money', 'pulling', 'prince', 'harry', 'and', 'meghan', 'markle', 'apart']
['veteran', 'rss', 'leader', 'ideologue', 'r', 'hari', 'dies']
['zydex', 'group', 'eyes', '15', '20', 'pc', 'revenue', 'growth', 'to', 'rs', '375', 'cr', 'across', 'all', 'business', 'verticals', 'in', 'fy24']
['india', 'kazakhstan', 'to', 'conduct', '13', 'day', 'military', 'exercise', 'to', 'boost', 'anti', 'terror', 'cooperation']
['indian', 'office', 'market', 'sees', 'steady', 'demand', 'uptrend', 'key', 'cities', 'rentals', 'remain', 'stable']
['for', 'calculated', 'risk', 'takers', '5', 'midcap', 'stocks', 'with', 'right', 'levels', 'of', 'roe', 'and', 'upside', 'potential', 'of', 'up', '47']
['fire', 'dept', 'identifies', '240', 'rooftop', 'restaurants', 'in', 'bengaluru', 'violating', 'fire', 'safety', 'norms']
['skill', 'programmes', 'on', 'retail', 'cybersecurity', 'aim', 'to', 'narrow', 'gap', 'between', 'classrooms', 'and', 'industry', 'needs']
['luxury', 'home', 'sales', 'costing', 'above', 'rs', '1', '5', 'cr', 'in', 'delhi', 'ncr', 'jump', 'over', '2', 'fold', 'to', '13630', 'units', 'in', 'jan', 'sep', 'anarock']
['preliminary', 'investigation', 'suggests', 'ieds', 'used', 'to', 'trigger', 'blasts', 'kerala', 'dgp']
['q2', 'results', 'this', 'week', 'airtel', 'adani', 'enterprises', 'zomato', 'tata', 'motors', 'lt', 'titan', 'indigo', 'and', 'others']
['india', 'kazakhstan', 'to', 'conduct', '13', 'day', 'military', 'exercise', 'to', 'boost', 'anti', 'terror', 'cooperation']
['sc', 'to', 'hear', 'aap', 'leader', 'raghav', 'chadhas', 'plea', 'challenging', 'suspension', 'from', 'rajya', 'sabha']
['it', 'techie', 'denied', 'rs', '89000', 'refund', 'after', 'flight', 'cancelled', 'due', 'to', 'runway', 'closure']
['explore', 'tie', 'ups', 'with', 'deep', 'tech', 'startups', 'govt', 'science', 'adviser', 'ak', 'sood']
['nothing', 'short', 'of', 'heartbreaking', 'rest', 'in', 'love', 'olivia', 'munn', 'selma', 'blair', 'george', 'takei', 'other', 'hollywood', 'stars', 'mourn', 'friends', 'actor', 'matthew', 'perrys', 'death', 'at', '54']
['new', 'york', 'civil', 'fraud', 'case', 'trumps', 'daughter', 'denied', 'from', 'testifying', 'in', 'court']
['bengaluru', 'leopard', 'spotted', 'roaming', 'in', 'whitefield', 'area']
['for', 'investor', 'with', 'focus', 'on', 'long', 'term', 'wealth', 'creation', '5', 'stocks', 'with', 'a', 'right', 'peg', 'ratio']
['named', 'after', 'raj', 'kapoor', 'an', 'indian', 'restaurant', 'in', 'tashkent', 'celebrates', 'uzbekistans', 'love', 'for', 'bollywood']
['delhi', 'minister', 'gopal', 'rai', 'urges', 'centre', 'to', 'ban', 'bs', 'iii', 'bs', 'iv', 'diesel', 'buses', 'in', 'ncr', 'areas', 'of', 'haryana', 'up', 'rajasthan']
['in', 'the', 'new', 'world', 'of', 'ev', '5', 'auto', 'ancillary', 'stocks', 'with', 'upside', 'potential', 'of', 'up', 'to', '37']
['more', 'high', 'net', 'worth', 'individuals', 'family', 'offices', 'checking', 'into', 'hotels', 'business']
['exploring', 'imphal', 'a', 'journey', 'through', 'the', 'enchanting', 'capital', 'of', 'manipur']
['indias', 'spying', 'concerns', 'to', 'the', 'fore', 'again', 'as', 'sri', 'lanka', 'allows', 'chinese', 'vessel', 'to', 'carry', 'out', 'research']
['charting', 'the', 'global', 'economy', 'inflation', 'picks', 'up', 'in', 'us', 'tokyo']
['fpis', 'withdraw', 'rs', '20300', 'cr', 'from', 'equities', 'in', 'oct', 'invests', 'rs', '6080', 'cr', 'in', 'debt']
['understanding', 'property', 'market', 'cycles', 'for', 'smart', 'investment', 'choices']
['learn', 'with', 'etmarkets', 'how', 'does', 'monetary', 'policy', 'easing', 'impact', 'gold', 'investments']
['punjab', 'farmers', 'strike', 'gold', 'selling', 'stubble', 'bales']
['fpis', 'withdraw', 'rs', '20300', 'cr', 'from', 'equities', 'in', 'oct', 'invests', 'rs', '6080', 'cr', 'in', 'debt']
['mcap', 'of', 'top', '10', 'most', 'valued', 'firms', 'plunge', 'rs', '1', '93', 'lakh', 'cr', 'in', 'last', 'weeks', 'trade']
['ericsson', 'to', 'launch', '6g', 'research', 'lab', 'in', 'india']
['the', 'worlds', 'iron', 'ore', 'powerhouse', 'is', 'preparing', 'to', 'reinvent', 'itself']
['going', 'public', 'build', 'something', 'that', 'makes', 'revenue', 'serves', 'a', 'purpose', 'then', 'look', 'at', 'ipo', 'says', 'ahasolar', 'ceo']
['how', 'walt', 'disney', 'served', 'up', 'dreams', 'of', 'food']
['bangladesh', 'opposition', 'leader', 'detained', 'party', 'family']
['200', 'day', 'ema', 'gives', 'hope', 'to', 'bulls', 'avoid', 'aggressive', 'short', 'bets']
['israel', 'hamas', 'conflict', 'fomc', 'outcome', 'to', 'challenge', 'gold', 'traders', 'resilience', 'this', 'week']
['internet', 'phone', 'service', 'gradually', 'returns', 'after', 'vanishing', 'for', 'most', 'of', 'gaza', 'amid', 'heavy', 'bombardment']
['fomc', 'q2', 'earnings', 'and', 'mamaearth', 'ipo', 'among', 'top', '10', 'factors', 'to', 'move', 'dalal', 'street', 'this', 'week']
['vinfast', 'begins', 'shopping', 'for', 'land', 'to', 'drive', 'into', 'the', 'ev', 'market', 'in', 'india']
['get', 'ready', 'for', 'a', 'range', 'bound', 'rather', 'than', 'one', 'way', 'market', 'kunj', 'bansal']
['how', 'will', 'the', 'midcaps', 'and', 'smallcaps', 'fare', 'this', 'week', 'shibani', 'sircar', 'kurian', 'answers']
['after', 'fridays', 'pullback', 'broader', 'market', 'to', 'resume', 'downtrend', 'in', '1', '2', 'days', 'gaurav', 'bissa']
['i', 'used', 'to', 'dream', 'about', 'big', 'things', 'about', 'being', 'at', 'nasa', 'goutam', 'chattopadhyay']
['steps', 'google', 'is', 'taking', 'to', 'cement', 'its', 'position', 'in', 'india']
['trump', 'pledges', 'to', 'reimpose', 'muslim', 'travel', 'ban', 'at', 'jewish', 'gathering']
['no', 'illegal', 'declaration', 'of', 'holiday', 'on', 'every', 'friday', 'says', 'manipur', 'govt']
['pm', 'modi', 'egyptian', 'prez', 'discuss', 'deteriorating', 'security', 'humanitarian', 'situation', 'in', 'west', 'asia']
['armenias', 'peace', 'missive', 'restoration', 'of', 'soviet', 'era', 'gas', 'pipelines', 'from', 'azerbaijan']
['health', 'ministry', 'in', 'hamas', 'run', 'gaza', 'says', 'war', 'deaths', 'exceed', '8000']
['apple', 'india', 'fy23', 'revenue', 'hits', 'rs', '50000', 'crore', 'on', 'strong', 'premium', 'play']
['mingle', 'offline', 'is', 'online', 'dating', 'getting', 'outdated']
['expensive', 'city', 'in', 'us', 'california', 'has', '8', 'cities', 'in', 'top', 'ten', 'details', 'here']
['spy', 'x', 'family', 'season', '2', 'episode', '5', 'release', 'date', 'time', 'and', 'all', 'you', 'need', 'to', 'know']
['mike', 'pence', 'drops', 'out', 'of', '2024', 'presidential', 'race', 'early', 'life', 'political', 'career', 'and', 'more', 'about', 'the', 'former', 'vice', 'president']
['hurricane', 'otis', 'how', 'did', 'the', 'hurricane', 'gain', 'strength', 'so', 'fast', 'heres', 'what', 'happened']
['tiktok', 'collection', 'delete', 'step', 'by', 'step', 'guide']
['us', 'weather', 'forecast', 'cold', 'storm', 'may', 'sweep', 'from', 'denver', 'to', 'southern', 'minnesota', 'flood', 'warning', 'from', 'texas', 'to', 'kansas']
['celebrating', 'frank', 'oceans', 'musical', 'odyssey', 'on', 'his', '36th', 'birthday']
['robert', 'card', 'maine', 'shooting', 'suspect', 'found', 'dead', 'after', '2', 'day', 'long', 'manhunt', 'details']
['los', 'angeles', 'lakers', 'vs', 'sacramento', 'kings', 'live', 'streaming', 'where', 'and', 'where', 'to', 'watch', 'nba', 'game']
['clocks', 'go', 'back', 'only', 'on', 'weekends', 'in', 'uk', 'heres', 'why']
['remembering', 'the', 'iconic', 'bull', 'shannon', 'john', 'larroquette', 'pays', 'heartfelt', 'tribute', 'to', 'richard', 'moll']
['beetlejuice', 'streaming', 'where', 'to', 'watch', 'the', 'cult', 'classic', 'online']
['madonna', '50', 'cent', 'controversy', 'everything', 'you', 'may', 'need', 'to', 'know']
['heres', 'when', 'the', 'clocks', 'change', 'in', 'the', 'uk', 'in', '2023']
['why', 'a', 'recent', 'survey', 'lists', 'los', 'angeles', 'as', 'second', 'most', 'expensive', 'city', 'in', 'us']
['central', 'forces', 'moved', 'in', 'early', 'for', 'polls', 'in', 'naxal', 'infested', 'bastar']
['west', 'ham', 'vs', 'everton', 'kick', 'off', 'date', 'time', 'live', 'streaming', 'tv', 'channel', 'and', 'more']
['armenia', 'bats', 'for', 'connecting', 'its', 'payment', 'systems', 'with', 'upi']
['icc', 'world', 'cup', 'netherlands', 'stun', 'bangladesh', 'to', 'claim', 'second', 'win']
['agnipath', 'not', 'enough', 'for', 'army', 'diehards', 'from', 'shekhawati', 'region']
['from', 'hollywood', 'drama', 'to', 'indian', 'politics', 'the', 'public', 'scrutiny', 'of', 'mahua', 'moitra', 'amid', 'scandal']
['matthew', 'perrys', 'legacy', 'ten', 'quotes', 'from', 'friends', 'lovers', 'and', 'the', 'big', 'terrible', 'thing', 'memoir', 'reflecting', 'his', 'views', 'on', 'life', 'death', 'and', 'fame']
['mera', 'yuva', 'bharat', 'for', 'countrys', 'youth', 'to', 'be', 'launched', 'on', 'oct', '31', 'says', 'pm', 'modi']
['steph', 'currys', 'victory', 'streak', 'an', 'unstoppable', 'journey', 'to', 'success']
['decoding', 'the', 'impact', 'of', 'israel', 'hamas', 'war', 'on', 'global', 'and', 'indian', 'economy']
['govt', 'wants', 'indias', 'telecom', 'service', 'to', 'remain', 'most', 'affordable', 'in', 'entire', 'world', 'telecom', 'minister', 'ashwini', 'vaishnaw']
['chiefs', 'vs', 'broncos', 'sunday', 'night', 'nfl', 'game', 'kick', 'off', 'date', 'time', 'live', 'streaming', 'tv', 'channel', 'and', 'more']
['arnold', 'schwarzenegger', 'as', 'us', 'president', 'actor', 'shares', 'he', 'would', 'love', 'to', 'play', 'the', 'role']
['india', 'abstains', 'from', 'un', 'vote', 'on', 'middle', 'east', 'crisis']
['top', 'dgca', 'official', 'took', 'planes', 'as', 'bribes', 'sold', 'them', 'to', 'flight', 'schools', 'for', 'favorable', 'audits']
['israel', 'strikes', 'near', 'gazas', 'largest', 'hospital', 'after', 'accusing', 'hamas', 'of', 'using', 'it', 'as', 'a', 'base']
['oil', 'on', 'fire', 'india', 'must', 'plan', 'if', 'israel', 'hamas', 'conflict', 'widens']
['maratha', 'leader', 'manoj', 'jarange', 'patil', 'asks', 'villagers', 'to', 'go', 'on', 'fast']
['state', 'bank', 'of', 'india', 'ropes', 'in', 'ms', 'dhoni', 'as', 'brand', 'ambassador']
['delhi', 'ncr', 'in', 'grip', 'of', 'very', 'poor', 'to', 'poor', 'air', 'quality']
['israel', 'idf', 're', 'issues', 'call', 'for', 'civilians', 'in', 'gaza', 'to', 'move', 'south', 'as', 'forces', 'move', 'to', 'next', 'phase', 'of', 'war', 'with', 'hamas']
['esaf', 'small', 'finance', 'bank', 'to', 'launch', 'ipo', 'on', 'november', '3', 'aims', 'to', 'raise', 'rs', '463', 'cr']
['the', 'devil', 'on', 'trial', 'unpacking', 'the', 'reality', 'behind', 'netflixs', 'chilling', 'documentary', 'is', 'it', 'a', 'true', 'story']
['rugby', 'world', 'cup', '2023', 'final', 'south', 'africa', 'vs', 'new', 'zealand', 'live', 'streaming', 'start', 'time', 'where', 'to', 'watch']
['eddie', 'nketiah', 'fires', 'hat', 'trick', 'in', 'arsenals', 'rout', 'of', 'sheffield', 'united']
['will', 'the', 'maoists', 'call', 'for', 'a', 'poll', 'boycott', 'affect', 'the', 'assembly', 'elections', 'in', 'chhattisgarh']
['chelsea', 'star', 'enzo', 'fernandez', 'welcomes', 'son', 'benjamin', 'misses', 'clash', 'against', 'brentford']
['piyush', 'goyal', 'urges', 'g7', 'govts', 'to', 'collaborate', 'on', 'regulatory', 'framework', 'to', 'facilitate', 'cross', 'border', 'trade', 'supply', 'chains']
['asian', 'para', 'games', 'with', '111', 'medals', 'india', 'has', 'recorded', 'best', 'ever', 'performance']
