['overseeing', 'big', 'tech', 'itll', 'be', 'give', 'and', 'take']
['covid', 'delhi', 'authorities', 'start', 'taking', 'stock', 'of', 'arrangements', 'in', 'hospitals']
['samsung', 'galaxy', 'z', 'fold', '4', 'how', 'phone', 'features', 'are', 'different', 'from', 'other', 'samsung', 'smartphones']
['cold', 'wave', 'sweeps', 'north', 'india', 'dense', 'fog', 'lowers', 'visibility']
['sell', 'lic', 'housing', 'finance', 'target', 'price', 'rs', '395', '2', 'icici', 'direct']
['chennai', 'based', 'start', 'up', 'aims', 'big', 'after', 'uae', 'space', 'agency', 'deal']
['buy', 'titan', 'company', 'target', 'price', 'rs', '2511', 'icici', 'direct']
['ctet', 'exam', 'admit', 'card', 'is', 'out', 'check', 'all', 'the', 'details', 'here']
['buy', 'solar', 'industries', 'india', 'target', 'price', 'rs', '4760', 'icici', 'securities']
['godrej', 'properties', 'acquires', '62', 'acre', 'land', 'in', 'kurukshetra']
['hold', 'petronet', 'lng', 'target', 'price', 'rs', '210', 'icici', 'securities']
['fund', 'mobilisation', 'through', 'equity', 'debt', 'routes', 'down', '20', 'to', 'rs', '11', 'lakh', 'cr', 'in', '2022']
['wework', 'india', 'raises', 'rs', '550', 'crore', 'from', 'bpea', 'credit', 'managed', 'fund']
['hindus', 'have', 'right', 'to', 'respond', 'to', 'those', 'who', 'attack', 'their', 'dignity', 'pragya', 'thakur']
['chart', 'check', 'this', 'pharma', 'stock', 'hits', 'fresh', '52', 'week', 'high', 'in', 'december', 'likely', 'to', 'scale', 'rs', '24000']
['buy', 'bharat', 'electronics', 'target', 'price', 'rs', '125', 'icici', 'securities']
['buy', 'cipla', 'target', 'price', 'rs', '1230', 'axis', 'securities']
['top', 'nifty50', 'stocks', 'analysts', 'suggest', 'buying', 'this', 'week']
['bjp', 'to', 'take', 'out', 'rath', 'yatra', 'in', 'tripura', 'ahead', 'of', 'assembly', 'polls']
['new', 'delhi', 'turns', '111', 'coronation', 'park', 'visitors', 'oblivious', 'to', 'sites', 'significance']
['india', 'inc', 'to', 'hire', 'more', 'women', 'this', 'new', 'year', 'in', 'diversity', 'push']
['budget', '2023', 'telcos', 'want', 'licence', 'fee', 'cut', 'income', 'tax', 'credit', 'refund']
['goa', 'in', '2022', 'pramod', 'sawant', 'as', 'cm', 'for', '2nd', 'term', 'new', 'airport', 'concrete', 'actions', 'for', 'mining', 'resumption']
['the', 'future', 'of', 'social', 'commerce', 'key', 'trends', 'and', 'developments', 'to', 'watch', 'in', '2023']
['budget', '2023', 'wishlist', 'what', 'investors', 'consumers', 'and', 'taxpayers', 'want', 'in', 'the', 'coming', 'budget']
['northern', 'ireland', 'a', 'compelling', 'destination', 'for', 'foreign', 'investment']
['adani', 'effect', 'propels', 'india', 'stocks', 'past', 'most', 'world', 'markets', 'in', '2022']
['nayanthara', 'vignesh', 'shivan', 'celebrate', 'first', 'christmas', 'with', 'twins']
['psu', 'index', 'outperforms', 'nifty', 'in', '2022', 'coal', 'india', 'canara', 'bank', 'could', 'give', '17', '50', 'return', 'in', '2023']
['buy', 'can', 'fin', 'homes', 'target', 'price', 'rs', '630', 'motilal', 'oswal', 'financial', 'services']
['chinas', 'grip', 'on', 'the', 'textile', 'market', 'is', 'slipping', 'can', 'india', 'pocket', 'a', 'sizable', 'chunk', 'of', '1', 'trillion', 'global', 'trade']
['buy', 'dr', 'reddys', 'laboratories', 'target', 'price', 'rs', '4750', 'axis', 'securities']
['electronics', 'cos', 'push', 'for', 'tax', 'rationalisation']
['alembic', 'pharma', 'gets', 'usfda', 'nod', 'for', 'generic', 'drug', 'to', 'treat', 'breast', 'cancer']
['bankrupt', 'hotel', 'assets', 'big', 'draw', 'with', 'investors']
['sell', 'deepak', 'nitrite', 'target', 'price', 'rs', '1800', 'motilal', 'oswal', 'financial', 'services']
['bars', 'eateries', 'look', 'to', 'non', 'metros', 'for', 'growth']
['sandip', 'sabharwal', 'on', 'which', 'stocks', 'and', 'sectors', 'to', 'look', 'at', 'in', '2023']
['payu', 'india', 'cuts', 'workforce', 'by', '6', 'fires', '150', 'people']
['whats', 'in', 'store', 'for', 'congress', 'in', '2023', 'new', 'year', 'can', 'either', 'help', 'redeem', 'the', 'party', 'or', 'push', 'it', 'deeper', 'into', 'trouble']
['amazon', 'looks', 'to', 'sell', 'excess', 'air', 'cargo', 'space', 'as', 'demand', 'cools']
['etmarkets', 'smart', 'talk', 'we', 'expect', 'nifty', 'to', 'hit', '20000', 'in', '2023', 'smart', 'money', 'moving', 'towards', 'economy', 'facing', 'sectors', 'sandeep', 'bhardwaj']
['budget', '2023', 'will', 'the', 'new', 'budget', 'cost', 'the', 'common', 'man', 'more', 'heres', 'what', 'costs', 'looked', 'like', 'in', '2022']
['use', 'market', 'corrections', 'to', 'build', 'portfolio', 'of', 'your', 'dream', 'sudip', 'bandyopadhyay']
['cy23', 'should', 'be', 'much', 'better', 'than', 'cy22', 'profit', 'booking', 'behind', 'market', 'fall', 'daljeet', 'singh', 'kohli']
['mutual', 'funds', 'see', 'muted', '2022', 'expect', 'better', 'days', 'in', 'new', 'year']
