['bankruptcy', 'court', 'orders', 'liquidation', 'of', 'ezeego', 'one', 'travel']
['sci', 'divestment', 'govt', 'may', 'invite', 'bids', 'by', 'end', 'of', 'may', 'stock', 'zooms', '10', 'intraday']
['killing', 'of', 'atiq', 'ahmad', 'brother', '5', 'cops', 'suspended', 'for', 'negligence']
['tim', 'cook', 'reaches', 'delhi', 'for', 'apple', 'saket', 'store', 'opening', 'after', 'wrapping', 'mumbai', 'tour', 'ceo', 'calls', 'lodhi', 'art', 'district', 'remarkable']
['thousands', 'of', 'apple', 'fans', 'turn', 'up', 'for', 'first', 'india', 'store', 'opening']
['tamil', 'nadu', 'assembly', 'resolution', 'favours', 'sc', 'benefits', 'to', 'christian', 'converts']
['indian', 'equity', 'markets', 'fall', 'for', 'third', 'consecutive', 'day', 'on', 'selling', 'in', 'it', 'banking', 'stocks']
['gold', 'plunges', 'rs', '510', 'silver', 'plummets', 'rs', '920']
['india', 'logs', 'over', '10000', 'covid', 'cases', 'in', 'a', 'day', 'active', 'caseload', 'at', '63562']
['sensex', 'falls', 'for', '3rd', 'straight', 'day', 'dragged', 'by', 'it', 'stocks', 'nifty', 'below', '17650']
['ranbir', 'kapoors', 'sweet', 'gesture', 'towards', 'security', 'guard', 'goes', 'viral', 'watch', 'here']
['meta', 'prepares', 'more', 'layoffs', 'across', 'facebook', 'whatsapp', 'instagram']
['project', 'magi', 'google', 'in', 'a', 'sprint', 'to', 'take', 'on', 'bing', 'with', 'ai', 'powered', 'search', 'engine']
['adipurush', 'to', 'be', 'screened', 'at', 'tribeca', 'film', 'festival', 'prabhas', 'kriti', 'sanon', 'excited', 'for', 'world', 'premiere', 'in', 'new', 'york']
['model', 'builder', 'buyer', 'agreement', 'buying', 'a', 'home', 'can', 'get', 'easier', 'soon', 'heres', 'why']
['up', '500', 'in', '1', 'year', 'multibagger', 'stock', 'to', 'trade', 'ex', 'split', 'tomorrow']
['health', 'food', 'brands', 'making', 'false', 'claims', 'govt', 'must', 'revise', 'norms']
['what', 'kind', 'of', 'a', 'portfolio', 'makes', 'an', 'ideal', 'equity', 'savings', 'fund', 'aamar', 'deo', 'singh', 'answers']
['paytm', 'founder', 'vijay', 'shekhar', 'sharma', 'lauds', 'apples', 'commitment', 'to', 'india']
['mutual', 'funds', 'sip', 'collection', 'rises', '25', 'per', 'cent', 'to', 'rs', '1', '56', 'lakh', 'crore', 'in', 'fy23']
['70', 'year', 'old', 'building', 'collapses', 'in', 'chennai', 'rescue', 'operation', 'underway']
['rana', 'naidu', 'season', '2', 'renewed', 'rana', 'daggubati', 'and', 'venkatesh', 'daggubati', 'to', 'return', 'in', 'the', 'action', 'thriller', 'series']
['rajnath', 'singh', 'asks', 'army', 'to', 'maintain', 'strong', 'vigil', 'along', 'lac', 'as', 'situation', 'remains', 'tense']
['tatas', 'approach', 'cci', 'to', 'merge', 'air', 'india', 'and', 'vistara']
['highest', 'fd', 'interest', 'rates', 'sbi', 'vs', 'hdfc', 'bank', 'bs', 'icici', 'bank', 'vs', 'pnb', 'canara', 'bank']
['best', 'portable', 'washing', 'machine', 'on', 'amazon', 'on', 'the', 'go', 'laundry', 'made', 'easy']
['tata', 'motors', 'opens', 'bookings', 'for', 'altroz', 'icng', 'with', 'twin', 'cylinder', 'cng', 'technology']
['karnataka', 'cm', 'basavaraj', 'bommai', 'files', 'nomination', 'amid', 'fanfare', 'in', 'shiggaon']
['amuls', 'new', 'creative', 'gets', 'an', 'applecious', 'twist', 'thanks', 'to', 'tim', 'cooks', 'india', 'visit']
['crypto', 'prices', 'today', 'live', 'news', 'bitcoin', 'dogecoin', 'ethereum', 'shibha', 'inu', 'cryptocurrency', 'latest', 'updates', '19', 'april', '2023']
['mi', 'band', '8', 'launched', 'check', 'price', 'features', 'specifications']
['i', 'only', 'listen', 'to', 'sharad', 'pawar', 'sanjay', 'raut', 'after', 'ajit', 'pawar', 'slams', 'him']
['day', 'after', 'sc', 'observations', 'cong', 'slams', 'centre', 'gujarat', 'govt', 'over', 'remission', 'to', 'convicts', 'in', 'bilkis', 'case']
['samantha', 'ruth', 'prabhus', 'shaakuntalam', 'a', 'no', 'show', 'at', 'the', 'box', 'office', 'earns', 'rs', '50l', 'on', 'day', '5']
['due', 'to', 'thrust', 'on', 'exports', 'rupee', 'may', 'not', 'gain', 'much', 'against', 'dollar', 'anil', 'kumar', 'bhansali', 'finrex', 'treasury', 'advisors']
['up', 'to', '7', '5', 'fd', 'interest', 'rate', 'for', 'senior', 'citizens', 'icici', 'bank', 'golden', 'years', 'fd', 'last', 'date', 'extended', 'check', 'details']
['reduce', 'retirement', 'corpus', 'anxiety', 'using', '3', 'bucket', 'strategy', 'and', 'skill', 'monetization']
['income', 'tax', 'investigation', 'against', 'insurers', 'widens', 'to', 'banks']
['pernod', 'ricards', 'loss', 'in', 'delhi', 'to', 'help', 'radico', 'united', 'spirits', 'karan', 'taurani']
['zomatos', 'cost', 'control', 'efforts', 'are', 'hurting', 'the', 'startup', 'strike', 'at', 'blinkit', 'to', 'hurt', 'revenues', 'by', '1']
['chart', 'check', 'over', '200', 'return', 'in', '3', 'years', 'this', 'paper', 'stock', 'is', 'likely', 'to', 'hit', 'fresh', 'record', 'highs', 'in', '6', 'months']
['minecraft', 'legends', 'download', 'how', 'to', 'download', 'video', 'game', 'on', 'nintendo', 'switch', 'playstation', 'steam', 'windows', 'xbox', 'game', 'pass']
['what', 'should', 'i', 'do', 'about', 'these', 'loss', 'making', 'mutual', 'funds']
['ace', 'investor', 'mukul', 'agrawal', 'raises', 'stake', 'in', 'sula', 'vineyards', 'to', '2', '38', 'in', 'q4']
['calm', 'down', 'singer', 'rema', 'is', 'coming', 'to', 'india', 'check', 'dates', 'venue']
['now', 'your', 'favorite', 'food', 'items', 'have', 'their', 'own', 'linkedin', 'bios']
['time', 'for', 'new', 'age', 'companies', 'to', 'scale', 'down', 'now', 'rs', '40000', 'crore', 'fund', 'manager']
['indias', 'jsw', 'steel', 'plans', 'to', 'sell', 'specialty', 'steel', 'to', 'russia', 'source']
['tech', 'glitch', 'on', 'japan', 'airline', 'site', 'sees', 'business', 'class', 'tickets', 'worth', '10000', 'sell', 'for', '300']
['now', 'you', 'can', 'earn', 'rent', 'on', 'your', 'digital', 'gold', 'but', 'should', 'you', 'go', 'for', 'it']
['this', 'app', 'can', 'help', 'you', 'verify', 'the', 'purity', 'of', 'gold', 'jewellery']
['allow', 'students', 'to', 'write', 'exams', 'in', 'local', 'languages', 'even', 'if', 'course', 'is', 'in', 'english', 'medium', 'ugc', 'to', 'universities']
['bajaj', 'electricals', 'rises', 'over', '4', 'amid', 'large', 'block', 'deal']
['india', 'overtakes', 'china', 'to', 'become', 'most', 'populous', 'country', 'un', 'report']
['corporate', 'funding', 'in', 'global', 'solar', 'sector', 'grows', '11', 'pc', 'to', 'usd', '8', '4', 'billion', 'in', 'jan', 'mar', 'mercom', 'report']
['sgx', 'nifty', 'to', 'get', 'delisted', 'reborn', 'as', 'nse', 'ifsc', 'nifty', 'what', 'it', 'means', 'for', 'traders']
['t', 'rex', 'skeleton', 'trinity', 'goes', 'on', 'auction', 'sells', 'for', 'more', 'than', '6', 'million']
['services', 'exports', 'may', 'reach', 'usd', '400', 'bn', 'during', '2023', '24', 'sepc']
['fresh', 'amazon', 'layoffs', 'impact', 'employees', 'in', 'its', 'advertising', 'unit', 'report']
['despite', 'global', 'headwinds', 'pe', 'vc', 'investments', 'in', 'india', 'top', '60', 'billion', 'mark', 'for', '3rd', 'year']
['axe', 'could', 'fall', 'on', 'prithvi', 'shaw', 'marsh', 'as', 'dc', 'play', 'do', 'or', 'die', 'game', 'vs', 'kkr']
['shilpa', 'rout', 'has', '2', 'bets', 'in', 'metals', '2', 'recommendations', 'in', 'other', 'sectors']
['affordable', 'housing', 'is', 'the', 'need', 'of', 'the', 'day', 'niranjan', 'hiranandani']
['bilkis', 'case', 'sc', 'corners', 'gujarat', 'government', 'over', 'reasons', 'for', 'early', 'release', 'of', '11', 'convicts']
['mohammed', 'siraj', 'reported', 'corrupt', 'approach', 'to', 'bcci', 'acu', 'before', 'australia', 'tour', 'bcci', 'source']
['covid', '19', 'is', 'back', 'almost', 'half', 'of', 'the', 'households', 'in', 'delhi', 'ncr', 'have', 'one', 'or', 'more', 'family', 'member', 'unwell']
['why', 'capital', 'goods', 'can', 'be', 'a', 'viable', 'theme', 'for', 'equity', 'investors']
['air', 'pollution', 'heat', 'linked', 'to', 'lower', 'sleep', 'quality', 'study', 'finds']
['whatsapp', 'will', 'soon', 'allow', 'users', 'to', 'express', 'their', 'message', 'through', 'animated', 'emojis', 'what', 'we', 'know']
['ssc', 'cgl', '2023', 'recruitment', 'begins', 'for', '7500', 'vacancies', 'check', 'for', 'more', 'details']
['will', 'provide', 'plants', 'for', 'free', 'at', 'peoples', 'doorstep', 'to', 'improve', 'delhis', 'green', 'cover', 'gopal', 'rai']
['indias', 'gems', 'and', 'jewellery', 'exports', 'grow', '2', '48', 'in', 'fy23']
['indospace', 'invests', 'rs', '1000', 'crore', 'to', 'develop', '3', '4', 'million', 'sq', 'ft', 'warehousing', 'space', 'in', 'ncr']
['heatwave', 'in', 'india', 'tips', 'to', 'remain', 'healthy', 'during', 'summer']
['looking', 'for', 'opportunities', 'amid', 'volatility', '4', 'smallcaps', 'with', 'high', 'roe', 'have', 'upside', 'scope', 'of', 'up', 'to', '46']
['six', 'railway', 'personnel', 'injured', 'after', 'goods', 'trains', 'derails', 'in', 'madhya', 'pradesh']
['five', 'tips', 'for', 'acing', 'an', 'online', 'video', 'job', 'interview']
['telugu', 'actor', 'allu', 'ramesh', 'succumbs', 'to', 'heart', 'attack', 'at', '52', 'tributes', 'pour', 'in']
['rr', 'vs', 'lsg', 'live', 'streaming', 'how', 'to', 'watch', 'rajasthan', 'royals', 'vs', 'lucknow', 'super', 'giants', 'ipl', '2023', 'match', 'check', 'tv', 'live', 'stream', 'details', 'here']
['sidhu', 'moose', 'wala', 'fans', 'spot', 'singers', 'portrait', 'in', 'nasas', 'photo', 'of', 'jupiter']
['rahul', 'gandhi', 'seen', 'enjoying', 'tasty', 'treats', 'at', 'old', 'delhi', 'bengali', 'markets']
['sc', 'sets', 'aside', 'bombay', 'hc', 'order', 'acquitting', 'ex', 'du', 'professor', 'saibaba', 'in', 'maoist', 'links', 'case']
['canada', 'needs', '30000', 'new', 'immigrants', 'to', 'fill', 'jobs', 'in', 'its', 'agri', 'sector']
['buy', 'angel', 'one', 'ltd', 'target', 'price', 'rs', '1800', '0', 'motilal', 'oswal', 'financial', 'services']
['the', 'mandalorian', 'season', '3', 'episode', '8', 'release', 'date', 'start', 'time', 'plot', 'and', 'more']
['same', 'sex', 'marriage', 'hearing', 'day', 'two', 'centre', 'files', 'fresh', 'affidavit', 'in', 'sc', 'wants', 'states', 'to', 'be', 'made', 'party', 'in', 'the', 'matter']
['these', 'bank', 'stocks', 'can', 'give', 'up', 'to', '45', 'returns']
['building', 'telescopes', 'on', 'the', 'moon', 'could', 'transform', 'astronomy', 'and', 'its', 'becoming', 'an', 'achievable', 'goal']
['gold', 'price', 'today', 'yellow', 'metal', 'loses', 'lustre', 'akshaya', 'tritiya', 'likely', 'to', 'spur', 'demand']
['pakistan', 'signs', 'pact', 'with', 'uk', 'for', 'supply', 'of', 'rockets', 'to', 'ukraine']
['china', 'keen', 'to', 'promote', 'balanced', 'trade', 'with', 'india', 'chinese', 'consul', 'general']
['tripura', 'makes', 'covid', 'test', 'mandatory', 'for', 'people', 'arriving', 'from', 'states', 'with', 'high', 'positivity', 'rate']
['icici', 'lombard', 'shares', 'fall', 'over', '4', 'after', 'q4', 'results', 'should', 'you', 'buy', 'sell', 'or', 'hold']
['speciality', 'restaurants', 'raises', 'rs', '127', 'crore', 'via', 'preferential', 'issue']
['century', 'shot', '163', 'stocks', 'including', 'lt', 'itc', 'scale', 'lifetime', 'highs', 'in', '2023', 'despite', 'volatility']
['et', 'trailblazers', 'poornima', 'debolle', 'on', 'lessons', 'as', 'a', 'cybersecurity', 'leader', 'and', 'in', 'steering', 'a', 'future', 'for', 'women', 'in', 'tech', 'and', 'entrepreneurship']
['top', 'tech', 'skills', 'continue', 'to', 'be', 'in', 'demand', 'in', 'non', 'tech', 'industries', 'gccs']
['bengal', 'govt', 'issues', 'covid', 'advisory', 'urges', 'vulnerable', 'people', 'to', 'avoid', 'crowded', 'places']
['mahesh', 'babu', 'to', 'reveal', 'ssmb28', 'title', 'on', 'father', 'krishnas', 'birth', 'anniversary', 'details', 'here']
['sachin', 'tendulkars', 'witty', 'reply', 'as', 'son', 'arjun', 'takes', 'his', '1st', 'ipl', 'wicket', 'for', 'mi', 'against', 'srh']
['add', 'icici', 'lombard', 'general', 'insurance', 'company', 'target', 'price', 'rs', '1370', 'hdfc', 'securities']
['europes', 'strikes', 'could', 'spell', 'more', 'flights', 'havoc', 'into', 'summer']
['cube', 'highways', 'invit', 'raises', '630', 'million', 'from', 'bci', 'mubadala', 'others']
['do', 'not', 'write', 'off', 'lic', 'stock', 'it', 'is', 'a', 'solid', 'player', 'dipan', 'mehta']
['nepal', 'president', 'ramchandra', 'paudel', 'airlifted', 'to', 'aiims', 'delhi', 'for', 'medical', 'treatment']
['it', 'sector', 'is', 'under', 'pressure', 'what', 'should', 'you', 'do', 'about', 'your', 'it', 'funds']
['latest', 'nre', 'fd', 'rates', '2023', 'sbi', 'vs', 'icici', 'bank', 'vs', 'pnb', 'vs', 'hdfc', 'bank', 'vs', 'canara', 'bank']
['how', 'did', 'priyanka', 'chopra', 'jonas', 'became', 'a', 'global', 'success', 'citadel', 'star', 'says', 'she', 'doesnt', 'carry', 'ego', 'or', 'pride']
['top', 'agatha', 'christie', 'must', 'read', 'novels']
['buy', 'devyani', 'international', 'target', 'price', 'rs', '195', 'jm', 'financial']
['buy', 'shriram', 'finance', 'target', 'price', 'rs', '1900', 'jm', 'financial']
