['mayank', 'steals', 'limelight', 'with', 'pace', 'as', 'lsg', 'humble', 'pbks']
['cong', 'questions', 'cbi', 'clearance', 'for', 'praful', 'patel', 'in', 'rs', '30000', 'crore', 'air', 'india', 'scam']
['seems', 'country', 'being', 'run', 'not', 'by', 'govt', 'but', 'criminal', 'gang', 'rahul', 'gandhi', 'ahead', 'of', 'india', 'bloc', 'rally']
['solar', 'eclipse', 'on', 'april', '8', 'here', 'are', 'some', 'outlets', 'where', 'you', 'can', 'buy', 'eclipse', 'glasses']
['taiwan', 'detects', 'eight', 'chinese', 'military', 'aircraft', 'five', 'naval', 'vessels', 'around', 'nation']
['bathroom', 'mirror', 'cabinets']
['health', 'faucets', 'under', '1000']
['arvind', 'kejriwal', 'and', 'k', 'kavitha', 'in', 'custody', 'ed', 'to', 'now', 'press', 'for', 'speedy', 'trial']
['chris', 'evans', 'potential', 'mcu', 'comeback', 'heres', 'how', 'the', 'marvel', 'superhero', 'can', 'return']
['after', '3', 'body', 'problem', 'netflix', 'is', 'releasing', 'k', 'drama', 'sci', 'fi', 'series', 'goodbye', 'earth', 'check', 'ott', 'streaming', 'date']
['us', 'evaluating', 'risks', 'related', 'to', 'adoption', 'of', 'ai', 'tools', 'by', 'federal', 'agencies']
['lok', 'sabha', 'election', 'pm', 'modi', 'to', 'kickstart', 'bjps', 'poll', 'campaign', 'for', 'uttarakhand', 'on', 'april', '2']
['congress', 'govt', 'in', 'telangana', 'will', 'collapse', 'in', '48', 'hours', 'if', 'bjp', 'mlas', 'touched', 'warns', 'saffron', 'party', 'leader']
['indigo', 'announces', 'direct', 'flights', 'between', 'abu', 'dhabi', 'and', 'keralas', 'kannur']
['uddhav', 'thackeray', 'ji', 'his', 'son', 'cannot', 'dictate', 'mumbais', 'fate', 'piyush', 'goyal', 'hits', 'back', 'at', 'criticism', 'on', 'shifting', 'slum', 'proposal']
['ufc', 'fight', 'night', 'schedule', 'fight', 'card', 'live', 'streaming', 'main', 'card', 'start', 'time', 'how', 'to', 'watch']
['hemant', 'sorens', 'wife', 'meets', 'sunita', 'kejriwal', 'in', 'delhi']
['kseab', 'puc', '1', 'exam', 'results', 'how', 'to', 'check', 'direct', 'link', 'and', 'other', 'details']
['why', 'iphone', 'is', 'no', 'more', 'the', 'apple', 'of', 'chinas', 'eyes']
['russian', 'su', '27', 'fighter', 'jet', 'mistakenly', 'downed', 'over', 'crimea', 'ukraine', 'reports']
['ipl', '2024', 'in', 'usa', 'check', 'team', 'wise', 'match', 'time', 'table']
['fearing', 'defeat', 'in', 'lok', 'sabha', 'polls', 'bjp', 'misusing', 'central', 'agencies', 'siddaramaiah']
['lok', 'sabha', 'polls', 'pm', 'modi', 'interacts', 'with', 'bjp', 'workers', 'in', 'kerala']
['lionel', 'messis', 'inter', 'miami', 'vs', 'new', 'york', 'city', 'live', 'streaming', 'start', 'time', 'where', 'and', 'how', 'to', 'watch', 'mls', 'game']
['assam', 'govt', 'will', 'bring', 'legislation', 'on', 'ucc', 'after', 'lok', 'sabha', 'polls', 'cm', 'himanta', 'biswa', 'sarma']
['over', '250', 'indian', 'nationals', 'lured', 'to', 'cambodia', 'for', 'illegal', 'cyber', 'work', 'rescued', 'and', 'repatriated', 'mea']
['10', 'year', 'old', 'dies', 'from', 'suspected', 'food', 'poisoning', 'after', 'eating', 'birthday', 'cake', 'in', 'punjab']
['aiff', 'member', 'deepak', 'sharma', 'arrested', 'for', 'assaulting', 'two', 'women', 'players', 'in', 'goa']
['arunachal', 'cm', 'pema', 'khandu', 'his', 'deputy', 'among', '10', 'bjp', 'candidates', 'elected', 'unopposed', 'in', 'assembly', 'elections']
['india', 'us', 'undertake', 'joint', 'exercise', 'as', 'part', 'of', 'tiger', 'triumph', '24', 'in', 'andhra', 'pradeshs', 'kakinada']
['jharkhand', 'ed', 'files', 'prosecution', 'complaint', 'against', 'hemant', 'soren', '4', 'others']
['lok', 'sabha', 'polls', '97', 'candidates', 'in', 'fray', 'for', 'five', 'phase', '1', 'seats', 'in', 'maharashtra']
['congress', 'will', 'win', 'more', 'than', '10', 'seats', 'in', 'gujarat', 'mukul', 'wasnik']
['lok', 'sabha', 'polls', '114', 'candidates', 'in', 'fray', 'in', 'first', 'phase', 'in', 'rajasthan']
['saina', 'nehwal', 'lashes', 'out', 'at', 'anti', 'woman', 'remarks', 'by', 'congress', 'leader']
['2020', 'delhi', 'riots', 'delhi', 'court', 'rejects', 'aap', 'councillor', 'tahir', 'hussains', 'bail']
['ed', 'summons', 'aap', 'leader', 'and', 'delhi', 'transport', 'minister', 'kailash', 'gahlot']
['priyanka', 'gandhi', 'questions', 'govt', 'over', 'satellite', 'broadband', 'spectrum']
['a', 'look', 'at', 'tcs', 'recruitment', 'glitches', 'as', 'us', 'techies', 'allege', 'it', 'major', 'of', 'employment', 'discrimination']
['ljp', 'ramvilas', 'releases', 'list', 'of', 'candidates', 'for', 'lok', 'sabha', 'polls', 'chirag', 'paswan', 'to', 'fight', 'from', 'hajipur']
['interesting', 'place', 'hardeep', 'singh', 'puri', 'shreds', 'india', 'bloc', 'over', 'its', 'maharally', 'at', 'ram', 'leela', 'maidan']
['memes', 'pumps', 'blunders', 'absurd', 'crypto', 'spectacles', 'make', 'a', 'comeback']
['islamic', 'state', 'inspired', 'groups', 'urge', 'lone', 'wolves', 'to', 'carry', 'out', 'attacks', 'intelligence', 'agencies', 'alert']
['paying', 'gas', 'electricity', 'and', 'other', 'utility', 'bills', 'using', 'yes', 'bank', 'credit', 'card', 'to', 'get', 'costlier', 'from', 'may', '1', '2024']
['vanderpump', 'villa', 'when', 'and', 'where', 'to', 'watch', 'the', 'upcoming', 'reality', 'show', 'all', 'about', 'it']
['best', 'emergency', 'lights', 'under', '1000']
['delhi', 'police', 'prepares', 'for', 'aaps', 'rally', 'at', 'ramlila', 'maidan']
['lok', 'sabha', 'polls', 'congress', 'releases', 'list', 'of', '40', 'star', 'campaigners', 'for', 'chhattisgarh']
['what', 'is', '3', 'body', 'problem', 'exploring', 'the', 'science', 'behind', 'the', 'series']
['duped', 'on', 'pretext', 'of', 'permanent', 'work', 'visa', 'in', 'germany', 'haryana', 'youths', 'allege', 'torture', 'by', 'immigration', 'agents']
['apple', 'set', 'to', 'launch', 'new', 'ipad', 'pro', 'and', 'ipad', 'air', 'check', 'date', 'and', 'details']
['pm', 'modi', 'sent', 'tamilisai', 'as', 'vaccine', 'to', 'defeat', 'dmk', 'virus', 'in', 'polls', 'bjp']
['ls', 'polls', 'ncp', 'sp', 'files', 'complaint', 'with', 'eci', 'against', 'shiv', 'sena', 'and', 'bjp', 'over', 'star', 'campaigners', 'list']
['solar', 'eclipse', '2024', 'how', 'long', 'will', 'the', 'great', 'american', 'eclipse', 'darkness', 'last', 'in', 'your', 'city']
['baltimore', 'bridge', 'collapse', 'racist', 'cartoon', 'targets', 'dalis', 'indian', 'crew', 'elicits', 'outrage']
['aap', 'expects', 'over', 'one', 'lakh', 'people', 'from', 'punjab', 'to', 'participate', 'in', 'delhi', 'rally']
['newsclick', 'case', 'delhi', 'police', 'files', 'chargesheet']
['james', 'cook', 'university', 'invites', 'applications', 'from', 'indian', 'students']
['i', 't', 'notice', 'served', 'to', 'me', 'on', 'already', 'settled', 'matter', 'karnataka', 'dy', 'chief', 'minister', 'd', 'k', 'shivakumar']
['former', 'cpi', 'm', 'cm', 'manik', 'sarkar', 'refuses', 'to', 'support', 'congress', 'candidate', 'bjps', 'biplab', 'kumar', 'deb']
['tmcs', 'abhishek', 'banerjee', 'dares', 'bjp', 'to', 'launch', 'schemes', 'like', 'lakshmir', 'bhandar', 'in', 'states', 'it', 'rules']
['china', 'holds', '65th', 'anniversary', 'celebrations', 'of', 'its', 'tibet', 'takeover', 'in', 'new', 'villages', 'along', 'india', 'and', 'bhutan', 'borders']
['tdp', 'allots', 'ls', 'seat', 'to', 'father', 'of', 'delhi', 'excise', 'policy', 'scam', 'approver']
['ipl', '2024', 'lsg', 'vs', 'pbks', 'pitch', 'report', 'ekana', 'stadium', 'today', 'match', 'lucknow', 'super', 'giants', 'punjab', 'kings', 'dream', '11', 'predictions', 'kl', 'rahul', 'shikhar', 'dhawan']
['ms', 'dhoni', 'cleartrips', 'latest', 'catch', 'ms', 'dhoni', 'takes', 'flight', 'as', 'brand', 'ambassador']
['bjp', 'forms', 'election', 'manifesto', 'committee', 'under', 'rajnath', 'singh', 'for', 'lok', 'sabha', 'elections']
['meet', 'the', 'richest', 'star', 'kid', 'in', 'btown', 'ranbir', 'kapoor', 'alia', 'bhatt', 'gift', 'rs', '250', 'cr', 'bungalow', 'to', 'daughter', 'raha']
['womens', 'super', 'league', 'a', 'beacon', 'of', 'inspiration', 'for', 'others']
['pm', 'modi', 'freed', 'jk', 'from', 'clutches', 'of', 'article', '370', 'terrorism', 'and', 'separatism', 'anurag', 'thakur']
['bjp', 'hatching', 'plan', 'to', 'remove', 'slums', 'relocate', 'its', 'residents', 'to', 'salt', 'pan', 'lands', 'aaditya', 'thackeray']
['excavation', 'at', 'bhojshala', 'complex', 'in', 'mp', 'continues', 'as', 'survey', 'enters', 'ninth', 'day']
['study', 'finds', 'dogs', 'can', 'sniff', 'out', 'ptsd', 'episodes', 'in', 'their', 'human', 'companions']
['bharat', 'ratna', 'awardees', 'list', 'shows', 'modi', 'govts', 'commitment', 'towards', 'farmers', 'downtrodden', 'shah']
['bus', 'operators', 'reluctant', 'to', 'let', 'vehicles', 'acquired', 'for', 'polls', 'say', 'payment', 'poor']
['lady', 'don', 'afsha', 'the', 'story', 'of', 'mukhtar', 'ansaris', 'fugitive', 'wife']
['indian', 'judiciary', 'acknowledges', 'economic', 'well', 'being', 'and', 'individual', 'rights', 'not', 'mutually', 'exclusive', 'but', 'complementary', 'sc', 'judge']
['are', 'you', 'in', 'their', 'pockets', 'guyanas', 'president', 'irfan', 'ali', 'accuses', 'reporter', 'of', 'western', 'hypocrisy', 'in', 'climate', 'debate']
['karnataka', 'bjp', 'leader', 'tejaswini', 'gowda', 'joins', 'congress', 'ahead', 'of', 'ls', 'polls']
['netflixs', 'heartstopper', 'season', 'three', 'olivia', 'colmans', 'departure', 'leaves', 'fans', 'disappointed']
['a', 'play', 'on', 'higher', 'economic', 'growth', 'and', 'transformation', '7', 'auto', 'stocks', 'from', 'different', 'segments', 'with', 'upside', 'potential', 'between', '21', 'to', '35']
['best', 'table', 'covers', 'under', '1000', 'to', 'elevate', 'your', 'dining', 'experience']
['kerala', 'cm', 'accuses', 'bjp', 'led', 'centre', 'of', 'endangering', 'indian', 'secularism', 'democracy']
['in', 'a', 'first', 'saudi', 'arabia', 'to', 'now', 'take', 'part', 'in', 'miss', 'universe', '2024', 'competition']
['care', 'ratings', 'upgrades', 'pnb', 'housing', 'finances', 'various', 'instruments', 'heres', 'why']
['odisha', 'bjd', 'mp', '2', 'ex', 'mlas', 'quit', 'regional', 'party']
['ed', 'arrests', 'three', 'members', 'of', 'banned', 'pfi', 'in', 'money', 'laundering', 'case']
['pm', 'to', 'address', 'poll', 'rally', 'in', 'ups', 'meerut', 'on', 'sunday', 'rld', 'chief', 'jayant', 'chaudhary', 'to', 'be', 'present']
['calling', 'spouse', 'bhoot', 'pishach', 'not', 'cruelty', 'patna', 'hc']
['hyderabad', 'mayor', 'vijaya', 'laxmi', 'joins', 'congress']
['advaitesha', 'birlas', 'passion', 'picks', 'cameras', 'sudoku', 'and', 'furry', 'friends']
['in', 'u', 'turn', 'shiv', 'sena', 'leader', 'vijay', 'shivtare', 'says', 'wont', 'contest', 'lok', 'sabha', 'polls', 'from', 'baramati']
['stock', 'market', 'holidays', 'in', 'april', 'bse', 'nse', 'to', 'remain', 'closed', 'on', 'these', '2', 'days']
['india', 'bloc', 'rally', 'not', 'person', 'specific', 'but', 'to', 'protect', 'democracy', 'constitution', 'cong']
['priyanka', 'gandhi', 'accuses', 'govt', 'of', 'pressuring', 'judiciary', 'after', 'electoral', 'bonds', 'judgment']
['court', 'in', 'kerala', 'acquits', '3', 'rss', 'workers', 'in', 'madrassa', 'teacher', 'murder', 'case']
['ls', 'polls', 'central', 'excise', 'customs', 'on', 'kerala', 'roads', 'checking', 'for', 'black', 'money', 'election', 'freebies']
['crew', 'box', 'office', 'day', '1', 'tabu', 'kareena', 'and', 'kriti', 'starrer', 'becomes', '2024s', 'third', 'highest', 'opener', 'with', 'rs', '20', 'cr', 'collection']
['jsw', 'steel', 'commissions', 'hot', 'strip', 'mill', 'with', '5', 'million', 'tonnes', 'capacity', 'at', 'karnataka', 'plant']
['train', 'empower', 'fund', 'local', 'bodies', 'for', 'better', 'waste', 'management']
['congress', 'odisha', 'unit', 'asks', 'aspiring', 'candidates', 'to', 'deposit', 'rs', '50k', 'for', 'campaign', 'material']
['march', 'could', 'see', 'the', 'electric', 'bike', 'rally', 'swelling', 'to', 'a', 'record']
['ex', 'bihar', 'cm', 'and', 'nda', 'nominee', 'jitan', 'ram', 'manjhi', 'owns', 'movable', 'assets', 'worth', 'rs', '11', '32', 'lakh', 'affidavit']
['portion', 'of', 'under', 'construction', 'bridge', 'over', 'ganga', 'collapses', 'in', 'ups', 'bulandshahr', 'no', 'casualty']
['ed', 'files', 'first', 'chargesheet', 'in', 'delhi', 'jal', 'board', 'money', 'laundering', 'case']
['indias', 'trade', 'policy', 'must', 'learn', 'lessons', 'from', 'the', 'past', 'not', 'repeat', 'it', 'experts']
['fpis', 'lap', 'up', 'indian', 'equities', 'worth', 'rs', '35000', 'crore', 'in', 'march']
['are', 'you', 'required', 'to', 'update', 'your', 'kyc', 'by', 'march', '31', 'for', 'stock', 'and', 'mutual', 'fund', 'investment']
['matt', 'henry', 'replaces', 'david', 'willey', 'in', 'lucknow', 'super', 'giants', 'squad']
['how', 'can', 'rahul', 'gandhi', 'say', 'such', 'kind', 'of', 'things', 'in', 'hindu', 'rashtra', 'kangana', 'ranaut', 'on', 'wayanad', 'mps', 'shakti', 'remark']
['168', 'roads', 'closed', 'as', 'snow', 'rains', 'lash', 'parts', 'of', 'himachal', 'pradesh']
['a', 'play', 'on', 'increasing', 'spending', 'on', 'agriculture', 'productivity', '4', 'stocks', 'from', 'irrigation', 'pumps', 'and', 'allied', 'sector']
['mukhtar', 'ansari', 'gangster', 'turned', 'politician', 'laid', 'to', 'rest', 'in', 'ghazipur', 'under', 'tight', 'security']
['planting', 'trees', 'and', 'bushes', 'along', 'highways', 'can', 'significantly', 'cut', 'local', 'motor', 'pollution', 'levels', 'study', 'finds']
['global', 'talk', 'not', 'backed', 'by', 'local', 'walk', 'cong', 'slams', 'modi', 'govts', 'record', 'on', 'environmental', 'issues']
['learn', 'with', 'etmarkets', 'how', 'to', 'master', 'candlestick', 'patterns', 'to', 'decipher', 'price', 'action', 'in', 'gold', 'and', 'silver']
['india', 'bloc', 'announces', 'seat', 'sharing', 'agreement', 'for', 'bihar', 'rjd', 'to', 'contest', '26', 'seats']
['as', 'lok', 'sabha', 'election', 'battle', 'heats', 'up', 'garbage', 'trash', 'bins', 'become', 'part', 'of', 'political', 'discourse', 'in', 'madhya', 'pradesh']
['kangana', 'ranaut', 'blasts', 'congress', 'for', 'nepotism', 'calls', 'rahul', 'gandhi', 'priyanka', 'vadra', 'weird', 'nepo', 'babies', 'from', 'mars']
['delhi', 'sees', 'highest', 'temperature', 'of', 'the', 'year', '4', 'degrees', 'above', 'normal', 'imd', 'issues', 'heat', 'wave', 'warning', 'for', 'these', 'states']
['this', 'will', 'not', 'take', 'hours', 'weeks', 'we', 'have', 'a', 'very', 'long', 'road', 'ahead', 'of', 'us', 'maryland', 'governor', 'on', 'rebuilding', 'of', 'key', 'bridge']
['abbott', 'elementary', 'season', '3', 'going', 'on', 'a', 'break', 'know', 'when', 'new', 'episodes', 'are', 'releasing']
['amrut', 'investors', 'want', 'to', 'raise', 'a', 'toast', 'amid', 'single', 'malt', 'whiskey', 'wave', 'and', 'global', 'cheers']
['stock', 'picks', 'of', 'the', 'week', '4', 'stocks', 'with', 'consistent', 'score', 'improvement', 'and', 'upside', 'potential', 'of', 'up', 'to', '38']
['stay', 'with', 'companies', 'where', 'some', 'tailwinds', '5', 'largecap', 'stocks', 'from', 'different', 'sectors', 'with', 'upside', 'scope', 'of', 'up', 'to', '50']
['president', 'murmu', 'to', 'confer', 'bharat', 'ratna', 'on', 'lk', 'advani', 'four', 'others', 'today']
['congress', 'announces', 'k', 'v', 'gowtham', 'as', 'its', 'kolar', 'lok', 'sabha', 'candidate']
['join', 'congress', 'india', 'bloc', 'if', 'you', 'want', 'to', 'safeguard', 'democracy', 'says', 'telanganas', 'it', 'minister']
['immigrants', 'killed', 'in', 'baltimore', 'bridge', 'collapse', 'died', 'doing', 'job', 'others', 'do', 'not', 'want', 'to', 'do']
['bjp', 'files', 'complaint', 'against', 'siddaramaiahs', 'son', 'for', 'derogatory', 'remarks', 'against', 'pm', 'modi', 'and', 'hm', 'amit', 'shah']
['my', 'father', 'was', 'being', 'given', 'slow', 'poison', 'we', 'will', 'move', 'to', 'judiciary', 'mukhtar', 'ansaris', 'son']
['parineeti', 'chopra', 'sings', 'alongside', 'diljit', 'dosanjh', 'at', 'chamkila', 'trailer', 'launch', 'netizens', 'say', 'keep', 'your', 'talent', 'hidden']
['what', 'fii', 'rollover', 'data', 'of', 'nifty', 'single', 'stock', 'futures', 'mean', 'for', 'markets', 'in', 'april', 'series']
['indian', 'navy', 'rescues', 'hijacked', 'iranian', 'fishing', 'vessel', '23', 'pakistani', 'crew', 'members']
['janasena', 'party', 'fields', 'vallabhaneni', 'balashowry', 'for', 'machilipatnam', 'ls', 'segment']
['high', 'end', 'luxury', 'segment', 'contribute', '34', 'to', 'q1', '2024', 'residential', 'launches']
['et', 'mutual', 'funds', 'explains', 'how', 'to', 'calculate', 'your', 'retirement', 'corpus']
['ls', 'polls', 'over', '60', 'environmental', 'groups', 'demand', 'ban', 'on', 'mega', 'infrastructure', 'projects', 'in', 'himalayas']
['do', 'epf', 'members', 'suffer', 'loss', 'if', 'interest', 'payment', 'is', 'delayed', 'by', 'epfo', 'know', 'how', 'withdrawal', 'works', 'when', 'interest', 'credit', 'is', 'pending']
['congress', 'will', 'usher', 'in', 'rozgar', 'kranti', 'mallikarjun', 'kharge']
['arrested', 'iitg', 'students', 'parents', 'in', 'guwahati', 'to', 'meet', 'their', 'son']
['american', 'techies', 'accuse', 'tcs', 'of', 'firing', 'them', 'in', 'favour', 'of', 'indians', 'on', 'h', '1b', 'visa']
['startups', 'looking', 'to', 'reverse', 'flip', 'must', 'pay', 'tax', 'piyush', 'goyal']
['openai', 'unveils', 'voice', 'cloning', 'tool', 'voice', 'engine', 'all', 'you', 'need', 'to', 'know']
['voting', 'is', 'not', 'just', 'a', 'right', 'but', 'a', 'responsibility', 'also', 'first', 'time', 'voters', 'in', 'arunachal', 'pradesh']
['urdhvams', 'borecharger', 'recharges', 'borewells', 'through', 'innovation', 'and', 'technology']
['how', 'indias', 'rising', 'gaming', 'ecosystem', 'is', 'bringing', 'investment', 'opportunities']
['lpg', 'cylinder', 'blast', 'kills', 'woman', 'her', '3', 'kids', 'in', 'ups', 'deoria', 'police']
['why', 'its', 'time', 'for', 'a', 'fresh', 'rally', 'in', 'midcaps', 'and', 'smallcaps']
['vijayasai', 'reddy', 'vows', 'to', 'develop', 'nellore', 'ls', 'segment', 'into', 'model', 'constituency']
['mind', 'over', 'money', '45', 'minutes', 'of', 'sahaja', 'yoga', 'meditation', 'daily', 'helps', 'this', 'ceo', 'from', 'indore', 'stay', 'mentally', 'fit']
['rumble', 'in', 'the', 'cockpit', 'as', 'dgca', 'defers', 'new', 'duty', 'and', 'rest', 'rules']
['cp', 'plus', 'expands', 'with', 'ambitious', 'plans', 'to', 'empower', 'every', 'corner', 'of', 'india', 'with', 'made', 'in', 'bharat', 'security', 'solutions']
['how', 'online', 'dispute', 'resolution', 'can', 'elevate', 'conflict', 'redressal', 'for', 'b2c', 'start', 'ups']
['bjds', 'pranab', 'das', 'to', 'fight', 'against', 'bjps', 'dharmendra', 'pradhan', 'from', 'high', 'profile', 'sambalpur', 'ls', 'seat']
['tech', 'takes', 'the', 'wheel', 'revolutionising', 'logistics', 'and', 'customer', 'convenience']
['priyanka', 'gandhi', 'slams', 'govt', 'over', 'rising', 'debt']
['credit', 'card', 'rule', 'change', 'how', 'will', 'refund', 'or', 'failed', 'transaction', 'be', 'adjusted', 'against', 'your', 'credit', 'card', 'bill', 'know', 'rbis', 'new', 'rule']
['karnataka', 'puc', '1', 'result', '2024', 'results', 'to', 'be', 'out', 'today', 'at', 'karresults', 'nic', 'in']
['pm', 'modi', 'pays', 'homage', 'to', 'freedom', 'fighter', 'shyamji', 'krishna', 'varma', 'on', 'death', 'anniversary']
['ipl', '2024', 'orange', 'cap', 'with', '181', 'runs', 'in', 'total', 'virat', 'kohli', 'jumps', 'to', 'the', 'top', 'of', 'the', 'table']
['ipl', '2024', 'a', 'look', 'at', 'kkrs', 'sunil', 'narines', 'great', 'numbers', 'against', 'rcb']
['bengal', 'education', 'minister', 'accuses', 'centre', 'of', 'holding', 'back', 'funds', 'for', 'ssm']
['daniel', 'balaji', 'death', 'iconic', 'tamil', 'actor', 'passes', 'away', 'at', '48', 'in', 'chennai', 'leaves', 'fans', 'in', 'shock']
['indias', 'improving', 'savings', 'investment', 'dynamic', 'amid', 'lower', 'deficits']
['myth', 'debunking', '101', 'leaving', 'a', 'job', 'before', 'one', 'year', 'can', 'hurt', 'your', 'career']
['mediatek', 'lauds', 'india', 'plan', 'to', 'start', 'with', 'mature', 'nodes']
['aifs', 'want', 'to', 'know', 'extent', 'of', 'exclusion', 'for', 'equity', 'play', 'now']
['india', 'building', 'buffers', 'rupee', 'should', 'be', 'on', 'a', 'long', 'term', 'appreciation', 'path', 'against', 'dollar', 'bofas', 'patrick', 'law']
['security', 'beefed', 'up', 'in', 'ups', 'ghazipur', 'ahead', 'of', 'mukhtar', 'ansaris', 'burial']
['investors', 'get', 'relief', 'on', 'kyc', 'can', 'continue', 'with', 'sips', 'and', 'swps']
['edelweiss', 'invests', 'rs', '775', 'cr', 'in', 'prateek', 'realtors', 'and', 'suruchi', 'properties']
['powell', 'reiterates', 'fed', 'doesnt', 'need', 'to', 'be', 'in', 'a', 'hurry', 'to', 'cut', 'interest', 'rates']
['delhi', 'records', 'minimum', 'temperature', 'of', '21', '8', 'deg', 'c', 'weather', 'office', 'forecasts', 'thunderstorm']
['joe', 'biden', 'jokes', 'about', 'boeing', 'mishaps', 'i', 'dont', 'sit', 'by', 'the', 'door', 'on', 'air', 'force', 'one']
['artificial', 'rings', 'under', '500']
['yes', 'bank', 'shares', 'fall', 'over', '7', 'in', 'two', 'sessions', 'on', 'goldmans', 'downgrade']
['anxiety', 'grips', 'china', 'as', 'japan', 'strengthens', 'defence', 'capabilities', 'outreach']
['vcs', 'in', 'reset', 'mode', 'amid', 'exit', 'pressure', 'and', 'other', 'top', 'tech', 'startup', 'stories', 'this', 'week']
['these', 'banks', 'will', 'be', 'open', 'on', 'sunday', 'march', '31', '2024', 'full', 'list', 'of', 'rbis', 'agency', 'banks']
['japan', 'expands', 'its', 'foreign', 'worker', 'visa', 'programme', 'for', 'the', 'first', 'time', 'since', 'inception']
['axis', 'bank', 'revises', 'rules', 'for', 'accessing', 'airport', 'lounges', 'and', 'others', 'these', 'debit', 'cards', 'to', 'be', 'less', 'rewarding']
['h', '1b', 'visa', 'lottery', 'conducted', 'uscis', 'begins', 'sending', 'out', 'notifications', 'to', 'successful', 'applicants']
['afghanistan', 'universities', 'remain', 'closed', 'to', 'girls', 'after', 'over', '450', 'days']
['govt', 'not', 'at', 'a', 'standstill', 'due', 'to', 'polls', 'working', 'to', 'make', 'india', 'a', '35', 'trillion', 'economy', 'by', '2047', 'piyush', 'goyal']
['bad', 'bank', 'does', 'two', 'years', 'worth', 'of', 'business', 'in', 'one', 'week', 'buys', 'over', 'rs', '24000', 'cr', 'of', 'debt', 'just', 'before', 'fy24', 'ends']
['coming', 'soon', 'a', 'shield', 'for', 'your', 'pledged', 'gold']
['woody', 'woodpecker', 'goes', 'to', 'camp', 'see', 'what', 'you', 'may', 'want', 'to', 'know', 'about', 'release', 'date', 'streaming', 'platform', 'cast', 'trailer', 'and', 'more']
['easter', '2024', 'see', 'list', 'of', 'shows', 'to', 'watch', 'this', 'festive', 'weekend']
['mamma', 'mia', '3', 'heres', 'all', 'we', 'know', 'about', 'cast', 'plot', 'and', 'more']
['is', 'courteney', 'cox', 'in', 'talks', 'to', 'reprise', 'iconic', 'role', 'for', 'scream', '7', 'heres', 'the', 'truth']
['cloth', 'drying', 'stands', 'for', 'your', 'home', 'under', '500']
['enpo', 'declares', 'election', 'boycott', 'over', 'delay', 'in', 'frontier', 'nagaland', 'territory', 'settlement']
['a', 'gentleman', 'in', 'moscow', 'see', 'what', 'we', 'know', 'about', 'release', 'date', 'cast', 'trailer', 'and', 'production', 'team']
