['going', 'to', 'a', 'single', 'screen', 'cinema']
['manipur', 'government', 'restricts', 'use', 'of', 'word', 'press', 'to', 'media', 'persons', 'having', 'accreditation', 'certificates']
['jharkhand', 'mukti', 'morcha', 'supremo', 'shibu', 'soren', 'hospitalised', 'in', 'delhi']
['mount', 'taranaki', 'miraculous', 'survival', 'man', 'tumbles', 'down', '600', 'metres', 'but', 'survives']
['who', 'is', 'erin', 'carter', 'has', 'netflix', 'renewed', 'the', 'hit', 'british', 'series', 'for', 'season', '2', 'heres', 'what', 'we', 'know']
['dining', 'tables', 'under', '35000', '12', 'beautiful', 'dining', 'table', 'sets', 'for', 'your', 'family']
['assam', 'eyeing', 'rs', '40000', 'crore', 'investment', 'in', 'the', 'semiconductor', 'industry', 'assam', 'cm', 'himanta', 'biswa', 'sarma']
['avaada', 'energy', 'al', 'jomaih', 'energy', 'and', 'water', 'partner', 'to', 'develop', 'green', 'energy', 'projects']
['ntpc', 'green', 'energy', 'nayara', 'energy', 'ink', 'pact', 'to', 'explore', 'opportunities', 'in', 'green', 'hydrogen', 'space']
['delhi', 'govt', 'mcd', 'dda', 'asked', 'to', 'explain', 'construction', 'of', 'housing', 'project', 'in', 'southern', 'ridge', 'forest']
['sharad', 'pawar', 'discusses', 'prevailing', 'socio', 'political', 'situation', 'with', 'activists', 'and', 'experts']
['india', 'navy', 'uber', 'team', 'up', 'for', 'private', 'travel', 'of', 'naval', 'personnel', 'families']
['delhi', 'hc', 'orders', 'investigation', 'into', 'ajio', 'scam', 'what', 'it', 'is', 'and', 'how', 'it', 'is', 'deceiving', 'people']
['election', 'commission', 'to', 'conclude', 'its', 'visits', 'to', 'poll', 'bound', 'states', 'by', 'early', 'october']
['suggestions', 'on', 'flexible', 'use', 'of', 'satellite', 'spectrum', 'misleading', 'ispa']
['nagaland', 'assembly', 'unanimously', 'opposed', 'the', 'uniform', 'civil', 'code']
['the', 'nun', '2', 'box', 'office', 'collection', 'conjuring', 'universe', 'movie', 'the', 'nun', 'ii', 'is', 'number', 'one', 'film', 'at', 'ticket', 'windows']
['disney', 'hotstar', 'scores', 'record', 'concurrency', 'for', 'india', 'vs', 'pakistan', 'asia', 'cup', 'super', '4', 'match']
['bypolls', 'to', 'four', 'vacant', 'lok', 'sabha', 'seats', 'unlikely', 'sources']
['gaming', 'chairs', 'with', 'footrests', 'experience', 'ultimate', 'gaming', 'comfort', 'everyday']
['spicejet', 'to', 'repay', 'kalanithi', 'maran', 'and', 'credit', 'suisse', 'as', 'per', 'court', 'direction']
['pm', 'daksh', 'portal', 'to', 'boost', 'skill', 'development', 'find', 'employment', 'for', 'persons', 'with', 'disabilities']
['3600', 'mandays', 'invested', 'for', 'g20', 'summit', 'it', 'infra', 'railtel']
['ahead', 'of', 'market', '10', 'things', 'that', 'will', 'decide', 'd', 'street', 'action', 'on', 'tuesday']
['even', 'my', 'corpse', 'will', 'not', 'go', 'to', 'bjp', 'karnataka', 'cm', 'siddaramaiah']
['rbi', 'approves', 're', 'appointment', 'of', 'sandeep', 'bakhshi', 'as', 'md', 'ceo', 'of', 'icici', 'bank', 'limited']
['carbon', 'black', 'demand', 'expected', 'to', 'grow', 'at', '5', '6', 'per', 'cent', 'pcbl']
['sc', 'seeks', 'reserve', 'bank', 'of', 'indias', 'response', 'on', 'bank', 'loans']
['rbi', 'approves', 're', 'appointment', 'of', 'icici', 'banks', 'md', 'sandeep', 'bakhshi', 'for', 'three', 'years']
['hitmaka', 'and', 'tink', 'what', 'happened', 'between', 'american', 'rapper', 'and', 'yung', 'berg']
['month', 'downstream', 'manufacturing', 'facility', 'in', 'up']
['calvin', 'harris', 'and', 'vick', 'hope', 'married', 'know', 'all', 'about', 'their', 'glastonbury', 'themed', 'wedding', 'ceremony']
['reliance', 'retail', 'get', 'more', 'rs', '2029', 'crore', 'investment', 'from', 'kkr']
['nbcs', 'sunday', 'night', 'football', 'see', 'complete', 'schedule', 'airtime', 'streaming', 'details', 'and', 'more']
['netherlands', 'to', 'enhance', 'semiconductor', 'industry', 'around', 'bengaluru', 'study', 'upi', 'pm', 'mark', 'rutte']
['90', 'day', 'fianc', 'before', 'the', '90', 'days', 'season', '6', 'when', 'is', 'the', 'season', 'finale', 'heres', 'what', 'we', 'know']
['ilo', 'oecd', 'to', 'measure', 'and', 'monitor', 'global', 'skills', 'gap', 'dharmendra', 'pradhan']
['proposed', 'tax', 'on', 'international', 'card', 'purchases', 'may', 'drive', 'sale', 'of', 'luxury', 'brands', 'in', 'india']
['best', 'budget', 'gaming', 'pcs', 'enjoy', 'quality', 'gaming', 'without', 'breaking', 'the', 'bank']
['csir', 'announces', 'shanti', 'swarup', 'bhatnagar', 'prizes', '2022', 'to', '12', 'scientists']
['world', 'media', 'hails', 'indias', 'successful', 'organisation', 'of', 'g', '20', 'summit', 'describes', 'outcome', 'as', 'diplomatic', 'victory', 'for', 'pm', 'modi']
['who', 'is', 'erin', 'carter', 'episode', '2', 'recap', 'and', 'ending', 'know', 'what', 'happens', 'on', 'netflix', 'series', 'spoilers']
['barrel']
['up', 'rains', '19', 'people', 'killed', 'in', 'past', '24', 'hours', 'schools', 'shut', 'in', 'some', 'districts']
['g20s', 'new', 'delhi', 'summit', 'declaration', 'sent', 'a', 'positive', 'signal', 'to', 'tackle', 'global', 'challenges', 'china']
['barbie', 'series', 'the', 'wolf', 'of', 'wall', 'street', 'band', 'of', 'brothers', 'check', 'netflix', 'movies', 'programmes', 'for', 'this', 'week']
['11', 'attack', 'how', 'many', 'people', 'died', 'in', 'al', 'qaeda', 'attack', 'on', 'world', 'trade', 'centers', 'twin', 'towers']
['kkr', 'to', 'invest', 'rs', '2070', 'crore', 'in', 'reliance', 'retail', 'raise', 'stake', 'to', '1', '42']
['indian', 'origin', 'climate', 'protester', 'who', 'disrupted', 'us', 'open', 'charged', 'with', 'criminal', 'trespass']
['4', 'mid', '2', 'largecap', 'cement', 'stocks', 'with', 'an', 'upside', 'potential', 'of', 'up', 'to', '47']
['banks', 'to', 'meet', 'higher', 'credit', 'demand', 'this', 'festive', 'season', 'with', 'slr']
['good', 'morning', 'america', 'host', 'robin', 'roberts', 'weds', 'longtime', 'gf', 'amber', 'laign', 'celebs', 'congratulate', 'couple']
['new', 'gen', 'ktm', '250', 'and', '390', 'duke', 'make', 'india', 'debut', 'specs', 'prices', 'features']
['ex', 'cm', 'chandrababu', 'naidus', 'arrest', 'just', 'a', 'speed', 'breaker', 'for', 'tdp', 'says', 'son', 'lokesh']
['power', 'up', 'your', 'life', 'discover', 'the', 'best', 'ups', 'inverters', 'in', 'india']
['american', 'xl', 'bully', 'dog', 'uk', 'home', 'secretary', 'suella', 'braverman', 'sought', 'urgent', 'advice', 'on', 'banning', 'breed']
['transport', 'unions', 'see', 'strike', 'as', 'a', 'success', 'app', 'based', 'cab', 'and', 'autos', 'may', 'face', 'extra', 'scrutiny']
['beautification', 'work', 'will', 'continue', 'in', 'other', 'parts', 'after', 'g20', 'summit', 'delhi', 'govt']
['lulu', 'group', 'ipo', 'to', 'be', 'launched', 'early', 'next', 'year', 'shares', 'to', 'be', 'listed', 'in', 'gulf']
['byjus', 'puts', 'epic', 'great', 'learning', 'on', 'sale', 'perfios', 'raises', '229', 'million', 'from', 'kedaara', 'capital']
['sebi', 'suppressed', 'important', 'facts', 'in', 'adani', 'case', 'petitioner', 'tells', 'sc']
['westbridge', 'capital', 'invests', 'in', 'tss', 'trackwizz', 'at', 'rs', '900', 'crore', 'valuation']
['women', 'children', 'are', 'most', 'vulnerable', 'to', 'violence', 'during', 'communal', 'riots', 'says', 'actor', 'prakash', 'raj']
['bse', 'listed', 'firms', 'mcap', 'touches', 'record', 'high', 'of', 'rs', '324', 'lakh', 'crore']
['bmi', 'is', 'not', 'always', 'a', 'reliable', 'predictor', 'of', 'health', '4', 'alternative', 'ways', 'to', 'predict', 'longevity']
['state', 'owned', 'nbfc', 'ireda', 'files', 'drhp', 'with', 'sebi', 'for', 'ipo']
['powered', 'by', 'utility', 'vehicles', 'pv', 'dispatches', 'to', 'dealers', 'increase', '9', 'pc', 'in', 'august', 'siam']
['chaotic', 'symphony', 'ar', 'rahmans', 'concert', 'in', 'chennai', 'hits', 'a', 'wrong', 'note', 'after', 'netizens', 'slam', 'organisers', 'for', 'mismanagement', 'overcrowding']
['1984', 'anti', 'sikh', 'riots', 'delhi', 'court', 'sends', 'case', 'against', 'jagdish', 'tytler', 'to', 'district', 'judge', 'for', 'further', 'hearing']
['lg', 'approves', 'setting', 'up', 'state', 'mental', 'health', 'authority', 'slams', 'delhi', 'government', 'for', '5', 'years', 'delay']
['king', 'charles', 'others', 'congratulate', 'north', 'korean', 'leader', 'kim', 'jong', 'un']
['double', 'the', 'fun', 'from', 'duplicate', 'to', 'paheli', '7', 'films', 'where', 'shah', 'rukh', 'khan', 'essayed', 'double', 'roles']
['we', 'are', 'all', 'works', 'of', 'art', 'anand', 'mahindra', 'uses', 'japanese', 'art', 'kintsugi', 'to', 'motivation', 'his', 'fans']
['knowledge', 'is', 'power', 'meet', 'ias', 'aspirant', 'jaskaran', 'singh', 'who', 'travelled', 'from', 'remote', 'village', 'with', 'no', 'facilities', 'to', 'bag', 'rs', '1', 'cr', 'on', 'kbc', '15']
['tamil', 'nadu', 'govt', 'to', 'launch', 'scheme', 'granting', 'monthly', 'aid', 'to', 'over', '1', 'crore', 'women']
['coinbase', 'is', 'stopping', 'all', 'services', 'for', 'indian', 'users']
['zaggles', 'rs', '564', 'crore', 'ipo', 'opens', 'on', 'sep', '14', 'price', 'band', 'fixed', 'at', 'rs', '156', '164', 'per', 'share']
['saas', 'fintech', 'startup', 'perfios', 'raises', '229', 'million', 'in', 'funding', 'by', 'kedaara', 'capital']
['yes', 'bank', 'revises', 'fd', 'rates', 'these', 'individuals', 'can', 'earn', 'up', 'to', '8', '25', 'fixed', 'deposit', 'interest', 'rate']
['rajasthan', 'govt', 'reacts', 'swiftly', 'to', 'incidents', 'of', 'crime', 'situation', 'better', 'than', 'bjp', 'ruled', 'up', 'mp', 'sachin', 'pilot']
['6', 'best', '500', 'watts', 'crompton', 'mixer', 'grinders', 'your', 'kitchens', 'best', 'companion']
['delhi', 'top', 'city', 'for', 'iphone', 'enthusiasts', 'beats', 'mumbai', 'by', 'overwhelming', 'margin', 'report']
['10', 'best', 'asus', 'routers', 'for', 'seamless', 'and', 'secure', 'connectivity']
['pm', 'modis', 'exit', 'is', 'certain', 'in', 'next', 'election', 'claims', 'rjds', 'lalu']
['rishabh', 'instruments', 'makes', 'a', 'tepid', 'debut', 'what', 'should', 'investors', 'do']
['sent', 'money', 'to', 'the', 'wrong', 'upi', 'address', 'heres', 'how', 'you', 'can', 'reverse', 'transaction']
['amfi', 'highlights', 'here', 'are', '5', 'major', 'takeaways', 'for', 'dalal', 'street', 'investors', 'from', 'august', 'mf', 'data']
['ratnaveer', 'precision', 'engineering', 'shares', 'fetch', 'healthy', 'gains', 'on', 'listing', 'should', 'you', 'wait', 'for', 'more', 'upside']
['impossible', 'demands', 'of', 'private', 'transporters', 'cannot', 'be', 'met', 'says', 'cm', 'siddaramaiah']
['breakout', 'stocks', 'how', 'sjvn', 'ircon', 'international', 'and', 'rvnl', 'are', 'looking', 'on', 'charts', 'for', 'tuesdays', 'trade']
['mamata', 'banerjee', 'reshuffles', 'ministry', 'shifts', 'babul', 'supriyo', 'from', 'tourism', 'to', 'it', 'renewable', 'energy']
['moonquake', 'can', 'be', 'triggered', 'by', 'apollo', '17', 'lunar', 'lander', 'base', 'heres', 'what', 'scientific', 'findings', 'reveal']
['with', 'g20', 'summit', 'over', 'modi', 'govt', 'should', 'turn', 'attention', 'to', 'domestic', 'issues', 'congress', 'chief', 'mallikarjun', 'kharge']
['open', 'access', 'solar', 'capacity', 'addition', 'falls', '3', '6', 'pc', 'to', '712', 'mw', 'in', 'april', 'june', 'report']
['do', 'not', 'want', 'to', 'give', 'tension', 'to', 'cm', 'when', 'she', 'will', 'be', 'travelling', 'abroad', 'bengal', 'governor', 'cv', 'ananda', 'bose']
['trudeau', 'in', 'india', 'khalistani', 'separatists', 'hold', 'referendum', 'in', 'canada']
['manipur', 'dormant', 'terror', 'groups', 'becoming', 'active', 'stoking', 'tension']
['harness', 'the', 'power', 'of', 'industry', '5', '0', 'with', 'the', 'latest', 'sector', 'focussed', 'mentorship', 'cohort', 'of', 'accel', '3', '0']
['g20', 'impact', 'nifty', 'zooms', 'past', 'mt', '20k', 'summit', 'sensex', 'rallies', '500', 'points']
['pankaj', 'tripathi', 'inaugurates', 'school', 'library', 'in', 'bihar', 'dedicates', 'it', 'to', 'late', 'father']
['ems', 'ipo', 'subscribed', 'nearly', '10x', 'so', 'far', 'on', 'day', '2', 'check', 'gmp', 'and', 'other', 'details']
['switzerland', 'america', 'fail', 'in', 'front', 'of', 'bihar', 'video', 'by', 'two', 'tourists', 'on', 'beautiful', 'bihar', 'goes', 'viral']
['delhi', 'bans', 'manufacturing', 'storage', 'and', 'sale', 'of', 'firecrackers']
['chinese', 'scientists', 'successfully', 'grow', 'humanized', 'kidney', 'inside', 'pig']
['india', 'us', 'global', 'challenges', 'institute', 'to', 'take', 'off', 'as', 'virtual', 'platform', 'for', 'doctoral', 'student', 'exchange']
['tmc', 'to', 'go', 'to', 'rajghat', 'to', 'pray', 'on', 'oct', '2', 'if', 'permission', 'to', 'protest', 'not', 'granted', 'mamata', 'banerjee']
['essar', 'group', 'preps', 'for', 'green', 'steel', 'production', 'in', 'saudi', 'arabia']
['tech', 'view', 'nifty', '20000', 'target', 'achieved', 'what', 'traders', 'should', 'do', 'on', 'tuesday']
['sane', 'capital', 'will', 'now', 'start', 'relocating', 'from', 'lower', 'cap', 'stocks', 'to', 'banking', 'sector', 'nilesh', 'shah']
['itc', 'launches', 'dairy', 'products', 'in', 'jharkhand']
['for', 'pushpa', '2', 'fans', 'the', 'wait', 'is', 'over', 'allu', 'arjun', 'to', 'light', 'up', 'screens', 'on', 'august', '15', 'next', 'year']
['dfc', 'approves', 'up', 'to', 'usd', '425', 'million', 'for', 'tata', 'power', 'renewable', 'energy', 'project']
['delhi', 'aiims', 'to', 'streamline', 'medical', 'surgical', 'adult', 'emergency', 'services', 'for', 'faster', 'turnover', 'of', 'patients']
['sc', 'extends', 'protection', 'of', 'editors', 'guild', 'members', 'in', 'two', 'firs', 'lodged', 'against', 'them', 'in', 'manipur']
['air', 'indias', 'sfo', 'flight', 'diverted', 'to', 'alaska', 'due', 'to', 'tech', 'issue', 'later', 'lands', 'at', 'sfo']
['tmc', 'general', 'secretary', 'abhishek', 'banerjee', 'to', 'appear', 'before', 'ed', 'sleuths', 'on', 'wednesday', 'in', 'school', 'jobs', 'scam']
['best', 'inverter', 'batteries', 'under', '250', 'ah', 'for', 'uninterrupted', 'power', 'and', 'unmatched', 'reliability']
['nifty', 'is', 'poised', 'to', 'break', 'records', 'every', 'year', 'from', 'now', 'onwards', 'dinshaw', 'irani']
['sc', 'stays', 'telangana', 'hc', 'order', 'declaring', 'brs', 'mlas', 'election', 'as', 'void']
['gold', 'smugglers', 'target', 'hapless', 'telangana', 'labourers', 'in', 'gulf']
['cochin', 'shipyard', 'coal', 'india', 'among', '10', 'overbought', 'stocks', 'with', 'rsi', 'above', '70']
['eicher', 'motors', 'tanla', 'platforms', 'among', '10', 'stocks', 'with', 'rsi', 'trending', 'down']
['all', 'of', 'uk', 'retailer', 'wilkos', 'stores', 'to', 'shut', 'risking', '12500', 'jobs']
['india', 'coordination', 'committee', 'meet', 'to', 'finalise', 'campaigns', 'rallies', 'rjds', 'manoj', 'jha']
['g20', 'leaders', 'stress', 'on', 'achieving', 'universal', 'health', 'coverage', 'enhancing', 'pandemic', 'preparedness']
['credit', 'access', 'grameen', 'raises', 'rs', '990', 'crore', 'via', 'selling', 'ncds']
['nclt', 'gives', 'a', 'week', 'to', 'go', 'firsts', 'rp', 'to', 'reply', 'to', 'applications', 'claiming', 'insolvency', 'was', 'not', 'in', 'good', 'faith']
['stocks', 'soar', 'icici', 'bank', 'tata', 'motors', '7', 'other', 'stocks', 'surpass', '50', 'day', 'sma']
['sbi', 'au', 'sfb', '4', 'other', 'stocks', 'surpass', '100', 'day', 'sma']
['campus', 'activewear', 'iocl', 'among', '10', 'stocks', 'with', 'rsi', 'trending', 'up']
['maintenance', 'for', 'wife', 'and', 'kids', 'not', 'a', 'banking', 'transaction', 'its', 'a', 'legal', 'moral', 'religious', 'duty', 'hc']
['from', 'denial', 'to', 'coverage', 'the', 'role', 'of', 'health', 'insurance', 'in', 'securing', 'your', 'financial', 'health', 'and', 'managing', 'pre', 'existing', 'health', 'conditions']
['us', 'lbm', 'coaches', 'poll', 'major', 'changes', 'in', 'top', '5', 'details', 'here']
['as', 'jailer', 'strikes', 'gold', 'at', 'box', 'office', 'producer', 'kalanithi', 'maran', 'gifts', 'gold', 'coins', 'to', '300', 'crew', 'members']
['gold', 'falls', 'rs', '50', 'silver', 'climbs', 'rs', '500']
['best', '150ah', 'inverter', 'batteries', 'to', 'upgrade', 'your', 'power', 'backup']
['gaming', 'beauty', 'travel', 'and', 'fashion', 'among', 'most', 'popular', 'segments', 'in', 'creator', 'economy', 'cosmofeed']
['edelweiss', 'groups', 'arm', 'to', 'raise', 'usd', '500', 'million', 'climate', 'fund', 'for', 'sustainable', 'ventures']
['oriana', 'power', 'bags', 'multi', 'crore', 'orders', 'for', 'solar', 'projects', 'in', 'karnataka', 'rajasthan']
['tata', 'steel', 'lupin', 'among', '10', 'stocks', 'with', 'bearish', 'rsi']
['samhi', 'hotels', 'ipo', 'to', 'open', 'on', 'thursday']
['bullet', 'train', 'project', 'hc', 'gives', 'maharashtra', 'govt', '30', 'days', 'to', 'decide', 'on', 'godrej', 'boyce', 'plea', 'for', 'hike', 'in', 'compensation', 'for', 'land', 'acquisition']
['worried', 'about', 'situation', 'where', 'protectors', 'become', 'perpetrators', 'gujarat', 'hc', 'on', 'traffic', 'cops', 'extorting', 'money', 'from', 'couple', 'in', 'cab']
['star', 'health', 'clashes', 'with', 'ahmedabad', 'hospitals', 'over', 'fraudulent', 'claims']
['proptech', 'platform', 'square', 'yards', 'files', '18', 'international', 'patents', 'in', 'india', 'and', 'usa']
['project', 'abhinandan', 'air', 'india', 'rolls', 'out', 'initiative', 'to', 'provide', 'personalised', 'on', 'ground', 'experience', 'to', 'passengers']
['former', 'legandary', 'cricketer', 'anil', 'kumble', 'travels', 'by', 'local', 'bus', 'due', 'to', 'auto', 'taxi', 'strike']
['canada', 'may', 'be', 'considering', 'immigration', 'target', 'revisions', 'as', 'housing', 'crisis', 'persisits']
['tcs', 'joins', 'living', 'heart', 'project', 'to', 'create', 'accurate', 'digital', 'human', 'heart', 'models']
['first', 'crane', 'shipment', 'from', 'china', 'set', 'to', 'arrive', 'on', 'october', '4', 'at', 'vizhinjam', 'port', 'in', 'kerala']
['economy', 'and', 'corporate', 'earnings', 'doing', 'well', 'equity', 'markets', 'will', 'continue', 'to', 'do', 'well', 'amfi', 'ceo']
['irrational', 'exuberance', 'driving', 'midcap', 'stocks', 'says', 'kotak', 'institutional', 'equities']
['india', 'bloc', 'constituents', 'want', 'to', 'destroy', 'sanatan', 'hindu', 'dharma', 'goa', 'cm', 'pramod', 'sawant']
['delhi', 'to', 'keep', 'its', 'fountains', 'and', 'statues', 'after', 'the', 'g20', 'summit']
['iti', 'develops', 'laptop', 'micro', 'personal', 'computer', 'called', 'smaash', 'with', 'international', 'standards']
['indias', 'pv', 'sales', 'increase', 'to', 'highest', 'ever', 'level', 'in', 'august']
['when', 'should', 'the', 'fund', 'manager', 'holding', 'on', 'to', 'cash', 'become', 'a', 'red', 'flag', 'for', 'investor']
['congress', 'sets', 'up', 'core', 'committee', 'poll', 'panels', 'for', 'chhattisgarh', 'assembly', 'polls']
['ratnaveer', 'precision', 'engineering', 'debuts', 'at', '30', 'premium', 'but', 'disappoints', 'grey', 'market']
['rishabh', 'instruments', 'lists', 'at', 'a', 'modest', '4', 'premium', 'below', 'grey', 'market', 'expectations']
['8', 'equity', 'schemes', 'offer', 'more', 'than', '30', 'in', 'three', 'years']
['new', 'supply', 'of', 'retail', 'space', 'in', 'shopping', 'malls', 'to', 'rise', '43', 'pc', 'by', '2027', 'in', 'top', '7', 'cities', 'jll', 'india']
['government', 'cracks', 'down', 'on', 'online', 'shopping', 'platforms', 'for', 'deceptive', 'design', 'patterns']
['indigo', 'passenger', 'booked', 'for', 'alleged', 'sexual', 'harassment', 'onboard', 'mumbai', 'guwahati', 'flight']
['asia', 'cup', 'match', 'rain', 'delays', 'resumption', 'of', 'indo', 'pak', 'contest']
['venture', 'catalysts', 'exits', 'b2b', 'ecommerce', 'platform', 'koovers', 'with', 'more', 'than', 'double', 'returns']
['best', 'yoga', 'mats', 'in', 'india', 'for', 'a', 'flexible', 'experience']
['avoiding', 'airport', 'nightmares', 'doesnt', 'come', 'cheap', 'in', 'atlanta', 'it', 'will', 'cost', 'you', '5000']
['all', 'is', 'on', 'apple', 'heres', 'what', 'to', 'expect', 'from', 'iphone', '15', 'launch', 'event']
['audi', 'q8', 'limited', 'edition', 'races', 'into', 'the', 'festive', 'season', 'with', 'a', '1', '18', 'crore', 'price', 'tag']
['time', 'to', 'book', 'some', 'profit', 'in', 'rec', 'pfc', '2', 'stocks', 'to', 'buy', 'at', 'current', 'level', 'ca', 'rudramurthy', 'bv']
['bjp', 'may', 'make', 'g20', 'succuess', 'a', 'key', 'issue', 'in', 'upcoming', 'state', 'and', 'lok', 'sabha', 'poll']
['row', 'over', 'comments', 'of', 'bharatpe', 'co', 'founder', 'ashneer', 'grover', 'on', 'indores', 'top', 'rank', 'in', 'cleanliness', 'survey']
['unlocking', 'investment', 'potential', '10', 'stocks', 'experience', 'golden', 'crossover']
['g20', 'summit', 'agrees', 'on', 'words', 'but', 'struggles', 'on', 'action']
['technical', 'breakout', 'iex', 'among', '3', 'mid', 'small', 'cap', 'stocks', 'crossing', '200', 'day', 'sma']
['ubs', 'to', 'cut', 'hundreds', 'of', 'wealth', 'jobs', 'in', 'asia', 'as', 'activity', 'slows']
['best', 'gym', 'shakers', 'in', 'india', 'for', 'an', 'efficient', 'workout']
['imran', 'khan', 'seeks', 'contempt', 'of', 'court', 'proceedings', 'against', 'attock', 'jail', 'superintendent', 'after', 'denied', 'permission', 'to', 'talk', 'to', 'his', 'sons']
['essar', 'group', 'and', 'desert', 'technologies', 'sign', 'mou', 'for', 'renewable', 'energy', 'solutions']
['north', 'korean', 'train', 'presumably', 'carrying', 'leader', 'kim', 'jong', 'un', 'departed', 'for', 'russia', 'say', 'south', 'korean', 'media', 'reports']
['why', 'torrent', 'pharma', 'is', 'ready', 'to', 'go', 'ahead', 'with', 'the', 'daunting', 'cipla', 'deal']
['fii', 'flows', 'robinhood', 'speculators', 'increasing', 'sip', 'behind', 'smallcap', 'rally', 'sunil', 'subramaniam']
['spicejet', 'vs', 'maran', 'case', 'delhi', 'hc', 'asks', 'promoter', 'ajay', 'singh', 'to', 'pay', 'outstanding', 'amount', 'by', 'sept', '12']
['spends', 'management', 'fintech', 'zaggles', 'ipo', 'to', 'open', 'on', '14', 'september']
['appearing', 'for', 'a', 'job', 'interview', 'after', '5', 'years', 'here', 'are', 'some', 'tips', 'to', 'get', 'the', 'body', 'language', 'right']
['g20', 'india', 'middle', 'east', 'europe', 'economic', 'corridor', 'will', 'make', 'global', 'supply', 'chain', 'more', 'resilient', 'says', 'eepc']
['awfis', 'expands', 'its', 'footprint', 'in', 'south', 'india', 'with', '11', 'new', 'properties']
['chandrababu', 'naidus', 'arrest', 'shakes', 'up', 'andhra', 'politics', 'ahead', 'of', 'elections', 'heres', 'all', 'you', 'need', 'to', 'know']
['streets', 'were', 'never', 'so', 'enjoyable', 'people', 'react', 'to', 'bengaluru', 'bandh']
['anil', 'kumble', 'opts', 'for', 'bmct', 'bus', 'amid', 'bengaluru', 'bandh']
['ayushman', 'bhava', 'campaign', 'to', 'be', 'introduced', 'during', 'seva', 'pakhwada', 'mansukh', 'mandaviya']
['g20', 'leaders', 'reaffirmation', 'on', 'gender', 'equality', 'to', 'have', 'a', 'multiplier', 'effect', 'ilo', 'dg']
['tn', 'causing', 'unnecessary', 'nuisance', 'over', 'cauvery', 'river', 'water', 'sharing', 'issue', 'karnataka', 'cm', 'siddaramaiah']
['crypto', 'exchange', 'coinbase', 'to', 'discontinue', 'all', 'services', 'in', 'india', 'this', 'month']
['bengali', 'actress', 'sreelekha', 'mitra', 'loses', 'rs', '1', 'lakh', 'in', 'online', 'power', 'bill', 'fraud', 'tips', 'to', 'prevent', 'cyber', 'scams']
['work', 'smarter', 'and', 'unfold', 'possibilities', 'the', 'all', 'new', 'fifth', 'generation', 'galaxy', 'z', 'fold5', 'enhances', 'your', 'work', 'routine', 'exclusive', 'benefits', 'await']
['mid', 'cap', 'frenzy', 'driven', 'by', 'irrational', 'exuberance', 'but', 'nifty50', 'looks', 'to', 'be', 'on', 'solid', 'ground']
['sip', 'contribution', 'reaches', 'all', 'time', 'high', 'of', 'rs', '15813', '54', 'crore', 'in', 'august']
['midcap', 'marvels', 'irfc', 'bharat', 'forge', '8', 'other', 'stocks', 'hit', 'all', 'time', 'highs', 'on', 'monday']
['france', 'pledges', '5', 'mn', 'euros', 'to', 'morocco', 'aid', 'efforts']
['sip', 'numbers', 'will', 'be', 'at', 'least', 'double', 'of', 'what', 'they', 'are', 'today', 'in', '2', 'years', 'anthony', 'heredia']
