['make', 'first', 'serosurvey', 'data', 'public', 'experts']
['revocation', 'of', 'gr', 'not', 'to', 'impact', 'discussion', 'over', 'ppa', 'with', 'mundra', 'plant', 'tata', 'power']
['banks', 'sanctions', 'about', 'rs', '1', '20', 'lakh', 'crore', 'loans', 'to', 'msmes', 'under', 'credit', 'guarantee', 'scheme']
['governments', 'wheat', 'procurement', 'touches', 'record', 'high', 'of', '38', '98', 'million', 'tonnes', 'so', 'far', 'in', '2020', '21']
['steel', 'tycoon', 'l', 'n', 'mittal', 'family', 'gives', '3', '5', 'million', 'grant', 'to', 'institute', 'leading', 'in', 'the', 'race', 'to', 'find', 'a', 'covid', '19', 'vaccine']
['no', 'fireworks', 'parades', 'or', 'meet', 'and', 'greet', 'sessions', 'with', 'mickey', 'mouse', 'as', 'disney', 'world', 'reopens']
['avoid', 'cos', 'with', 'pricing', 'control', 'or', 'loan', 'waivers', 'chakri', 'lokapriya']
['long', 'term', 'investors', 'better', 'off', 'betting', 'on', 'secular', 'growth', 'stories', 'milind', 'karmarkar']
['bjp', 'demands', 'security', 'for', 'political', 'workers', 'facing', 'threats', 'in', 'jammu', 'kashmir']
['room', 'for', 'more', 'fiscal', 'support', 'in', 'india', 'in', 'near', 'term', 'given', 'severity', 'of', 'economic', 'situation', 'imf']
['medical', 'cover', 'sales', 'turn', 'lifeline', 'for', 'online', 'insurance', 'firms']
['karnataka', 'bank', 'q1', 'results', 'firm', 'posts', 'highest', 'ever', 'quarterly', 'profit', 'of', 'rs', '196', 'crore']
['global', 'public', 'debt', 'fiscal', 'deficits', 'to', 'reach', 'all', 'time', 'high', 'imf', 'warns']
['govt', 'develops', 'aseem', 'portal', 'for', 'sustainable', 'livelihood', 'opportunities']
['indias', 'fuel', 'demand', 'continues', 'to', 'recover', 'in', 'june', 'up', '11', 'per', 'cent', 'over', 'may']
['defence', 'minister', 'rajnath', 'singh', 'reviews', 'situation', 'in', 'eastern', 'ladakh']
['first', 'phase', 'of', 'pullback', 'of', 'troops', 'in', 'eastern', 'ladakh', 'almost', 'done', 'corps', 'commanders', 'from', 'both', 'sides', 'to', 'meet', 'next', 'week']
['seven', 'higher', 'education', 'institutions', 'in', 'india', 'introduce', 'aws', 'educate', 'cloud', 'computing', 'curricula', 'in', 'mainstream', 'college', 'education']
['congress', 'demands', 'judicial', 'probe', 'by', 'sitting', 'sc', 'judge', 'into', 'entire', 'episode', 'involving', 'vikas', 'dubey']
['pakistan', 'shells', 'border', 'areas', 'in', 'rajouri', 'army', 'personnel', 'killed']
['sensex', 'sheds', '143', 'points', 'but', 'up', 'for', '4th', 'week', 'straight']
['woman', 'wanted', 'in', 'gold', 'smuggling', 'case', 'booked', 'under', 'uapa', 'nia', 'to', 'kerala', 'high', 'court']
['sasikala', 'family', 'will', 'have', 'no', 'place', 'in', 'aiadmk', 'govt', 'tamil', 'nadu', 'minister']
['housing', 'sales', 'down', '67', 'in', 'apr', 'jun', 'report']
['delhi', 'riotssuspended', 'aap', 'councillor', 'tahir', 'hussains', 'two', 'employees', 'key', 'witnesses', 'against', 'him']
['india', 'inc', 'should', 'come', 'forward', 'and', 'make', 'investment', 'mos', 'finance', 'anurag', 'thakur']
['us', 'bans', 'pia', 'operations', 'over', 'dubious', 'licences', 'issue', 'report']
['fo', 'nifty', 'setup', 'indecisive', 'but', 'vix', 'still', 'signals', 'a', 'bullish', 'stance']
['conduct', 'rapid', 'antigen', 'tests', 'in', 'every', 'household', 'up', 'cm', 'to', 'officials']
['indias', 'covid', '19', 'case', 'fatality', 'rate', 'dips', 'to', '2', '72', 'percent', 'health', 'ministry']
['brookfield', 'properties', 'leases', '3', '5', 'lakh', 'sq', 'office', 'space', 'at', 'equinox', 'business', 'park']
['mariah', 'carey', 'to', 'come', 'out', 'with', 'memoir', 'in', 'sept', 'will', 'share', 'her', 'story', 'of', 'survival', 'and', 'struggle']
['proud', 'of', 'india', 'for', 'standing', 'up', 'to', 'chinese', 'aggression', 'us', 'senator']
['what', 'is', 'takatak', 'know', 'all', 'about', 'it']
['consumer', 'affairs', 'ministry', 'orders', 'companies', 'to', 'strictly', 'follow', 'labelling', 'norms']
['torrent', 'power', 'seeks', 'shareholders', 'nod', 'to', 'raise', 'up', 'to', 'rs', '2000', 'cr', 'via', 'ncds']
['delhi', 'govt', 'will', 'work', 'with', 'neighbouring', 'states', 'to', 'deal', 'with', 'air', 'pollution', 'problem', 'in', 'winters', 'rai']
['three', 'kinds', 'of', 'stocks', 'to', 'avoid', 'in', 'post', 'covid', 'market', 'axis', 'amc']
['engineering', 'firms', 'q1', 'revenue', 'profit', 'to', 'take', 'hit', 'due', 'to', 'lockdown', 'report']
['rupee', 'skids', '21', 'paise', 'to', 'end', 'at', '75', '20', 'against', 'us', 'dollar']
['sebi', 'rejigs', 'advisory', 'committee', 'on', 'mutual', 'funds']
['pasteurising', 'breast', 'milk', 'may', 'inactivate', 'novel', 'coronavirus', 'can', 'make', 'it', 'safe', 'for', 'consumption', 'by', 'babies']
['harman', 'launches', 'jbl', 'desktop', 'reference', 'monitors', 'with', 'bluetooth', 'in', 'india', 'at', 'rs', '11499']
['school', 'challenges', 'circular', 'to', 'not', 'deny', 'online', 'classes', 'to', 'students', 'who', 'cant', 'pay', 'fees', 'hc', 'seeks', 'reply']
['state', 'sponsored', 'terrorism', 'very', 'challenging', 'issue', 'could', 'undermine', 'worlds', 'stability', 'top', 'un', 'official']
['auction', 'of', '11', 'mineral', 'blocks', 'including', '2', 'gold', 'put', 'on', 'hold', 'sale', 'of', '2', 'mines', 'in', 'abeyance']
['pharma', 'would', 'be', 'market', 'outperformers', 'over', 'the', 'next', '5', '6', 'years', 'dalal', 'broacha']
['coronavirus', 'death', 'toll', 'in', 'pakistan', 'crosses', '5000', 'mark']
['china', 'stock', 'rally', 'pauses', 'on', 'stake', 'cuts', 'u', 's', 'sanctions']
['brokerages', 'mixed', 'on', 'tcs', 'post', 'q4', 'results']
['more', 'auditors', 'may', 'quit', 'over', 'rising', 'differences']
['stocks', 'in', 'the', 'news', 'tcs', 'ril', 'tata', 'motors', 'ruchi', 'soya', 'irctc', 'sail', 'and', 'lvb']
['apple', 'releases', 'public', 'beta', 'versions', 'of', 'ios', '14', 'and', 'ipados', '14', 'with', 'home', 'screen', 'widgets', 'app', 'clips']
['european', 'shares', 'enter', 'fourth', 'day', 'of', 'declines', 'energy', 'firms', 'drag']
['rahul', 'seeks', 'cancellation', 'of', 'varsity', 'exams', 'says', 'promote', 'students', 'on', 'past', 'performance']
['karnataka', 'cm', 'to', 'work', 'from', 'home', 'after', 'staff', 'test', 'positive', 'for', 'coronavirus']
['share', 'market', 'update', 'metal', 'shares', 'decline', 'tata', 'steel', 'dips', '2br']
['a', 'new', 'world', 'order', 'for', 'the', 'coronavirus', 'era', 'is', 'emerging']
['share', 'market', 'update', 'auto', 'shares', 'down', 'bharat', 'forge', 'dips', '3br']
['johnny', 'depp', 'calls', 'his', 'relationship', 'with', 'amber', 'heard', 'a', 'crime', 'scene', 'waiting', 'to', 'happen']
['panel', 'proposes', 'new', 'regulator', 'for', 'non', 'personal', 'data', 'draft', 'report']
['mm', 'financial', 'board', 'to', 'meet', 'on', 'july', '18', 'to', 'decide', 'rights', 'issue', 'terms']
['share', 'market', 'update', 'bank', 'shares', 'dip', 'pnb', 'slips', '6']
['govt', 'receives', 'interests', 'from', '1400', 'people', 'for', 'coal', 'sector', 'in', '15', 'days', 'mos', 'finance', 'anurag', 'singh', 'thakur']
['tata', 'motors', 'reports', '64', 'pc', 'decline', 'in', 'group', 'global', 'wholesales']
['no', 'gst', 'on', 'membership', 'or', 'admission', 'fee', 'maharashtra', 'aaar']
['trending', 'stocksnbsphindustan', 'construction', 'sharesnbsp', 'rise', 'over', '1nbsp']
['why', 'reveal', 'names', 'of', 'covid', '19', 'patients', 'it', 'involves', 'privacy', 'high', 'court']
['display', 'country', 'of', 'origin', 'by', 'aug', '1', 'govt', 'to', 'ecomm']
['rush', 'for', 'health', 'cover', 'helps', 'general', 'insurers', 'recover', 'in', 'q1']
['the', 'rise', 'and', 'fall', 'of', 'gangster', 'vikas', 'dubey']
['who', 'acknowledges', 'evidence', 'emerging', 'of', 'airborne', 'spread', 'of', 'covid', '19']
['bytedance', 'may', 'move', 'tiktok', 'headquarters', 'out', 'of', 'china', 'as', 'india', 'bans', 'app']
['trending', 'stocksnbspvedanta', 'shares', 'down', 'overnbsp', '2nbsp']
['8', '8', 'cr', 'footfall', 'recorded', 'at', 'health', 'and', 'wellness', 'centres', 'under', 'ayushman', 'bharat', 'since', 'feb', '1']
['sunil', 'gavaskar', 'turns', '71', 'bcci', 'laxman', 'mithali', 'raj', 'wish', 'bravest', 'opening', 'batsman']
['adani', 'australia', 'chief', 'to', 'step', 'down', 'as', 'coal', 'prices', 'tank']
['starbucks', 'to', 'roll', 'out', 'drive', 'through', 'outlet']
['tablighi', 'jamaat', 'delhi', 'court', 'grants', 'bail', 'to', '82', 'bangladeshi', 'nationals']
['supply', 'issues', 'supporting', 'metal', 'prices', 'paul', 'bartholomew']
['hours', 'before', 'vikas', 'dubeys', 'encounter', 'plea', 'in', 'sc', 'claims', 'possibility', 'of', 'his', 'killing', 'by', 'cops']
['flipkart', 'signs', 'mou', 'with', 'karnataka', 'govt', 'to', 'promote', 'local', 'art', 'craft', 'and', 'handlooms']
['hold', 'tata', 'steel', 'target', 'price', 'rs', '330', 'edelweissnbsp']
['who', 'experts', 'to', 'visit', 'china', 'as', 'part', 'of', 'covid', '19', 'investigation']
['136', 'congressmen', 'and', '30', 'senators', 'seek', 'reversal', 'of', 'us', 'decision', 'on', 'international', 'students']
['share', 'market', 'update', '41', 'stocks', 'hit', '52', 'week', 'highs', 'on', 'nse']
['india', 'to', 'push', 'for', 'totalisation', 'pact', 'with', 'us', 'next', 'week']
['bolsonaro', 'says', 'he', 'feels', 'very', 'well', 'praises', 'hydroxycholoroquine']
['trending', 'stocks', 'icici', 'bank', 'shares', 'down', 'nearly', '2']
['charges', 'on', 'transfer', 'of', 'property', 'shares', 'and', 'mutual', 'fund', 'units', 'after', 'death', 'of', 'owner']
['gangster', 'vikas', 'dubey', 'shot', 'dead', 'in', 'an', 'encounter']
['tcs', 'q1', 'results', 'profit', 'slips', '13', '81', 'yoy', 'to', 'rs', '7008', 'crore', 'misses', 'street', 'estimates']
['akhilesh', 'yadav', 'questions', 'vikas', 'dubeys', 'encounter']
['trending', 'stocks', 'indusind', 'bank', 'shares', 'downnbsp', 'over', '2']
['share', 'market', 'update', '4', 'stocks', 'hit', '52', 'week', 'lows', 'on', 'nse']
['pakistan', 'has', 'main', 'streamed', 'terrorism', 'as', 'statecraft', 'india']
['buy', 'phoenix', 'mills', 'target', 'price', 'rs', '800', 'icici', 'securities']
['are', 'investors', 'losing', 'faith', 'in', 'mutual', 'funds']
['a', 'weakening', 'wto', 'is', 'leading', 'to', 'increased', 'regional', 'trade', 'agreements', 'but', 'indias', 'tryst', 'with', 'ftas', 'isnt', 'very', 'good']
['success', 'of', 'panchayat', 'teams', 'prompts', 'karnataka', 'to', 'rope', 'in', 'local', 'communities']
['samsung', 'unveils', '2020', 'crystal', '4k', 'uhd', 'tv', 'line', 'up', 'starting', 'at', 'rs', '44000']
['finance', 'panel', 'weighs', 'need', 'to', 'reshape', 'disaster', 'management', 'act', 'laws', 'to', 'fight', 'pandemics']
['buy', 'lampt', 'technology', 'services', 'target', 'price', 'rs', '1600', 'sharekhannbsp']
['glee', 'star', 'naya', 'rivera', 'believed', 'to', 'be', 'dead', 'at', 'us', 'lake', 'as', 'search', 'teams', 'find', 'no', 'trace', 'of', 'the', 'actress']
['bse', 'star', 'mf', 'contributes', 'rs', '1882', 'cr', 'as', 'net', 'equity', 'inflow', 'in', 'june']
['mira', 'nair', 'to', 'adapt', 'new', 'york', 'times', 'article', 'the', 'jungle', 'prince', 'of', 'delhi', 'into', 'a', 'drama', 'series', 'for', 'amazon']
['india', 'plans', 'to', 'enhance', 'trade', 'with', 'bangladesh']
['heres', 'how', 'banks', 'will', 'find', 'out', 'if', 'you', 'have', 'filed', 'last', '3', 'years', 'income', 'tax', 'returns']
['sgx', 'nifty', 'down', '60', 'points', 'heres', 'what', 'changed', 'for', 'market', 'while', 'you', 'were', 'sleeping']
['fds', 'ppf', 'gave', 'higher', 'returns', 'than', 'sips', 'in', 'equity', 'mfs', 'over', 'five', 'years']
['trending', 'stocks', 'sbi', 'shares', 'rise', 'nearly', '1', 'in', 'early', 'session']
['trending', 'stocks', 'yes', 'bank', 'shares', 'down', 'nearly', '2']
['2', 'let', 'terrorists', 'killed', 'bjp', 'leader', 'family', 'members']
['bmc', 'to', 'acquire', '20000', 'doses', 'of', 'tocilizumab', 'even', 'as', 'trials', 'yet', 'to', 'determine', 'efficacy']
['sensex', 'drops', '85', 'points', 'on', 'weak', 'global', 'cues', 'nifty', 'below', '10', '800']
['index', 'funds', 'and', 'etf', 'inflows', 'treble', 'in', 'two', 'years']
['new', 'msme', 'framework', 'may', 'pose', 'infrastructure', 'problems']
['confident', 'of', 'crossing', '100m', 'downloads', 'soon', 'we', 'plan', 'to', 'launch', 'internationally', 'in', 'coming', 'months', 'mayank', 'bhangadia', 'roposo']
['maharashtra', 'allows', 'some', 'hotels', 'to', 'take', 'new', 'liquor', 'stock']
['rupee', 'opens', '16', 'paise', 'down', 'at', '75', '14', 'against', 'dollar']
['trending', 'stocks', 'irctcnbspshares', 'down', 'nearly', '1']
['new', 'age', 'diplomacy', 'indian', 'envoys', 'their', 'counterparts', 'brainstorm', 'on', 'digital', 'platform']
['many', 'parts', 'of', 'kashmir', 'shut', 'on', 'burhan', 'wanis', 'death', 'anniversary']
['trending', 'stocksnbsptata', 'motors', 'sharesnbsp', 'rise', 'nearly', '1']
['oyo', 'gets', 'two', 'weeks', 'to', 'disclose', 'debt', 'free', 'assets']
['sovereign', 'gold', 'bonds', 'issue', 'open', 'until', 'friday', 'have', 'you', 'invested']
['commodity', 'outlook', 'crude', 'oil', 'falls', 'heres', 'how', 'others', 'may', 'fare']
['ineos', 'to', 'delist', 'may', 'set', 'the', 'trend', 'for', 'others', 'in', 'queue']
['trending', 'stocksnbspfuture', 'retail', 'shares', 'slip', 'in', 'early', 'trade']
['covid', 'disruption', 'shaves', '21', 'off', 'tcs', 'dollar', 'profit', 'in', 'q1']
['bp', 'pays', '1', 'billion', 'for', '49', 'stake', 'in', 'fuel', 'retail', 'jv', 'with', 'reliance']
['head', 'of', 'inter', 'ministerial', 'committee', 'heading', 'other', 'high', 'profile', 'cases', 'too']
['trending', 'stocksnbspvodafone', 'idea', 'shares', 'down', 'over', '2nbsp']
['trending', 'stocksnbspreliance', 'industries', 'shares', 'up', 'overnbsp', '1nbsp']
['scribes', 'cameramen', 'foil', 'attempts', 'to', 'discredit', 'evidence', 'of', 'destruction']
['vegoils', 'palm', 'oil', 'dips', 'on', 'prospects', 'of', 'fall', 'in', 'july', 'exports', 'so', 'far']
['asian', 'stocks', 'fall', 'on', 'virus', 'worry', 'china', 'stock', 'rally', 'pauses']
['buy', 'insurance', 'stocks', 'selectively', 'wait', 'for', 'better', 'entry', 'points', 'nippon', 'life', 'amc']
['five', 'sectors', 'to', 'bet', 'on', 'from', 'a', 'risk', 'reward', 'ratio', 'perspective']
['flipkart', 'to', 'invest', 'rs', '260', 'crore', 'in', 'arvind', 'fashions', 'arm']
['go', 'with', 'a', 'small', 'position', 'in', 'gold', 'dont', 'bet', 'the', 'ranch', 'hugh', 'albert', 'johnson']
['top', 'names', 'set', 'to', 'line', 'up', 'for', 'rs', '15000', 'crore', 'yes', 'bank', 'share', 'sale']
['freshworks', 'acquires', 'flint']
['dubey', 'is', 'face', 'of', 'vikas', 'in', 'bikru']
['urban', 'company', 'is', 'adapting', 'to', 'the', 'new', 'normal', 'with', 'no', 'elevators', 'w', 'seating']
['robots', 'fill', 'in', 'for', 'humans', 'in', 'empty', 'stadiums', 'cheer', 'for', 'sportsmen', 'from', 'empty', 'stands']
['rgf', 'had', 'commissioned', 'study', 'on', 'export', 'promotion', 'to', 'china']
['banned', 'club', 'factory', 'shein', 'romwe', 'still', 'selectively', 'shipping', 'orders']
['gold', 'set', 'for', '5th', 'weekly', 'gain', 'as', 'pandemic', 'rages']
['dollar', 'safe', 'haven', 'currencies', 'buoyed', 'by', 'us', 'coronavirus', 'anxiety']
['cholamandalam', 'ms', 'risk', 'services', 'signs', 'mou', 'with', 'rajiv', 'gandhi', 'institute', 'of', 'petroleum', 'technology', 'for', 'certification', 'programs']
