['privatise', 'as', 'planned', 'the', 'public', 'insurers']
['uunchai', 'trailer', 'amitabh', 'bachchan', 'anupam', 'kher', 'boman', 'irani', 'in', 'peak', 'form', 'as', 'they', 'go', 'on', 'a', 'quest', 'to', 'climb', 'mt', 'everest']
['four', 'hospitalised', 'after', 'severe', 'five', 'car', 'collision', 'occurs', 'on', 'a19', 'in', 'county', 'durham']
['succession', 'season', '4', 'first', 'promo', 'is', 'out', 'as', 'logan', 'roy', 'claims', 'hes', 'killing', 'the', 'opposition', 'watch', 'here']
['boeing', 'india', 'midhani', 'to', 'work', 'on', 'raw', 'materials', 'for', 'aerospace', 'parts']
['d', 'raja', 're', 'elected', 'cpi', 'general', 'secretary', 'for', 'second', 'term']
['interpol', 'meet', 'india', 'asks', 'pakistan', 'to', 'hand', 'over', 'dawood', 'ibrahim', 'hafiz', 'saeed']
['polycab', 'india', 'q2', 'results', 'consolidated', 'pat', 'rises', '37', 'yoy', 'to', 'rs', '270', 'crore']
['georgia', 'governors', 'debate', 'key', 'takeaways', 'from', 'verbal', 'duel', 'between', 'republican', 'governor', 'brian', 'kemp', 'and', 'democrat', 'stacey', 'abrams']
['indian', 'envoys', 'to', 'seven', 'countries', 'meet', 'haryana', 'chief', 'minister', 'khattar']
['indusind', 'bank', 'q2', 'preview', 'loan', 'growth', 'lower', 'provisions', 'to', 'drive', 'earnings']
['tanaav', 'an', 'indian', 'adaptation', 'of', 'israeli', 'series', 'fauda', 'will', 'stream', 'on', 'sony', 'liv']
['good', 'grief', 'director', 'dan', 'levy', 'is', 'set', 'to', 'make', 'directorial', 'debut', 'on', 'netflix']
['google', 'rolls', 'out', 'redesign', 'for', 'gmail', 'to', 'make', 'ios', 'settings', 'simpler']
['not', 'foldable', 'iphones', 'but', 'apple', 'may', 'unveil', 'foldable', 'ipad', 'in', '2024']
['ex', 'british', 'fighter', 'pilots', 'lured', 'by', 'chinese', 'military', 'for', 'training', 'pla', 'personnel', 'mod', 'says', 'taking', 'decisive', 'action', 'to', 'stop', 'it']
['rhea', 'chakraborty', 'danced', 'with', 'inmates', 'distributed', 'sweets', 'on', 'her', 'last', 'day', 'in', 'byculla', 'jail', 'reveals', 'activist', 'sudha', 'bharadwaj']
['king', 'charles', 'iiis', 'coronation', 'ceremony', 'will', 'not', 'include', 'meghan', 'markle', 'prince', 'harry', 'if', 'they', 'slam', 'queen', 'consort', 'camilla', 'claim', 'reports']
['priyanka', 'chopra', 'jonas', 'visits', 'kenya', 'urges', 'people', 'to', 'donate', 'amid', 'hunger', 'crisis']
['motor', 'neuron', 'disease', 'symptoms', 'may', 'get', 'detected', 'in', 'gut', '14', 'years', 'before', 'brain', 'symptoms', 'appear', 'see', 'details']
['tata', 'motors', 'bags', 'order', 'for', '200', 'e', 'buses', 'to', 'be', 'deployed', 'in', 'jammu', 'srinagar']
['bengal', 'panchayat', 'polls', 'bjp', 'to', 'highlight', 'corruption', 'as', 'main', 'issue']
['seven', 'stocks', 'including', 'a', 'software', 'product', 'company', 'from', 'mid', 'cap', 'space', 'which', 'have', 'potential', 'upside', 'of', 'more', 'than', '30', 'according', 'to', 'analysts']
['video', 'thieves', 'smash', 'into', 'new', 'york', 'jewellery', 'store', 'flee', 'with', '500k', 'jewels']
['apollo', 'hospitals', 'ties', 'up', 'with', 'bombay', 'hospital', 'to', 'boost', 'liver', 'transplants', 'in', 'mumbai']
['british', 'actor', 'james', 'corden', 'banned', 'from', 'new', 'yorks', 'balthazar', 'restaurant', 'heres', 'why']
['jeff', 'bezoss', 'ex', 'wife', 'mackenzie', 'scott', 'seeks', 'divorce', 'her', 'second', 'husband']
['tamil', 'nadu', 'govt', 'tables', 'reports', 'in', 'assembly', 'panel', 'blames', 'sasikala', 'for', 'circumstances', 'leading', 'to', 'jayalalithaas', 'death']
['irctc', 'scam', 'delhi', 'court', 'refuses', 'to', 'cancel', 'bail', 'of', 'bihar', 'dy', 'cm', 'tejashwi', 'yadav']
['new', 'bcci', 'president', 'binny', 'wants', 'to', 'reduce', 'player', 'injuries', 'improve', 'pitches', 'for', 'domestic', 'cricket']
['who', 'is', 'shehan', 'karunatilaka', 'the', 'winner', 'of', 'booker', 'prize', '2022', 'for', 'fiction', 'read', 'on', 'to', 'know', 'more']
['rs', '233', 'crore', 'revenue', 'earned', '5', '22', 'lakh', 'sq', 'ft', 'of', 'space', 'freed', 'during', 'special', 'cleanliness', 'drive', 'so', 'far', 'govt']
['this', 'bank', 'stock', 'can', 'rally', 'upto', '24', 'says', 'motilal', 'oswal']
['fewer', 'working', 'woman', 'make', 'it', 'to', 'managerial', 'c', 'suite', 'level', 'says', 'report']
['there', 'are', '3', '76l', 'pfrda', 'subscribers', 'in', 'northeast', 'india', 'says', 'fund', 'chairman']
['blockchain', 'startup', 'shardeum', 'raises', '18', '2', 'million', 'in', 'funding']
['was', 'pressured', 'to', 'quit', 'aap', 'offered', 'delhi', 'cms', 'post', 'manish', 'sisodia', 'after', 'cbi', 'questioning']
['lothal', 'complex', 'represents', 'our', 'resolve', 'to', 'celebrate', 'indias', 'rich', 'maritime', 'history', 'pm']
['union', 'cabinet', 'approves', 'msp', 'hike', 'for', 'all', 'mandated', 'rabi', 'crops']
['what', 'do', 'we', 'know', 'about', 'manager', 'search', 'at', 'doncaster', 'rovers']
['sharing', 'ott', 'password', 'netflix', 'rolls', 'out', 'profile', 'transfer', 'feature', 'to', 'curb', 'practice', 'heres', 'how', 'it', 'works']
['covid', '19', 'india', 'detects', 'first', 'omicron', 'subvariant', 'bq', '1', 'in', 'pune']
['credit', 'suisse', 'group', 'to', 'sell', 'us', 'asset', 'management', 'arm', 'reports']
['us', 'president', 'joe', 'biden', 'launches', 'student', 'loan', 'forgiveness', 'form', 'check', 'details']
['bonding', 'in', 'grief', 'yadav', 'clan', 'comes', 'together', 'to', 'immerse', 'mulayam', 'singhs', 'ashes', 'in', 'haridwar']
['adani', 'defence', 'systems', 'tech', 'to', 'acquire', 'aircraft', 'maintenance', 'repair', 'and', 'overhaul', 'company', 'air', 'works']
['gold', 'mine', 'after', '60', 'upside', 'in', '3', 'months', 'brokerages', 'see', 'more', 'upside', 'for', 'this', 'stock']
['icici', 'securities', 'downgrades', 'acc', 'to', 'add', 'as', 'q2', 'profit', 'slumps', 'to', 'nearly', '20', 'year', 'low']
['6', 'metropolitan', 'police', 'officers', 'caught', 'for', 'being', 'high', 'on', 'narcotics', 'while', 'working', 'in', 'uk']
['13', 'killed', 'after', 'military', 'fighter', 'jet', 'su', '34', 'crashes', 'into', 'apartment', 'in', 'russia', 'say', 'reports']
['lt', 'technology', 'announces', 'interim', 'dividend', 'of', 'rs', '15', 'per', 'share']
['assam', 'government', 'striving', 'towards', 'increasing', 'forest', 'cover', 'from', '36', 'to', '38']
['lord', 'of', 'the', 'rings', 'the', 'rings', 'of', 'power', 'season', '2', 'what', 'we', 'know', 'so', 'far']
['markets', 'rally', 'for', '3rd', 'day', 'amid', 'positive', 'global', 'trends', 'ril', 'banking', 'stocks', 'spurt']
['women', 'make', 'dance', 'video', 'at', 'mahakal', 'temple', 'in', 'ujjain', 'minister', 'orders', 'probe']
['irctc', 'tatkal', 'ticket', 'booking', 'steps', 'to', 'ensure', 'a', 'confirmed', 'ticket', 'during', 'festivals']
['dartford', 'crossing', 'blocked', 'for', 'second', 'day', 'by', 'just', 'stop', 'oil', 'protesters', 'as', 'they', 'climb', 'queen', 'elizabeth', 'ii', 'bridge']
['binny', 'elected', 'bcci', 'president', 'takes', 'over', 'from', 'ganguly']
['securitisation', 'volumes', 'jump', '48', 'in', 'h1fy22', 'says', 'crisil']
['the', 'proclaimers', 'announce', 'australia', 'tour', 'in', '2023', 'dates', 'venues', 'and', 'all', 'you', 'may', 'want', 'to', 'know']
['first', 'phase', 'of', 'delhi', 'mumbai', 'expressway', 'to', 'be', 'finished', 'within', 'the', 'year', 'nitin', 'gadkari']
['netflix', 'launches', 'new', 'profile', 'transfer', 'feature', 'details', 'here']
['corporate', 'funding', 'in', 'global', 'solar', 'sector', 'falls', '18', 'to', '18', '7', 'billion', 'says', 'mercom', 'capital', 'report']
['drones', 'can', 'boost', 'indias', 'gdp', 'by', 'up', 'to', '1', '5', 'address', 'challenges', 'for', 'the', 'countrys', 'key', 'agriculture', 'sector']
['air', 'india', 'aims', '30', 'international', 'market', 'share', 'in', '5', 'years', 'ceo']
['lookism', 'on', 'netflix', 'watch', 'trailer', 'check', 'release', 'date', 'other', 'details']
['in', 'the', 'equity', 'market', 'you', 'never', 'miss', 'the', 'bus', 'you', 'can', 'always', 'catch', 'a', 'new', 'bus', 'sandip', 'sabharwal']
['uk', 'prime', 'minister', 'liz', 'truss', 'says', 'she', 'will', 'lead', 'tories', 'to', 'next', 'general', 'election']
['indias', 'festival', 'gold', 'sales', 'to', 'shine', 'less', 'brightly', 'this', 'year']
['lt', 'tech', 'reports', 'sequential', 'growth', 'of', '4', '5', 'in', 'cc', 'revenues', 'in', 'q2', 'upgrades', 'fy23', 'revenue', 'guidance', 'to', '15', '5', '16', '5']
['tech', 'view', 'nifty', 'charts', 'show', 'positive', 'momentum', 'in', 'the', 'near', 'term', 'what', 'investors', 'should', 'do', 'on', 'wednesday']
['who', 'was', 'andrew', 'watson', 'google', 'pays', 'tribute', 'to', 'first', 'black', 'international', 'footballer', 'with', 'doodle']
['india', 'should', 'consider', 'taxing', 'passenger', 'vehicles', 'based', 'on', 'emissions', 'nissan', 'motor', 'india', 'md', 'rakesh', 'srivastava']
['lulu', 'group', 'to', 'invest', 'rs', '3000', 'crore', 'to', 'set', 'up', 'indias', 'biggest', 'mall', 'at', 'ahmedabad']
['sbi', 'cuts', 'savings', 'deposit', 'rate', 'by', '5', 'basis', 'points', 'to', '2', '70', 'per', 'cent', 'bob', 'raises', 'fcnr', 'deposit', 'rates']
['samsung', 'galaxy', 'm54', 'specs', 'smartphone', 'may', 'be', 'powered', 'by', 'snapdragon', '888', 'chipset', 'feature', '64mp', 'primary', 'camera']
['army', 'celebrates', 'diamond', 'jubilee', 'of', 'key', 'battle', 'during', 'chinese', 'aggression']
['bjp', 'should', 'ask', 'pm', 'modi', 'to', 'undergo', 'lie', 'detector', 'test', 'and', 'say', 'if', 'cbi', 'ed', 'independent', 'aap']
['web3', 'infra', 'token', 'pocket', 'get', 'to', 'be', 'listed', 'on', 'global', 'exchange', 'kucoin']
['reduce', 'tobacco', 'harm', 'not', 'letting', 'the', 'excellent', 'be', 'the', 'enemy', 'of', 'good']
['peace', 'and', 'tranquillity', 'in', 'border', 'areas', 'clearly', 'remains', 'basis', 'for', 'normal', 'ties', 'with', 'china', 'eam', 'jaishankar']
['nhai', 'to', 'hold', 'officials', 'liable', 'for', 'any', 'fatal', 'accidents']
['indian', 'companies', 'climate', 'change', 'readiness']
['wordle', '486', 'hints', 'answer', 'to', 'october', '18s', 'word', 'puzzle']
['michael', 'bubl', 'uk', 'tour', '2023', 'dates', 'venues', 'tickets', 'sale', 'and', 'other', 'key', 'details']
['house', 'of', 'the', 'dragon', 'episode', '9', 'is', 'white', 'worms', 'role', 'done', 'for', 'season', '1']
['rupee', 'falls', '7', 'paise', 'to', 'close', 'at', '82', '37', 'against', 'us', 'dollar']
['netflix', 'postpones', 'prince', 'harry', 'princess', 'meghan', 'documentary', 'after', 'criticism', 'against', 'the', 'crown']
['malaysia', 'becomes', 'latest', 'country', 'to', 'issue', 'digital', 'nomad', 'visa']
['glastonbury', 'tickets', '2023', 'why', 'are', 'ticket', 'prices', 'so', 'high', 'emily', 'eavis', 'explains']
['carlton', 'london', 'expands', 'its', 'range', 'of', 'home', 'furnishings', 'on', 'flipkart']
['centre', 'of', 'excellence', 'for', 'cancer', 'care', 'and', 'blood', 'disorders', 'at', 'amrita', 'hospital', 'faridabad']
['quordle', '267', 'hints', 'answers', 'for', 'todays', 'word', 'puzzle']
['another', 'pothole', 'death', 'bengaluru', 'woman', 'dies', 'after', 'being', 'hit', 'by', 'bus']
['queen', 'consort', 'camilla', 'makes', 'appearance', 'with', 'lookalike', 'sister', 'annabel', 'elliot', 'at', 'booker', 'prize', 'event']
['rajesh', 'agarwals', 'top', '2', 'financial', 'chemical', 'diwali', 'picks']
['ministry', 'of', 'msme', 'iit', 'kanpur', 'to', 'support', 'seven', 'micro', 'enterprises', 'to', 'develop', 'design', 'projects']
['how', 'to', 'open', 'nps', 'account', 'using', 'driving', 'license', 'issued', 'in', 'digilocker']
['kunal', 'bothra', 'on', '2', 'psu', 'bank', 'auto', 'stocks', 'to', 'buy', 'this', 'diwali']
['tata', 'elxsi', 'has', 'grown', '30', 'in', 'h1', 'and', 'we', 'hope', 'to', 'continue', 'that', 'growth', 'ceo']
['sensex', 'nifty', 'rally', 'for', '3rd', 'day', 'amid', 'firm', 'global', 'trends']
['watch', 'virat', 'kohli', 'joins', 'babar', 'azam', 'in', 'nets', 'after', 'warm', 'up', 'match']
['bayonetta', '3', 'controversy', 'voice', 'actor', 'jennifer', 'hale', 'responds', 'to', 'recent', 'controversy']
['resident', 'evil', 'showcase', 'confirmed', 'to', 'include', 'new', 'resident', 'evil', '4', 'remake', 'details', 'date', 'key', 'details']
['sri', 'lankan', 'novelist', 'shehan', 'karunatilaka', 'wins', 'booker', 'prize', '2022', 'for', 'the', 'seven', 'moons', 'of', 'maali', 'almeida']
['my', 'mother', 'has', 'sent', 'sunscreen', 'not', 'using', 'it', 'rahul', 'gandhi', 'tells', 'fellow', 'marchers']
['gold', 'falls', 'rs', '10', 'silver', 'climbs', 'rs', '774']
['man', 'starts', 'crowd', 'fund', 'to', 'help', 'ailing', 'mother', 'returns', 'money', '1', '5', 'years', 'later', 'to', 'those', 'who', 'helped']
['court', 'rejecting', 'cbis', 'plea', 'to', 'cancel', 'tejashwis', 'bail', 'vindicates', 'faith', 'in', 'judiciary', 'rashtriya', 'janata', 'dal']
['indian', 'railways', 'runs', 'special', 'trains', 'to', 'clear', 'festive', 'rush']
['karthik', 'meiyappan', 'of', 'uae', 'takes', 'first', 'hat', 'trick', 'at', 't20', 'world', 'cup', '2022']
['india', 'france', 're', 'elected', 'as', 'president', 'co', 'president', 'of', 'international', 'solar', 'alliance']
['pm', 'modi', 'to', 'address', '90th', 'interpol', 'general', 'assembly', 'today']
['money', 'laundering', 'case', 'sanjay', 'rauts', 'bail', 'plea', 'hearing', 'to', 'continue', 'on', 'oct', '21', 'judicial', 'custody', 'extended', 'till', 'then']
['gujarat', 'mineral', 'development', 'corporation', 'q2', 'results', 'profit', 'rises', 'to', 'rs', '151', 'crore']
['heardle', 'october', '18', 'hints', 'answer', 'for', 'todays', 'music', 'puzzle']
['watch', 'mohammed', 'shami', 'shares', 'bowling', 'tips', 'with', 'shaheen', 'afridi']
['rx', 'propellant', 'launches', '9', 'lac', 'sq', 'ft', 'of', 'lab', 'spaces', 'in', 'hyderabad']
['nclt', 'extends', 'reliance', 'capital', 'resolution', 'process', 'deadline', 'to', 'january', '31']
['ammi', 'stole', 'my', 'candies', 'jail', 'her', '3', 'yr', 'old', 'complains', 'to', 'police', 'in', 'viral', 'video']
['sbi', 'hikes', 'fixed', 'deposit', 'fd', 'interest', 'rates', 'by', 'up', 'to', '20', 'bps']
['we', 'exited', 'it', 'services', 'sector', 'and', 'deployed', 'the', 'money', 'in', 'these', '2', 'sectors', 'dinshaw', 'irani']
['next', 'mega', 'trend', 'might', 'by', 'non', 'tech', 'brace', 'for', 'corporate', 'earning', 'cut', 'raamdeo', 'agrawal']
['nissan', 'looking', 'to', 'drive', 'in', 'global', 'products', 'into', 'indian', 'market']
['live', 'commerce', 'startup', 'shopr', 'tv', 'raises', '1', '7', 'million', 'from', 'y', 'combinator', 'kunal', 'shah']
['are', 'fiis', 'predicting', 'the', 'peak', 'of', 'us', 'feds', 'quantitative', 'tightening', 'cycle']
['decoding', 'avian', 'flu', 'the', 'disease', 'afflicting', 'tiktoks', 'most', 'famous', 'emu', 'emmanuel']
