['india', 'inc', 'makes', 'little', 'headway', 'in', 'getting', 'new', 'gen', 'chip', 'technology']
['netflix', 'to', 'unveil', '2024', 'originals', 'in', 'next', 'on', 'netflix', 'event', 'on', 'february', '1st', 'what', 'to', 'expect']
['iims', 'tap', 'alumni', 'for', 'graduates', 'job', 'placement']
['1923', 'season', '2', 'filming', 'update', 'when', 'can', 'fans', 'expect', 'the', 'paramount', 'hit']
['snoop', 'dogg', 'kanye', 'west', 'babyface', 'celebrate', 'charlie', 'wilsons', 'star', 'on', 'hollywood', 'walk', 'of', 'fame', 'know', 'about', 'the', 'gap', 'band', 'singer']
['nasdaq', 'opens', 'lower', 'as', 'tech', 'giants', 'disappoint', 'fed', 'decision', 'in', 'focus']
['dixon', 'technologies', 'q3', 'results', 'net', 'profit', 'soars', '86', 'yoy', 'to', 'rs', '97', 'crore']
['pb', 'fintech', 'to', 'consider', 'returning', 'capital', 'to', 'shareholders', 'yashish', 'dahiya']
['wistron', 'corp', 'signs', 'mou', 'with', 'karnataka', 'government', 'for', 'laptop', 'manufacturing', 'plant']
['indigo', 'cautions', 'flyers', 'against', 'sharing', 'pnr', 'on', 'social', 'media', 'after', 'cyber', 'frauds', 'target', 'passenger']
['tata', 'steel', 'to', 'consider', 'additional', 'investment', 'in', 'uk', 'plant', 'if', 'more', 'government', 'funding', 'available', 't', 'v', 'narendran']
['india', 'oman', 'ink', 'pact', 'for', 'collaboration', 'in', 'defence', 'sector']
['flipkart', 'launches', 'same', 'day', 'delivery', 'service']
['eow', 'again', 'files', 'closure', 'report', 'in', 'rs', '25000', 'crore', 'maharashtra', 'cooperative', 'bank', 'scam']
['govt', 'slashes', 'import', 'duty', 'on', 'mobile', 'parts']
['will', 'fill', 'up', 'two', 'lakh', 'job', 'vacancies', 'within', 'a', 'year', 'says', 'tgana', 'cm']
['mcdonalds', 'free', 'hamburger', 'offer', 'how', 'to', 'get', 'one']
['transmission', 'of', 'policy', 'rates', 'better', 'in', 'deposits', 'than', 'loans']
['gst', 'collections', 'surge', 'to', '1', '72', 'lakh', 'crore', 'in', 'january', '2024', 'marking', 'a', '10', '4', 'y', 'o', 'y', 'growth']
['is', 'live', 'action', 'nightmare', 'before', 'christmas', 'movie', 'starring', 'johnny', 'depp', 'in', 'the', 'works']
['karnataka', 'govt', 'sign', 'mou', 'with', 'wistron', 'to', 'set', 'up', 'laptop', 'manufacturing', 'unit']
['ahead', 'of', 'market', '10', 'things', 'that', 'will', 'decide', 'd', 'street', 'action', 'on', 'thursday']
['want', 'india', 'to', 'set', 'the', 'example', 'of', 'how', 'to', 'use', 'ai', 'for', 'social', 'development', 'sunil', 'wadhwani']
['bandhan', 'financial', 'holdings', 'in', 'final', 'stages', 'of', 'taking', 'control', 'of', 'aegon', 'life', 'insurance']
['budget', '2024', 'can', 'india', 'fill', 'the', 'vacuum', 'created', 'in', 'global', 'supply', 'chains']
['bill', 'to', 'tackle', 'exam', 'malpractices', 'likely', 'in', 'parliament', 'on', 'monday']
['it', 'rules', 'on', 'fake', 'news', 'bombay', 'high', 'courts', 'division', 'bench', 'delivers', 'split', 'verdict']
['modi', 'govt', 'rebuilt', 'j', 'k', 'ended', 'era', 'of', 'terrorism', 'no', 'stone', 'pelting', 'incident', 'in', '2023', 'says', 'amit', 'shah']
['elon', 'musk', 'takes', 'teslas', 'humanoid', 'robot', 'optimus', 'for', 'a', 'test', 'walk', 'netizens', 'react', 'ask', 'him', 'to', 'kill', 'it', 'with', 'fire']
['udaan', 'fmcg', 'biz', 'head', 'vinay', 'shrivastava', 'quits', 'fourth', 'senior', 'exit', 'since', 'sept23']
['2024', 'six', 'nations', 'steve', 'borthwicks', 'england', 'facing', 'hard', 'selection', 'decisions']
['the', 'bachelor', '2024', 'spoilers', 'unveil', 'joeys', 'journey', 'and', 'final', 'decision', 'a', 'season', 'packed', 'with', 'drama', 'and', 'romance']
['chandigarh', 'mayoral', 'election', 'no', 'interim', 'relief', 'from', 'hc', 'aam', 'aadmi', 'party', 'to', 'move', 'sc']
['a', 'reset', 'on', 'cards', 'at', 'byjus', 'cap', 'table', 'with', 'rights', 'issue']
['bjp', 'cites', 'cag', 'report', 'alleges', 'mother', 'of', 'all', 'scams', 'by', 'bengal', 'govt']
['digital', 'payments', 'rise', '10', '94', 'pc', 'annually', 'at', 'september', 'end', '2023', 'rbi', 'data']
['rbi', 'cracks', 'down', 'on', 'paytm', 'wipro', 'to', 'cut', 'hundreds', 'of', 'jobs']
['direct', 'tax', 'budget', 'expectations', 'from', 'startups', 'crypto', 'industry']
['mankind', 'pharma', 'q3', 'results', 'net', 'profit', 'jumps', '56', 'yoy', 'to', 'rs', '460', 'crore']
['india', 'moving', 'fast', 'in', 'defence', 'production', '2920', 'items', 'indigenised', 'so', 'far', 'amit', 'satija']
['three', 'entities', 'settle', 'aif', 'rule', 'violation', 'case', 'with', 'sebi', 'pay', 'rs', '22', '75', 'lakh']
['warcraft', '2', 'release', 'date', 'will', 'the', 'movie', 'ever', 'release']
['ambuja', 'cements', 'q3', 'results', 'profit', 'jumps', 'two', 'fold', 'to', 'rs', '1090', 'crore', 'operating', 'margin', 'at', '10', 'quarter', 'high']
['bihar', 'z', 'plus', 'security', 'cover', 'withdrawn', 'from', 'tejashwi', 'yadav', 'accorded', 'to', 'new', 'deputy', 'cms']
['what', 'is', 'the', 'crypto', 'industry', 'expecting', 'from', 'the', 'budget', '2024']
['jindal', 'steel', 'q3', 'results', 'cons', 'profit', 'surges', 'nearly', 'four', 'fold', 'on', 'low', 'base']
['guarantee', 'schemes', 'to', 'continue', 'after', 'ls', 'polls', 'clarifies', 'siddaramaiah', 'after', 'mlas', 'comments', 'receive', 'flak']
['puravankara', 'announces', 'total', 'interim', 'dividend', 'payout', 'of', 'rs', '149', 'crore', 'for', 'shareholders']
['unregistered', 'pms', 'activities', 'sebi', 'bans', 'individual', 'from', 'securities', 'markets', 'for', '2', 'years']
['growing', 'tourist', 'interest', 'in', 'sri', 'lanka', 'prompts', 'fitsair', 'to', 'open', 'sales', 'office', 'in', 'chennai']
['tata', 'power', 'ddl', 'asci', 'partner', 'for', 'skill', 'training', 'in', 'power', 'renewable', 'energy', 'sectors']
['retail', 'inflation', 'for', 'industrial', 'workers', 'eases', 'marginally', 'to', '4', '91', 'pc', 'in', 'december']
['gujarat', 'assembly', 'to', 'bring', 'resolution', 'praising', 'pm', 'for', 'ram', 'temple', 'in', 'budget', 'session', 'beginning', 'feb', '1']
['sun', 'pharma', 'q3', 'results', 'net', 'profit', 'jumps', '15', '5', 'to', 'rs', '2524', 'crore']
['soren', 'lodges', 'fir', 'against', 'ed', 'sleuths', 'in', 'ranchi', 'over', 'agencys', 'searches', 'at', 'his', 'delhi', 'house']
['north', 'east', 'lpg', 'cylinder', 'carriers', 'of', 'ioc', 'go', 'on', 'indefinite', 'strike']
['india', 'to', 'eclipse', 'us', 'in', 'ai', 'projects', 'by', '2026', 'microsofts', 'ahmed', 'mazhari']
['burman', 'family', 'buys', '3', '6', 'stake', 'in', 'religare', 'enterprises', 'for', 'rs', '277', 'crore']
['vanderpump', 'rules', 'season', '11', 'release', 'date', 'confirmed', 'by', 'peacock', 'what', 'time', 'will', 'it', 'premiere']
['amrit', 'udyan', 'set', 'to', 'open', 'on', 'friday', 'free', 'tickets', 'selfie', 'points', 'and', 'floral', 'marvels', 'await']
['is', 'alien', 'vs', 'predator', '3', 'retribution', 'coming', 'soon', 'know', 'whether', 'trailer', 'featuring', 'will', 'smith', 'is', 'real', 'or', 'fake']
['infosys', 'inks', 'seven', 'year', 'deal', 'with', 'irish', 'food', 'company', 'musgrave']
['core', 'sector', 'growth', 'eases', 'to', '14', 'month', 'low', 'of', '3', '8', 'in', 'december']
['karnataka', 'plans', 'to', 'uplift', '100', 'ram', 'temples', 'as', 'congress', 'seeks', 'to', 'pay', 'back', 'bjp', 'in', 'its', 'own', 'coin']
['r', 'madhavan', 'and', 'nayantharas', 'cricket', 'drama', 'the', 'test', 'wraps', 'up', 'production']
['budget', '2024', 'madam', 'finance', 'minister', 'amplify', 'your', 'investments']
['research', 'says', 'playing', 'musical', 'instrument', 'boosts', 'brain', 'health', 'in', 'later', 'life']
['rbi', 'tells', 'banks', 'to', 'improve', 'effectiveness', 'of', 'tech', 'solutions', 'for', 'compliance']
['core', 'sectors', 'grow', 'at', '3', '8', 'in', 'december', 'vs', '7', '9', 'in', 'nov']
['jujutsu', 'kaisen', 'chapter', '249', 'spoilers', 'what', 'we', 'know', 'about', 'yujis', 'soul', 'technique', 'yutas', 'domain', 'expansion']
['samsung', 'galaxy', 's24', 'series', 'key', 'features', 'and', 'price', 'in', 'india']
['above', 'normal', 'temperature', 'rainfall', 'expected', 'in', 'february', 'imd']
['adele', 'announces', 'four', 'concerts', 'in', 'munich', 'know', 'the', 'dates', 'and', 'venue']
['bajaj', 'auto', 'to', 'to', 'launch', 'cng', 'bikes', 'in', 'fy25', 'will', 'be', 'priced', 'higher', 'than', 'petrol', 'vehicles']
['india', 'a', 'credible', 'unstoppable', 'force', 'microsoft', 'country', 'head', 'puneet', 'chandok']
['mankind', 'pharma', 'q3', 'results', 'cons', 'pat', 'soars', '60', 'yoy', 'on', 'robust', 'all', 'round', 'growth']
['prominent', 'chinese', 'rocket', 'scientist', 'expelled', 'from', 'top', 'advisory', 'body', 'as', 'part', 'of', 'purge', 'of', 'plas', 'missile', 'force']
['infighting', 'in', 'soren', 'family', 'sita', 'soren', 'opposes', 'any', 'move', 'to', 'make', 'kalpana', 'cm']
['november', 'measures', 'on', 'unsecured', 'lending', 'trims', 'growth']
['subhash', 'ghai', 'reveals', 'ar', 'rahmans', 'jai', 'ho', 'was', 'originally', 'composed', 'for', 'salman', 'khan', 'starrer', 'yuvvraaj']
['geological', 'survey', 'of', 'india', 'to', 'provide', 'geotechnical', 'consultancy', 'for', 'road', 'projects']
['will', 'ranbir', 'kapoors', 'animal', 'park', 'begin', 'filming', 'in', '2025', 'here', 'are', 'the', 'details']
['glenmark', 'partners', 'with', 'pfizer', 'to', 'launch', 'abrocitinib', 'in', 'india', 'to', 'treat', 'atopic', 'dermatitis']
['are', 'rakul', 'preet', 'singh', 'and', 'jackky', 'bhagnani', 'shifting', 'their', 'wedding', 'venue', 'back', 'to', 'india', 'heres', 'the', 'truth']
['taapsee', 'pannu', 'cheers', 'for', 'jijaji', 'nick', 'jonass', 'lollapalooza', '2024', 'performance', 'deepika', 'padukone', 'gives', 'shoutout', 'to', 'priyanka', 'chopra']
['jharkhand', 'if', 'cm', 'soren', 'goes', 'to', 'jail', 'we', 'will', 'also', 'go', 'with', 'him', 'say', 'jmm', 'supporters']
['sustained', 'deal', 'momentum', 'rising', 'utilisation', 'to', 'support', 'persistents', 'performance']
['garuda', 'aerospace', 'launches', 'droni', 'personal', 'drone', 'for', 'photography', 'enthusiasts', 'at', 'rs', '85000']
['titan', 'q3', 'preview', 'profit', 'may', 'rise', 'up', 'to', '27', 'yoy', 'strong', 'revenue', 'growth', 'eyed']
['technical', 'breakout', 'stocks', 'how', 'to', 'trade', 'godfrey', 'phillips', 'pb', 'fintech', 'and', 'uco', 'bank', 'on', 'budget', 'day']
['gross', 'sugar', 'output', 'may', 'fall', '10', 'pc', 'to', '330', '5', 'lakh', 'tonnes', 'in', '2023', '24', 'marketing', 'year', 'ending', 'sep', 'isma']
['chhattisgarh', 'security', 'personnel', 'uncover', '70', 'metre', 'long', 'tunnel', 'made', 'by', 'naxals', 'in', 'bastar', 'forest']
['no', 'taxpayer', 'services', 'on', 'e', 'filing', 'portal', 'over', 'weekend', 'i', 't', 'department']
['harold', 'llyod', 'iconic', 'actor', 'who', 'founded', 'oscar', 'awards', 'everything', 'about', 'initial', 'days', 'of', 'academy', 'awards', 'and', 'its', 'founder']
['pm', 'modis', 'community', 'event', 'temple', 'opening', 'in', 'mid', 'feb', 'in', 'abu', 'dhabi', 'sends', 'indian', 'officials', 'on', 'overdrive']
['godrej', 'consumer', 'q3', 'results', 'net', 'profit', 'rises', '6', 'yoy', 'to', 'rs', '581', 'crore']
['indians', 'choosing', 'southeast', 'asia', 'even', 'more', 'post', 'visa', 'relaxation', 'agoda']
['new', 'images', 'of', 'tata', 'curvv', 'ev', 'surfaced', 'heres', 'all', 'we', 'know', 'so', 'far', 'about', 'it']
['the', 'postcard', 'killings', '2', 'is', 'a', 'sequel', 'on', 'the', 'horizon', 'heres', 'what', 'we', 'know']
['hrawi', 'welcomes', 'maharashtra', 'tourism', 'ministers', 'plans', 'to', 'release', 'new', 'tourism', 'policy', 'next', 'month']
['chandigarh', 'mayoral', 'polls', 'congress', 'aap', 'hold', 'joint', 'protest', 'against', 'tampering', 'with', 'ballots']
['budget', '2024', 'where', 'how', 'to', 'watch', 'finance', 'minister', 'sitharamans', 'live', 'speech', 'on', 'feb', '1']
['retik', 'finance', 'retik', 'scripts', 'a', 'new', 'chapter', '4', 'million', 'raised', 'in', 'a', 'week', 'selling', 'out', 'presale', 'stage', '7']
['move', 'out', 'to', 'another', 'colony', 'mani', 'shankar', 'aiyars', 'daughter', 'asked', 'to', 'leave', 'home', 'over', 'anti', 'ram', 'mandir', 'post']
['budget', '2024', 'steel', 'makers', 'expect', 'continued', 'focus', 'on', 'infra', 'spend', 'import', 'checking', 'measures']
['allahabad', 'hc', 'notice', 'to', 'gyanvapi', 'mosque', 'committee', 'on', 'plea', 'seeking', 'survey', 'of', 'wazu', 'khana']
['delhi', 'metro', 'introduces', 'interactive', 'museum', 'exhibits', 'for', 'commuters']
['budget', 'session', 'congress', 'leaders', 'to', 'meet', 'to', 'chalk', 'out', 'strategy']
['jharkhand', 'jmm', 'led', 'coalition', 'mlas', 'start', 'assembling', 'at', 'sorens', 'residence', 'ahead', 'of', 'ed', 'questioning']
['fortnite', 'chapter', '5', 'season', '2', 'release', 'date', 'map', 'changes', 'and', 'exciting', 'additions', 'unveiled']
['budget', '2024', 'trade', 'taxes', 'and', 'potential', 'transformations', 'awaiting', 'in', 'indias', 'fiscal', 'strategy']
['south', 'african', 'tourism', 'kickstarts', 'its', 'annual', 'multi', 'city', 'roadshow', '2024']
['tamil', 'singer', 'chinmayi', 'sripada', 'calls', 'out', 'rahat', 'fateh', 'ali', 'khan', 'for', 'horrendous', 'abuse', 'towards', 'his', 'disciple']
['bls', 'e', 'services', 'ipo', 'booked', '21', 'times', 'so', 'far', 'on', 'day', '2', 'gmp', 'at', '122', 'over', 'issue', 'price']
['jenna', 'ortegas', 'future', 'on', 'netflixs', 'wednesday', 'series', 'uncertain', 'after', 'controversial', 'remarks']
['iimc', 'granted', 'deemed', 'to', 'be', 'university', 'status', 'empowered', 'to', 'award', 'degrees']
['smallcap', 'stock', 'screener', 'fiis', 'mutual', 'funds', 'consistently', 'buying', 'these', '9', 'counters']
['suzlon', 'q3', 'results', 'cons', 'pat', 'rises', '2', '6x', 'yoy', 'to', 'rs', '203', 'crore', 'debt', 'reduces', 'further']
['doctor', 'slump', 'full', 'release', 'schedule', 'on', 'netflix', 'what', 'happens', 'in', 'k', 'drama']
['global', 'gold', 'demand', 'at', 'all', 'time', 'high', 'in', '2023', 'backed', 'by', 'central', 'bank', 'purchases']
['tech', 'view', 'nifty', 'forms', 'piercing', 'line', 'ahead', 'of', 'expiry', 'what', 'traders', 'should', 'do', 'on', 'budget', 'day']
['munawar', 'faruqui', 'fan', 'lands', 'in', 'trouble', 'after', 'filming', 'comedians', 'bigg', 'boss', 'win', 'celebration', 'party', 'with', 'illegal', 'drone', 'camera']
['dabur', 'to', 'set', 'up', 'greenfield', 'facility', 'in', 'south', 'india', 'to', 'invest', 'rs', '135', 'cr']
['hitting', 'back', 'at', 'pm', 'modi', 'kharge', 'says', 'most', 'disruptions', 'in', 'parliament', 'when', 'bjp', 'was', 'in', 'opposition']
['bigg', 'boss', '17', 'winner', 'munawar', 'faruqui', 'faces', 'fan', 'frenzy', 'falls', 'down', 'in', 'viral', 'video', 'of', 'chaotic', 'mumbai', 'mob']
['parliament', 'sets', 'new', 'practice', 'of', 'sengol', 'procession', 'ahead', 'of', 'presidents', 'address']
['noida', 'film', 'city', 'will', 'be', 'world', 's', 'best', 'says', 'ashish', 'bhutani']
['budget', '2024', 'need', 'for', 'infra', 'push', '2', '0', 'to', 'make', 'indias', 'roads', 'railways', 'one', 'of', 'worlds', 'best']
['indigo', 'wins', 'worlds', 'youngest', 'aircraft', 'fleet', 'award', 'for', 'second', 'year', 'running']
['et', 'explainer', 'sebis', 'stricter', 'fpi', 'disclosure', 'norms', 'and', 'its', 'likely', 'impact']
['disney', 'will', 'show', 'these', 'shows', 'and', 'movies', 'in', 'february', '2024', 'titles', 'from', 'marvel', 'studios', 'star', 'wars', 'national', 'geographic', 'and', 'more']
['madhuri', 'madhusudan', 'kela', 'backed', 'rashi', 'peripherals', 'ipo', 'to', 'open', 'on', 'feb', '7', 'check', 'details']
['ed', 'sleuths', 'reach', 'hemant', 'sorens', 'ranchi', 'residence', 'to', 'question', 'him', 'in', 'money', 'laundering', 'case']
['salman', 'khan', 'cautions', 'fans', 'against', 'fake', 'casting', 'calls']
['sahil', 'kapoor', 'on', 'two', 'numbers', 'the', 'market', 'would', 'watch', 'out', 'for', 'in', 'interim', 'budget']
['park', 'hotels', 'announces', 'price', 'band', 'dates', 'for', 'rs', '920', 'crore', 'ipo']
['nifty', 'bank', 'rallies', 'over', '600', 'points', 'a', 'break', 'above', '46500', 'could', 'reverse', 'trend']
['pvr', 'inox', 'posts', 'q3', 'net', 'profit', 'at', 'rs', '12', 'crore', 'in', 'q3fy24']
['chiranjeevi', 'fans', 'celebrate', 'padma', 'vibhushan', 'honour', 'by', 'displaying', 'actors', 'pic', 'at', 'new', 'yorks', 'times', 'square']
['imran', 'khan', 'says', 'he', 'was', 'deceived', 'by', 'court', 'while', 'sentencing', 'in', 'graft', 'case']
['rahuls', 'claim', 'that', 'bihar', 'caste', 'survey', 'done', 'under', 'cong', 'pressure', 'nonsensical', 'nitish']
['indias', 'fiscal', 'deficit', 'for', 'april', 'december', 'at', 'rs', '9', '82', 'lakh', 'crore', 'narrows', 'to', '55', 'of', 'fy24', 'aim']
['5', 'insights', 'on', 'budget', '2024', 'from', 'market', 'veteran', 'madhu', 'kela']
['best', 'selling', 'torch', 'and', 'flashlights', 'for', 'indian', 'homes', 'starting', 'at', 'just', '299']
['in', 'auto', 'prefer', 'two', 'wheelers', 'hero', 'moto', 'top', 'pick', 'siddhartha', 'khemka']
['maqbool', 'completes', '20', 'years', 'vishal', 'bhardwaj', 'reflects', 'on', 'his', 'macbeth']
['nifty', 'sensex', 'rebound', 'to', 'settle', 'nearly', '1', 'pc', 'higher', 'ahead', 'of', 'interim', 'budget', '2024']
['petronet', 'lng', 'posts', 'record', 'profit', 'in', 'q3', 'at', 'rs', '1190', 'cr']
['a', 'budget', 'booster', 'shot', 'can', 'turn', 'india', 'into', 'a', 'global', 'pharma', 'powerhouse']
['chandigarh', 'mayoral', 'polls', 'will', 'approach', 'hc', 'for', 'fresh', 'elections', 'says', 'aaps', 'rahgav', 'chadha']
['rahul', 'gandhis', 'vehicle', 'attacked', 'in', 'bihars', 'katihar', 'not', 'in', 'bengal', 'its', 'nothing', 'but', 'drama', 'mamata', 'banerjee']
['indias', 'gold', 'consumption', 'in', '2023', 'dropped', 'by', '3', 'wgc']
['our', 'brands', 'have', 'a', 'style', 'and', 'energy', 'of', 'their', 'own', 'apeejay', 'surrendra', 'park', 'hotels', 'chairperson']
['gyanvapi', 'case', 'court', 'allows', 'hindu', 'side', 'to', 'offer', 'prayers', 'inside', 'mosque', 'puja', 'to', 'begin', 'in', 'seven', 'days']
['rahuls', 'claim', 'that', 'bihar', 'caste', 'survey', 'done', 'under', 'cong', 'pressure', 'nonsensical', 'nitish']
['gyanvapi', 'mosque', 'case', 'what', 'is', 'the', 'history', 'significance', 'and', 'timeline', 'of', 'the', 'case']
['indian', 'street', 'premier', 'league', 'co', 'owners', 'bid', 'a', 'record', 'rs', '1165', 'cr', 'for', 'six', 'city', 'teams']
['2100', 'cases', 'of', 'covid', 'sub', 'variant', 'jn', '1', 'its', 'lineages', 'detected', 'in', 'india', 'insacog']
['pvr', 'inox', 'q3', 'results', 'profit', 'falls', '20', 'to', 'rs', '12', '8', 'crore', 'revenue', 'up', '64']
['ntpc', 'gets', 'dipam', 'nod', 'to', 'list', 'arm', 'ntpc', 'green', 'energy', 'to', 'raise', 'rs', '10000', 'cr']
['bank', 'of', 'baroda', 'q3', 'results', 'net', 'profit', 'rises', '19', 'yoy', 'to', 'rs', '4579', 'crore', 'nii', 'up', '3']
['char', 'dham', 'yatra', 'made', 'easy', 'through', 'char', 'dham', 'rail', 'project']
['sh', 'dividend', 'announced']
['new', 'troubles', 'pile', 'on', 'fmcg', 'majors', 'as', 'they', 'await', 'consumption', 'uptick']
['piramal', 'pharma', 'posts', 'rs', '10', 'crore', 'net', 'profit', 'in', 'q3fy24']
['president', 'appoints', 'four', 'full', 'time', 'member', 'of', '16th', 'finance', 'commission']
['dropout', 'rate', 'has', 'reduced', 'enrolment', 'of', 'girls', 'sc', 'st', 'and', 'obc', 'students', 'in', 'higher', 'education', 'up', 'president', 'murmu']
['supreme', 'court', 'refuses', 'to', 'allow', 'woman', 'to', 'terminate', 'over', '32', 'week', 'pregnancy']
['unveiling', 'the', 'top', '10', 'football', 'jersey', 'in', 'india', 'in', '2024']
['mayank', 'agarwal', 'shares', 'update', 'from', 'hospital', 'bed', 'after', 'serious', 'health', 'scare', 'police', 'probe', 'on']
['union', 'budget', '2024', 'railway', 'stocks', 'gain', 'up', 'to', '5', 'on', 'hopes', 'of', '15', '20', 'higher', 'capex', 'allocation']
['2023', 'marked', 'a', 'terrific', 'year', 'in', 'apac', 'excluding', 'china', 'with', 'over', '80', 'deals', 'signed', 'marriott', 'international']
['budget', '2024', 'startup', 'community', 'seeks', 'diversification', 'to', 'smaller', 'cities', 'tax', 'incentives']
['delhi', 'excise', 'policy', 'case', 'ed', 'issues', 'fresh', 'summon', 'to', 'arvind', 'kejriwal']
['maruti', 'suzuki', 'q3', 'results', 'profit', 'zooms', '33', 'yoy', 'to', 'rs', '3207', 'crore', 'revenue', 'jumps', '15']
['ashwin', 'retains', 'no', '1', 'spot', 'bumrah', 'moves', 'to', '4th', 'in', 'icc', 'rankings']
['nova', 'agritech', 'makes', 'a', 'solid', 'debut', 'at', 'the', 'bourses', 'should', 'you', 'hold', 'or', 'exit']
['dabur', 'india', 'q3', 'results', 'consolidated', 'pat', 'rises', '8', 'yoy', 'to', 'rs', '514', 'crore']
['maruti', 'suzuki', 'q3', 'profit', 'up', '33', 'pc', 'at', 'rs', '3207', 'cr', 'on', 'higher', 'sales']
['max', 'healthcare', 'institute', 'q3', 'results', 'net', 'profit', 'rises', '26', 'yoy', 'to', 'rs', '338', 'crore']
['during', 'fy25', 'some', 'price', 'increase', 'would', 'come', 'from', 'oems', 'ramesh', 'iyer', 'mm', 'financial']
['mom', 'is', 'fit', 'and', 'fine', 'virat', 'kohlis', 'brother', 'clears', 'rumours', 'about', 'his', 'mothers', 'health']
['rajasthan', 'govt', 'transfers', '13', 'ips', 'officers', 'rajeev', 'kumar', 'sharma', 'appointed', 'new', 'dg', 'acb']
['sensex', 'jumps', 'over', '700', 'points', 'its', 'not', 'just', 'a', 'pre', 'budget', 'rally', 'as', '3', 'other', 'factors', 'also', 'in', 'play']
['farmers', 'get', 'nearly', 'rs', '18', 'lakh', 'crore', 'as', 'msp', 'for', 'wheat', 'paddy', 'crops', 'in', 'last', '10', 'years', 'president', 'murmu']
['anand', 'mahindra', 'gushes', 'about', 'indian', 'navys', 'daring', 'rescue', 'of', '19', 'pakistani', 'nationals', 'from', 'somali', 'pirates', 'thanks', 'officers', 'for', 'making', 'the', 'nation', 'safe']
['home', 'loans', 'above', 'rs', '75', 'lakh', 'account', 'for', '30', 'of', 'new', 'loans', 'check', 'latest', 'home', 'loan', 'interest', 'rates']
['urban', 'renewal', 'push', 'in', 'budget', 'shgs', 'may', 'be', 'covered', 'under', 'pm', 'svanidhi', 'micro', 'credit', 'facility', 'for', 'street', 'vendor', 'shgs']
['yashish', 'dahiya', 'on', '3', 'factors', 'will', 'lead', 'to', 'higher', 'profitability', 'for', 'pb', 'infotech', 'looking', 'ahead']
['mercedes', 'benz', 'sets', 'eyes', 'on', 'smaller', 'cities', 'to', 'fuel', 'further', 'growth']
['pg', 'hygiene', 'and', 'health', 'care', 'q2', 'results', 'profit', 'up', '10', '3', 'at', 'rs', '229', 'cr']
['navigating', 'the', 'path', 'of', 'progress', 'e', 'commerce', 'and', 'logistics', 'expectations', 'from', 'budget', '2024', '25']
['will', 'sit', 'on', 'dharna', 'from', 'feb', '2', 'if', 'centre', 'does', 'not', 'clear', 'bengals', 'dues', 'mamata', 'banerjee']
['fastag', 'kyc', 'deadline', 'today', 'otherwise', 'it', 'will', 'be', 'deactivated', 'how', 'to', 'check', 'and', 'update']
['lt', 'q3', 'results', 'net', 'profit', 'rises', '15', 'yoy', 'to', 'rs', '2947', 'crore']
['fo', 'stocks', 'titan', 'gmr', 'airports', 'infrastructure', 'among', '5', 'stocks', 'with', 'short', 'buildup']
['wont', 'turn', 'aggressive', 'long', 'before', 'nifty', 'crosses', '21800', '2', 'stocks', 'to', 'buy', 'now', 'aditya', 'agarwala']
