['dragonflies', 'spy', 'with', 'their', 'eyes', 'humans']
['india', 'iran', 'explore', 'possibility', 'of', 'roadmap', 'for', 'long', 'term', 'collaboration']
['rbi', 'cancels', 'licence', 'of', 'mudhol', 'co', 'op', 'bank', 'bagalkot', 'karnataka']
['liquor', 'prices', 'likely', 'to', 'drop', 'by', '30', '40', 'in', 'punjab', 'as', 'cabinet', 'approves', 'new', 'excise', 'policy']
['future', 'enterprises', 'defaults', 'on', 'rs', '1', '41', 'crore', 'interest', 'payment', 'for', 'ncds']
['hyderabad', 'gangrape', 'case', 'police', 'get', 'custody', 'of', 'adult', 'accused']
['vedanta', 'pledges', '5', '77', 'stake', 'in', 'hindustan', 'zinc', 'for', 'rs', '8000', 'crore', 'term', 'loan']
['these', 'bank', 'stocks', 'have', 'more', 'than', '20', 'upside', 'potential', 'according', 'to', 'analysts']
['rate', 'of', 'tds', 'on', 'virtual', 'digital', 'assets', 'shall', 'be', '1', 'per', 'cent', 'clarifies', 'government']
['uddhav', 'thackeray', 'slams', 'bjp', 'for', 'shaming', 'country', 'with', 'prophet', 'mohammed', 'remark']
['ahead', 'of', 'market', '12', 'things', 'that', 'will', 'decide', 'd', 'street', 'action', 'on', 'thursday']
['increase', 'in', 'msp', 'of', 'kharif', 'crops', 'will', 'empower', 'farmers', 'pm', 'modi']
['active', 'covid', '19', 'cases', 'breach', '1000', 'mark', 'in', 'tamil', 'nadu']
['media', 'speculates', 'pope', 'franciss', 'retirement', 'experts', 'are', 'sceptical']
['nclt', 'directs', 'investigation', 'against', 'wave', 'megacity', 'for', 'alleged', 'siphoning', 'of', 'homebuyers', 'money']
['rbi', 'hikes', 'repo', 'rate', 'by', '50', 'bps', 'debt', 'mutual', 'funds', 'may', 'be', 'hit']
['market', 'movers', 'hindustan', 'oil', 'jumps', '7', 'steel', 'stocks', 'rally', 'on', 'improved', 'outlook']
['seshadri', 'sen', 'three', 'sectors', 'to', 'help', 'build', 'rejig', 'portfolios', 'in', 'this', 'market']
['vistara', 'plans', 'synergies', 'with', 'air', 'india', 'leasing', 'boeing', 'dreamliners']
['arvind', 'kejriwal', 'enacting', 'drama', 'over', 'ed', 'action', 'against', 'jain', 'aap', 'will', 'draw', 'a', 'blank', 'in', 'hp', 'polls', 'anurag', 'thakur']
['hollywood', 'veteran', 'carol', 'burnett', 'joins', 'apple', 'tvs', 'period', 'comedy', 'mrs', 'american', 'pie']
['coordination', 'between', 'g7', 'g', '20', 'explored', 'to', 'address', 'global', 'challenges']
['fm', 'launches', 'easenext', 'reforms', 'agenda', 'for', 'psbs']
['actor', 'adivi', 'sesh', 'announces', 'major', 'sandeep', 'unnikrishnan', 'fund', 'for', 'cds', 'nda', 'aspirants']
['wipro', 'wins', 'petrobras', 'deal', 'with', 'servicenow']
['ayana', 'renewable', 'to', 'invest', 'rs', '1200', 'crore', 'in', 'wind', 'and', 'solar', 'projects', 'in', 'karnataka']
['china', 'releases', 'worlds', 'most', 'detailed', 'map', 'of', 'moon']
['nick', 'cannon', 'hints', 'hes', 'expecting', 'more', 'children', 'this', 'year']
['captain', 'mithali', 'raj', 'retires', 'from', 'international', 'cricket']
['india', 'one', 'of', 'few', 'countries', 'to', 'have', 'achieved', 'most', 'nationally', 'determined', 'contributions', 'bhupender', 'yadav']
['taapsee', 'pannu', 'pens', 'an', 'emotional', 'note', 'on', 'mithali', 'rajs', 'retirement', 'calls', 'cricketer', 'true', 'legend']
['india', 'rejects', 'environment', 'performance', 'index', '2022', 'that', 'ranked', 'it', 'lowest', 'among', '180', 'countries']
['novavax', 'shares', 'skyrocketed', 'as', 'fda', 'recommends', 'the', 'vaccine', 'for', 'covid19', 'in', 'the', 'u', 's']
['public', 'sector', 'bank', 'employees', 'threaten', 'to', 'go', 'on', 'strike', 'on', 'june', '27']
['heatwave', 'continues', 'in', 'northwest', 'central', 'india']
['simone', 'biles', 'other', 'gymnasts', 'seek', '1billion', 'from', 'fbi', 'for', 'mishandling', 'larry', 'nassar', 'sex', 'abuse', 'case']
['fpis', 'sold', 'rs', '16000', 'crore', 'worth', 'of', 'it', 'stocks', 'in', 'may', 'amid', 'volatility', 'in', 'rupee']
['music', 'maestro', 'a', 'r', 'rahman', 'named', 'ambassador', 'of', 'indo', 'uk', 'culture', 'platform']
['indian', 'fintech', 'market', 'expected', 'to', 'reach', 'usd', '150', 'bn', 'in', 'valuation', 'by', '2025', 'mos', 'finance']
['kristi', 'noem', 'trumps', 'ally', 'wins', 'in', 'south', 'dakota']
['congress', 'questions', 'pm', 'modis', 'silence', 'on', 'row', 'over', 'remarks', 'on', 'prophet']
['mumbai', 'logs', '1765', 'new', 'covid', '19', 'cases', 'highest', 'since', 'jan', '26', 'active', 'count', 'reaches', '7000']
['connecticut', 'woman', 'dies', 'of', 'powassan', 'virus', 'what', 'is', 'the', 'powassan', 'virus', 'its', 'symptoms', 'and', 'cure']
['front', 'running', 'case', 'sebi', 'bans', 'former', 'religare', 'finvest', 'employee', 'from', 'capital', 'mkt', 'levies', 'fine']
['gujarat', 'logs', '111', 'new', 'covid', '19', 'cases', 'daily', 'tally', 'crosses', '100', 'for', 'first', 'time', 'in', 'three', 'months']
['bankers', 'hail', 'rbis', 'monetary', 'policy', 'focus', 'on', 'taming', 'inflation']
['eam', 'jaishankar', 'holds', 'wide', 'ranging', 'talks', 'with', 'iranian', 'counterpart', 'after', 'row', 'over', 'prophet']
['nhai', 'creates', 'guinness', 'world', 'record', 'for', 'laying', 'longest', 'bituminous', 'lane', 'of', '75', 'kilometres', 'in', '105', 'hours']
['nmc', 'proposes', 'allowing', 'doctors', 'to', 'refuse', 'treatment', 'in', 'case', 'of', 'abusive', 'and', 'violent', 'patients', 'or', 'relatives']
['assam', 'planning', 'to', 'start', 'millet', 'mission', 'says', 'state', 'agri', 'minister']
['jim', 'seals', 'half', 'of', '1970s', 'group', 'seals', 'and', 'crofts', 'dies', 'at', 'the', 'age', 'of', '80']
['cybersecurity', 'startup', 'subcom', 'raises', '1', 'million', 'in', 'funding', 'led', 'by', 'yournest']
['sebi', 'orders', 'attachment', 'of', 'bank', 'demat', 'accounts', 'of', 'rose', 'valley', '4', 'others', 'to', 'recover', 'over', 'rs', '5000', 'cr', 'sebi', 'confirms', 'capital', 'mkt', 'ban', 'on', 'capital', 'stroke', '3', 'others']
['coinbases', 'hiring', 'freeze', 'shatters', 'crypto', 'hopefuls', 'career', 'plans']
['cricket', 'fraternity', 'hails', 'mithali', 'raj', 'for', 'being', 'an', 'inspiration']
['dri', 'customs', 'destroys', '44000', 'kilogram', 'of', 'narcotic', 'substances']
['du', 'to', 'hike', 'university', 'development', 'fee', 'by', 'rs', '300', 'from', 'academic', 'year', '2022', '23']
['kamal', 'haasan', 'gifts', 'rolex', 'watch', 'to', 'suriya', 'lexus', 'es', '300h', 'to', 'lokesh', 'kanagaraj', 'as', 'vikram', 'crosses', 'rs', '200', 'cr', 'mark']
['assam', 'police', 'has', 'special', 'cells', 'for', 'women', 'community', 'approach', 'tata', 'institute', 'of', 'social', 'sciences', 'tiss', 'to', 'be', 'manning', 'these', 'special', 'cells']
['ed', 'files', 'charge', 'sheet', 'in', 'jharkhand', 'chit', 'fund', 'scam', 'probe']
['excited', 'to', 'connect', 'with', 'indian', 'audience', 'with', 'sadqay', 'tumhare', 'says', 'raees', 'star', 'mahira', 'khan']
['brookfield', 'commissions', 'first', 'solar', 'project', 'in', 'india', 'with', '445', 'mw', 'capacity']
['dgca', 'mandates', 'masks', 'in', 'flight', 'as', 'covid', 'cases', 'rise', 'again']
['sugar', 'exporters', 'are', 'not', 'very', 'happy', 'with', 'indias', 'sales', 'curbs']
['deputy', 'jailor', 'of', 'banda', 'prison', 'where', 'muktar', 'ansari', 'is', 'lodged', 'suspended']
['record', '80', 'lakh', 'tourists', 'visited', 'kashmir', 'in', 'recent', 'months', 'anantnag', 'dc', 'office']
['calcutta', 'hc', 'asks', 'cbi', 'to', 'probe', 'allegations', 'of', 'primary', 'teachers', 'job', 'scam', 'in', 'bengal']
['switch', 'over', 'to', 'e', 'office', 'completely', 'by', 'june', '30', 'delhi', 'govt', 'tells', 'all', 'depts']
['covid', '19', 'maharashtras', 'single', 'day', 'infection', 'count', 'goes', 'above', '2700', 'active', 'cases', 'now', '9806']
['kl', 'rahul', 'ruled', 'out', 'of', 'entire', 'series', 'pant', 'to', 'captain', 'team', 'against', 'proteas']
['credit', 'cards', 'on', 'upi', 'soon', 'says', 'rbi', 'two', 'senior', 'execs', 'quit', 'bharatpe']
['congress', 'to', 'put', 'up', 'show', 'of', 'strength', 'on', 'monday', 'when', 'rahul', 'appears', 'before', 'ed']
['niper', 'jee', '2022', 'hall', 'tickets', 'released', 'here', 'is', 'the', 'link', 'for', 'download']
['rbi', 'governor', 'to', 'deliver', 'lecture', 'on', 'indian', 'businesses', 'on', 'thursday']
['punjab', 'police', 'seeks', 'red', 'corner', 'notice', 'for', 'goldy', 'brar', 'in', 'sidhu', 'moosewala', 'killing']
['morgan', 'stanleys', 'ridham', 'desai', 'on', 'why', 'banking', 'sector', 'is', 'in', 'a', 'sweet', 'spot']
['no', 'let', 'up', 'in', 'heatwave', 'in', 'delhi', 'respite', 'likely', 'in', 'two', 'days']
['india', 'tour', 'of', 'sri', 'lanka', 'harmanpreet', 'kaur', 'named', 'odi', 'captain', 'jhulan', 'goswami', 'left', 'out']
['rbis', 'rate', 'hike', 'is', 'it', 'negative', 'or', 'positive', 'for', 'equity', 'investors', 'experts', 'decode']
['delhi', 'video', 'of', '5', 'yr', 'old', 'lying', 'on', 'terrace', 'with', 'hands', 'legs', 'tied', 'surfaces', 'netizens', 'demand', 'action']
['visa', 'scam', 'ed', 'opposes', 'karti', 'chidambarams', 'anticipatory', 'bail', 'plea', 'in', 'money', 'laundering', 'case', 'in', 'hc']
['co', 'operative', 'banks', 'permitted', 'more', 'activities', 'on', 'par', 'with', 'commercial', 'banks']
['betterplace', 'acquires', 'ezedox', 'in', 'an', 'all', 'cash', 'deal']
['your', 'emis', 'are', 'set', 'to', 'see', 'sharp', 'jump', 'as', 'banks', 'likely', 'to', 'jack', 'up', 'lending', 'rates']
['pakistan', 'govt', 'bans', 'wedding', 'ceremonies', 'in', 'islamabad', 'after', '10', 'pm', 'to', 'conserve', 'energy', 'reports']
['cabinet', 'hikes', 'msp', 'for', 'kharif', 'marketing', 'season', '2022', '23']
['dont', 'sell', 'country', 'for', 'few', 'pieces', 'of', 'gold', 'bjp', 'to', 'kerala', 'government']
['kerala', 'sslc', '2022', 'results', 'on', 'june', '10', 'announces', 'minister']
['traffic', 'inspector', 'assaulted', 'over', 'issuing', 'challan', 'in', 'delhi', '6', 'detained']
['cabinet', 'approves', 'transfer', 'of', '10', 'in', 'orbit', 'communication', 'satellites', 'to', 'public', 'sector', 'enterprise']
['teach', 'marathi', 'in', 'up', 'schools', 'for', 'better', 'job', 'prospects', 'of', 'students', 'in', 'maharashtra', 'bjps', 'kripashankar', 'singh', 'writes', 'to', 'yogi']
['expect', 'current', 'account', 'deficit', 'to', 'remain', 'at', 'sustainable', 'level', 'shaktikanta', 'das']
['rs', 'polls', 'court', 'to', 'decide', 'on', 'temporary', 'bail', 'pleas', 'of', 'anil', 'deshmukh', 'nawab', 'malik', 'on', 'june', '9']
['doctor', 'strange', 'writer', 'bowled', 'over', 'by', 'rrr', 'calls', 'rajamouli', 'directorial', 'the', 'most', 'sincere', 'weirdest', 'blockbuster']
['rbi', 'policy', 'inflation', 'key', 'parameter', 'to', 'track', 'as', 'growth', 'takes', 'back', 'seat', 'for', 'now']
['sensex', 'extends', 'losing', 'run', 'to', '4th', 'day', 'ends', '215', 'pts', 'lower', 'nifty', 'below', '16400']
['nmc', 'proposes', 'use', 'of', 'med', 'dr', 'as', 'prefix', 'for', 'practitioners', 'of', 'modern', 'medicine']
['tcs', 'wipro', 'to', 'work', 'at', 'ibms', 'kochi', 'centre', 'to', 'co', 'create', 'ai', 'based', 'automation', 'tech']
['jetsynthesys', 'to', 'invest', '100', 'million', 'in', 'acquiring', 'studios', 'through', 'new', 'startup', 'jetapult']
['policybazaar', 'shares', 'fall', 'over', '10', 'as', 'founder', 'sells', 'shares', 'in', 'open', 'market']
['bts', 'rapper', 'j', 'hope', 'becomes', '1st', 'korean', 'star', 'to', 'headline', 'lollapalooza', 'music', 'festival']
['sii', 'seeks', 'from', 'dcgi', 'market', 'authorisation', 'for', 'indias', 'first', 'qhpv', 'vaccine', 'against', 'cervical', 'cancer']
['assam', 'cm', 'himanta', 'biswa', 'sarma', 'announces', 'cabinet', 'expansion']
['lg', 'manoj', 'sinha', 'visits', 'slain', 'teachers', 'house', 'in', 'j', 'ks', 'samba', 'assures', 'support', 'to', 'her', 'family']
['deadline', 'to', 'submit', 'reliance', 'capital', 'resolution', 'plans', 'likely', 'to', 'be', 'extended']
['tmc', 'has', 'no', 'principles', 'party', 'only', 'has', 'syndicates', 'bjp', 'national', 'president', 'jp', 'nadda', 'in', 'kolkata']
['rbi', 'guv', 'shaktikanta', 'das', 'bats', 'for', 'cut', 'in', 'state', 'taxes', 'on', 'petrol', 'diesel']
['no', 'justification', 'for', 'allocating', 'spectrum', 'to', 'enterprises', 'for', 'operating', 'pvt', 'captive', 'networks', 'coai']
['johnny', 'depps', 'lawyer', 'camille', 'vasquez', 'promoted', 'to', 'partner', 'by', 'firm', 'after', 'success', 'in', 'defamation', 'case']
['apm', 'terminals', 'pipavav', 'commissions', '1000', 'kwp', 'rooftop', 'solar', 'power', 'plant']
['limited', 'impact', 'on', 'telcos', 'from', 'interest', 'rate', 'hike', 'forex', 'fluctuations', 'jp', 'morgan']
['tech', 'view', 'nifty', 'breaks', 'below', 'the', 'support', 'of', '16400', 'look', 'for', 'selling', 'opportunities', 'say', 'analysts']
['yes', 'bank', 'to', 'seek', 'another', 'term', 'for', 'ceo', 'rejig', 'board']
['customs', 'helps', 'ricky', 'kej', 'get', 'his', 'grammy', 'medallion', 'stuck', 'for', '2', 'months', 'after', 'twitter', 'appeal']
['liquor', 'license', 'cant', 'be', 'cancelled', 'for', 'public', 'sentiment', 'against', 'vend', 'location', 'delhi', 'hc']
['these', 'are', 'the', 'worlds', '20', 'most', 'expensive', 'cities', 'for', 'expats']
['uks', 'new', 'work', 'visa', 'is', 'it', 'actually', 'bright', 'for', 'the', 'best', 'and', 'brightest']
['rate', 'hike', 'withdrawal', 'of', 'accommodation', 'calibrated', 'to', 'evolving', 'inflation', 'growth', 'dynamics', 'rbi', 'governor']
['kartik', 'aaryan', 'fanboys', 'over', 'marvel', 'says', 'he', 'would', 'love', 'to', 'play', 'spider', 'man']
['headwinds', 'galore', 'but', 'these', 'stocks', 'can', 'be', 'good', 'bets', 'from', 'retail', 'sector']
['all', 'conspiracies', 'against', 'aap', 'fail', 'as', 'we', 'have', 'gods', 'blessings', 'arvind', 'kejriwal']
['clat', 'admit', 'card', '2022', 'how', 'to', 'download', 'from', 'consortium', 'of', 'nlus', 'website']
['rbse', 'results', 'for', 'class', '5th', '8th', 'check', 'here', 'for', 'links', 'to', 'know', 'the', 'results']
['mswipe', 'technologies', 'announces', 'slew', 'of', 'senior', 'appointments']
['government', 'working', 'on', 'new', 'platform', 'for', 'police', 'to', 'track', 'crimes', 'criminals']
['metaverse', 'tokens', 'like', 'decentraland', 'sandbox', 'and', 'axie', 'infinity', 'have', 'risen', 'nearly', '400', 'in', 'a', 'year', 'despite', 'the', 'sell', 'off', 'in', 'crypto', 'market']
['oil', 'on', 'boil', 'brent', 'crude', 'prices', 'can', 'rally', 'to', '145', '150']
['monkeypox', 'virus', 'spreading', 'since', '2017', 'had', 'undergone', '47', 'mutations', 'since', 'then', 'says', 'study']
['hinduja', 'tech', 'partners', 'with', 'senseye', 'to', 'develop', 'best', 'in', 'class', 'iot', 'solutions']
['rbi', 'governor', 'shaktikanta', 'das', 'asks', 'people', 'to', 'approach', 'local', 'police', 'for', 'issues', 'against', 'unregistered', 'digital', 'lending', 'apps']
['no', 'need', 'for', 'anti', 'conversion', 'law', 'in', 'bihar', 'nitish', 'kumar']
['dgca', 'gets', 'strict', 'on', 'those', 'not', 'wearing', 'masks', 'violators', 'can', 'be', 'put', 'on', 'no', 'fly', 'list']
['will', 'respond', 'promptly', 'correctly', 'to', 'tns', 'opposition', 'to', 'discuss', 'mekedatu', 'project', 'says', 'karnataka', 'cm']
['johnny', 'depp', 'thanks', 'fans', 'for', 'their', 'unwavering', 'support', 'talks', 'about', 'moving', 'forward', 'in', 'new', 'tiktok', 'video']
['ukraine', 'dismisses', 'moscows', 'assurances', 'over', 'grain', 'shipments', 'as', 'empty', 'words']
['world', 'brain', 'tumour', 'day', 'from', 'vision', 'changes', 'hearing', 'loss', 'to', 'anger', 'depression', 'here', 'are', 'symptoms', 'you', 'must', 'not', 'ignore']
['up', 'board', 'result', '2022', 'results', 'for', 'upmsp', 'classes', '10', '12', 'soon', 'to', 'be', 'declared']
['rbi', 'policy', 'customers', 'no', 'longer', 'need', 'to', 'input', 'otp', 'for', 'e', 'mandates', 'up', 'to', 'rs', '15000']
['farhan', 'akhtar', 'is', 'a', 'fascinating', 'person', 'and', 'he', 'looks', 'so', 'cool', 'in', 'our', 'show', 'says', 'ms', 'marvel', 'star', 'iman', 'vellani']
['rajnath', 'singh', 'meets', 'vietnamese', 'counterpart', 'signs', 'joint', 'vision', 'statement', 'to', 'significantly', 'enhance', 'defence', 'cooperation']
['despite', 'rate', 'cut', 'epf', 'vpf', '8', '1', 'return', 'still', 'best', 'in', 'tax', 'free', 'heres', 'how', 'much', 'you', 'can', 'invest']
['nexus', 'malls', 'reveals', 'new', 'brand', 'identity']
['indias', 'sugar', 'exports', 'at', 'record', '8', '6', 'mn', 'tonne', 'till', 'may', 'this', 'year', 'isma']
['all', 'about', 'pradhan', 'mantri', 'jeevan', 'jyoti', 'bima', 'yojana']
['solar', 'open', 'access', 'additions', 'grow', '22', 'in', 'jan', 'mar', 'cumulative', 'capacity', 'hits', '5', '7', 'gw', 'mark', 'report']
['better', 'com', 'ceo', 'vishal', 'garg', 'who', 'sacked', '900', 'employees', 'on', 'zoom', 'call', 'sued', 'for', 'misleading', 'investors', 'by', 'former', 'exec']
['analysts', 'are', 'betting', 'on', 'these', 'stocks', 'as', 'rbi', 'hikes', 'rates']
['rate', 'hike', 'taking', 'us', 'closer', 'to', 'pre', 'pandemic', 'levels', 'sanjiv', 'bajaj', 'president', 'cii']
['rbi', 'rate', 'hike', 'implies', 'costlier', 'home', 'loans', 'but', 'co', 'op', 'bank', 'step', 'brings', 'shine', 'to', 'realty', 'stocks']
['foreign', 'investors', 'returned', 'to', 'china', 'capital', 'markets', 'in', 'may', 'despite', 'lockdowns']
['rupee', 'gains', '3', 'paise', 'to', 'close', 'at', '77', '75', 'against', 'us', 'dollar']
['cancellation', 'of', 'licence', 'of', 'a', 'liquor', 'vend', 'all', 'you', 'need', 'to', 'know', 'about', 'the', 'delhi', 'high', 'court', 'ruling']
['coming', 'years', 'will', 'belong', 'to', 'those', 'who', 'have', 'invested', 'in', 'healthcare', 'pm', 'modi']
['around', '90', 'million', 'users', 'flocked', 'to', 'crypto', 'bandwagon', 'in', 'march', '2022', 'report']
['one', 'person', 'dead', 'after', 'car', 'drives', 'into', 'crowd', 'on', 'berlin', 'street']
['some', 'defence', 'infra', 'being', 'set', 'up', 'by', 'china', 'near', 'its', 'border', 'with', 'india', 'alarming', 'us', 'commander']
['indias', 'data', 'centre', 'capacity', 'expected', 'to', 'double', 'by', 'fiscal', '2025', 'crisil']
['gold', 'marginally', 'higher', 'by', 'rs', '30', 'silver', 'gains', 'rs', '133']
['bpcl', 'winds', 'up', 'data', 'room', 'after', 'govt', 'puts', 'off', 'privatisation']
['nothing', 'to', 'hide', 'from', 'ed', 'congress', 'on', 'summons', 'to', 'sonia', 'gandhi', 'rahul', 'gandhi']
['mobikwik', 'plots', '100', 'million', 'fundraise', 'after', 'delaying', 'ipo']
['3', 'factors', 'that', 'can', 'make', 'zomato', 'profitable', 'in', 'the', 'next', 'few', 'years']
['sc', 'rejects', 'appeal', 'against', 'delhi', 'judicial', 'service', 'prelims', 'exam']
['jack', 'quaid', 'says', 'the', 'boys', 'team', 'is', 'like', 'a', 'little', 'family', 'which', 'has', 'a', 'penchant', 'to', 'make', 'messed', 'up', 'content']
['hdfc', 'bank', 'hikes', 'mclr', 'on', 'loans', 'how', 'much', 'your', 'emis', 'will', 'go', 'up']
['sc', 'pulls', 'up', 'mcc', 'over', '1450', 'vacant', 'seats', 'in', 'neet', 'pg', '21', 'says', 'it', 'leads', 'to', 'dearth', 'of', 'doctors']
['alternative', 'investment', 'platform', 'jiraaf', 'raises', '7', '5', 'million', 'funding', 'from', 'accel', 'and', 'others']
['aap', 'dissolves', 'its', 'gujarat', 'organisation', 'structure', 'ahead', 'of', 'assembly', 'polls']
['satellites', 'could', 'soon', 'beam', 'clean', 'power', 'down', 'to', 'earth', 'all', 'details', 'here']
['lalu', 'prasad', 'yadav', 'fined', 'rs', '6000', 'for', 'violating', 'model', 'code', 'of', 'conduct', 'in', '2009']
['indonesia', 'is', 'trying', 'to', 'lure', 'digital', 'nomads', 'with', 'the', 'promise', 'of', 'a', '5', 'year', 'work', 'visa']
['sat', 'directs', 'malvinder', 'mohan', 'singh', 'malav', 'holdings', 'to', 'deposit', '50', 'pc', 'of', 'sebi', 'penalty', 'amount']
['home', 'loan', 'limit', 'doubles', 'for', 'individual', 'borrowers', 'in', 'co', 'operative', 'banks']
['rate', 'hikes', 'wont', 'have', 'large', 'impact', 'on', 'corporate', 'credit', 'offtake', 'ashwini', 'k', 'tewari', 'md', 'sbi']
['citi', 'sees', 'a', '13', 'trn', 'opportunity', 'in', 'metaverse', 'does', 'it', 'have', 'the', 'potential']
['after', 'coinbase', 'wazirx', 'and', 'unocoin', 'to', 'slow', 'down', 'hiring']
['nata', 'admit', 'card', 'for', '2022', 'has', 'been', 'released', 'check', 'for', 'link', 'to', 'download', 'it']
['nifty', 'bulls', 'have', 'two', 'allies', 'to', 'fight', 'volatility', 'in', 'stock', 'market', 'hdfc', 'mf', 'ceo', 'navneet', 'munot']
['anicut', 'capital', 'raises', 'rs', '110', 'crore', 'to', 'invest', 'in', 'startups']
['heres', 'what', 'you', 'need', 'to', 'know', 'about', 'gupta', 'brothers']
['deepinder', 'goyal', 'akshant', 'goyal', 'here', 'is', 'how', 'much', 'zomatos', 'dream', 'team', 'earned', 'since', 'october', '2021']
['ozark', 'star', 'julia', 'garner', 'offered', 'to', 'play', 'madonna', 'in', 'pop', 'icons', 'biopic']
['india', 'says', 'environmental', 'performance', 'index', 'based', 'on', 'unscientific', 'methods']
['porsche', 'forays', 'into', 'pre', 'owned', 'car', 'segment', 'in', 'india']
['singer', 'kk', 'complained', 'of', 'pain', 'in', 'arms', 'severe', 'fatigue', 'before', 'concert', 'final', 'autopsy', 'report', 'says', 'hypoxia', 'led', 'to', 'heart', 'failure']
['edge', 'mastercard', 'allows', 'payment', 'with', 'cryptos']
['debt', 'fund', 'managers', 'decode', 'rbis', '50bps', 'rate', 'hike']
['rupay', 'credit', 'cards', 'will', 'soon', 'be', 'linked', 'to', 'upi', 'says', 'rbi', 'governor', 'shaktikanta', 'das']
['22', 'people', 'killed', 'as', 'van', 'falls', 'into', 'ravine', 'in', 'pakistans', 'balochistan']
['home', 'loan', 'rates', 'enter', 'red', 'zone', 'will', 'dent', 'affordable', 'and', 'mid', 'segment', 'sales', 'the', 'most']
['tumour', 'vanishes', 'in', 'all', '12', 'rectal', 'cancer', 'patients', 'in', 'rare', 'medical', 'trial', 'result']
['bull', 'market', 'intact', 'its', 'just', 'a', 'correction', 'madhu', 'kela']
['government', 'mindful', 'of', 'inflation', 'situation', 'says', 'rbi', 'governor', 'das']
['analysts', 'see', 'rbi', 'taking', 'policy', 'rates', 'well', 'above', 'pre', 'pandemic', 'levels', 'by', 'march']
['sebi', 'raises', 'concern', 'on', 'crypto', 'says', 'that', 'its', 'decentralised', 'nature', 'makes', 'them', 'harder', 'to', 'regulate']
['rbi', 'announces', 'measures', 'for', 'cooperative', 'banks', 'to', 'enhance', 'credit', 'flow', 'for', 'housing', 'sector']
['double', 'whammy', 'for', 'new', 'home', 'buyers', 'with', 'rising', 'property', 'price', 'and', 'interest', 'rate']
['karan', 'johars', '50th', 'bday', 'bash', 'turns', 'into', 'covid', 'hotspot', 'did', 'srk', 'katrina', 'kaif', 'contract', 'the', 'infection', 'at', 'the', 'party']
['lt', 'finance', 'holdings', 'ticks', 'all', 'the', 'right', 'boxes', 'but', 'still', 'delivers', 'short', 'of', 'expectations']
['monetary', 'fiscal', 'authorities', 'taking', 'steps', 'to', 'moderate', 'inflation', 'push', 'growth', 'dea', 'secretary', 'ajay', 'seth']
['maharashtra', 'continues', 'its', 'investment', 'momentum', 'signs', 'deal', 'worth', 'inr', '80000', 'cr', 'at', 'wef', 'davos']
['monetary', 'policy', 'war', 'has', 'led', 'to', 'globalisation', 'of', 'inflation', 'says', 'rbis', 'das']
['hints', 'clues', 'and', 'answer', 'for', 'quordle', '135', 'june', '8', '2022']
['film', 'maker', 'todd', 'phillips', 'teases', 'joker', 'sequel', 'with', 'joaquin', 'phoenixs', 'return']
['rbi', 'hikes', 'rates', 'by', '50', 'bps', 'here', 'are', 'the', 'top', '10', 'takeaways']
