['turning', 'on', 'the', 'india', 'us', 'axis']
['nscn', 'attached', 'great', 'importance', 'to', 'the', 'naga', 'national', 'flag', 'and', 'constitution', 'as', 'part', 'of', 'naga', 'political', 'solution']
['omar', 'abdullah', 'questions', 'congress', 'doublespeak', 'on', 'role', 'of', 'central', 'agencies']
['super', 'jungle', 'raj', 'congress', 'demands', 'presidents', 'rule', 'in', 'tripura']
['weekly', 'options', 'strategy', 'as', 'nifty50', 'looks', 'to', 'consolidate', 'go', 'for', 'bear', 'put', 'spread']
['around', '6670', 'scooters', 'distributed', 'among', 'community', 'cadres', 'under', 'assam', 'state', 'rural', 'livelihood', 'mission']
['what', 'does', 'the', 'queen', 'like', 'with', 'tea', 'jam', 'sandwiches', 'every', 'day']
['eknath', 'shinde', 'camp', 'cannot', 'function', 'without', 'money', 'loyal', 'shiv', 'sainiks', 'with', 'me', 'uddhav', 'thackeray']
['centre', 'trying', 'to', 'increase', 'women', 'personnel', 'in', 'police', 'forces', 'union', 'minister', 'nityanand', 'rai']
['bjp', 'demands', 'removal', 'of', 'bihars', 'new', 'agriculture', 'minister', 'over', 'rice', 'scam', 'allegation']
['polio', 'in', 'us', 'uk', 'and', 'israel', 'reveals', 'rare', 'risk', 'of', 'oral', 'vaccine']
['litigation', 'is', 'like', 'bleeding', 'wound', 'says', 'cji', 'designate', 'justice', 'uday', 'umesh', 'lalit', 'wants', 'free', 'legal', 'aid', 'for', 'poor']
['mumbai', 'attack', 'threat', 'cops', 'quiz', 'virar', 'man', 'for', 'second', 'day', 'in', 'row']
['kolkata', 'port', 'to', 'invite', 'private', 'parties', 'to', 'modernise', 'operate', 'netaji', 'subhas', 'dock', 'berths']
['mizoram', 'cm', 'zoramthanga', 'tenders', 'apology', 'for', 'his', 'daughters', 'misbehaviour', 'with', 'dermatologist']
['cbi', 'issues', 'look', 'out', 'circular', 'against', '8', 'accused', 'named', 'in', 'delhi', 'excise', 'policy', 'fir']
['with', 'chance', 'of', 'postponement', 'slim', 'parties', 'gearing', 'up', 'for', 'bengalurus', 'civic', 'body', 'polls']
['up', 'in', 'the', 'air', '11', 'pilots', 'attempted', 'to', 'land', 'in', 'kolkata', 'airport', 'on', 'friday', 'thwarted', 'by', 'strong', 'winds']
['will', 'start', 'protest', 'if', 'we', 'dont', 'get', 'justice', 'for', 'my', 'son', 'says', 'moosewalas', 'mother']
['comedians', 'influencers', 'hyderabad', 'linked', 'licensees', 'toolkits', 'on', 'radar', 'in', 'liquor', 'license', 'probe']
['motorist', 'slaps', 'toll', 'plaza', 'employee', 'in', 'madhya', 'pradesh', 'after', 'being', 'asked', 'for', 'documentation']
['all', '23', 'aiims', 'to', 'be', 'named', 'after', 'local', 'heroes', 'monuments']
['indias', 'first', 'indigenously', 'built', 'hydrogen', 'fuel', 'cell', 'bus', 'by', 'csir', 'kpit', 'launched', 'in', 'pune']
['bjp', 'makes', 'changes', 'to', 'address', 'organisational', 'issues', 'political', 'challenges']
['actor', 'anna', 'karen', 'leaves', '400000', 'fortune', 'to', 'a', 'bbc', 'eastenders', 'star', 'post', 'death']
['arvind', 'kejriwal', 'becoming', 'next', 'pm', 'not', 'individuals', 'ambition', 'but', 'whole', 'country', 'wants', 'it', 'manish', 'sisodia']
['spartacus', 'actor', 'ioane', 'john', 'king', 'dies', 'at', '49', 'after', 'battling', 'with', 'cancer', 'tributes', 'pour', 'in']
['are', 'you', 'game', 'of', 'thrones', 'fan', 'now', 'got', 'prequel', 'to', 'take', 'over', 'your', 'sunday', 'plan']
['india', 'abstained', 'from', 'un', 'voting', 'on', 'russias', 'invasion', 'of', 'ukraine', 'due', 'to', 'various', 'considerations']
['14th', 'century', 'indo', 'persian', 'sword', '6', 'other', 'artefacts', 'being', 'repatriated', 'from', 'uk', 'g', 'kishan', 'reddy']
['pro', 'putin', 'rapper', 'opens', 'starbucks', 'successor', 'in', 'moscow']
['ashok', 'gehlot', 'accuses', 'centre', 'of', 'ignoring', 'jawaharlal', 'nehru', 'during', 'i', 'day', 'celebrations']
['liverpool', 'woman', 'shot', 'dead', 'in', 'own', 'house', 'garden', 'police', 'hunt', 'suspect']
['singapore', 'will', 'decriminalise', 'sex', 'between', 'men', 'pm']
['baseless', 'dolo', '650', 'maker', 'micro', 'labs', 'rejects', 'allegations', 'of', 'rs', '1000', 'crore', 'worth', 'freebies', 'to', 'doctors']
['new', 'long', 'fingered', 'bat', 'species', 'discovered', 'in', 'india', 'sri', 'lanka', 'team', 'members']
['andhra', 'pradesh', 'bjp', 'chief', 'hints', 'at', 'tremors', 'says', 'jagan', 'mohan', 'reddy', 'will', 'tremble']
['model', 'kendall', 'jenner', 'talks', 'about', 'that', 'one', 'thing', 'that', 'keeps', 'her', 'up', 'at', 'night']
['uber', 'and', 'lyft', 'drivers', 'complaints', 'are', 'a', 'startup', 'opportunity']
['if', 'opposition', 'comes', 'around', 'nitish', 'kumar', 'could', 'emerge', 'strong', 'candidate', 'for', 'pm', 'tejashwi', 'yadav']
['mani', 'ratnams', 'magnum', 'opus', 'ponniyin', 'selvan', 'i', 'set', 'to', 'hit', 'imax', 'screens']
['zawe', 'ashton', 'doing', 'pregnancy', 'her', 'way', 'heres', 'what', 'actor', 'has', 'to', 'say']
['braveheart', 'dadi', 'video', 'of', 'old', 'woman', 'participating', 'in', 'dahi', 'handi', 'goes', 'viral', 'watch', 'here']
['congress', 'seeks', 'sisodias', 'resignation', 'over', 'excise', 'policy', 'row']
['nitish', 'to', 'be', 'best', 'pm', 'but', 'jdu', 'wont', 'insist', 'on', 'it', 'at', 'cost', 'of', 'opposition', 'unity', 'says', 'kushwaha']
['ahead', 'of', 'market', '10', 'things', 'that', 'will', 'decide', 'stock', 'action', 'on', 'monday']
['amit', 'shah', 'to', 'meet', 'tollywood', 'star', 'jr', 'ntr', 'during', 'visit', 'to', 'telangana']
['2', 'mes', 'officials', 'contractors', 'arrested', 'by', 'cbi', 'in', 'rs', '22', '48', 'lakh', 'bribery', 'case']
['online', 'games', 'fortnite', 'and', 'destiny', '2', 'to', 'cross', 'over', 'each', 'other', 'soon']
['foot', 'pedals', 'braille', 'on', 'taps', 'new', 'draft', 'guidelines', 'of', 'piped', 'water', 'supply', 'for', 'disabled', 'elderly']
['paytm', 'shareholders', 'vote', 'for', 'reappointment', 'of', 'vijay', 'shekhar', 'sharma', 'as', 'company', 'md']
['billionaire', 'sheryl', 'sandberg', 'ties', 'knot', 'with', 'former', 'nbc', 'news', 'producer', 'tom', 'bernthal']
['govt', 'amends', 'rules', 'for', 'physical', 'verification', 'of', 'companies', 'registered', 'office', 'addresses']
['kcr', 'family', 'members', 'attended', 'meetings', 'on', 'delhi', 'excise', 'policy', 'formulation', 'bjp', 'mp', 'parvesh', 'verma']
['k', 'pop', 'and', 'future', 'impacts', 'of', 'its', 'dominance', 'experts', 'views', 'on', 'fandom', 'of', 'korean', 'culture']
['tom', 'cruises', 'top', 'gun', 'maverick', 'mints', 'more', 'than', 'avengers', 'infinity', 'war', 'at', 'us', 'box', 'office']
['need', 'to', 'completely', 'eradicate', 'caste', 'system', 'adopt', 'zero', 'tolerance', 'for', 'prejudice', 'meira', 'kumar']
['bjp', 'says', 'arvind', 'kejriwal', 'kingpin', 'of', 'excise', 'policy', 'scam', 'handcuffs', 'getting', 'close', 'to', 'him']
['ugc', 'grants', 'foreign', 'students', '25', 'extra', 'seats', 'no', 'entrance', 'test', 'in', 'india']
['woman', 'detained', 'for', 'manhandling', 'security', 'guard', 'at', 'noida', 'society']
['jdu', 'national', 'executive', 'council', 'to', 'meet', 'on', 'sept', '3', '4', 'in', 'patna']
['lg', 'says', 'one', 'thing', 'police', 'does', 'something', 'entirely', 'different', 'omar', 'abdullah']
['hm', 'amit', 'shah', 'to', 'chair', 'central', 'zonal', 'council', 'meet', 'in', 'bhopal', 'monday']
['who', 'epidemiologist', 'warns', 'against', 'more', 'transmissible', 'covid', 'variants']
['rakesh', 'tikait', 'detained', 'by', 'delhi', 'police', 'on', 'way', 'to', 'jantar', 'mantar', 'protest']
['recession', 'fears', 'set', 'to', 'split', 'stocks', 'and', 'bonds', 'after', 'summer', 'rally']
['central', 'bank', 'of', 'india', 'likely', 'to', 'exit', 'rbi', 'pca', 'framework', 'soon']
['dicgc', 'to', 'make', 'payments', 'in', 'october', 'to', 'depositors', 'of', '17', 'co', 'op', 'banks', 'facing', 'rbi', 'restrictions']
['congress', 'aap', 'ask', 'gujarat', 'govt', 'to', 'make', 'public', 'reasons', 'for', 'divesting', 'of', 'portfolios', 'of', '2', 'cabinet', 'ministers']
['kannur', 'vc', 'a', 'criminal', 'was', 'part', 'of', 'conspiracy', 'to', 'attack', 'me', 'kerala', 'governor']
['netaji', 'died', 'in', 'air', 'crash', 'tales', 'of', 'non', 'existent', 'afterlife', 'are', 'attempts', 'to', 'exploit', 'his', 'popularity', 'sugato', 'bose']
['bihar', 'daily', 'wager', 'gets', 'it', 'notice', 'of', 'rs', '37', '5', 'lakh']
['moderate', 'demand', 'outlook', 'and', 'easing', 'supply', 'tensions', 'plunge', 'crude', 'oil', 'prices', 'to', '6', 'month', 'lows']
['bootie', 'brown', 'tame', 'impalas', 'collaboration', 'with', 'gorillaz', 'new', 'gold', 'make', 'debut', 'in', 'londons', 'all', 'points', 'east', 'festival']
['homes', 'are', 'not', 'sweet', 'anymore', 'us', 'housing', 'market', 'sales', 'hit', 'lowest', 'in', 'years']
['india', 'has', 'no', 'plan', 'to', 'import', 'wheat', 'as', 'sufficient', 'stock', 'ready', 'to', 'meet', 'local', 'demand', 'government', 'says']
['singer', 'britney', 'spears', 'elton', 'johns', 'duet', 'to', 'release', 'on', 'this', 'date', 'here', 'are', 'details']
['go', 'far', 'or', 'go', 'home', 'benefits', 'of', 'long', 'term', 'equity', 'investing']
['lt', 'to', 'work', 'across', 'green', 'energy', 'value', 'chain', 'to', 'pump', 'in', 'usd', '2', '5', 'bn', 'in', '3', '4', 'yrs']
['if', 'considered', 'by', 'oppn', 'nitish', 'kumar', 'might', 'be', 'strong', 'candidate', 'for', 'pm', 'tejashwi', 'yadav']
['housing', 'sales', 'to', 'breach', 'pre', 'pandemic', 'levels', 'in', '2022', 'demand', 'momentum', 'to', 'continue', 'despite', 'interest', 'rate', 'hikes', 'industry']
['poll', 'schedule', 'to', 'elect', 'new', 'congress', 'chief', 'gets', 'underway', 'party', 'says', 'it', 'will', 'stick', 'to', 'schedule']
['crypto', 'week', 'at', 'a', 'glance', 'bitcoin', 'drops', 'below', '22k', 'as', 'gloomy', 'september', 'looms']
['rbi', 'mpc', 'member', 'ashima', 'goyal', 'says', 'political', 'parties', 'should', 'apprise', 'voters', 'about', 'the', 'impact', 'of', 'freebies']
['actor', 'gary', 'busey', 'charged', 'with', 'criminal', 'sexual', 'activity', 'all', 'you', 'need', 'to', 'know']
['mp', 'minister', 'asks', 'police', 'to', 'look', 'into', 'zomatos', 'hrithik', 'ad', 'after', 'mahakal', 'temple', 'priests', 'seek', 'its', 'withdrawal']
['cbi', 'officials', 'deny', 'issuing', 'loc', 'as', 'of', 'now', 'against', 'manish', 'sisodia', 'others', 'in', 'delhi', 'excise', 'policy', 'scam']
['grse', 'making', 'seven', 'vessels', 'for', 'foreign', 'countries', 'official']
['late', 'pm', 'shinzo', 'abe', 'contributed', 'to', 'solidify', 'japan', 'india', 'relationships', 'with', 'landmark', 'projects', 'expert']
['pm', 'modi', 'to', 'open', 'mega', 'hospital', 'with', 'hi', 'tech', 'centralised', 'automated', 'lab', 'to', 'have', '7', 'storey', 'research', 'block']
['uts', '7300', 'animals', 'dead', 'so', 'far']
['bismillah', 'khan', 'death', 'anniversary', 'did', 'you', 'know', 'shehnai', 'maestro', 'also', 'acted', 'in', 'a', 'film']
['make', 'india', 'no', '1', 'campaign', 'part', 'of', 'aaps', 'strategy', 'to', 'fulfil', 'national', 'ambition', 'counter', 'bjp']
['india', 'in', 'advanced', 'stage', 'of', 'talks', 'with', 'us', 'for', 'procurement', 'of', 'mq', '9b', 'drones']
['as', 'earning', 'season', 'gets', 'over', 'here', 'are', '5', 'key', 'triggers', 'for', 'nifty', 'this', 'week']
['rising', 'stock', 'market', 'avoid', 'these', '6', 'common', 'mistakes', 'now']
['ongc', 'prepares', 'for', '3rd', 'interim', 'chairman', 'in', 'a', 'row', '9', 'shortlisted', 'for', 'top', 'job']
['pakistan', 'media', 'watchdog', 'imposes', 'ban', 'on', 'broadcasting', 'ex', 'pm', 'imran', 'khans', 'live', 'speeches']
['irans', 'return', 'would', 'fill', 'a', 'russia', 'shaped', 'hole', 'in', 'oil', 'supplies']
['your', 'tax', 'money', 'flow', 'to', 'roads', 'highways', 'likely', 'increasing', 'as', 'projects', 'take', 'over', 'a', 'decade', 'to', 'cut', 'the', 'ribbon']
['onam', '2022', 'when', 'is', 'it', 'and', 'what', 'to', 'expect', 'if', 'you', 'are', 'travelling', 'to', 'kerala', 'during', 'this', 'festival']
['glenmark', 'strides', 'pharma', 'cipla', 'recall', 'products', 'in', 'the', 'us']
['icc', 'yields', 'after', 'indian', 'companies', 'mock', 'auction', 'boycott']
['deep', 'depression', 'over', 'parts', 'of', 'chhattisgarh', 'madhya', 'pradesh', 'and', 'uttar', 'pradesh', 'weakens', 'heavy', 'rainfall', 'continues', 'imd']
['tertiary', 'level', 'centres', 'to', 'come', 'up', 'for', 'treatment', 'of', 'people', 'exposed', 'to', 'chemical', 'nuclear', 'attacks']
['2', 'suspected', 'terrorists', 'with', 'al', 'qaeda', 'links', 'arrested', 'in', 'assams', 'goalpara']
['an', 'economist', 'explains', 'what', 'you', 'need', 'to', 'know', 'about', 'inflation']
['recruitment', 'exam', 'assam', 'to', 'shut', 'mobile', 'internet', 'today', 'in', '25', 'districts', 'to', 'curb', 'cheating']
['delhi', 'excise', 'policy', 'case', 'sisodia', 'claims', 'cbi', 'has', 'issued', 'lookout', 'notice', 'against', 'him']
['hc', 'dismisses', 'plea', 'to', 'disqualify', 'arrested', 'aap', 'minister', 'satyendar', 'jain']
['gold', 'down', '3', 'in', 'a', 'week', 'bulls', 'lose', 'nerve', 'as', 'us', 'dollar', 'remains', 'the', 'preferred', 'safe', 'haven']
['heardle', '178', 'lets', 'solve', 'todays', 'music', 'puzzle', 'here', 'are', 'hints', 'answer']
['todays', 'wordle', '428', 'make', 'your', 'sunday', 'interesting', 'here', 'are', 'hints', 'answer', 'for', 'word', 'puzzle']
['should', 'political', 'parties', 'be', 'allowed', 'to', 'dole', 'out', 'freebies', 'economists', 'offer', 'a', 'solution']
['todays', 'quordle', 'here', 'are', 'hints', 'answers', 'to', 'solve', 'quordle', '209', 'august', '21']
['bpssc', 'bihar', 'police', 'si', 'mark', 'sheets', 'to', 'be', 'out', 'today', 'heres', 'where', 'to', 'check']
['founders', 'ears', 'to', 'ground', 'for', 'better', 'customer', 'connect']
['more', 'than', '1500', 'maha', 'villages', 'get', '100', 'pc', 'har', 'ghar', 'jal', 'coverage']
['the', 'moment', 'that', 'the', 'beleaguered', 'auto', 'sector', 'had', 'been', 'waiting', 'for', 'is', 'finally', 'arriving']
['xi', 'jinping', 'asked', 'us', 'to', 'prevent', 'pelosis', 'visit', 'to', 'taiwan', 'but', 'biden', 'declined', 'report']
['dmk', 'says', 'socio', 'economic', 'development', 'initiatives', 'cannot', 'be', 'termed', 'freebies']
['karnatakas', 'mudhol', 'hounds', 'may', 'be', 'roped', 'into', 'service', 'by', 'spg']
['rishi', 'sunak', 'finds', 'strength', 'from', 'bhagavad', 'gita', 'during', 'testing', 'times', 'visits', 'iskcon', 'manor', 'in', 'uk', 'for', 'janmashtami']
['hrithik', 'roshan', 'zomato', 'in', 'spot', 'over', 'ad', 'mentioning', 'ujjains', 'famous', 'mahakal', 'temple']
['rupee', 'against', 'usd', 'could', 'trade', 'in', '78', '10', 'and', '80', '80', 'band', 'in', 'next', 'few', 'weeks', 'heres', 'why']
['must', 'reads', 'from', 'the', 'week', 'banking', 'stocks', 'to', 'watch', 'out', 'for', 'equity', 'mfs', 'to', 'the', 'rescue', 'fabindias', 'biryani', 'byjus', 'troubles']
['tcs', 'delays', 'june', 'quarter', 'variable', 'pay', 'for', 'selected', 'bands', 'of', 'employees']
['house', 'of', 'dragon', 'starts', 'tomorrow', 'the', 'plot', 'timing', 'and', 'everything', 'else', 'about', 'this', 'got', 'prequel']
['fiis', 'buy', 'indian', 'stocks', 'worth', 'over', 'rs', '40000', 'crore', 'this', 'month', 'is', 'it', 'just', 'fomo']
['india', 'logs', '11539', 'covid', 'cases']
['what', 'did', 'rebel', 'sena', 'mlas', 'achieve', 'by', 'backstabbing', 'us', 'asks', 'ex', 'maha', 'minister', 'aaditya', 'thackeray']
['mcap', 'of', 'five', 'of', 'top', '10', 'firms', 'declines', 'rs', '30737', '51', 'cr', 'last', 'week']
['factories', 'of', 'education', 'are', 'causing', 'devaluation', 'of', 'human', 'resources', 'says', 'cji']
['nifty', 'fairly', 'valued', 'at', '17000', '18000', 'near', 'rs', '1000', 'eps', 'likely', 'in', 'fy24', 'pankaj', 'murarka']
['water', 'stressed', 'karnataka', 'proposes', 'penalty', 'for', 'unnecessary', 'use', 'of', 'water', 'restricting', 'groundwater', 'extraction']
['chinas', 'hyped', 'decoupling', 'from', 'emerging', 'markets', 'may', 'prove', 'a', 'blip']
['jammu', 'and', 'kashmir', 'sees', 'increase', 'in', 'school', 'enrolment', 'rate']
['adani', 'power', 'buys', 'db', 'power', 'for', 'rs', '7200', 'crore']
['ethereum', 'overhaul', 'risks', 'creating', 'a', 'new', 'class', 'of', 'crypto', 'kingpins']
['bond', 'traders', 'go', 'to', 'bet', 'for', '2022', 'is', 'on', 'the', 'line', 'at', 'jackson', 'hole']
['tpddl', 'dslsa', 'to', 'hold', 'special', 'lok', 'adalat', 'for', 'settlement', 'of', 'electricity', 'related', 'disputes']
['adani', 'ports', 'a', 'defensive', 'stock', 'nothing', 'else', 'explains', 'the', 'up', 'move', 'says', 'mahantesh', 'sabarad']
['a', 'decisive', 'breakout', 'above', '18000', 'may', 'induce', 'a', 'rally', 'towards', 'the', 'new', 'lifetime', 'high', 'rupak', 'de']
['the', 'new', 'instant', 'noodle', 'fad', 'on', 'instagram', 'is', 'korean', 'noodles']
['in', 'battle', 'for', 'mumbai', 'corporation', 'eknath', 'shinde', 'bjp', 'try', 'to', 'undercut', 'shiv', 'sena', 'by', 'luring', 'govinda', 'troupes']
['tandoori', 'chicken', 'and', 'peace', 'a', 'flavoursome', 'dish', 'that', 'survived', 'partition', 'urbanisation']
['vaishno', 'devi', 'yatra', 'to', 'resume', 'today', 'after', 'temporary', 'suspension', 'due', 'to', 'inclement', 'weather']
['pakistans', 'regulatory', 'authority', 'bans', 'live', 'broadcast', 'of', 'imran', 'khans', 'speech']
['india', 'may', 'import', 'wheat', 'in', 'blow', 'to', 'modis', 'vision', 'of', 'feeding', 'the', 'world']
['delhiites', 'to', 'get', 'missed', 'call', 'whatsapp', 'options', 'to', 'register', 'choice', 'for', 'power', 'subsidy']
['nepal', 'gives', 'india', 'two', 'power', 'projects', 'quit', 'by', 'china']
['india', 'hands', 'over', '6', 'cranes', 'to', 'chabahar', 'port', 'to', 'expand', 'trade', 'in', 'region']
['all', 'eyes', 'on', 'pm', 'modi', 'as', 'china', 'president', 'xi', 'jinping', 'signals', 'to', 'attend', 'sco', 'summit']
['view', 'steward', 'leadership', 'key', 'to', 'holistic', 'esg', 'approach']
['it', 'firms', 'press', 'pause', 'on', 'fat', 'pay', 'hikes', 'for', 'new', 'hires']
['hybrid', 'workplaces', 'swipe', 'left', 'on', 'attendance', 'machines']
['cancel', 'long', 'drives', 'for', 'ikea', 'as', 'it', 'plans', 'reaching', 'the', 'neighborhood', 'to', 'connect', 'to', 'people']
['its', 'time', 'to', 'be', 'a', 'greedy', 'landlord', 'amid', 'indias', 'rental', 'housing', 'demand', 'boom']
['manish', 'sisodia', 'questions', 'pm', 'modi', 'about', 'nautanki', 'around', 'cbis', 'lookout', 'notice', 'in', 'connection', 'with', 'delhi', 'excise', 'policy', 'scam']
['flood', 'fear', 'looms', 'over', 'northern', 'odisha', 'alert', 'issued', 'in', 'two', 'districts']
['sri', 'lankas', 'main', 'opposition', 'party', 'demands', 'ex', 'president', 'gotabaya', 'rajapaksa', 'must', 'be', 'tried', 'for', 'misusing', 'funds']
['amid', 'excise', 'policy', 'row', 'panel', 'set', 'up', 'by', 'ex', 'lg', 'baijal', 'to', 'file', 'report', 'on', 'non', 'conforming', 'areas']
['15', 'swine', 'flu', 'deaths', 'in', 'thane', 'region', 'of', 'maha', 'so', 'far', 'this', 'year', 'officials']
['yet', 'to', 'establish', 'caste', 'angle', 'rajasthan', 'child', 'rights', 'panel', 'member', 'on', 'dalit', 'boys', 'death']
['dawood', 'ibrahims', 'brother', 'iqbal', 'kaskar', 'hospitalised', 'in', 'mumbai', 'after', 'chest', 'pain', 'complaint']
['bjp', 'will', 'win', 'by', 'better', 'margin', 'if', 'arvind', 'kejriwal', 'is', 'projected', 'as', 'oppositions', 'pm', 'candidate', 'himanta', 'biswa', 'sarma']
['foster', 'care', 'in', 'india', 'still', 'relegated', 'to', 'the', 'backburner']
['uk', 'strikes', 'how', 'industrial', 'action', 'at', 'a', 'major', 'port', 'could', 'disrupt', 'supplies', 'of', 'clothing', 'cars', 'and', 'canned', 'food']
['barcelona', 'still', 'unable', 'to', 'register', 'jules', 'kounde', 'as', 'player', 'xavi', 'hernandez', 'says']
['imf', 'fees', 'on', 'loans', 'to', 'war', 'torn', 'nations', 'closer', 'to', 'elimination']
['swamih', 'fund', 'approves', 'rs', '90', 'crore', 'for', 'stalled', 'real', 'estate', 'project', 'in', 'meerut']
['assam', 'cm', 'hits', 'back', 'at', 'organisations', 'opposing', 'english', 'medium', 'teaching', 'in', 'government', 'schools']
['uttar', 'pradesh', 'rain', 'deficit', 'in', '64', 'districts', 'farmers', 'a', 'worried', 'lot']
['us', 'military', 'aid', 'to', 'kyiv', 'nears', '11', 'billion']
['lic', 'sees', '20', 'pc', 'decline', 'in', 'death', 'claims', 'in', 'q1', 'fy23', 'as', 'covid', 'impact', 'ebbs']
['assam', 'governments', 'poverty', 'alleviation', 'scheme', 'to', 'encompass', 'another', '6', 'lakh', 'beneficiaries']
['how', 'can', 'the', 'country', 'progress', 'game', 'of', 'cbi', 'ed', 'kejriwal', 'on', 'loc', 'to', 'sisodia']
['political', 'temperature', 'rises', 'as', 'amit', 'shah', 'set', 'to', 'address', 'rally', 'in', 'telanganas', 'munugode']
['nifty', 'falls', 'from', 'near', '18k', 'investors', 'can', 'book', 'partial', 'profit', 'and', 'reenter', 'at', '17400', 'vaishali', 'parekh']
['funds', 'to', 'be', 'raised', 'by', 'islamic', 'foundation', 'for', 'construction', 'of', 'mosque', 'in', 'ayodhya']
['interest', 'rate', 'hikes', 'have', 'not', 'yet', 'impacted', 'car', 'demand', 'maruti', 'suzukis', 'shashank', 'srivastava']
['icar', 'entrance', 'exam', '2002', 'dates', 'extended', 'all', 'the', 'details', 'right', 'here']
['will', 'mbappe', 'and', 'neymar', 'flourish', 'together', 'this', 'season', 'for', 'psg']
['rain', 'triggered', 'floods', 'landslides', 'claim', 'at', 'least', '50', 'lives', 'in', 'northern', 'eastern', 'india']
['delhi', 'reports', '1109', 'fresh', 'covid', '19', 'cases', 'nine', 'fatalities']
