['reality', 'bites', 'chinas', 'realty', 'sector']
['senior', 'congress', 'leader', 'p', 'chidambaram', 'slams', 'govt', 'over', 'gst', 'hike', 'on', 'scientific', 'equipment']
['swiggy', 'delivery', 'workers', 'call', 'off', 'strike', 'after', 'firm', 'seeks', 'a', 'week', 'to', 'respond']
['will', 'write', 'a', 'letter', 'to', 'all', 'mps', 'including', 'modi', 'and', 'nadda', 'for', 'votes', 'says', 'margaret', 'alva']
['worlds', 'key', 'workers', 'threaten', 'to', 'hit', 'economy', 'where', 'it', 'will', 'hurt']
['piyush', 'goyal', 'calls', 'for', 'private', 'sectors', 'contribution', 'in', 'boosting', 'production', 'branding', 'of', 'indian', 'cotton']
['policybazaar', 'parent', 'notifies', 'exchanges', 'about', 'it', 'systems', 'breach']
['get', 'ready', 'for', 'assembly', 'elections', 'defene', 'minister', 'rajnath', 'singh', 'tells', 'jk', 'bjp', 'leaders']
['us', 'based', 'panattoni', 'enters', 'india', 'to', 'invest', 'usd', '200mn', 'on', 'building', '4', 'logistics', 'parks']
['no', 'port', 'vessel', 'related', 'charges', 'on', 'coastal', 'shipping', 'for', '6', 'months', 'govt']
['government', 'proposes', 'revamp', 'of', 'telecom', 'rules', 'to', 'keep', 'pace', 'with', 'modernisation']
['community', 'service', 'should', 'be', 'made', 'part', 'of', 'education', 'vice', 'president']
['can', 'smartphones', 'take', 'the', 'web3', 'wave', 'to', 'the', 'masses']
['infosys', 'reports', 'profit', 'decline', 'in', 'q1', 'fy23', 'increases', 'revenue', 'margin', 'guidance', 'for', 'fy23']
['sri', 'lanka', 'protest', 'site', 'untouched', 'president', 'ranil', 'wickremesinghe', 'tells', 'diplomatic', 'community']
['karnatakas', 'next', 'cm', 'congress', 'leaders', 'get', 'into', 'action', 'to', 'douse', 'statement', 'war']
['smriti', 'irani', 'sends', 'legal', 'notice', 'to', 'congress', 'leaders']
['auto', 'dealers', 'body', 'expects', 'array', 'of', 'vehicle', 'launches', 'ahead', 'of', 'festival', 'season']
['crypto', 'week', 'at', 'glance', 'bitcoin', 'tops', '23000', 'highest', 'levels', 'since', 'june', '2022']
['amazon', 'prime', 'day', 'best', 'offers', 'deals', 'discounts']
['ahead', 'of', 'market', '10', 'things', 'that', 'will', 'decide', 'd', 'st', 'action', 'on', 'monday']
['russia', 'fm', 'sergey', 'lavrov', 'visits', 'egypt', 'part', 'of', 'africa', 'trip', 'amid', 'ukraine', 'war']
['monkeypox', 'experts', 'say', 'no', 'need', 'to', 'panic', 'as', 'disease', 'less', 'contagious', 'rarely', 'fatal']
['on', 'this', 'day', 'in', '1991', 'a', 'landmark', 'budget', 'that', 'changed', 'indias', 'fortunes']
['ifsca', 'to', 'ensure', 'better', 'access', 'to', 'credit', 'for', 'indian', 'companies', 'at', 'gift', 'city', 'chairperson']
['big', 'fmcg', 'companies', 'enter', 'plant', 'based', 'meat', 'segment']
['cisce', 'declares', 'isc', 'class', 'xii', 'results', '2022']
['medical', 'tourism', 'sector', 'getting', 'back', 'in', 'health', 'with', 'higher', 'inflow', 'of', 'patients', 'than', 'pre', 'covid', 'times']
['new', 'iims', 'score', 'over', 'old', 'ones', 'on', 'gender', 'diversity', 'front']
['oscar', 'nominee', 'and', 'the', 'godfather', 'actor', 'james', 'caan', 'died', 'from', 'a', 'heart', 'attack']
['kotak', 'banks', 'aggressive', 'push', 'leads', 'to', '81', 'jump', 'in', 'unsecured', 'loans']
['india', 'to', 'set', 'up', 'joint', 'theatre', 'commands', 'of', 'tri', 'services', 'rajnath', 'singh']
['shipping', 'ministry', 'steps', 'in', 'keep', 'coastal', 'shipping', 'operations', 'viable', 'as', 'fuel', 'costs', 'skyrocket']
['best', 'prime', 'day', 'deals', 'on', 'fashion', 'and', 'beauty', 'products']
['jlr', 'expects', '60', 'of', 'global', 'land', 'rover', 'sales', 'to', 'be', 'pure', 'electric', 'by', '2030']
['hacker', 'offers', '5', '4', 'million', 'twitter', 'account', 'details', 'for', '30000', 'report']
['why', 'the', 'universal', 'mantra', 'for', 'wealth', 'creation', 'is', 'nothing', 'but', 'asset', 'allocation']
['marvel', 'cinematic', 'universe', 'phase', '5', 'and', '6', 'official', 'calendar', 'out', 'now', 'here', 'are', 'all', 'the', 'details']
['isc', 'class', 'xii', 'results', 'to', 'be', 'declared', 'at', '5', 'pm', 'today']
['banking', 'stocks', 'rally', 'on', 'rising', 'rates', 'improving', 'npa', 'scene', 'experts', 'bullish', 'on', 'uptrend']
['rss', 'dattatreya', 'hosabale', 'raises', 'concern', 'over', 'rising', 'food', 'prices']
['leasing', 'of', 'flexible', 'workspace', 'by', 'corporates', 'up', '59', 'pc', 'in', 'apr', 'jun', 'to', 'over', '28000', 'desks']
['rupee', 'faces', 'risk', 'of', 'further', 'decline', 'to', '82', 'vs', 'usd', 'in', 'near', 'term', 'experts']
['pakistan', 'expected', 'to', 'hold', 'fresh', 'elections', 'in', 'october', 'reports']
['best', 'prime', 'day', 'deals', 'on', 'sofa', 'tables', 'recliners', 'beds', 'and', 'furniture']
['mumbai', 'police', 'serve', 'notices', 'prohibiting', 'unlawful', 'assembly', 'to', 'aarey', 'protestors']
['marvel', 'studio', 'launches', 'new', 'trailer', 'for', 'she', 'hulk']
['cbse', 'compartment', 'exams', 'for', 'class', '12', 'to', 'be', 'held', 'in', 'august']
['gold', 'sees', 'glimmer', 'of', 'hope', 'as', 'us', 'dollar', 'hits', 'rough', 'patch']
['gst', 'on', 'essential', 'items', 'after', 'states', 'sought', 'levy', 'aimed', 'to', 'check', 'evasion', 'official']
['homecoming', 'crises', 'galore', 'await', 'ashish', 'chauhan', 'at', 'nse']
['karan', 'johar', 'slammed', 'for', 'disrespect', 'towards', 'south', 'indian', 'actress', 'nayanthara']
['separate', 'isolation', 'ward', 'set', 'up', 'at', 'delhis', 'lnjp', 'hospital', 'for', 'treating', 'monkeypox', 'cases']
['best', 'prime', 'day', 'deals', 'on', 'home', 'improvement', 'products']
['electric', 'vehicle', 'two', 'wheeler', 'sales', 'to', 'go', 'up', 'by', '78', 'in', '2030', 'if', 'all', 'goes', 'well']
['power', 'ministry', 'asks', 'states', 'to', 'formulate', 'plans', 'for', 'biomass', 'co', 'firing', 'in', 'power', 'plants']
['booster', 'doses', 'covid', 'appropriate', 'behaviour', 'are', 'vital', 'to', 'check', 'the', 'virus', 'spread', 'says', 'expert']
['ktr', 'asks', 'fans', 'for', 'advice', 'on', 'binge', 'worthy', 'shows', 'to', 'watch', 'while', 'being', 'on', 'bed', 'rest']
['fpis', 'return', 'to', 'indian', 'equities', 'invest', 'rs', '1100', 'crore', 'in', 'july']
['shreyas', 'iyer', 'rocks', 'some', 'dance', 'moves', 'on', 'the', 'field', 'after', 'indias', 'win', 'against', 'west', 'indies']
['prashant', 'jain', 'the', 'don', 'bradman', 'of', 'the', 'mf', 'industry', 'its', 'ambassador']
['dgca', 'starts', '2', 'month', 'long', 'special', 'audit', 'of', 'airlines', 'amidst', 'rising', 'tech', 'snags']
['fed', 'rate', 'hike', 'and', 'q1', 'numbers', 'of', 'big', 'boys', 'to', 'seal', 'the', 'fate', 'of', 'nifty', 'bulls', 'this', 'week']
['todays', 'heardle', 'clues', 'and', 'answer', 'for', 'sunday', 'july', '24']
['more', 'women', 'enter', 'auto', 'manufacturing', 'as', 'tata', 'motors', 'hero', 'mg', 'accelerate', 'gender', 'diversity', 'drive']
['q1', 'results', 'this', 'week', 'tata', 'group', 'companies', 'hdfc', 'maruti', 'suzuki', 'among', 'top', 'stocks', 'to', 'track']
['california', 'governor', 'declares', 'emergency', 'over', 'wildfire', 'near', 'yosemite']
['ios', '16', 'androidisation', 'and', 'some', 'better', 'tweaks']
['a', 'great', 'accomplishment', 'pm', 'modi', 'on', 'neeraj', 'chopras', 'silver', 'medal', 'win', 'at', 'world', 'championships']
['minestroni', 'dates', 'hard', 'cheese', 'foods', 'that', 'nourish', 'pilgrims', 'on', 'long', 'journeys']
['m', 'cap', 'of', 'nine', 'of', 'top', '10', 'firms', 'jumps', 'over', 'rs', '2', '98', 'lakh', 'cr', 'ril', 'tcs', 'lead', 'winners']
['eu', 'decides', 'to', 'ease', 'sanctions', 'on', 'russian', 'oil', 'exports']
['cbse', 'exam', 'results', 'of', 'overseas', 'indian', 'schools', 'touch', 'lowest', 'level', 'since', '2019']
['wordle', '400', 'clues', 'and', 'answer', 'for', 'todays', 'wordle', 'july', '24']
['learn', 'with', 'etmarkets', 'volatility', 'is', 'reality', 'top', '5', 'strategies', 'to', 'deal', 'with', 'it']
['some', 'consolidation', 'likely', 'but', 'if', 'nifty', 'reclaims', '16800', 'in', 'the', 'coming', 'week', 'then', '17000', 'is', 'possible', 'gaurav', 'dua']
['surviving', 'bear', 'attacks', 'in', 'the', 'stock', 'market', 'remember', 'these', '4', 'rules']
['etmarkets', 'smart', 'talk', 'siddhartha', 'bhaiya', 'explains', 'his', '3', 'step', 'multibagger', 'approach', 'to', 'investing']
['delhi', 'university', 'plans', 'to', 'start', 'certificate', 'course', 'on', 'patent', 'laws']
['prompt', 'grievance', 'redressal', 'of', 'taxpayers', 'top', 'priority', 'cbdt', 'chairman', 'nitin', 'gupta']
['how', 'to', 'calculate', 'income', 'tax', 'on', 'stock', 'market', 'earnings']
['when', 'you', 'wish', 'upon', 'a', 'star', 'makes', 'a', 'lot', 'of', 'difference', 'if', 'its', 'ashok', 'kumar']
['bundelkhand', 'forts', 'to', 'be', 'developed', 'as', 'new', 'centres', 'of', 'tourism']
['india', 'records', '20279', 'new', 'cases', '36', 'fatalities', 'in', 'last', '24hrs']
['iphones', 'go', 'the', 'android', 'way', 'bid', 'farewell', 'to', 'captchas', 'more', 'change', 'for', 'the', 'better', 'with', 'ios', '16']
['united', 'states', 'is', 'one', 'step', 'closer', 'to', 'scrapping', 'country', 'caps', 'on', 'green', 'cards']
['infosys', 'q1', 'preview', 'profit', 'may', 'rise', '7', '8', 'yoy', 'fy23', 'guidance', 'likely', 'to', 'be', 'retained']
['stocks', 'that', 'may', 'pull', 'up', 'or', 'drag', 'down', 'nifty', 'this', 'week', 'pashupati', 'advani']
['rajnath', 'singh', 'smriti', 'irani', 'in', 'attend', 'kargil', 'vijay', 'diwas', 'events', 'in', 'jk', 'today']
['olympic', 'champion', 'neeraj', 'chopra', 'wins', 'silver', 'scripts', 'history', 'again']
['home', 'minister', 'amit', 'shah', 'to', 'inaugurate', 'ahmedabad', 'urban', 'development', 'authority', 'projects']
['taliban', 'claims', 'closure', 'of', 'girls', 'school', 'temporary', 'says', 'not', 'a', 'permanent', 'ban']
['lg', 'manoj', 'sinha', 'reviews', 'action', 'plan', 'for', 'preservation', 'of', 'ancient', 'cultural', 'heritage', 'in', 'jk']
['california', 'wildfire', 'rages', 'as', 'us', 'engulfed', 'in', 'heat', 'wave']
['apples', 'm1', 'chip', 'is', 'an', 'iconic', 'product', 'says', 'ipod', 'inventor', 'tony', 'fadell']
['cji', 'ramana', 'media', 'trials', 'impacting', 'justice', 'delivery']
['niti', 'aayog', 'has', 'made', 'a', 'mark', 'but', 'the', 'jury', 'is', 'still', 'out', 'on', 'whether', 'this', 'young', 'sarkari', 'thinktank', 'will', 'ever', 'be', 'a', 'bridge', 'between', 'the', 'centre', 'and', 'states']
['ranbir', 'kapoor', 'starrer', 'shamshera', 'starts', 'off', 'slow', 'first', 'day', 'collection', 'at', 'rs', '10', '25cr']
['security', 'youths', 'future', 'in', 'danger', 'rahul', 'gandhi', 'on', 'agnipath']
['rbi', 'to', 'issue', 'a', 'consultation', 'paper', 'on', 'climate', 'change', 'risks']
['ufc', 'fight', 'night', '208', 'tom', 'aspinall', 'suffers', 'knee', 'injury', 'here', 'is', 'how', 'he', 'responded']
['quordle', '181', 'answers', 'for', '24', 'july', 'check', 'out', 'hints', 'for', 'the', 'easy', 'yet', 'tricky', 'puzzle', 'game']
['delhi', 'without', 'any', 'history', 'of', 'foreign', 'travel', 'tests', 'positive', 'for', 'monkeypox', 'virus']
['essentials', 'have', 'to', 'be', 'made', 'affordable', 'for', 'all', 'rss', 'dattatreya', 'hosabale']
['days', 'after', 'pms', 'call', 'top', 'muslim', 'body', 'resolves', 'to', 'work', 'for', 'uplifting', 'backward', 'muslims']
['the', 'hunger', 'for', 'gold', 'will', 'continue', 'neeraj', 'chopra', 'after', 'winning', 'silver', 'in', 'world', 'athletics', 'championships']
['dwayne', 'johnson', 'the', 'rock', 'booed', 'at', 'san', 'diego', 'comic', 'con', 'know', 'the', 'reasons']
['reliance', 'expects', 'gas', 'price', 'to', 'rise', 'in', 'october', 'wants', 'removal', 'of', 'ceiling', 'prices']
