['blame', 'people', 'for', 'their', 'oil', 'guzzling']
['sebi', 'comes', 'out', 'with', 'settlement', 'scheme', 'iii', 'on', 'illiquid', 'option', 'cases']
['spanish', 'biker', 'on', 'a', 'world', 'trip', 'raped', 'by', '7', 'in', 'jharkhands', 'dumka', 'forest']
['adani', 'enterprises', 'arm', 'acquires', 'france', 'based', 'le', 'marche', 'duty', 'free']
['teenage', 'mutant', 'ninja', 'turtles', 'mutants', 'unleashed', 'first', 'look', 'released', 'know', 'about', 'games', 'release', 'date', 'and', 'more']
['haier', 'aims', 'to', 'become', 'second', 'largest', 'appliances', 'marker', 'in', 'india', 'expanding', 'portfolio', 'and', 'capacity']
['people', 'of', 'india', 'treated', 'me', 'very', 'well', 'foreign', 'tourist', 'who', 'was', 'gang', 'raped', 'before', 'leaving', 'for', 'nepal']
['best', 'baby', 'carriers', 'under', 'rs', '500']
['cong', 'removes', 'hp', 'leader', 'from', 'party', 'secretarys', 'post', 'amid', 'stepped', 'up', 'efforts', 'to', 'end', 'rebellion', 'in', 'state']
['india', 'allows', 'onion', 'export', 'to', 'bahrain', 'mauritius', 'bhutan']
['poor', 'things', 'supersex', 'ott', 'release', 'dates', 'where', 'to', 'watch']
['wallets', 'for', 'women']
['sachin', 'bansals', 'navi', 'to', 'hire', 'up', 'to', '100', 'people', 'in', 'tech', 'team', 'this', 'year']
['ioc', 'to', 'make', 'fuel', 'for', 'formula', '1', 'first', 'by', 'an', 'indian', 'firm']
['gujarat', 'isnt', 'pakistan', 'devendra', 'fadnavis', 'on', 'losing', 'projects', 'to', 'maharashtras', 'neighbour']
['japanese', 'promoter', 'sumitomo', 'sells', '4', '4', 'stake', 'in', 'samvardhana', 'in', 'rs', '3630', 'crore', 'bulk', 'deal']
['everything', 'is', 'possible', 'in', 'politics', 'all', 'doors', 'are', 'open', 'says', 'vikramaditya', 'singh', 'on', 'meeting', 'himachal', 'congress', 'rebels']
['rbi', 'chief', 'says', 'not', 'against', 'any', 'fintech', 'google', 'indian', 'apps', 'agree', 'truce']
['pilot', 'injured', 'in', 'trainer', 'aircraft', 'crash', 'in', 'madhya', 'pradeshs', 'guna']
['indias', 'gdp', 'growth', 'to', 'exceed', 'govt', 'estimate', 'of', '7', '6', 'in', 'fy24', 'may', 'touch', '8', 'rbi', 'governor', 'das']
['real', 'madrid', 'vs', 'rb', 'leipzig', 'live', 'streaming', 'prediction', 'start', 'time', 'where', 'to', 'watch']
['jupiter', 'wagons', 'gets', 'rs', '957', 'cr', 'order', 'from', 'railways']
['the', 'brutal', 'logic', 'of', 'hamas', 'hostage', 'strategy', 'could', 'deny', 'israel', 'victory', 'in', 'gaza']
['manchester', 'city', 'vs', 'fc', 'copenhagen', 'prediction', 'start', 'time', 'where', 'to', 'watch', 'uefa', 'champions', 'league', 'live', 'streaming']
['antfin', 'sells', '2', 'stake', 'in', 'zomato', 'via', 'open', 'market', 'for', 'rs', '2828', 'crore']
['hc', 'stays', 'handing', 'over', 'of', 'jayalalithaas', 'jewellery', 'to', 'tamil', 'nadu', 'govt']
['heavy', 'rainfall', 'expected', 'from', 'new', 'jersey', 'to', 'massachusetts', 'may', 'hit', '31', 'million', 'people', 'flood', 'watch', 'issued']
['chef', 'ranveer', 'brars', 'dubai', 'restaurant', 'dazzles', 'netizens', 'with', '24', 'carat', 'gold', 'dal', 'viral', 'video']
['new', 'study', 'rethinks', 'menopause', 'beyond', 'medicalisation', 'and', 'stigma']
['share', 'for', 'its', 'ipo']
['cci', 'can', 'now', 'impose', 'fines', 'based', 'on', 'cos', 'global', 'turnover']
['technical', 'breakout', 'stocks', 'how', 'to', 'trade', 'icici', 'bank', 'and', 'sbi', 'on', 'thursday']
['rihanna', 'gives', 'a', 'classy', 'response', 'to', 'trolls', 'targeting', 'her', 'lazy', 'jamnagar', 'performance']
['centre', 'must', 'be', 'concerned', 'with', 'fiscal', 'mismanagement', 'of', 'states', 'as', 'it', 'impacts', 'nations', 'economy', 'says', 'supreme', 'court']
['opposition', 'tipra', 'motha', 'to', 'join', 'bjp', 'led', 'govt', 'in', 'tripura']
['tech', 'view', 'nifty', 'ends', 'above', '21', 'ema', 'ahead', 'of', 'weekly', 'expiry', 'what', 'traders', 'should', 'do', 'on', 'thursday']
['hc', 'sets', 'aside', 'suspension', 'of', '7', 'bjp', 'mlas', 'from', 'delhi', 'assembly']
['exide', 'industries', 'further', 'invests', 'nearly', 'rs', '40', 'cr', 'in', 'advanced', 'chemistry', 'battery', 'cells', 'making', 'arm']
['maldives', 'china', 'defence', 'agreement', 'to', 'obtain', 'non', 'lethal', 'weapons', 'and', 'training', 'says', 'president', 'muizzu']
['rbi', 'is', 'playing', 'ball', 'by', 'ball', 'this', 'is', 'the', 'best', 'macro', 'set', 'up', 'we', 'have', 'seen', 'in', 'many', 'years', 'shaktikanta', 'das']
['targeting', 'rs', '250', 'cr', 'in', 'revenues', 'during', 'fy25', 'plan', 'to', 'raise', '4', '5', 'mn', 'from', 'venture', 'capitalists', 'perfume', 'brand', 'adilqadri']
['completed', 'kochi', 'metro', 'phase', '1b', 'inaugurated', 'by', 'pm', 'makes', 'access', 'to', 'port', 'city', 'easier']
['nifty', 'bank', 'eyes', 'fresh', 'record', 'highs', 'in', 'march', 'should', 'you', 'buy', 'now', 'or', 'on', 'dips']
['sanatana', 'dharma', 'row', 'madras', 'hc', 'calls', 'stalin', 'jrs', 'comments', 'divisive']
['tortured', 'women', 'from', 'sandeshkhali', 'meet', 'pm', 'seek', 'justice']
['p', 'note', 'investment', 'slightly', 'drop', 'to', '1', '43', 'lakh', 'cr', 'in', 'jan', 'on', 'high', 'valuations']
['gold', 'loan', 'interest', 'rates', 'march', '2024', 'check', 'full', 'list', 'of', 'banks', 'latest', 'gold', 'loan', 'interest', 'rates']
['pm', 'modi', 'inaugurates', 'agra', 'metro', 'priority', 'corridor', 'city', 'will', 'get', 'world', 'class', 'public', 'transport', 'says', 'cm', 'yogi', 'adityanath']
['9', '6', 'average', 'salary', 'increase', 'for', 'india', 'inc', 'in', '2024', 'ey', 'future', 'of', 'pay', '2024', 'report']
['bengaluru', 'rwas', 'ban', 'car', 'washing', 'suggest', 'residents', 'to', 'use', 'disposables', 'and', 'wet', 'wipes', 'amid', 'water', 'shortage']
['china', 'increases', 'defence', 'budget', 'by', '7', '2', 'to', 'accelerate', 'military', 'modernisation', 'heres', 'how', 'indias', 'preparedness', 'holds', 'up']
['monthly', 'rs', '1000', 'honorarium', 'scheme', 'for', 'delhi', 'women', 'expected', 'to', 'roll', 'out', 'in', 'sep', 'oct', 'says', 'atishi']
['fly91', 'gets', 'dgca', 'approval', 'to', 'start', 'flights']
['international', 'womens', 'day', '2024', 'essay', 'and', 'speech', 'ideas', 'for', 'students']
['85', 'paytm', 'wallet', 'users', 'not', 'to', 'face', 'disruption', 'rest', 'asked', 'to', 'link', 'wallet', 'to', 'other', 'banks', 'rbi', 'guv']
['sensex', 'nifty', 'hit', 'new', 'all', 'time', 'high', 'levels', 'on', 'gains', 'in', 'banking', 'it', 'shares']
['ready', 'to', 'fly', 'dgca', 'gives', 'fly91', 'air', 'operators', 'certificate']
['rrts', 'sahibabad', 'modi', 'nagar', 'north', 'section', 'opened', 'pm', 'modi', 'flags', 'off', 'namo', 'bharat', 'train']
['pm', 'modi', 'slams', 'india', 'bloc', 'at', 'a', 'rally', 'in', 'west', 'bengal', 'says', 'opposition', 'tensed', 'sensing', 'the', 'return', 'of', 'nda', 'govt']
['genai', 'can', 'lead', 'to', 'massive', 'productivity', 'gains', 'in', 'hr', 'recruitment', 'says', 'oracle', 'executive']
['why', 'is', 'china', 'interested', 'in', 'installing', 'hundreds', 'of', 'cameras', 'on', 'the', 'moon']
['over', '11', 'lakh', 'rajasthan', 'women', 'to', 'become', 'lakhpati', 'didi', 'in', '3', 'years', 'says', 'cm']
['ministry', 'seeks', 'feedback', 'on', 'coal', 'gasification', 'scheme', 'by', 'mar', '20']
['navy', 'commissions', 'strategically', 'important', 'base', 'ins', 'jatayu', 'in', 'lakshadweep', 'islands']
['ethereum', 'surges', 'past', '3800', 'hits', 'highest', 'level', 'since', 'january', '2022']
['parasitic', 'worms', 'are', 'set', 'to', 'become', 'a', 'whole', 'lot', 'more', 'common', 'because', 'of', 'climate', 'change', 'study', 'says']
['pakistan', 'issues', '112', 'visas', 'to', 'indian', 'pilgrims']
['rbi', 'not', 'against', 'any', 'fintech', 'they', 'are', 'free', 'to', 'grow', 'governor', 'shaktikanta', 'das']
['ccpa', 'warns', 'celebrities', 'influencers', 'to', 'refrain', 'from', 'promoting', 'betting', 'gambling']
['india', 'may', 'give', 'quota', 'based', 'duty', 'concession', 'on', 'gold', 'imports', 'from', 'switzerland', 'under', 'efta', 'trade', 'pact']
['mukka', 'proteins', 'to', 'list', 'tomorrow', 'what', 'gmp', 'indicates', 'ahead', 'of', 'debut']
['congress', 'to', 'announce', 'first', 'candidates', 'list', 'for', 'lok', 'sabha', 'polls', 'tomorrow']
['storm', 'of', 'sandeshkhali', 'will', 'reach', 'every', 'part', 'of', 'bengal', 'decimate', 'tmc', 'pm', 'modi']
['as', 'india', 'makes', 'and', 'consumes', 'more', 'a', 'new', 'realty', 'sector', 'booms']
['nivetha', 'pethuraj', 'hits', 'back', 'at', 'false', 'news', 'regarding', 'her', 'lavish', 'lifestyle', 'says', 'shes', 'been', 'financially', 'independent', 'since', 'age', '16']
['coinswitch', 'kuber', 'ceo', 'optimistic', 'about', 'regulatory', 'shift', 'towards', 'innovation', 'in', 'indias', 'digital', 'ecosystem']
['unstoppable', 'bulls', 'rally', 'in', 'private', 'banks', 'drive', 'sensex', 'nifty', 'to', 'fresh', 'milestones']
['wfi', 'to', 'allow', 'only', 'genuine', 'wrestlers', 'to', 'compete', 'at', 'trials']
['former', 'nalco', 'cmd', '5', 'ex', 'servicemen', 'join', 'odisha', 'bjp']
['stop', 'use', 'immediately', 'telangana', 'warns', 'of', 'three', 'fake', 'medicines', 'being', 'sold', 'in', 'the', 'market']
['dhananjay', 'singh', 'and', 'aide', 'sentenced', 'to', 'seven', 'years', 'of', 'jail', 'in', 'kidnapping', 'case', 'wont', 'be', 'able', 'to', 'contest', 'ls', 'polls']
['sharad', 'pawar', 'moves', 'hc', 'against', 'pil', 'seeking', 'cbi', 'probe', 'against', 'him', 'for', 'alleged', 'irregularities', 'in', 'lavasa']
['pm', 'modi', 'unveils', 'projects', 'worth', 'rs', '12800', 'crore', 'in', 'bihar']
['the', 'perception', 'of', 'gender', 'pay', 'gap', 'and', 'bias', 'seen', 'rising', 'with', 'affluence']
['krystal', 'integrated', 'services', 'to', 'launch', 'ipo', 'on', 'mar', '14']
['what', 'nfhs', '5', 'reveals', 'about', 'menstrual', 'health', 'and', 'hygiene', 'practices']
['fiserv', 'appoints', 'murali', 'nair', 'as', 'general', 'manager', 'of', 'india', 'and', 'south', 'asia']
['do', 'short', 'term', 'headwinds', 'provide', 'a', 'long', 'term', 'opportunity', '6', 'stocks', 'from', 'sugar', 'sector', 'with', 'upside', 'potential', 'of', 'up', 'to', '38']
['mom', 'said', 'from', 'hospital', 'bed', 'you', 'should', 'go', 'back', 'as', 'test', 'match', 'is', 'on', 'ashwin']
['hyfun', 'foods', 'to', 'invest', 'rs', '850', 'cr', 'to', 'set', 'up', '3', 'potato', 'processing', 'plants', 'in', 'gujarat']
['women', 'in', 'managerial', 'and', 'decision', 'making', 'roles', 'decline', 'in', 'india']
['ed', 'files', 'charge', 'sheet', 'against', 'chinese', 'origin', 'directors', 'others', 'in', 'crypto', 'mining', 'app', 'case']
['will', 'the', 'summer', 'temperatures', 'make', 'them', 'go', 'higher', 'this', 'time', '5', 'stocks', 'whose', 'fortunes', 'are', 'dependent', 'on', 'how', 'much', 'you', 'sweat']
['pharma', 'and', 'technology', 'plays', 'open', 'profit', 'window', 'of', '5', '8']
['is', 'dark', 'parle', 'g', 'real', 'photos', 'of', 'chocolate', 'flavour', 'of', 'parle', 'g', 'go', 'viral', 'on', 'social', 'media']
['kpi', 'green', 'energy', 'secures', 'solar', 'projects', 'totalling', '9', '4', 'mw']
['energy', 'stock', 'looks', 'at', '5', 'power', 'up', 'hotel', 'firm', 'makes', 'room', 'for', '7', 'rise']
['railways', 'land', 'for', 'job', 'case', 'cbi', 'files', 'supplementary', 'charge', 'sheet', 'before', 'delhi', 'court']
['best', 'way', 'to', 'play', 'on', 'growth', 'of', 'indian', 'economy', 'these', 'bank', 'stocks', 'can', 'give', 'more', 'than', '18', 'returns']
['this', 'pharma', 'stock', 'eyes', 'a', '6', 'run', 'a', 'big', 'bank', 'indicates', '5', 'upside']
['domestic', 'air', 'passenger', 'traffic', 'to', 'surpass', 'pre', 'covid', 'levels', 'to', 'reach', '150', '155', 'million', 'this', 'fiscal', 'icra']
['congress', 'lok', 'sabha', 'candidate', 'list', 'rahul', 'gandhi', 'from', 'amethi', 'priyanka', 'from', 'raebareli', 'here', 'is', 'the', 'list', 'thats', 'going', 'viral']
['urban', 'local', 'body', 'polls', 'likely', 'to', 'be', 'held', 'in', 'nagaland', 'in', 'april']
['esic', 'approves', 'rs', '1128', 'crore', 'for', 'construction', 'of', '7', 'hospitals']
['there', 'is', 'more', 'to', 'travel', 'than', 'hotels', '4', 'stocks', 'from', 'different', 'segments', 'of', 'travel', 'tourism', 'sector']
['hc', 'dismisses', 'quo', 'warranto', 'petitions', 'against', 'dmks', 'udhayanidhi', 'stalin', 'sekar', 'babu', 'mp', 'a', 'raja']
['is', 'the', 'worst', 'of', 'headwinds', 'behind', 'them', '5', 'agrochemical', 'stocks', 'with', 'upside', 'potential', 'of', 'up', 'to', '32']
['for', 'high', 'risk', 'averse', '5', 'midcap', 'stocks', 'from', 'different', 'sectors', 'with', 'potential', 'upside', 'of', 'up', 'to', '20']
['nia', 'announces', 'rs', '10', 'lakh', 'cash', 'reward', 'for', 'information', 'about', 'rameshwaram', 'cafe', 'blast', 'suspect']
['amravati', 'mp', 'navneet', 'rana', 'receives', 'death', 'threat', 'on', 'whatsapp', 'fir', 'registered']
['given', 'bjps', 'track', 'record', 'modi', 'has', 'no', 'right', 'to', 'lecture', 'on', 'womens', 'safety', 'tmc']
['telecom', 'player', 'is', 'on', 'call', 'for', '3', 'profit', 'auto', 'biggie', 'steps', 'on', 'the', 'gas', 'to', 'rise', '4']
['indian', 'economy', 'to', 'grow', '6', '8', 'in', 'fy25', 'inflation', 'to', 'ease', 'to', '4', '5', 'crisil']
['oil', 'natural', 'gas', 'corporation', 'bullish', 'to', 'sideways']
['fpis', 'pare', 'exposure', 'to', 'financial', 'stocks', 'amid', 'rising', 'credit', 'costs']
['evolving', 'demand', 'primary', 'driver', 'of', 'nri', 'investment', 'in', 'indian', 'real', 'estate']
['modi', 'ka', 'parivar', 'posters', 'with', 'picture', 'of', 'pm', 'with', 'fugitives', 'come', 'up', 'in', 'central', 'delhi', 'fir', 'filed']
['ajmera', 'realty', 'infra', 'raises', 'rs', '500', 'cr', 'from', 'standard', 'chartered', 'bank', 'icici', 'bank']
['the', 'circle', 'founders', 'club', 'concludes', 'the', 'water', 'challenge', 'accelerator', 'program']
['it', 'is', 'important', 'to', 'play', 'domestic', 'cricket', 'if', 'fit', 'and', 'available', 'rohit', 'sharma']
['indian', 'consulate', 'in', 'dubai', 'launches', 'new', 'insurance', 'package', 'for', 'blue', 'collar', 'workers']
['no', 'praise', 'enough', 'for', 'ashwin', 'rare', 'to', 'have', 'players', 'like', 'him', 'rohit']
['road', 'ministry', 'to', 'undertake', 'real', 'time', 'monitoring', 'of', 'bridges', 'on', 'national', 'highways', 'via', 'sensors', 'to', 'avoid', 'any', 'mishap']
['is', 'there', 'a', 'time', 'limit', 'for', 'depositor', 'to', 'claim', 'unclaimed', 'amount', 'from', 'dea', 'fund', 'rbi', 'releases', 'important', 'faqs']
['congress', 'lok', 'sabha', 'candidates', 'rahul', 'gandhi', 'to', 'contest', 'from', 'amethi', 'up', 'congress', 'leader', 'says']
['alia', 'bhatt', 'under', 'fire', 'actresss', 'leather', 'bag', 'sparks', 'controversy', 'after', 'advocacy', 'for', 'animal', 'welfare', 'and', 'poacher', 'promotion']
['farmers', 'protest', 'updates', 'traffic', 'jams', 'seen', 'at', 'delhi', 'noida', 'delhi', 'haryana', 'borders']
['embarrassment', 'for', 'woman', 'presenter', 'at', 'govt', 'programme', 'as', 'cm', 'vijayan', 'chides', 'her']
['a', 'mini', 'industry', 'spawns', 'under', 'the', 'hood', 'of', 'a', 'booming', 'car', 'market']
['can', 'midcap', 'and', 'smallcap', 'indices', 'decline', '5', '10', 'from', 'here', 'rohit', 'srivastava', 'explains']
['is', 'the', 'worst', 'behind', 'them', '5', 'stocks', 'from', 'electrical', 'and', 'mini', 'white', 'good', 'space', 'with', 'upside', 'potential', 'of', 'up', 'to', '42']
['defence', 'stock', 'aims', 'for', '8', 'rise', 'even', 'as', 'realty', 'player', 'eyes', '6', 'appreciation']
['executed', 'former', 'pak', 'pm', 'zulfiqar', 'ali', 'bhutto', 'did', 'not', 'receive', 'fair', 'trial', 'supreme', 'court']
['et', 'explains', 'what', 'is', 'pm', 'surya', 'ghar', 'muft', 'bijli', 'yojana', 'and', 'how', 'will', 'it', 'work']
['karnataka', 'deputy', 'cm', 'shivakumar', 'claims', 'several', 'opposition', 'leaders', 'will', 'join', 'congress']
['sona', 'machinery', 'ipo', 'subscribed', '22x', 'on', 'day', '2', 'shree', 'karni', 'fabcoms', 'issue', 'booked', '6x', 'so', 'far', 'on', 'day', '1']
['motovolt', 'mobility', 'bets', 'big', 'on', 'newly', 'launched', 'e', 'scooters']
['two', 'logistics', 'players', 'carry', '5', 'profit', 'potential', 'in', 'each']
['nsrcel', 'and', 'iim', 'bangalore', 'alum', 'founded', 'gps', 'renewables', 'partner', 'for', 'campus', 'founders']
['adani', 'group', 'considers', 'offering', '1', '2', 'billion', 'more', 'bonds']
['chatgpt', 'is', 'dumb', 'no', 'change', 'needed', 'in', 'engineering', 'education', 'as', 'ai', 'is', 'just', 'a', 'hype', 'iit', 'mandi', 'director']
['british', 'council', 'launches', 'women', 'in', 'stem', 'scholarships', 'for', '2024', '25']
['if', 'rates', 'stabilise', 'our', 'nims', 'should', 'be', 'fairly', 'comfortable', 'going', 'forward', 'pn', 'vasudevan', 'equitas', 'sfb']
['coinswitch', 'becomes', 'first', 'crypto', 'platform', 'in', 'india', 'to', 'reach', '2', 'crore', 'users']
['vr', 'infraspace', 'ipo', 'booked', '31', 'times', 'so', 'far', 'on', 'last', 'day', 'of', 'bidding']
['cong', 'candidates', 'list', 'for', 'ls', 'polls', 'in', 'karnataka', 'to', 'be', 'announced', 'in', '2', '3', 'days', 'cm', 'siddaramaiah']
['these', 'largecaps', 'have', 'strong', 'buy', 'buy', 'recos', 'and', 'upside', 'potential', 'of', 'more', 'than', '20']
['dbs', 'bank', 'says', 'it', 'deducted', '27', 'salary', 'of', 'its', 'ceo', 'gupta', 'for', 'tech', 'glitches', 'in', '2023']
['fo', 'stocks', 'indusind', 'bank', 'sun', 'pharma', 'among', '5', 'stocks', 'with', 'long', 'buildup']
['jg', 'chemicals', 'ipo', 'issue', 'subscribed', '4', 'times', 'so', 'far', 'on', 'day', '2', 'check', 'gmp', 'and', 'other', 'details']
['iifl', 'finance', 'will', 'comply', 'with', 'rbi', 'suggestions', 'in', 'gold', 'loan', 'biz', 'by', 'march', '31', 'chairman']
['real', 'estate', 'cos', 'approach', 'finmin', 'over', 'gst', 'notices']
['rural', 'commerce', 'startup', 'rozana', 'raises', '22', '5', 'million', 'in', 'funding', 'from', 'bertelsmann', 'others']
