['sec', 'probes', 'tesla', 'over', 'whistleblower', 'claims', 'on', 'solar', 'panel', 'defects']
['india', 'bangladesh', 'share', 'strong', 'commitment', 'to', 'counter', 'destabilising', 'forces', 'abetting', 'terrorism']
['china', 'threatens', 'countermeasures', 'if', 'us', 'boycotts', 'olympics']
['prime', 'minister', 'modi', 'holds', 'summit', 'talks', 'with', 'russian', 'president', 'putin']
['hal', 'bel', 'indian', 'ordnance', 'factories', 'among', 'top', '100', 'global', 'arms', 'manufacturers', 'in', '2020']
['omicron', 'scare', 'over', '100', 'of', '295', 'foreign', 'returnees', 'in', 'recent', 'times', 'to', 'kdmc', 'limits', 'untraceable']
['supreme', 'court', 'pulls', 'up', 'railways', 'for', 'not', 'protecting', 'its', 'property', 'acting', 'against', 'encroachers']
['how', 'can', 'i', 'protect', 'myself', 'from', 'the', 'new', 'omicron', 'variant']
['omicron', '5', 'merchant', 'navy', 'ship', 'crew', 'isolated', 'in', 'goa', 'genome', 'sequencing', 'reports', 'awaited']
['parag', 'milks', 'application', 'under', 'pli', 'scheme', 'approved', 'for', 'mozzarella', 'segment']
['allow', 'us', 'to', 'regulate', 'hospitals', 'to', 'protect', 'policyholders', 'interest', 'says', 'irdai', 'member']
['jharkhand', 'cm', 'hemant', 'soren', 'inaugurates', '4', 'pvt', 'textile', 'units', 'hands', 'over', 'job', 'letters', 'to', '2000']
['heritage', 'steam', 'loco', 'removed', 'from', 'rail', 'bhawan', 'vande', 'bharat', 'replica', 'to', 'replace', 'it']
['covid', 'ntagi', 'discusses', 'administering', 'additional', 'vaccine', 'dose', 'inoculation', 'of', 'kids']
['lok', 'sabha', 'passes', 'bill', 'to', 'enhance', 'status', 'of', 'six', 'more', 'institutes', 'of', 'pharmaceutical', 'education', 'research']
['leave', 'india', 'if', 'you', 'feel', 'suffocated', 'here', 'says', 'rss', 'indresh', 'kumar', 'to', 'farooq', 'abdullah']
['assam', 'cm', 'himanta', 'biswa', 'sarma', 'presents', 'financial', 'aid', 'to', '1105', 'ex', 'ndfb', 'rebels']
['sc', 'suggests', 'mediation', 'to', 'lalit', 'modi', 'and', 'his', 'mother', 'for', 'resolving', 'property', 'dispute', 'in', 'family']
['how', 'to', 'smoothen', 'the', 'disinvestment', 'process', 'for', 'a', 'listed', 'psu']
['85', 'pc', 'of', 'indias', 'eligible', 'population', 'administered', 'first', 'dose', 'of', 'covid', '19', 'vaccine', 'mansukh', 'mandaviya']
['qualcomm', 'ventures', 'to', 'exit', 'mapmyindia', 'with', 'blockbuster', 'returns']
['whatsapp', 'says', 'it', 'is', 'providing', 'users', 'with', 'more', 'options', 'to', 'control', 'their', 'messages']
['was', 'sent', 'to', 'tihar', 'jail', 'for', 'not', 'supporting', 'or', 'going', 'with', 'bjp', 'd', 'k', 'shivakumar']
['electric', 'mobility', 'solutions', 'startup', 'matter', 'to', 'invest', 'rs', '1500', 'crore', 'in', 'gujarat']
['indian', 'origin', 'ceo', 'fires', 'over', '900', 'employees', 'over', 'zoom', 'call', 'in', 'us']
['the', 'trials', 'of', 'aung', 'san', 'suu', 'kyi', 'from', 'heroine', 'to', 'villain', 'to', 'convict']
['will', 'deposit', 'rs', '1000', 'crore', 'in', 'escrow', 'ready', 'to', 'take', 'over', 'damepls', 'debt', 'dmrc', 'to', 'hc']
['cbses', 'assessment', 'scheme', 'has', 'attained', 'finality', 'received', 'courts', 'seal', 'of', 'approval', 'supreme', 'court']
['fmcg', 'distributors', 'seek', 'level', 'playing', 'field', 'with', 'b2b', 'retailers']
['omicron', '3', 'more', 'international', 'travellers', 'admitted', 'to', 'lnjp', 'hospital', 'in', 'delhi']
['myanmar', 'junta', 'chief', 'halves', 'aung', 'san', 'suu', 'kyi', 'jail', 'term']
['rbi', 'imposes', 'curbs', 'on', 'maharashtra', 'based', 'nagar', 'urban', 'co', 'op', 'bank']
['omicron', 'rajesh', 'tope', 'says', 'call', 'on', 'curbs', 'in', 'maha', 'only', 'after', 'consulting', 'centre', 'cm']
['these', '4', 'ipos', 'will', 'light', 'up', 'dalal', 'street', 'in', 'the', 'next', 'four', 'days']
['cbi', 'books', 'surat', 'based', 'logistics', 'firm', 'its', 'directors', 'for', 'bank', 'loan', 'fraud']
['maharashtra', 'revises', 'rates', 'of', 'rt', 'pcr', 'tests', 'at', 'private', 'labs', 'fixes', 'rs', '700', 'for', 'home', 'sample']
['nclt', 'allows', 'withdrawal', 'of', 'insolvency', 'proceedings', 'against', 'mgf', 'developments']
['anand', 'mahindra', 'thanks', 'zoho', 'ceo', 'for', 'being', 'the', 'brand', 'ambassador', 'of', 'cool', 'e', 'tuk', 'tuks']
['madras', 'high', 'court', 'directs', 'it', 'dept', 'to', 'bring', 'in', 'legal', 'heirs', 'of', 'late', 'cm', 'jayalalithaa', 'in', 'wealth', 'case']
['former', 'up', 'shia', 'waqf', 'board', 'chairman', 'wasim', 'rizvi', 'converts', 'to', 'hinduism']
['interglobe', 'aviation', 'to', 'hold', 'egm', 'in', 'december', 'end', 'to', 'amend', 'articles', 'of', 'association']
['govt', 'approves', 'investment', 'proposals', 'of', '60', 'processed', 'foods', 'companies', 'under', 'pli', 'scheme']
['godrej', 'properties', 'tdi', 'group', 'ink', 'joint', 'venture', 'for', 'luxury', 'residential', 'project', 'in', 'connaught', 'place', 'delhi']
['dowry', 'a', 'social', 'evil', 'but', 'change', 'has', 'to', 'come', 'from', 'society', 'says', 'sc', 'refers', 'plea', 'to', 'law', 'commission']
['1', 'in', '2', 'people', 'wants', 'govt', 'to', 'suspend', 'flights', 'from', 'countries', 'where', '20', 'omicron', 'cases', 'detected', 'survey']
['ridiculous', 'says', 'supreme', 'court', 'after', 'three', 'states', 'fail', 'to', 'deliver', 'covid', '19', 'compensation']
['bjp', 'mla', 'writes', 'to', 'nadda', 'raises', 'demand', 'for', 'a', 'separate', 'state', 'of', 'gorkhaland']
['militant', 'associate', 'arrested', 'in', 'sopore', 'in', 'jammu', 'and', 'kashmir']
['omicron', 'infected', 'his', 'contacts', 'are', 'asymptomatic', 'says', 'health', 'minister']
['dont', 'take', 'coercive', 'action', 'under', 'new', 'it', 'rules', 'hc', 'tells', 'centre']
['congs', 'poll', 'manifesto', 'to', 'chart', 'roadmap', 'ror', 'ups', 'growth', 'priyanka', 'gandhi', 'vadra']
['maharashtra', 'reports', 'two', 'more', 'omicron', 'cases', 'india', 'tally', 'at', '23']
['phoenix', 'mills', 'appoints', 'anuraag', 'srivastava', 'as', 'chief', 'financial', 'officer']
['russian', 'fund', 'seeks', 'sputnik', 'm', 'registration', 'for', 'adolescents']
['iim', 'ahmedabad', 'snapdeal', 'to', 'collaborate', 'on', 'retail', 'tech', 'research']
['pakistan', 'delegation', 'in', 'india', 'to', 'attend', 'sco', 'cyber', 'security', 'seminar']
['delhi', 'issues', 'show', 'cause', 'notice', 'to', 'etihad', 'airways', 'for', 'not', 'following', 'covid', '19', 'guidelines']
['redcliffe', 'labs', 'plans', 'to', 'hire', 'over', '1000', 'persons', 'in', 'next', 'six', 'months']
['sc', 'disposes', 'of', 'plea', 'against', 'appointment', 'of', 'prashant', 'kishor', 'as', 'punjab', 'cms', 'principal', 'advisor']
['in', 'schools', '93', 'per', 'cent', 'teaching', 'staff', '87', 'per', 'cent', 'non', 'teaching', 'staff', 'fully', 'or', 'partially', 'vaccinated', 'govt']
['1', 'as', 'omicron', 'spread', 'rekindles', 'growth', 'concerns']
['indian', 'economy', 'shows', 'strong', 'signs', 'of', 'recovery', 'upswing', 'in', '19', 'of', '22', 'eco', 'indicators']
['nagaland', 'firing', 'incident', 'left', 'parties', 'slam', 'centre', 'demand', 'repeal', 'of', 'afspa']
['greta', 'electric', 'scooters', 'announces', 'expansion', 'plans', 'aims', '50', 'touchpoints', 'in', 'tier', 'ii', 'cities', 'this', 'fiscal']
['softbank', 'leads', '50', 'million', 'funding', 'in', 'hr', 'tech', 'startup', 'sense']
['aparna', 'enterprises', 'invests', 'rs', '100', 'cr', 'to', 'augment', 'manufacturing', 'capacity', 'for', 'vitero', 'tiles']
['aiadmks', 'o', 'panneerselvam', 'k', 'palaniswami', 'duo', 'elected', 'as', 'party', 'chiefs']
['firms', 'keep', 'faith', 'with', 'crypto', 'payments', 'softbank', 'shares', 'tank', '8', '2']
['rajya', 'sabha', 'sees', 'repeated', 'adjournments', 'as', 'opposition', 'protests', 'suspension', 'of', '12', 'mps']
['brain', 'drain', 'government', 'committed', 'to', 'retain', 'graduating', 'students', 'bring', 'nris', 'back', 'to', 'country']
['with', 'omicron', 'third', 'wave', 'projected', 'to', 'hit', 'india', 'by', 'february', 'but', 'may', 'be', 'milder', 'than', 'second']
['led', 'by', 'urea', 'fertiliser', 'subsidies', 'to', 'soar', '62', 'pc', 'this', 'fiscal', 'on', 'rising', 'input', 'costs', 'report']
['sc', 'stays', 'local', 'body', 'election', 'in', 'maharashtra', 'on', 'seats', 'reserved', 'for', 'obcs']
['south', 'african', 'doctor', 'who', 'flagged', 'omicron', 'says', 'it', 'causes', 'mild', 'disease', 'few', 'hospital', 'admissions']
['a', 'sea', 'of', 'santas', 'dressed', 'in', 'red', 'suits', 'ski', 'maine', 'slopes', 'to', 'raise', 'money', 'for', 'charity']
['covid', '19', 'pandemic', 'still', 'remains', 'top', 'risk', 'for', 'corporate', 'india', 'says', 'survey']
['deloitte', 'launches', 'ai', 'institute', 'in', 'india']
['psbs', 'restructure', 'over', 'rs', '58500', 'crore', 'loan', 'advanced', 'to', '9', '8', 'lakh', 'msme', 'accounts', 'amid', 'pandemic', 'govt']
['ten', 'points', 'of', 'tension', 'between', 'vladimir', 'putin', 'and', 'joe', 'biden']
['nclt', 'dismisses', 'rtil', 'rps', 'plea', 'to', 'declare', 'transaction', 'made', 'by', 'erstwhile', 'promoter', 'fraudulent']
['soren', 'lays', 'foundation', 'stone', 'for', 'rs', '567', 'crore', 'dalmia', 'cement', 'unit', 'in', 'bokaro']
['punjab', 'polls', 'ajay', 'maken', 'to', 'lead', 'congress', 'screening', 'panel', 'sunil', 'jakhar', 'campaign', 'committee']
['how', 'platforms', 'are', 'accelerating', 'digital', 'transformation', 'at', 'it', 'clients']
['anand', 'rathi', 'wealth', 'ipo', 'subscribed', '4', 'times', 'so', 'far', 'issue', 'closes', 'today']
['indo', 'count', 'industries', 'signs', 'business', 'transfer', 'agreement', 'with', 'ghcl', 'limited']
['difference', 'between', 'investing', 'in', 'stocks', 'and', 'mutual', 'funds']
['akshay', 'kumar', 'falls', 'in', 'love', 'with', 'diu', 'as', 'he', 'wraps', 'shooting', 'for', 'ram', 'setu']
['nclt', 'admits', 'reserve', 'banks', 'plea', 'for', 'insolvency', 'proceedings', 'against', 'reliance', 'capital']
['india', 'mentions', 'unprovoked', 'aggression', 'along', 'northern', 'border', 'at', '22', 'dialogue', 'with', 'russia']
['govt', 'departments', 'autonomous', 'bodies', 'owe', 'over', 'rs', '244', 'cr', 'to', 'air', 'india']
['centre', 'expresses', 'regret', 'over', 'nagaland', 'firing', 'incident']
['nep', 'does', 'not', 'envisage', 'one', 'year', 'engineering', 'programme', 'in', 'indian', 'languages', 'govt']
['omicron', 'shows', 'policymakers', 'cant', 'let', 'guard', 'down', 'bis']
['over', '55', 'pc', 'jan', 'dhan', 'account', 'holders', 'are', 'women', 'finance', 'ministry']
['itc', 'hotels', 'and', 'cii', 'join', 'hands', 'for', 'job', 'oriented', 'international', 'hospitality', 'training']
['india', 'to', 'host', 'denmark', 'for', 'next', 'davis', 'cup', 'tie', 'in', 'march']
['katrina', 'vicky', 'wedding', 'preparations', 'in', 'full', 'swing', 'mandatory', 'car', 'stickers', 'for', '120', 'guests', 'mehendi', 'from', 'sojat', 'tight', 'security']
['38408', 'schools', '2', '86', 'lakh', 'anganwadi', 'centres', 'dont', 'have', 'functional', 'toilets', 'govt', 'tells', 'rajya', 'sabha']
['pakistan', 'bans', 'travel', 'from', '15', 'countries', 'amid', 'looming', 'omicron', 'threat']
['kg', 'in', 'south', 'due', 'to', 'rains']
['gold', 'climbs', 'rs', '29', 'silver', 'tanks', 'rs', '149']
['metaverse', 'brightens', 'vr', 'future', 'investors', 'pay', 'millions', 'to', 'buy', 'digital', 'property']
['day', 'trading', 'gude', 'stock', 'recommendation', 'for', 'tuesday']
['no', 'plan', 'to', 'rename', 'iits', 'after', 'great', 'leaders', 'of', 'states', 'where', 'they', 'are', 'situated', 'mos', 'education']
['ls', 'members', 'express', 'anguish', 'over', 'nagaland', 'firing', 'incident', 'demand', 'probe']
['market', 'movers', 'whats', 'driving', 'the', 'carnage', 'in', 'nykaa', 'zomato', 'shares']
['sterlite', 'power', 'esds', 'software', 'get', 'sebis', 'go', 'ahead', 'to', 'float', 'ipos']
['government', 'saved', 'rs', '6320', 'crore', 'from', 'temporary', 'suspension', 'of', 'mplads', 'minister']
['number', 'of', 'candidates', 'hired', 'for', 'government', 'jobs', 'in', '2020', '21', 'fell', 'by', '46', '8', 'govt']
['whats', 'on', 'angela', 'merkels', 'retirement', 'agenda', 'vegetable', 'gardening', 'quality', 'time', 'with', 'hubby', 'a', 'little', 'nap']
['no', 'proposal', 'from', 'public', 'funded', 'universities', 'to', 'set', 'up', 'campuses', 'abroad', 'says', 'education', 'minister']
['tech', 'view', 'bears', 'in', 'control', 'of', 'nifty', 'use', 'rallies', 'to', 'sell']
['what', 'are', 'the', 'minsk', 'agreements', 'on', 'the', 'ukraine', 'conflict']
['biggest', 'gainers', 'losers', 'of', 'the', 'day', 'mtnl', 'hits', 'upper', 'circuit', 'inox', 'wind', 'drop', '7']
['reliance', 'would', 'underperform', 'nifty', 'by', '5', '10', 'sameer', 'narayan']
['bill', 'to', 'correct', 'drafting', 'error', 'in', 'ndps', 'act', 'introduced', 'in', 'lok', 'sabha']
['nagaland', 'firing', 'issue', 'raised', 'in', 'rs', 'opposition', 'demands', 'statement', 'from', 'hm', 'amit', 'shah']
['tata', 'motors', 'to', 'hike', 'prices', 'by', '2', '5', 'from', 'january', '1', '2022']
['expect', 'robinhood', 'clones', 'to', 'rise', 'if', 'india', 'makes', 'crypto', 'an', 'asset', 'class']
['captive', 'power', 'plants', 'request', 'govt', 'to', 'normalise', 'coal', 'supply']
['ipos', 'have', 'representation', 'across', 'sectors', 'says', 'fin', 'min']
['auto', 'bank', 'stocks', 'drag', 'sensex', '190', 'points', 'lower', 'buy', 'the', 'dip', 'say', 'analysts']
['former', 'punjab', 'cm', 'amarinder', 'singh', 'opens', 'new', 'party', 'office', 'in', 'chandigarh']
['pms', 'aif', 'asset', 'base', 'set', 'to', 'cross', 'rs', '50', 'lakh', 'cr', 'in', '10', 'yrs', 'pms', 'bazaar']
['drdo', 'installed', '931', 'oxygen', 'psa', 'plants', 'during', 'covid', '19', 'pandemic', 'govt']
['loankuber', 'raises', 'rs', '13', 'crore', 'from', 'lets', 'venture', 'inflection', 'point', 'others']
['sudan', 'owes', 'ongc', 'videsh', '560', 'mn', 'in', 'unpaid', 'dues', 'govt']
['check', 'out', 'which', 'nifty50', 'stocks', 'analysts', 'recommend', 'buying', 'this', 'week']
['144', 'central', 'infra', 'projects', 'reported', 'delays', 'in', '2021', '22', 'total', 'cost', 'overrun', 'at', 'rs', '14960', 'cr']
['7476', 'posts', 'of', 'officers', 'lying', 'vacant', 'in', 'army', '1265', 'in', 'navy', '621', 'in', 'iaf', 'govt']
['delhi', 'government', 'to', 'organise', 'international', 'level', 'stage', 'play', 'on', 'life', 'of', 'b', 'r', 'ambedkar', 'arvind', 'kejriwal']
['rics', 'embeds', 'the', 'newly', 'launched', 'universal', 'method', 'to', 'report', 'carbon', 'in', 'buildings', 'and', 'infrastructure']
['a', 'bitcoin', 'boom', 'fueled', 'by', 'cheap', 'power', 'empty', 'plants', 'and', 'few', 'rules']
['keralas', 'sruthy', 'sithara', 'wins', 'miss', 'trans', 'global', 'crown', 'becomes', 'the', 'first', 'indian', 'to', 'win', 'this', 'title']
['sc', 'allows', 'police', 'to', 'carry', 'on', 'probe', 'against', 'ex', 'mumbai', 'cp', 'param', 'bir', 'singh', 'retrains', 'it', 'from', 'filing', 'charge', 'sheet']
['joint', 'platform', 'of', '10', 'central', 'trade', 'unions', 'to', 'hold', 'a', 'two', 'day', 'nationwide', 'strike']
['rbis', 'mpc', 'starts', 'deliberations', 'amid', 'expectations', 'of', 'status', 'quo', 'in', 'policy', 'rate']
['saudi', 'crown', 'prince', 'mohammed', 'bin', 'salman', 'heads', 'to', 'oman', 'on', 'tour', 'of', 'gulf', 'arab', 'states']
['incubators', 'to', 'get', 'grant', 'of', 'rs', '135', 'crore', 'under', 'startup', 'india', 'seed', 'fund', 'scheme']
['no', 'shortage', 'of', 'coal', 'in', 'country', 'pralhad', 'joshi', 'coal', 'minister']
['pan', 'aadhaar', 'linkage', 'deadline', 'extended', 'till', 'march', '2022']
['justin', 'bieber', 'performs', 'at', 'saudi', 'f1', 'race', 'in', 'front', 'of', 'packed', 'crowd', 'despite', 'boycott', 'calls']
['after', 'a', '60x', 'rally', 'in', '3', 'years', 'this', 'multibagger', 'token', 'halves', 'should', 'you', 'buy', 'now']
['number', 'of', 'atms', 'in', 'india', 'at', 'over', '2', '13', 'lakh', 'says', 'fin', 'min']
['softbank', 'shares', 'slide', '9', 'as', 'portfolio', 'upside', 'evaporates']
['william', 'shatners', 'trip', 'to', 'space', 'on', 'blue', 'origin', 'capsule', 'to', 'premiere', 'on', 'amazon', 'prime', 'video', 'on', 'dec', '15']
['jio', 'conducts', 'trial', 'of', 'connected', 'drones', 'on', 'its', 'indigenous', '5g', 'network']
['china', 'tries', 'to', 'reassure', 'on', 'evergrande', 'as', 'default', 'fears', 'rise']
['india', 'has', '4th', 'largest', 'foreign', 'exchange', 'reserves', 'in', 'world', 'mos', 'finance']
['european', 'shares', 'bounce', 'after', 'volatile', 'week']
['pocket', 'fm', 'raises', '22', '4', 'million', 'in', 'series', 'b', 'funding', 'led', 'by', 'lightspeed']
['former', 'jk', 'cm', 'mehbooba', 'mufti', 'stages', 'dharna', 'at', 'delhis', 'jantar', 'mantar', 'says', 'kashmir', 'in', 'pain']
['welcome', 'to', 'web3', 'whats', 'that']
['air', 'india', 'owes', 'rs', '2350', 'crore', 'to', 'aai', 'spicejet', 'rs', '185', 'crore']
['simplified', 'raises', '8', '5', 'million', 'in', 'seed', 'funding', 'round', 'led', 'by', 'craft', 'ventures']
['monday', 'blues', 'bitcoin', 'tumbles', '5', 'after', 'weekend', 'battering']
['jyotiraditya', 'scindia', 'chairs', 'high', 'level', 'meet', 'issues', 'directions', 'for', 'crowd', 'management', 'at', 'igi', 'airport']
['dictionary', 'com', 'picks', 'allyship', 'as', 'word', 'of', 'the', 'year', '2021']
['indias', 'airlines', 'incurred', 'loss', 'of', 'rs', '19564', 'crore', 'in', '2020', '21', 'govt']
['gajendra', 'singh', 'shekhawat', 'to', 'be', 'bjps', 'chief', 'ministerial', 'face', 'in', 'rajasthan', 'assembly', 'polls', 'congress', 'dotasra']
['average', 'fares', 'of', 'ai', 'united', 'lufthansa', 'on', 'air', 'bubble', 'flights', 'comparable', 'to', 'pre', 'pandemic', 'level', 'govt']
['dc', 'says', 'mom', 'diana', 'was', 'a', 'fan', 'of', 'singer', 'tina', 'turner']
['two', 'mumbai', 'based', 'family', 'offices', 'in', 'talks', 'to', 'invest', 'in', 'ipo', 'bound', 'ola', 'mobility']
['no', 'proposal', 'under', 'consideration', 'to', 'reduce', 'gst', 'on', 'health', 'insurance', 'premium', 'mos', 'finance']
['each', 'starlink', 'user', 'terminal', 'in', 'first', 'year', 'to', 'cost', 'rs', '1', '58', 'lakh', 'company', 'pushes', 'authorities', 'to', 'tap', 'into', 'usof']
['cricket', 'india', 'return', 'to', 'top', 'of', 'icc', 'test', 'rankings']
['omicron', 'decision', 'needed', 'at', 'national', 'level', 'on', 'booster', 'dose', 'says', 'maharashtra', 'deputy', 'cm', 'ajit', 'pawar']
['nmpb', 'csir', 'cimap', 'sign', 'mou']
['nepal', 'detects', 'first', 'two', 'cases', 'of', 'omicron', 'variant', 'health', 'ministry']
['nps', 'generated', 'good', 'returns', 'for', 'subscribers', 'pfrda', 'chairman']
['india', 'reports', 'fresh', 'omicron', 'cases', 'mahindra', 'shares', 'profound', 'conclusion', 'marico', 'boss', 'urges', 'people', 'to', 'not', 'panic']
['china', 'threatens', 'countermeasures', 'if', 'u', 's', 'boycotts', 'beijing', 'olympics']
['whatsapp', 'launches', 'incubator', 'programme', 'to', 'help', 'organisations', 'build', 'digital', 'solutions', 'for', 'healthcare', 'issues']
['trade', 'unions', 'to', 'observe', 'two', 'day', 'nationwide', 'strike', 'on', 'feb', '23', '24']
['soon', 'well', 'know', 'whether', 'vaccines', 'are', 'effective', 'against', 'omicron', 'variant']
['most', 'of', 'indias', '1', '1', 'trillion', 'growth', 'in', 'next', '11', 'year', 'can', 'come', 'from', 'yet', 'to', 'be', 'invented', 'digital', 'businesses', 'report']
['china', 'stocks', 'end', 'lower', 'as', 'semiconductors', 'new', 'energy', 'shares', 'weigh']
['india', 'russia', 'ink', 'four', 'defence', 'pacts', 'resolve', 'to', 'expand', 'military', 'ties']
['softbank', 'drags', 'nikkei', 'lower', 'hopes', 'of', 'milder', 'omicron', 'impact', 'cap', 'losses']
['infosys', 'scraps', 'coo', 'position', 'distributes', 'responsibilities', 'among', 'other', 'top', 'execs']
['amid', 'uncertainty', 'some', 'businesses', 'still', 'accept', 'crypto', 'for', 'payments']
['goldman', 'morgan', 'stanley', 'bid', 'to', 'buy', 'into', 'mapmaker', 'mapmyindias', 'ipo']
['vodafone', 'idea', 'zooms', '45', 'in', '6', 'days', 'hits', 'new', '52', 'week', 'high', 'heres', 'why']
['digital', 'indias', 'fastest', 'growing', 'sustainable', 'home', 'finance', 'company', 'iifl', 'home', 'finance', 'ltd', 'disbursed', 'loans', 'of', 'almost', '3000', 'cr', 'in', 'h1', 'of', '2021', '2022', 'fy']
['3', 'reasons', 'why', 'jefferies', 'is', 'bullish', 'on', 'hospital', 'stocks']
['deal', 'for', 'ak', '203', 'rifles', 'between', 'india', 'russia', 'finalised']
['tata', 'power', 'iit', 'madras', 'ink', 'mou', 'to', 'collaborate', 'on', 'rd', 'training', 'tech', 'solutions']
['largecap', 'stocks', 'with', 'high', 'upside', 'potential', 'in', 'next', '12', 'months']
['weekly', 'top', 'picks', '40', 'stocks', 'that', 'scored', '10', 'on', '10', 'on', 'stock', 'reports', 'plus']
['mapmyindia', 'ipo', 'opens', 'on', 'dec', '9', 'price', 'band', 'fixed', 'at', 'rs', '1000', '1033']
['bitcoin', 'below', '50000', 'at', 'early', 'october', 'levels', 'after', 'weekends', 'battering']
['audi', 'a4', 'premium', 'comes', 'to', 'india', 'at', 'rs', '39', '99', 'lakh']
['toyota', 'kirloskar', 'motor', 'partners', 'with', 'karnataka', 'bank', 'for', 'financing', 'solutions']
['myanmar', 'court', 'sentences', 'ousted', 'leader', 'suu', 'kyi', 'to', '4', 'years']
['msrtc', 'employees', 'strike', 'enters', '40th', 'day', 'bus', 'services', 'resume', 'at', '78', 'depots']
['globsyn', 'business', 'school', 'plans', 'to', 'use', 'augmented', 'reality', 'to', 'enhance', 'its', 'hybrid', 'delivery', 'model']
['nclt', 'reserves', 'order', 'on', 'rbis', 'plea', 'to', 'commence', 'insolvency', 'against', 'reliance', 'capital']
['sc', 'to', 'hear', 'plea', 'challenging', 'suspension', 'of', '12', 'bjp', 'mlas', 'from', 'maha', 'assembly', 'for', 'one', 'year']
['tech', 'mahindra', 'erases', 'early', 'gains', 'down', '1', 'company', 'acquires', '100', 'stake', 'in', 'activus', 'connect']
['hdfc', 'life', 'sanchay', 'plus', 'a', 'savings', 'plan', 'with', 'guaranteed', 'returns', 'to', 'safeguard', 'your', 'familys', 'future']
['afspa', 'should', 'be', 'repealed', 'meghalaya', 'chief', 'minister', 'conrad', 'k', 'sangma']
['companies', 'raised', 'rs', '52759', 'crore', 'from', 'ipos', 'till', 'october', 'this', 'fiscal', 'sitharaman']
['buy', 'birla', 'corporation', 'target', 'price', 'rs', '1825', 'emkay', 'global']
['vodafone', 'files', 'for', 'retro', 'tax', 'settlement', 'with', 'india']
['buy', 'jk', 'cement', 'target', 'price', 'rs', '4070', 'icici', 'securities']
