['india', 'will', 'soon', 'make', 'equipment', 'for', 'semiconductor', 'manufacturing']
['ls', 'polls', 'dmk', 'allots', '10', 'seats', 'for', 'congress', 'in', 'tn', 'pondy']
['tri', 'service', 'exercise', 'bharat', 'shakti', 'to', 'demonstrate', 'prowess', 'of', 'indigenously', 'manufactured', 'equipment']
['my', 'style', 'of', 'working', 'is', 'as', 'per', 'the', 'needs', 'of', 'the', 'nation', 'and', 'not', 'for', 'electoral', 'considerations', 'pm', 'modi']
['india', 'bangladesh', 'border', 'forces', 'vow', 'to', 'stop', 'attacks', 'on', 'security', 'personnel']
['apple', 'ios', '18', 'update', 'release', 'date', 'features', 'key', 'details']
['pradhan', 'launches', '52', 'short', 'textbooks', 'in', 'indian', 'non', 'scheduled', 'languages', 'for', 'early', 'childhood', 'education']
['cbic', 'issues', 'circular', 'to', 'encourage', 'women', 'participation', 'in', 'trade']
['centre', 'shouldnt', 'run', 'away', 'from', 'responsibility', 'says', 'dallewal', 'rail', 'roko', 'agitation', 'on', 'march', '10']
['baby', 'body', 'wash', 'under', '500', 'for', 'infants', 'and', 'kids']
['asif', 'ali', 'zardari', 'elected', 'pakistans', 'president']
['the', 'gentlemen', 'how', 'this', 'netflix', 'series', 'is', 'connected', 'to', 'adolf', 'hitler', 'know', 'in', 'detail']
['shogun', 'season', '2', 'is', 'it', 'happening']
['govt', 'launches', 'catch', 'the', 'rain', '2024', 'campaign', 'to', 'promote', 'sustainable', 'water', 'management', 'practices']
['first', 'cargo', 'of', 'ongcs', 'crude', 'oil', 'from', 'kg', 'basin', 'block', 'reaches', 'mangalore', 'refinery']
['infra', 'boost', 'for', 'military', 'pm', 'modi', 'unveils', 'sela', 'tunnel', 'providing', 'all', 'weather', 'connectivity', 'to', 'tawang']
['ipr', 'laws', 'facilitator', 'booster', 'and', 'not', 'barrier', 'in', 'process', 'of', 'research', 'development', 'fm']
['asif', 'ali', 'zardari', 'emerges', 'from', 'benazirs', 'shadow', 'to', 'be', 'pakistans', 'president', 'for', '2nd', 'time']
['pm', 'modi', 'unveils', 'projects', 'worth', 'rs', '55600', 'crore', 'in', 'northeast', 'including', 'strategic', 'sela', 'tunnel']
['liverpool', 'vs', 'manchester', 'city', 'prediction', 'live', 'streaming', 'start', 'time', 'where', 'to', 'watch']
['vultures', '2', 'why', 'was', 'second', 'album', 'of', 'kanye', 'west', 'and', 'ty', 'dolla', 'ign', 'not', 'dropped', 'ye', 'has', 'explained', 'delay']
['elon', 'musks', 'wealth', 'drops', 'by', 'nearly', '40', 'billion', 'dollars', 'in', '2024']
['gujarat', 'govt', 'launches', 'schemes', 'to', 'provide', 'financial', 'assistance', 'to', 'students', 'of', 'classes', '9', 'to', '12']
['lot', 'more', 'women', 'take', 'the', 'drivers', 'seat', 'in', 'suvs', 'now']
['railway', 'minister', 'unveils', 'body', 'structure', 'of', 'vande', 'bharat', 'sleeper', 'variant']
['vande', 'bharat', 'sleeper', 'train', 'railway', 'minister', 'ashwini', 'vaishnaw', 'inaugurates', 'new', 'sleeper', 'car', 'at', 'beml']
['kerala', 'bridge', 'collapse', 'floating', 'bridge', 'collapse', 'at', 'varkala', 'beach', 'injures', '15', 'lifeguards', 'rescue', 'victims']
['pm', 'modi', 'to', 'inaugurate', 'strategically', 'crucial', 'sela', 'tunnel', 'project', 'in', 'arunachal', 'on', 'saturday']
['union', 'minister', 'vaishnaw', 'hails', 'nivetti', 'systems', 'for', 'indigenously', 'developing', '2', '4', 'tbps', 'router']
['sabse', 'bada', 'seat', 'mil', 'gaya', 'says', 'the', 'great', 'khali', 'as', 'he', 'partners', 'up', 'with', 'aether', 'energy', 'for', 'rizta']
['punjab', 'cabinet', 'approves', 'new', 'excise', 'policy', 'aims', 'at', 'over', 'rs', '10000', 'cr', 'collections']
['us', 'consul', 'general', 'melinda', 'pavek', 'inspires', 'collaboration', 'and', 'learning', 'at', 'iim', 'shillong']
['11', 'himachal', 'mlas', 'move', 'to', 'ukhand', 'union', 'minister', 'says', 'sukhu', 'govt', 'will', 'soon', 'fall']
['gas', 'distributor', 'agp', 'pratham', 'cuts', 'cng', 'price', 'by', 'rs', '2', '5', 'per', 'kg', 'in', 'kerala']
['tata', 'technologies', 'inks', 'pact', 'with', 'telangana', 'for', 'skill', 'centres']
['ufc', '299', 'fight', 'card', 'date', 'streaming', 'where', 'to', 'watch', 'main', 'event', 'all', 'matches']
['indian', 'mission', 'in', 'london', 'launches', 'chalo', 'india', 'living', 'bridges', 'campaigns']
['bjp', 'would', 'send', 'ed', 'cbi', 'even', 'to', 'lord', 'ram', 'if', 'he', 'was', 'in', 'this', 'era', 'to', 'join', 'party', 'or', 'go', 'to', 'jail', 'arvind', 'kejriwal']
['delhi', 'car', 'scrap', 'policy', 'proposes', 'upto', 'rs', '10000', 'fine', 'offers', '3', 'weeks', 'time', 'to', 'claim', 'vehicle', 'before', 'it', 'goes', 'to', 'scrap']
['nia', 'releases', 'new', 'photos', 'and', 'videos', 'of', 'suspect', 'in', 'rameshwaram', 'cafe', 'blast']
['navy', 'commanders', 'explore', 'ways', 'to', 'boost', 'combat', 'prowess', 'in', 'strategically', 'located', 'island', 'territories']
['meet', 'jewels', 'with', 'jules', 'the', 'insta', 'influencer', 'who', 'decoded', 'nita', 'ambanis', '6', '5', 'million', 'diamond', 'ring']
['top', 'pla', 'general', 'calls', 'for', 'crackdown', 'on', 'fake', 'combat', 'capabilities', 'in', 'chinese', 'military']
['goldman', 'sachs', 'india', 'to', 'train', 'over', '1000', 'non', 'engineers', 'in', 'ai']
['nclt', 'denies', 'interim', 'relief', 'to', 'iffco', 'asks', 'triumph', 'offshore', 'to', 'discuss', 'issues', 'raised', 'in', 'iffcos', 'plea', 'before', 'april', '4']
['bjp', 'tdp', 'jana', 'sena', 'have', 'come', 'to', 'understanding', 'for', 'alliance', 'in', 'upcoming', 'polls', 'naidu']
['indias', 'security', 'dynamics', 'involves', 'multi', 'faceted', 'threats', 'says', 'air', 'chief', 'marshal', 'v', 'r', 'chaudhari', 'at', 'ota']
['us', 'visa', 'bulletin', 'for', 'april', '2024', 'significant', 'advances', 'in', 'dates', 'for', 'green', 'card', 'applicants', 'from', 'india']
['why', 'pm', 'needs', 'to', 'visit', 'bengal', 'frequently', 'asks', 'state', 'congress', 'chief', 'adhir', 'chowdhury']
['how', 'to', 'apply', 'for', 'pm', 'surya', 'ghar', 'muft', 'bijli', 'yojana', 'a', 'step', 'by', 'step', 'guide']
['rbi', 'may', 'allow', '5b', 'sell', 'buy', 'swap', 'to', 'mature', 'on', 'monday', 'to', 'inject', 'rs', '40000', 'cr']
['miss', 'world', '2024', 'being', 'hosted', 'in', 'india', 'exploring', 'the', 'iconic', 'beauty', 'pageants', 'rich', 'history']
['miss', 'world', '2024', 'finalists', 'sini', 'shetty', 'to', 'represent', 'india', 'check', 'the', 'complete', 'final', 'candidate', 'list']
['time', 'for', 'samvidhaan', 'manthan', 'akhilesh', 'yadav', 'targets', 'pm', 'modi']
['marathas', 'should', 'not', 'fall', 'prey', 'to', 'false', 'promises', 'on', 'reservations', 'says', 'raj', 'thackeray']
['sri', 'kurumba', 'educational', 'and', 'charitable', 'trust', 'to', 'give', 'away', '1000', 'homes', 'to', 'underprivileged', 'families', 'in', 'palakkad', 'district']
['countrys', 'growth', 'cant', 'be', 'imagined', 'without', 'development', 'of', 'farmers', 'villages', 'rajnath', 'singh']
['congress', 'rjd', 'did', 'nothing', 'for', 'poor', 'sonia', 'gandhis', 'only', 'goal', 'is', 'to', 'make', 'rahul', 'pm', 'amit', 'shah']
['india', 'bloc', 'a', 'bundle', 'of', 'groups', 'making', 'secularism', 'a', 'joke', 'deve', 'gowda']
['caste', 'census', 'economic', 'mapping', 'will', 'uproot', '50', 'pc', 'reservation', 'limit', 'rahul', 'gandhi']
['bcci', 'announces', 'salary', 'hike', 'for', 'test', 'players', 'up', 'to', 'rs', '45', 'lakh', 'unveils', 'new', 'reward', 'scheme', 'here', 'are', 'details']
['ex', 'arunachal', 'cm', 'nabam', 'tuki', 'resigns', 'at', 'state', 'congress', 'chief']
['bmf', 'season', '3', 'release', 'date', 'where', 'to', 'watch']
['nota', 'toothless', 'without', 'right', 'to', 'reject', 'say', 'experts']
['open', 'access', 'solar', 'capacity', 'addition', 'at', 'record', '3', '2', 'gw', 'in', '2023', 'report']
['stock', 'picks', 'of', 'the', 'week', '5', 'stocks', 'with', 'consistent', 'score', 'improvement', 'and', 'upside', 'potential', 'of', 'up', 'to', '34']
['how', 'many', '100s', 'you', 'scored', 'when', 'jonny', 'bairstow', 'plan', 'to', 'sledge', 'shubman', 'gill', 'backfired']
['application', 'in', 'sc', 'seeks', 'early', 'hearing', 'of', 'plea', 'against', 'delhi', 'hc', 'verdict', 'in', 'bofors', 'case']
['i', 'am', 'least', 'insecure', 'about', 'what', 'people', 'feel', 'about', 'me', 'experimenting', 'ravichandran', 'ashwin']
['solo', 'leveling', 'episode', '9', 'release', 'date', 'time', 'where', 'to', 'watch', 'and', 'what', 'to', 'expect']
['how', 'to', 'buy', 'new', 'fastag', 'online']
['pnb', 'among', 'top', '3', 'trading', 'ideas', 'for', 'the', 'week', 'ahead', 'from', 'rupak', 'de', 'of', 'lkp', 'securities']
['fastag', 'charges', 'compared', 'hdfc', 'bank', 'icici', 'bank', 'sbi', 'axis', 'bank', 'pnb', 'other', 'top', 'authorized', 'issuers']
['delhi', 'murder', 'father', 'killed', 'son', 'to', 'teach', 'wife', 'a', 'lesson', 'avenge', 'misbehaviour']
['former', 'congress', 'mla', 'from', 'bassi', 'pathana', 'gurpreet', 'singh', 'joins', 'aap']
['national', 'creators', 'award', 'meet', 'aman', 'gupta', 'who', 'got', 'celebrity', 'creator', 'of', 'the', 'year', 'award']
['target', 'of', '370', 'seats', 'tribute', 'to', 'abrogation', 'of', 'article', '370', 'says', 'piyush', 'goyal']
['positive', 'talks', 'held', 'on', 'mahayuti', 'alliance', 'for', 'ls', 'polls', '80', 'pc', 'issues', 'resolved', 'fadnavis']
['eight', 'days', 'after', 'blast', 'the', 'rameshwaram', 'cafe', 'reopens', 'to', 'brisk', 'business']
['gold', 'hitting', 'record', 'highs', 'on', 'fed', 'rate', 'cut', 'bets']
['commodity', 'talk', 'risk', 'reward', 'for', 'gold', 'not', 'favourable', 'after', 'current', 'rally', 'buy', 'in', 'staggered', 'manner', 'anuj', 'gupta']
['centre', 'to', 'take', 'all', 'measures', 'to', 'contain', 'food', 'prices', 'piyush', 'goyal']
['bjp', 'following', 'vinash', 'model', 'stamping', 'out', 'opposition', 'parties', 'toppling', 'their', 'govts', 'kejriwal']
['office', 'space', 'demand', 'likely', 'at', '50', '55', 'mn', 'sq', 'ft', 'this', 'year', 'across', 'top', '6', 'cities', 'report']
['lok', 'sabha', '2024', 'amit', 'shah', 'n', 'chandrababu', 'naidu', 'hold', 'second', 'round', 'of', 'talks', 'over', 'tdp', 'bjp', 'alliance']
['upholding', 'corporate', 'integrity', 'the', 'evolution', 'of', 'independent', 'directors', 'accountability']
['big', 'hike', 'five', 'day', 'working', 'for', 'bankers', 'subject', 'to', 'government', 'clearance']
['kerala', 'govt', 'announces', 'cbi', 'probe', 'into', 'death', 'of', 'veterinary', 'student', 'in', 'wayanad']
['high', 'end', 'evs', 'to', 'cost', 'more', 'in', 'karnataka', 'as', 'govt', 'hikes', 'tax']
['indian', 'banks', 'association', 'agree', 'on', '17', 'wage', 'hike', 'saturdays', 'off', 'for', 'employees']
['mutual', 'fraternity', 'is', 'necessary', 'to', 'maintain', 'equality', 'in', 'country', 'cji', 'chandrachud']
['mutual', 'fraternity', 'is', 'necessary', 'to', 'maintain', 'equality', 'in', 'country', 'cji', 'chandrachud']
['brown', 'university', 'follows', 'mit', 'and', 'yale', 'is', 'the', 'ivy', 'league', 'right', 'to', 'revive', 'the', 'sat']
['will', 'pm', 'assure', 'that', 'lpg', 'cylinder', 'price', 'will', 'not', 'go', 'up', 'if', 'bjp', 'comes', 'to', 'power', 'again', 'asks', 'chidambaram']
['fpis', 'raise', 'bets', 'on', 'auto', 'companies', 'amid', 'rising', 'product', 'premiumisation']
['commodity', 'talk', 'gold', 'overbought', 'wait', 'for', 'corrections', 'says', 'jigar', 'pandit', 'of', 'sharekhan']
['efta', 'deal', 'india', 'to', 'link', 'duty', 'cuts', 'with', 'investments', 'from', 'companies', 'of', 'member', 'nations']
['weekly', 'top', 'picks', 'these', 'stocks', 'scored', '10', 'on', '10', 'on', 'stock', 'reports', 'plus']
['reconstruction', 'and', 'restructuring', 'paying', 'up', 'finally', '7', 'psu', 'banks', 'stocks', 'with', 'upside', 'potential', 'of', 'up', 'to', '16']
['lok', 'sabha', 'elections', 'bjp', 'discusses', 'seat', 'sharing', 'pact', 'for', 'maharashtra', 'with', 'sena', 'ncp']
['ford', 'expanding', 'business', 'in', 'india', 'but', 'for', 'a', 'different', 'reason']
['amid', 'water', 'crisis', 'in', 'bluru', 'bwssb', 'bans', 'usage', 'of', 'potable', 'water', 'for', 'non', 'essential', 'purposes']
['lok', 'sabha', 'polls', 'congress', 'bjp', 'gear', 'up', 'with', 'campaign', 'ammunition', 'in', 'karnataka', 'well', 'in', 'advance']
['modis', 'day', 'out', 'in', 'kaziranga', 'in', 'jungle', 'fatigue', 'pm', 'rides', 'elephant', 'goes', 'for', 'jeep', 'safari']
['pakistans', 'presidential', 'election', 'voting', 'begins', 'asif', 'ali', 'zardari', 'set', 'to', 'win']
['crypto', 'gems', 'top', 'crypto', 'assets', 'to', 'watch', 'buy', 'in', 'march']
['applications', 'for', '9144', 'jobs', 'in', 'indian', 'railway', 'opens', 'today', 'check', 'direct', 'link', 'and', 'other', 'key', 'details', 'here']
['want', 'turbocharged', 'returns', 'in', '2024', 'then', 'invest', 'in', 'gold']
['weakness', 'in', 'cement', 'prices', 'may', 'be', 'short', 'lived', 'amid', 'hopes', 'of', 'demand', 'revival']
['gold', 'jewellery', 'price', 'today', 'gold', 'rates', 'of', 'tanishq', 'malabar', 'gold', 'joyalukkas', 'kalyan', 'jewellers']
['the', 'world', 'has', 'too', 'much', 'wine', 'and', 'farmers', 'are', 'ripping', 'up', 'vines']
['jg', 'chemicals', 'ipo', 'allotment', 'check', 'status', 'gmp', 'other', 'details']
['midcap', 'cos', 'an', 'independent', 'board', 'will', 'be', 'rewarded', 'by', 'mkt']
['rs', '85000', 'crore', 'rally', 'in', '4', 'days', 'how', 'tata', 'stocks', 'dominated', 'the', 'week']
['mutual', 'fund', 'inflows', 'swell', 'for', '35th', 'consecutive', 'month', 'in', 'feb']
['phalguna', 'amavasya', '2024', 'significance', 'tithi', 'rituals']
['are', 'bank', 'closed', 'this', 'saturday', 'march', '9', '2024']
['reacher', 'season', '3', 'expect', 'surprise', 'and', 'shock', 'in', 'this', 'amazon', 'prime', 'video', 'series']
['neet', 'ug', '2024', 'registration', 'last', 'date', 'today', 'closing', 'time', 'registration', 'process', 'exam', 'dates', 'syllabus', 'and', 'other', 'details']
['india', 'is', 'installing', 'solar', 'powered', 'ev', 'charging', 'stations', 'will', 'it', 'work']
['spectrum', 'auction', 'starts', 'may', '20', '5g', 'airwaves', 'worth', 'rs', '96317', '65', 'crore', 'on', 'sale']
['specialty', 'coffee', 'chain', 'abcoffee', 'raises', '3', '4', 'million', 'in', 'funding', 'led', 'by', 'nexus', 'venture', 'partners']
['uttar', 'pradesh', 'planning', 'new', 'city', 'near', 'agra', 'which', 'will', 'be', 'about', 'half', 'the', 'size', 'of', 'noida', 'check', 'details']
['suits', 'l', 'a', 'filming', 'to', 'begin', 'soon', 'know', 'about', 'new', 'characters']
['bitcoin', 'at', '100000', 'forecasts', 'are', 'looking', 'more', 'realistic', 'in', 'the', 'options', 'market']
['pm', 'modi', 'visits', 'kaziranga', 'national', 'park', 'in', 'assam']
['the', 'kardashians', 'season', '5', 'disney', 'releases', 'trailer', 'know', 'about', 'premier', 'and', 'more']
['bengalurus', 'rameshwaram', 'cafe', 'reopens', 'eight', 'days', 'after', 'blast']
['in', 'indias', 'semiconductor', 'moment', 'spotlight', 'on', 'talent']
['pulpit', 'of', 'jama', 'masjid', 'has', 'always', 'advocated', 'peace', 'and', 'resolution', 'of', 'conflict', 'mirwaiz', 'umar', 'farooq']
['new', 'age', 'consumer', 'brands', 'pulling', 'in', 'funds', 'tech', 'no', 'bar', 'and', 'other', 'top', 'stories', 'this', 'week']
['stability', 'and', 'growth', 'need', 'to', 'be', 'our', 'common', 'objective', 'eam', 'jaishankar']
['psu', 'banks', 'ordered', 'to', 'test', 'purity', 'of', 'gold', 'loan', 'book']
['fpis', 'quizzed', 'on', 'loans', 'for', 'trading']
['inside', 'out', '2', 'heres', 'what', 'we', 'know', 'about', 'release', 'date', 'trailer', 'plot', 'director', 'and', 'writer']
['the', 'duke', 'of', 'death', 'and', 'his', 'maid', 'season', '3', 'release', 'date', 'time', 'where', 'to', 'watch', 'and', 'more']
['centre', 'raises', 'ma', 'thresholds', 'for', 'antitrust', 'regulators', 'nod']
['india', 'uk', 'trade', 'talks', 'set', 'to', 'end', 'with', 'key', 'issues', 'unresolved']
['night', 'shift', 'check', 'out', 'what', 'we', 'know', 'about', 'phoebe', 'tonkin', 'starrer', 'horror', 'thrillers', 'release', 'date', 'where', 'to', 'watch', 'trailer', 'plot', 'cast', 'and', 'production']
['adani', 'total', 'energies', 'to', 'build', '26', 'ev', 'charging', 'stations', 'along', 'four', 'up', 'expressways']
['bucchigiri', 'episode', '8', 'all', 'you', 'need', 'to', 'know', 'about', 'release', 'date', 'time', 'and', 'more']
['learn', 'with', 'etmarkets', 'smart', 'ways', 'to', 'analyse', 'stock', 'fundamentals', 'a', 'beginners', 'toolkit']
['veg', 'thali', 'becomes', 'cheaper', 'in', 'february', 'non', 'veg', 'thali', 'prices', 'rise']
['earn', 'up', 'to', '7', '6', 'on', 'sbi', 'amrit', 'kalash', 'special', 'fd', 'check', 'last', 'date', 'to', 'invest', 'who', 'is', 'eligible']
['several', 'city', 'gas', 'companies', 'like', 'mgl', 'igl', 'and', 'adani', 'gas', 'cut', 'cng', 'prices']
['lok', 'sabha', 'elections', '2024', 'seat', 'sharing', 'talks', 'between', 'bjp', 'and', 'shiv', 'sena', 'hits', 'a', 'hurdle']
['rajesh', 'palviya', 'handpicks', 'bharti', 'airtel', 'bank', 'of', 'india', 'as', 'top', 'picks', 'which', 'could', 'give', '10', '12', 'return', 'in', '3', '4', 'weeks']
['cbi', 'searches', 'shajahan', 'sheikhs', 'house', 'in', 'sandeshkhali']
['to', 'take', 'care', 'of', 'possible', 'headwinds', '4', 'largecap', 'stocks', 'from', 'different', 'sectors', 'with', 'upside', 'potential', 'of', 'up', 'to', '37']
['star', 'trek', '4', 'all', 'you', 'may', 'want', 'to', 'know', 'about', 'sequel']
['astrazeneca', 'bets', 'on', 'licencing', 'deals', 'public', 'private', 'partnerships', 'for', 'india', 'growth']
['futures', 'vs', 'options', 'understanding', 'the', 'differences', 'and', 'choosing', 'the', 'right', 'derivative', 'instrument']
['helldivers', '2', 'a', 'guide', 'on', 'how', 'to', 'defeat', 'bile', 'titans']
['cbic', 'working', 'to', 'weed', 'out', 'duplicate', 'notices']
['select', 'payments', 'to', 'units', 'in', 'ifsc', 'exempted', 'from', 'tds']
['opposition', 'spreading', 'rumours', 'of', 'bsp', 'forming', 'alliance', 'for', 'lok', 'sabha', 'polls', 'mayawati']
['eci', 'mha', 'discuss', 'deployment', 'of', 'central', 'forces', 'for', 'ls', 'elections']
['76', 'students', 'fall', 'ill', 'after', 'consuming', 'mahashivratri', 'food', 'in', 'greater', 'noida', 'hostel']
['pharma', 'market', 'grows', '9', 'in', 'feb', 'on', 'price', 'increase', 'new', 'products']
['two', 'member', 'eci', 'in', 'saddle', 'as', 'countdown', 'for', 'ls', 'polls', 'starts']
['diaper', 'pants', 'for', 'newborns']
['caught', 'in', 'crossfire', 'shehbaz', 'sharif', 'faces', 'an', 'uphill', 'task', 'ahead']
['after', 'facing', 'flak', 'for', 'delayed', 'reports', 'panel', 'likely', 'to', 'address', 'data', 'quality', 'concerns']
['sona', 'machinery', 'sme', 'ipo', 'allotment', 'check', 'status', 'gmp', 'other', 'details']
['west', 'bengal', 'jhargram', 'bjp', 'mp', 'kunar', 'hembram', 'resigns']
['artificial', 'colour', 'free', 'baby', 'shampoos']
['ipo', 'calendar', '7', 'new', 'issues', 'to', 'hit', 'dalal', 'street', 'next', 'week', '8', 'stocks', 'to', 'list']
['cci', 'rejects', 'plea', 'to', 'delink', 'penalty', 'from', 'global', 'turnover']
['dmk', 'finalises', 'seat', 'sharing', 'deal', 'with', 'allies', 'vck', 'mdmk']
['young', 'sheldon', 'season', '7', 'this', 'is', 'all', 'you', 'may', 'want', 'to', 'know', 'about', 'finale']
['manipur', 'abducted', 'army', 'jco', 'rescued', 'within', 'hours']
['dibrugarh', 'jails', 'superintendent', 'arrested', 'under', 'uapa']
['celebrities', 'not', 'solely', 'accountable', 'for', 'misleading', 'ads', 'parineeti', 'chopra']
