['manchester', 'united', 'appoint', 'jose', 'mourinho', 'as', 'manager', 'report']
['pmo', 'reduced', 'to', 'international', 'travel', 'agency', 'aap', 'on', '2', 'years', 'of', 'modi', 'government']
['lenovo', 'admits', 'its', 'motorola', 'business', 'has', 'not', 'met', 'expectations', 'even', 'as', 'net', 'profit', 'rises', 'by', '80']
['pakistan', 'to', 'verify', 'all', 'identity', 'cards', 'after', 'mullah', 'akhtar', 'mansour', 'slip', 'up']
['umar', 'khalid', 'anirban', 'bhattacharya', 'move', 'hc', 'for', 'same', 'relief', 'given', 'to', 'kanhaiyaothers']
['will', 'not', 'use', 'potassium', 'bromate', 'iodate', 'in', 'products', 'bread', 'makers']
['ashok', 'leyland', 're', 'appoints', 'vinod', 'k', 'dasari', 'as', 'managing', 'director', 'for', 'five', 'years']
['state', 'bjp', 'to', 'boycott', 'mamata', 'banerjees', 'swearing', 'in', 'arun', 'jaitley', 'to', 'attend']
['patanjali', 'rapped', 'for', 'misleading', 'hair', 'oil', 'other', 'advertisements']
['fpis', 'holding', 'in', 'bse', '200', 'cos', 'drops', 'to', '291', 'billion', 'in', 'march', 'quarter']
['jiyo', 'natural', 'acquires', 'food', 'delivery', 'company', 'sangeetha', 'aahar']
['fortis', 'q4', 'net', 'loss', 'at', 'rs', '91', 'crore', 'board', 'to', 'consider', 'srl', 'demerger']
['mphasis', 'q4', 'net', 'profit', 'declines', '13', 'to', 'rs', '155', 'crore']
['saudi', 'arabia', 'offers', 'more', 'oil', 'to', 'asian', 'clients', 'ahead', 'of', 'opec', 'meet']
['how', 'narendra', 'modi', 'government', 'is', 'faring', 'on', 'facebook']
['we', 'want', 'a', 'national', 'consensus', 'on', 'gst', 'jayant', 'sinha', 'mos', 'for', 'finance']
['rebel', 'congress', 'mlas', 'from', 'uttrakhand', 'get', 'enhanced', 'security', 'after', 'joining', 'bjp']
['mapping', 'the', 'market', 'lt', 'gives', 'sensex', 'one', '3rd', 'of', 'gains', '62', 'stocks52', 'wk', 'highs']
['political', 'slugfest', 'starts', 'over', 'bajrang', 'dal', 'arms', 'training', 'camp']
['maharashtra', 'tops', '11', 'state', 'list', 'with', '0', '36', 'million', 'workforce', 'employed', 'as', 'flexi', 'staff']
['transcend', 'drivepro', '520', 'review', 'it', 'has', 'the', 'best', 'dash', 'cam', 'but', 'is', 'costly']
['government', 'to', 'soon', 'announce', 'measures', 'to', 'curb', 'high', 'airfares', 'minister']
['jayalalitha', 'lauded', 'mamta', 'banarjee', 'for', 'her', 'second', 'term', 'as', 'the', 'cm']
['india', 'can', 'achieve', '50', 'million', 'tones', 'maize', 'output', 'by', '2025', 'to', 'meet', 'demand']
['mobile', 'users', 'prefer', 'in', 'app', 'transactions', 'says', 'report']
['yes', 'bank', 'says', 'approval', 'to', 'hike', 'foreign', 'investment', 'will', 'enhance', 'its', 'financial', 'flexibility']
['fdi', 'in', 'food', 'processing', 'may', 'cross', '1', 'billion', 'in', 'next', '2', 'years', 'harsimrat', 'kaur', 'badal']
['eih', 'q4', 'net', 'profit', 'down', '51', 'at', 'rs', '23', 'crore']
['markets', 'more', 'comfortable', 'with', 'prospect', 'of', 'higher', 'rates', 'now', 'hans', 'goetti', 'banque', 'internationale']
['india', 'cements', 'posts', 'q4', 'standalone', 'net', 'profit', 'of', 'rs', '51', '21', 'crore']
['ongc', 'operating', 'margins', 'are', 'down', 'stay', 'away', 'from', 'it', 'now', 'deven', 'choksey', 'krchoksey', 'investment', 'managers']
['nppa', 'cuts', 'antibiotic', 'stomach', 'ulcer', 'and', 'abortion', 'drug', 'prices', 'by', '30']
['shree', 'cement', 'q4', 'net', 'profit', 'surges', '87', 'to', 'rs', '223', 'crore']
['china', 'accuses', 'us', 'of', 'hampering', 'trade', 'by', 'imposing', 'duties', 'of', 'up', 'to', '450', 'pc', 'on', 'chinese', 'steel']
['adani', 'transmission', 'q4', 'net', 'profit', 'at', 'rs', '95', 'crore']
['3', 'factors', 'that', 'powered', '485', 'point', 'sensex', 'salute', 'on', 'modi', 'govts', '2nd', 'anniversary']
['rattanindia', 'power', 'zooms', '14', 'as', 'company', 'swings', 'to', 'profit', 'in', 'q4']
['jitan', 'ram', 'manjhis', 'convoy', 'attacked', 'former', 'cm', 'unhurt']
['reduced', 'victory', 'margin', 'of', 'rahul', 'gandhi', 'by', '80', 'per', 'cent', 'smriti', 'irani']
['vice', 'president', 'hamid', 'ansari', 'to', 'visit', 'morocco', 'tunisia', 'from', 'may', '30']
['spot', 'demand', 'lifts', 'chana', 'futures', 'by', '0', '70']
['union', 'minister', 'vk', 'singh', 'takes', 'cognizance', 'of', 'centres', 'schemes', 'in', 'his', 'constituency']
['convincing', 'employees', 'for', 'a', 'digital', 'transformation', 'is', 'the', 'key', 'challenge', 'infosys']
['us', 'should', 'ask', 'pakistan', 'to', 'do', 'more', 'to', 'improve', 'ties', 'with', 'india', 'cfr', 'official', 'alyssa', 'ayres']
['give', 'licence', 'to', 'anybody', 'who', 'has', 'aspiration', 'to', 'set', 'up', 'a', 'bank', 'raamdeo', 'agrawal', 'mofsl']
['china', 'slowdown', 'poses', 'threat', 'to', 'world', 'economy', 'raghuram', 'rajan']
['18', 'months', 'with', 'team', 'india', 'most', 'memorable', 'phase', 'of', 'my', 'life', 'ravi', 'shastri']
['titan', 'gitanjali', 'gem', 'pc', 'jewellers', 'feature', 'in', 'top', '100', 'luxury', 'goods', 'brands']
['tv', 'today', 'slumps', 'as', 'profit', 'declines', '59', 'sequentially']
['sharda', 'cropchem', 'soars', 'as', 'company', 'reports', '121', 'q4', 'net', 'profit', 'growth']
['cummins', 'could', 'be', 'a', 'good', 'case', 'to', 'file', 'class', 'action', 'suit', 'anil', 'singhvi', 'ican', 'investment']
['larsen', 'toubro', 'spurts', 'over', '14', 'post', 'upbeat', 'q4', 'results']
['coverfox', 'announces', 'tie', 'up', 'with', 'oriental', 'insurance', 'company']
['amazing', 'rally', 'sensex', 'surges', '485', 'points', 'nifty50', 'at', '8069']
['nickel', 'futures', 'gain', '0', '55', 'on', 'spot', 'demand', 'global', 'cues']
['we', 'are', 'at', 'the', 'start', 'of', 'a', 'new', 'bull', 'market', 'for', 'indian', 'equities', 'pankaj', 'murarka', 'axis', 'mf']
['faster', 'fiscal', 'consolidation', 'and', 'reforms', 'needed', 'for', 'upgrading', 'indias', 'ratings', 'marie', 'diron', 'moodys']
['tata', 'sky', 'partners', 'techprocess', 'for', 'new', 'digital', 'payments', 'platform']
['nuclear', 'pakistan', 'has', 'destabilising', 'effects', 'us', 'expert']
['subramanian', 'swamy', 'fires', 'fresh', 'salvo', 'makes', '6', 'point', 'case', 'for', 'raghuram', 'rajans', 'sacking']
['ireda', 'to', 'consider', 'raising', 'funds', 'via', 'non', 'convertible', 'bonds']
['beat', 'the', 'scorching', 'heat', 'while', 'getting', 'the', 'best', 'deal', 'on', 'the', 'popular', 'le', '1s', 'eco']
['pakistan', 'confirms', 'death', 'of', 'taliban', 'chief', 'mullah', 'akhtar', 'mansour', 'in', 'us', 'drone', 'strike']
['india', 'china', 'to', 'play', 'constructive', 'role', 'in', '21st', 'century', 'president', 'pranab', 'mukherjee']
['pakistan', 'to', 'buy', 'choppers', 'from', 'italys', 'leonardo', 'finmeccanica']
['gail', 'reconfigures', 'rs', '12000', 'crore', 'jagdishpur', 'haldia', 'gas', 'pipeline']
['have', 'undertaken', 'maximum', 'reforms', 'enormous', 'task', 'ahead', 'pm', 'narendra', 'modi']
['track', 'sensex', 'nifty', 'live', 'who', 'moved', 'my', 'market', 'today']
['sebi', 'bans', 'wilful', 'defaulters', 'from', 'marktes', 'holding', 'board', 'positions']
['ht', 'media', 'q4', 'net', 'profit', 'at', 'rs', '37', '62', 'crore']
['fresh', 'rain', 'raises', 'hope', 'on', 'darjeeling', 'tea', 'production']
['we', 'expect', 'our', 'overall', 'business', 'to', 'grow', 'by', '8', 'per', 'cent', 'to', '10', 'per', 'cent', 'in', 'q1', 'bharat', 'madan', 'escorts']
['uptick', 'in', 'demand', 'lifts', 'crude', 'palm', 'oil', 'futures', 'by', '1', '20']
['jdu', 'names', 'sharad', 'yadav', 'rcp', 'singh', 'as', 'rs', 'polls', 'candidates']
['were', 'going', 'great', 'in', 'terms', 'of', 'our', 'business', 'plans', 'sudha', 'suresh', 'ujjivan', 'financial', 'services']
['lt', 'techm', 'among', '5', 'stocks', 'that', 'got', 'buy', 'ratings', 'after', 'q4', 'earnings']
['puducherry', 'bjp', 'unit', 'welcomes', 'ordinance', 'deferring', 'neet', 'for', 'medical', 'courses']
['copper', 'futures', 'remain', 'up', 'on', 'overseas', 'cues', 'strong', 'spot', 'demand']
['president', 'mukherjee', 'nudges', 'chinese', 'companies', 'to', 'invest', 'in', 'india']
['modi', 'government', 'established', 'new', 'benchmarks', 'for', 'development', 'amit', 'shah']
['konkan', 'railway', 'completes', 'safety', 'works', 'for', 'monsoon']
['bengalurus', 'namma', 'metro', '2nd', 'longest', 'after', 'delhi', 'metro']
['president', 'pranab', 'mukherjee', 'lists', 'eight', 'steps', 'to', 'resolve', 'issues', 'between', 'india', 'china']
['spotlight', 'from', 'xiomi', 'mi', 'drone', 'to', 'the', 'pebble', 'smartwatch']
['nda', 'has', 'failed', 'in', 'key', 'areas', 'like', 'economy', 'muniyappa']
['inmobi', 'grapples', 'with', 'senior', 'mid', 'level', 'attrition', 'amid', 'concerns', 'about', 'future']
['ntpc', 'raises', 'rs', '1072', 'cr', 'at', '8', '1', 'through', 'bond', 'issue']
['hc', 'stays', 'reservation', 'for', 'jats', 'five', 'other', 'communities']
['arunachal', 'cm', 'kalikho', 'pul', 'urges', 'assam', 'cm', 'sarbananda', 'sonowal', 'to', 'maintain', 'friendly', 'ties']
['my', 'government', 'made', 'sure', 'india', 'was', 'not', 'standing', 'in', 'a', 'corner', 'says', 'pm', 'narendra', 'modi']
['renminbi', 'adoption', 'improves', 'across', 'india']
['isro', 'wants', 'dth', 'companies', 'to', 'share', 'transponders', 'on', 'one', 'satellite']
['six', 'new', 'iits']
['launch', 'pad', 'four', 'smart', 'gadgets', 'that', 'will', 'escalate', 'your', 'style', 'quotient']
['bse', 'to', 'launch', 'new', 'irf', 'contracts', 'on', 'may', '30']
['fortis', 'healthcare', 'to', 'vertically', 'demerge', 'srl', 'diagnostics']
['luxury', 'apparel', 'market', 'wakes', 'up', 'to', 'virtues', 'of', 'recycling', 'a', 'turnover', 'of', 'elitist', 'culture']
['reforms', 'policy', 'decisions', 'on', 'track', 'but', 'no', 'smooth', 'sailing', 'dbs']
['bankruptcy', 'law', 'credit', 'positive', 'for', 'banks', 'moodys']
['indian', 'american', 'rishi', 'nair', 'wins', 'national', 'geographic', 'bee', 'contest']
['we', 'aim', 'to', 'retain', 'former', 'glory', 'of', 'bank', 'of', 'india', 'md', 'melwyn', 'rego']
['president', 'pranab', 'mukherjee', 'recalls', 'indian', 'support', 'to', 'chinas', 'un', 'membership']
['vast', 'cluster', 'of', 'young', 'galaxies', 'spotted', 'in', 'early', 'universe']
['centre', 'spending', 'over', 'rs', '1000', 'crore', 'on', 'ndas', 'two', 'year', 'bash', 'arvind', 'kejriwal']
['listed', 'cos', 'to', 'disclose', 'audit', 'qualification', 'impact', 'separately']
['essel', 'group', 'firm', 'siti', 'cable', 'network', 'q4', 'net', 'profit', 'at', 'rs', '24', 'crore']
['maharashtras', 'development', 'got', 'boost', 'in', 'last', '2', 'yrs', 'devendra', 'fadnavis']
['high', 'level', 'committee', 'of', 'karnataka', 'clears', 'investment', 'proposal', 'of', 'biocon', 'and', 'pepsico']
['sell', 'pfc', 'target', 'rs', '155', 'clsa']
['net', 'worth', 'of', 'richest', 'west', 'bengal', 'mla', 'rs', '40', 'crore', 'poorest', 'has', 'rs', '50000']
['pm', 'narendra', 'modi', 'hopeful', 'about', 'passage', 'of', 'gst', 'bill', 'this', 'year']
['indias', 'installed', 'solar', 'capacity', 'reached', '6000', 'mw', 'in', '6', 'years', 'manufacturer']
['former', 'puducherry', 'lt', 'governor', 'ak', 'singh', 'demits', 'office']
['snapdeal', 'partners', 'with', 'puravankara', 'projects', 'to', 'sell', 'ready', 'to', 'move', 'in', 'homes', 'on', 'its', 'platform']
['indias', 'most', 'profitable', '47', 'firms', 'that', 'saw', 'qoq', 'profit', 'growth', 'in', 'last', '1', 'year']
['buy', 'ongc', 'target', 'rs', '222', 'mitesh', 'thacker']
['buy', 'lt', 'target', 'rs', '1600', 'clsa']
['hold', 'tata', 'steel', 'target', 'rs', '290', 'hsbc']
['26', 'year', 'old', 'ritesh', 'maliks', 'innov8', 'is', 'the', 'hottest', 'co', 'working', 'space', 'in', 'the', 'country']
['buy', 'apollo', 'hospitals', 'target', 'rs', '1600', 'bofa', 'ml']
['sell', 'tata', 'steel', 'target', 'rs', '235', 'clsa']
['seveneves', 'to', 'sapiens', 'books', 'that', 'keep', 'bill', 'gates', 'awake', 'at', 'night']
['nifty', 'at', '8000', 'marks', 'acche', 'din', 'maybe', 'fresh', 'high', 'likely', 'in', 'modis', 'third', 'year']
['sell', 'gail', 'india', 'target', 'rs', '320', 'deutsche', 'bank']
['outperform', 'on', 'lt', 'target', 'rs', '1650', 'credit', 'suisse']
['airfares', 'declined']
['administration', 'of', 'us', 'president', 'barack', 'obama', 'praises', 'indian', 'muslims']
['patanjali', 'hit', 'on', 'fmcg', 'biggies', 'but', 'dabur', 'emami', 'ride', 'piggyback', 'to', 'notch', 'up', 'growth']
['hold', 'bajaj', 'auto', 'target', 'rs', '2500', 'deutsche', 'bank']
['neutral', 'on', 'ashok', 'leyland', 'target', 'rs', '92', 'nomura']
['will', 'bankruptcy', 'act', 'instill', 'fear', 'among', 'defaulting', 'borrowers']
['punes', 'shubhi', 'agro', 'dairy', 'defaults', 'on', 'secured', 'non', 'convertible', 'debentures']
['8', 'banks', 'that', 'saw', 'nii', 'growth', 'in', 'last', '1', 'year', 'can', 'they', 'be', 'potential', 'buys']
['buy', 'lt', 'target', 'rs', '1750', 'jefferies']
['mantri', 'realty', 'urges', 'unsecured', 'lenders', 'to', 'negotiate', 'dues']
['narendra', 'modi', 'government', 'a', 'failure', 'on', 'many', 'fronts', 'says', 'shiv', 'sena', 'on', 'anniversary']
['students', 'will', 'regret', 'their', 'decision', 'to', 'join', 'you', 'iim', 'a', 'says', 'in', 'the', 'letter', 'that', 'sparked', 'flipkart', 'row']
['buy', 'mm', 'target', 'rs', '1388', 'gaurav', 'ratnaparki']
['buy', 'tvs', 'motor', 'company', 'target', 'rs', '315', 'mitesh', 'thacker']
['sell', 'pfc', 'target', 'rs', '158', 'mitesh', 'thacker']
['buy', 'motilal', 'oswal', 'target', 'rs', '320', 'kunal', 'saraogi']
['buy', 'siemens', 'target', 'rs', '1215', 'mitesh', 'thacker']
['fo', 'view', 'may', 'fo', 'expiry', 'likely', 'at', '8000', 'market', 'base', 'shifts', 'higher']
['buy', 'godrej', 'consumer', 'target', 'rs', '222', 'kunal', 'saraogi']
['buy', 'bel', 'target', 'rs', '1190', 'gaurav', 'ratnaparki']
['absolutely', 'dylanesque', 'a', 'cover', 'tribute', 'to', 'bob', 'dylan', 'as', 'he', 'turned', '50']
['buy', 'persistent', 'systems', 'target', 'rs', '769', 'gaurav', 'ratnaparki']
['buy', 'arvind', 'target', 'rs', '318', 'kunal', 'saraogi']
['how', 'do', 'israelis', 'do', 'it', 'startups', 'to', 'find', 'out', 'on', 'nasscom', 'trip']
['fourth', 'quarter', 'has', 'been', 'exceptionally', 'good', 'for', 'us', 'gopal', 'mahadevan', 'cfo', 'ashok', 'leyland']
['flipkart', 'wont', 'be', 'among', 'the', 'first', 'ones', 'to', 'hire', 'at', 'iits', 'may', 'lose', 'privilege', 'after', 'fallout', 'with', 'iim', 'a']
['selling', 'by', 'eicher', 'motor', 'promoters', 'wont', 'affect', 'my', 'investment', 'decision', 'raamdeo', 'agrawal', 'mofsl']
['1', 'kg', 'gold', 'found', 'inside', 'the', 'lavatory', 'of', 'dubai', 'kochi', 'flight', 'one', 'passenger', 'detained']
['this', 'landmark', 'clock', 'tower', 'in', 'bengaluru', 'has', 'stood', 'the', 'test', 'of', 'time']
['disney', 'to', 'make', 'live', 'action', 'version', 'of', 'the', 'little', 'mermaid']
['find', 'out', 'how', 'these', 'celebs', 'handled', 'objectification']
['aavishkaar', 'inducts', 'planning', 'commissions', 'arun', 'maira', 'nasscoms', 'kiran', 'karnik', 'to', 'advisory', 'council']
['indian', 'american', 'neera', 'tanden', 'appointed', 'to', 'democratic', 'partys', 'policy', 'panel']
['we', 'are', 'waiting', 'for', 'infrastructure', 'to', 'pick', 'up', 'tridib', 'kumar', 'das', 'kesoram', 'industries']
['fishing', 'helps', 'tech', 'honcho', 'vivekanand', 'venugopal', 'bust', 'stress']
['kailash', 'satyarthi', 'calls', 'upon', 'silicon', 'valley', 'to', 'help', 'save', 'children', 'from', 'slavery']
['led', 'bulb', 'prices', 'fall', 'to', 'rs', '75', '95', 'across', '16', 'states']
['tv', 'today', 'network', 'q4', 'net', 'soars', '74', 'pc', 'to', 'rs', '15', 'crore']
['escaping', 'the', 'road', 'rage', 'during', 'soaring', 'temperatures', 'flying', 'tempers']
['gold', 'futures', 'rise', '0', '59', 'on', 'global', 'cues']
['modi', 'sarkar2', 'market', 'faltered', 'but', 'dalal', 'street', 'to', 'be', 'blamed', 'not', 'sarkar']
['cleartax', 'raises', '2', 'million', 'from', 'ff', 'angel', 'and', 'sequoia', 'capital']
['london', 'is', 'the', 'most', 'comfortable', 'city', 'says', 'indiabulls', 'housing', 'finances', 'gagan', 'banga']
['epfo', 'doubles', 'insurance', 'for', 'subscribers', 'to', 'rs', '6', 'lakh']
['narendra', 'modi', 'set', 'to', 'be', 'fifth', 'indian', 'pm', 'to', 'address', 'a', 'joint', 'session', 'of', 'the', 'us', 'congress']
['clsa', 'raises', 'target', 'price', 'on', 'lt', 'to', 'rs', '1600']
['positive', 'on', 'steel', 'sector', 'going', 'forward', 'deepak', 'shenoy', 'capital', 'mind']
['india', 'could', 'lose', '49', 'billion', 'in', 'gdp', 'by', 'food', 'price', 'shock', 'un']
['madrid', 'mudra', 'sergio', 'ramoss', 'indian', 'connection']
['listening', 'helped', 'griezmann', 'inch', 'closer', 'to', 'messi', 'ronaldo']
['oil', 'price', 'will', 'cross', '70', 'within', 'next', '12', 'months', 'arvind', 'sanger', 'geosphere', 'capital', 'management']
['sebis', 'action', 'against', 'ruchi', 'soya', 'will', 'increase', 'confidence', 'samir', 'shah', 'md', 'and', 'ceo', 'of', 'ncdex']
['india', 'home', 'to', '56', 'of', 'the', 'worlds', 'largest', 'public', 'firms', 'forbes']
['buy', 'tata', 'motors', 'dvr', 'target', 'rs', '281', 'siddarth', 'bhamre']
['more', 'startup', 'buyouts', 'poised', 'to', 'take', 'place', 'in', 'the', 'new', 'fiscal', 'as', 'funding', 'winter', 'continues']
['buy', 'bharti', 'infratel', 'target', 'rs', '412', 'mitesh', 'thacker']
['abrupt', 'bans', 'on', 'diesel', 'cars', 'to', 'create', 'socioeconomic', 'problems', 'transport', 'minister', 'nitin', 'gadkari']
['buy', 'dr', 'reddys', 'laboratories', 'target', 'rs', '3190', 'siddarth', 'bhamre']
['rupee', 'appreciates', '5', 'paise', 'to', '67', '28', 'against', 'us', 'dollar']
['buy', 'icici', 'bank', 'target', 'rs', '250', 'mitesh', 'thacker']
['buy', 'bosch', 'target', 'rs', '22450', 'mitesh', 'thacker']
['buy', 'hdfc', 'bank', 'target', 'rs', '1263', 'mandar', 'jamsandekar']
['modi', 'govt', 'managed', 'to', 'change', 'how', 'the', 'world', 'looks', 'at', 'india', 'mihir', 'doshi', 'credit', 'suisse']
['buy', 'or', 'sell', 'ideas', 'from', 'experts', 'for', 'thursday', '26', 'may', '2016']
['david', 'beckhams', 'son', 'brooklyn', 'wants', 'to', 'move', 'to', 'the', 'us']
['breakout', 'nifty50', 'forms', 'a', 'large', 'bull', 'candle', 'next', 'stop', '8000']
['five', 'triggers', 'that', 'changed', 'your', 'market', 'while', 'you', 'were', 'sleeping']
['buy', 'kesoram', 'industries', 'target', 'rs', '124', 'mitesh', 'thacker']
['day', 'trading', 'guide', 'by', 'iifl']
['buy', 'godrej', 'consumer', 'target', 'rs', '1600', 'mandar', 'jamsandekar']
['ice', 'cream', 'buggy', 'is', 'bringing', 'icy', 'treats', 'to', 'the', 'streets', 'for', 'mumbaikars']
['need2know', '5', 'macro', 'triggers', 'that', 'may', 'shake', 'up', 'todays', 'market']
