headlines,headline_text
"['fortnite', 'chapter', '5', 'season', '2', 'leaked', 'weapons', 'heres', 'what', 'we', 'know', 'so', 'far']",fortnite chapter 5 season 2 leaked weapons heres what we know so far
"['nclt', 'rejects', 'vistra', 'itcls', 'plea', 'to', 'include', 'additional', 'claim', 'in', 'satra', 'properties', 'insolvency']",nclt rejects vistra itcls plea to include additional claim in satra properties insolvency
"['ahead', 'of', 'her', 'comeback', 'murder', 'mubarak', 'karisma', 'kapoor', 'reveals', 'why', 'she', 'became', 'choosy']",ahead of her comeback murder mubarak karisma kapoor reveals why she became choosy
"['transparency', 'yes', 'but', 'a', 'bit', 'later', 'pls']",transparency yes but a bit later pls
"['28', 'persons', 'still', 'missing', '1555', 'persons', 'hurt', 'in', 'manipur', 'violence', 'says', 'cm', 'biren', 'singh']",28 persons still missing 1555 persons hurt in manipur violence says cm biren singh
"['social', 'media', 'platforms', 'instagram', 'facebook', 'down', 'users', 'report']",social media platforms instagram facebook down users report
"['govt', 'reviews', 'fdi', 'policy', 'in', 'space']",govt reviews fdi policy in space
"['good', 'news', 'freaky', 'friday', 'fans', 'lindsey', 'lohan', 'jamie', 'lee', 'curtis', 'to', 'return', 'with', 'sequel']",good news freaky friday fans lindsey lohan jamie lee curtis to return with sequel
"['tata', 'motors', 'hello', 'electric', 'mobility', 'plan']",tata motors hello electric mobility plan
"['gst', 'landscape', 'alarmed', 'profiteering', 'concerns', 'pose', 'key', 'challenges', 'for', 'india', 'inc']",gst landscape alarmed profiteering concerns pose key challenges for india inc
"['processed', 'food', 'items', 'can', 'cause', 'no', 'less', 'than', '32', 'side', 'effects', 'on', 'your', 'health']",processed food items can cause no less than 32 side effects on your health
"['bridgerton', 'season', '3', 'unraveling', 'will', 'this', 'missing', 'piece', 'alter', 'colin', 'and', 'penelopes', 'journey']",bridgerton season 3 unraveling will this missing piece alter colin and penelopes journey
"['alia', 'bhatt', 'to', 'lead', 'the', 'next', 'spy', 'saga', 'from', 'yrf']",alia bhatt to lead the next spy saga from yrf
"['two', 'kinds', 'of', 'renunciation']",two kinds of renunciation
"['11', 'heres', 'what', 'foia', 'lawsuit', 'revealed', 'about', 'secret', 'migrant', 'flights']",11 heres what foia lawsuit revealed about secret migrant flights
"['ordering', 'in', 'gourmet', 'food']",ordering in gourmet food
"['bhel', 'bags', 'order', 'worth', 'rs', '9500', 'cr', 'to', 'set', 'up', '1600', 'mw', 'thermal', 'project', 'from', 'ntpc']",bhel bags order worth rs 9500 cr to set up 1600 mw thermal project from ntpc
"['view', 'federal', 'finance', 'must', 'globalise', 'with', 'states', 'allowed', 'a', 'bigger', 'share', 'of', 'investments']",view federal finance must globalise with states allowed a bigger share of investments
"['guwahatis', 'jettwings', 'airways', 'gets', 'nod', 'to', 'fly', 'in', '12', 'sectors', 'in', 'various', 'states']",guwahatis jettwings airways gets nod to fly in 12 sectors in various states
"['government', 'has', 'lined', 'up', 'inauguration', 'and', 'launch', 'of', 'projects', 'worth', 'an', 'aggregate', 'of', 'rs', '23000', 'cr', 'under', 'vikas', 'yatra', 'assam', 'cm', 'himanta', 'biswa', 'sarma']",government has lined up inauguration and launch of projects worth an aggregate of rs 23000 cr under vikas yatra assam cm himanta biswa sarma
"['global', 'ev', 'growth', 'lags', 'mercedes', 'adjusts', 'strategy', 'for', 'indian', 'market']",global ev growth lags mercedes adjusts strategy for indian market
"['uttar', 'pradesh', 'cabinet', 'approves', 'green', 'hydrogen', 'policy', 'setting', 'up', '800', 'mw', 'thermal', 'power', 'units']",uttar pradesh cabinet approves green hydrogen policy setting up 800 mw thermal power units
"['rbi', 'bars', 'jm', 'financial', 'products', 'from', 'share', 'and', 'bond', 'funding', 'due', 'to', 'regulatory', 'lapses', 'company', 'has', 'refuted', 'regulators', 'claims']",rbi bars jm financial products from share and bond funding due to regulatory lapses company has refuted regulators claims
"['npci', 'startups', 'brainstorm', 'on', 'ways', 'to', 'mitigate', 'concentration', 'risk', 'on', 'upi']",npci startups brainstorm on ways to mitigate concentration risk on upi
"['the', 'bikeriders', 'see', 'what', 'we', 'know', 'about', 'release', 'date', 'cast', 'plot', 'production', 'and', 'trailer']",the bikeriders see what we know about release date cast plot production and trailer
"['man', 'smokes', 'beedi', 'onboard', 'indigo', 'flight', 'arrested', 'at', 'mumbai', 'airport']",man smokes beedi onboard indigo flight arrested at mumbai airport
"['apeejay', 'surrendra', 'park', 'hotels', 'q3', 'results', 'co', 'posts', 'total', 'income', 'of', 'rs', '164', 'crore', 'pat', 'at', 'rs', '27', '4', 'crore']",apeejay surrendra park hotels q3 results co posts total income of rs 164 crore pat at rs 27 4 crore
"['mcdonalds', 'india', 'to', 'use', 'word', 'cheese', 'in', 'products', 'as', 'fssai', 'and', 'nabl', 'verify', 'quality']",mcdonalds india to use word cheese in products as fssai and nabl verify quality
"['upfront', 'cost', 'on', 'property', 'registration', 'goes', 'up', 'in', 'karnataka']",upfront cost on property registration goes up in karnataka
"['kerala', 'to', 'launch', 'indias', 'first', 'govt', 'owned', 'ott', 'platform', 'on', 'mar', '7']",kerala to launch indias first govt owned ott platform on mar 7
"['opposition', 'promoting', 'dynastic', 'politics', 'sonia', 'failed', 'to', 'launch', 'rahul', 'yaan', '19', 'times', 'says', 'amit', 'shah']",opposition promoting dynastic politics sonia failed to launch rahul yaan 19 times says amit shah
"['when', 'online', 'goes', 'offline', 'why', 'brink', 'and', 'mortar', 'is', 'back', 'in', 'fashion']",when online goes offline why brink and mortar is back in fashion
"['i', 't', 'dept', 'gives', 'trusts', 'institutions', 'time', 'till', 'march', '31', 'to', 'file', 'audit', 'reports', 'in', 'correct', 'form']",i t dept gives trusts institutions time till march 31 to file audit reports in correct form
"['indian', 'women', 'hosts', 'collectively', 'earned', 'over', 'rs', '200', 'crore', 'in', '2023', 'says', 'airbnb']",indian women hosts collectively earned over rs 200 crore in 2023 says airbnb
"['roche', 'launches', 'top', 'selling', 'eye', 'drug', 'vabysmo', 'in', 'india']",roche launches top selling eye drug vabysmo in india
"['mp', 'pragya', 'thakur', 'claims', 'bjp', 'mla', 'running', 'illegal', 'liquor', 'shop', 'demands', 'his', 'removal']",mp pragya thakur claims bjp mla running illegal liquor shop demands his removal
"['promoter', 'sells', '5', '2', 'stake', 'in', 'aavas', 'financiers', 'via', 'open', 'market', 'for', 'rs', '570', 'crore']",promoter sells 5 2 stake in aavas financiers via open market for rs 570 crore
"['clutches', 'for', 'women', 'under', '2000']",clutches for women under 2000
"['best', 'backpacks', 'for', 'men', 'and', 'women', 'available', 'online', 'in', 'india']",best backpacks for men and women available online in india
"['india', 'moving', 'ahead', 'with', 'vision', 'of', 'women', 'led', 'development', 'nirmala', 'sitharaman']",india moving ahead with vision of women led development nirmala sitharaman
"['top', 'bureaucrat', 'anurag', 'jain', 'given', 'additional', 'charge', 'of', 'mohua']",top bureaucrat anurag jain given additional charge of mohua
"['spice', 'girls', 'gets', 'nostalgic', 'posts', 'debut', 'hit', 'wannabe', 'know', 'in', 'detail']",spice girls gets nostalgic posts debut hit wannabe know in detail
"['shogun', 'episode', '3', 'ending', 'decoded', 'toranagas', 'strategic', 'move', 'and', 'the', 'prelude', 'to', 'war']",shogun episode 3 ending decoded toranagas strategic move and the prelude to war
