headlines,headline_text
"['manipurs', 'viral', 'video', 'case', 'handed', 'over', 'to', 'cbi', 'trial', 'to', 'be', 'held', 'in', 'assam', 'centre', 'to', 'tell', 'supreme', 'court']",manipurs viral video case handed over to cbi trial to be held in assam centre to tell supreme court
"['cut', 'in', 'fy24', 'outlay', 'to', 'hamper', 'nregs', 'work', 'parliamentary', 'committee']",cut in fy24 outlay to hamper nregs work parliamentary committee
"['sean', 'payton', 'takes', 'a', 'jab', 'at', 'jets', 'and', 'nathaniel', 'hackett', 'talks', 'about', '2022', 'broncos']",sean payton takes a jab at jets and nathaniel hackett talks about 2022 broncos
"['panel', 'for', 'forward', 'looking', 'surveys', 'on', 'private', 'capex']",panel for forward looking surveys on private capex
"['the', 'eus', 'cbam', 'aims', 'to', 'stop', 'carbon', 'leakage', 'if', 'eu', 'industry', 'moves', 'out', 'and', 'emits', 'what', 'is', 'the', 'point', 'of', 'the', 'green', 'deal', 'virginijus', 'sinkevicius']",the eus cbam aims to stop carbon leakage if eu industry moves out and emits what is the point of the green deal virginijus sinkevicius
"['parliamentary', 'panel', 'slams', 'government', 'over', 'mgnrega', 'fund', 'cuts']",parliamentary panel slams government over mgnrega fund cuts
"['demerged', 'hotels', 'biz', 'will', 'have', 'a', 'strong', 'balance', 'sheet', 'says', 'itc', 'chairman']",demerged hotels biz will have a strong balance sheet says itc chairman
"['parliamentary', 'panel', 'for', 'forward', 'looking', 'surveys', 'on', 'private', 'capex']",parliamentary panel for forward looking surveys on private capex
"['india', 'japan', 'explore', 'collaboration', 'in', 'semiconductors', 'and', 'other', 'critical', 'technologies']",india japan explore collaboration in semiconductors and other critical technologies
"['large', 'local', 'companies', 'ramp', 'up', 'search', 'for', 'cxos', 'amid', 'macro', 'woes']",large local companies ramp up search for cxos amid macro woes
"['heatwave', 'scientists', 'certain', 'that', 'july', 'will', 'be', 'the', 'hottest', 'month', 'ever', 'recorded', 'globally', 'details', 'here']",heatwave scientists certain that july will be the hottest month ever recorded globally details here
"['manipur', 'assembly', 'session', 'in', 'august', '2nd', 'or', '3rd', 'week', 'says', 'manipur', 'health', 'minister']",manipur assembly session in august 2nd or 3rd week says manipur health minister
"['why', 'feds', 'big', 'hike', 'is', 'great', 'for', 'india']",why feds big hike is great for india
"['loans', 'against', 'mfs', 'catch', 'fancy', 'with', 'easy', 'process', 'low', 'rates']",loans against mfs catch fancy with easy process low rates
"['india', 'mps', 'to', 'visit', 'manipur', 'this', 'weekend']",india mps to visit manipur this weekend
"['refining', 'capacity', 'to', 'grow', 'at', 'slower', 'pace']",refining capacity to grow at slower pace
"['zoey', '102', 'want', 'to', 'stream', 'the', 'movie', 'for', 'free', 'heres', 'everything', 'you', 'need', 'to', 'know']",zoey 102 want to stream the movie for free heres everything you need to know
"['govt', 'ready', 'to', 'debate', 'with', 'home', 'ministers', 'reply', 'opposition', 'wants', 'pm', 'to', 'respond']",govt ready to debate with home ministers reply opposition wants pm to respond
"['lodha', 'to', 'exceed', 'fy24', 'acquisition', 'guidance', 'rs', '12000', 'cr', 'projects', 'added', 'in', 'q1']",lodha to exceed fy24 acquisition guidance rs 12000 cr projects added in q1
"['parle', 'continues', 'to', 'be', 'indias', 'top', 'fmcg', 'brand', 'at', 'home', 'britannia', 'leads', 'the', 'ranking', 'for', 'out', 'of', 'home', 'consumption']",parle continues to be indias top fmcg brand at home britannia leads the ranking for out of home consumption
"['airasia', 'india', 'can', 'operate', 'under', 'air', 'india', 'express', 'brand']",airasia india can operate under air india express brand
"['one', 'district', 'one', 'force', 'in', '16', 'manipur', 'districts', 'to', 'flush', 'out', 'miscreants']",one district one force in 16 manipur districts to flush out miscreants
"['nagaland', 'senior', 'cop', 'armed', 'group', 'leader', '4', 'civilians', 'held', 'for', 'weapon', 'theft', 'from', 'police', 'armoury']",nagaland senior cop armed group leader 4 civilians held for weapon theft from police armoury
"['instead', 'of', 'going', 'here', 'and', 'there', 'pm', 'should', 'visit', 'manipur', 'mamata', 'banerjee']",instead of going here and there pm should visit manipur mamata banerjee
"['tesla', 'executives', 'meet', 'invest', 'india', 'chief', 'may', 'meet', 'piyush', 'goyal']",tesla executives meet invest india chief may meet piyush goyal
"['adani', 'transmission', 'now', 'adani', 'energy', 'solutions']",adani transmission now adani energy solutions
"['statutory', 'warning', 'in', 'awards', 'is', 'a', 'bad', 'idea']",statutory warning in awards is a bad idea
"['service', 'charge', 'case', 'delhi', 'hc', 'slaps', '1', 'lakh', 'penalty', 'on', 'restaurant', 'bodies']",service charge case delhi hc slaps 1 lakh penalty on restaurant bodies
"['wave', 'group', 'to', 'invest', 'rs', '10', 'crore', 'in', 'ai', 'tech', 'for', 'wave', 'city', 'project', 'in', 'delhi', 'ncr']",wave group to invest rs 10 crore in ai tech for wave city project in delhi ncr
"['korean', 'war', 'armistice', 'what', 'happened', 'between', 'two', 'koreas', '70', 'years', 'ago']",korean war armistice what happened between two koreas 70 years ago
"['european', 'central', 'bank', 'raises', 'interest', 'rate', 'will', 'it', 'help', 'eurozone', 'economy', 'to', 'stabilize']",european central bank raises interest rate will it help eurozone economy to stabilize
"['india', 'will', 'host', 'olympics', 'in', 'future', 'says', 'sports', 'minister', 'anurag', 'thakur']",india will host olympics in future says sports minister anurag thakur
"['nasas', 'james', 'webb', 'space', 'telescope', 'captures', 'colourful', 'young', 'stars', 'in', 'first', 'most', 'detailed', 'image', 'see', 'here']",nasas james webb space telescope captures colourful young stars in first most detailed image see here
"['asprius', 'lifesciences', 'develops', 'drug', 'for', 'diabetic', 'neuropathy', 'files', 'patent']",asprius lifesciences develops drug for diabetic neuropathy files patent
"['indias', 'high', 'public', 'borrowing', 'is', 'not', 'unsustainable', 'but', 'it', 'leaves', 'little', 'room', 'for', 'policy', 'missteps']",indias high public borrowing is not unsustainable but it leaves little room for policy missteps
"['ihcl', 'clocks', 'revenue', 'of', 'rs', '1466', 'cr', 'for', 'quarter', 'ended', 'june', '30', 'pat', 'at', 'rs', '236', 'cr']",ihcl clocks revenue of rs 1466 cr for quarter ended june 30 pat at rs 236 cr
"['india', 'japan', 'explore', 'collaboration', 'in', 'semiconductors', 'digital', 'public', 'infra']",india japan explore collaboration in semiconductors digital public infra
"['multiple', 'faith', 'traditions']",multiple faith traditions
"['du', 'begins', 'registration', 'for', 'pg', 'courses', 'csas', 'portal', 'to', 'close', 'on', 'august', '10']",du begins registration for pg courses csas portal to close on august 10
"['adani', 'enterprises', 'arm', 'raises', 'usd', '394', 'million', 'from', 'barclays', 'deutsche', 'bank']",adani enterprises arm raises usd 394 million from barclays deutsche bank
"['upcoming', 'g20', 'summit', 'in', 'new', 'delhi', 'among', 'critical', 'opportunities', 'ahead', 'for', 'climate', 'action', 'un', 'chief', 'guterres']",upcoming g20 summit in new delhi among critical opportunities ahead for climate action un chief guterres
"['in', 'the', 'garb', 'of', 'an', 'intellectual', 'is', 'ai']",in the garb of an intellectual is ai
"['ahead', 'of', 'market', '10', 'things', 'that', 'will', 'decide', 'stock', 'action', 'on', 'friday']",ahead of market 10 things that will decide stock action on friday
"['pnk', 'and', 'brandi', 'carlile', 'perform', 'nothing', 'compares', '2', 'u', 'cover', 'in', 'an', 'emotional', 'tribute', 'to', 'sinead', 'oconnor', 'watch']",pnk and brandi carlile perform nothing compares 2 u cover in an emotional tribute to sinead oconnor watch
