headlines,headline_text
"['india', 'emerges', 'frontrunner', 'for', 'malaysian', 'fighter', 'jet', 'order']",india emerges frontrunner for malaysian fighter jet order
"['agnipath', 'to', 'cut', 'beneficiaries', 'under', 'armed', 'forces', 'medical', 'bill', 'plan', 'for', 'ex', 'servicemen']",agnipath to cut beneficiaries under armed forces medical bill plan for ex servicemen
"['delhi', 'records', '928', 'covid', 'cases', 'lowest', 'since', 'june', '13', 'positivity', 'rate', 'dips', 'to', '7', 'pc']",delhi records 928 covid cases lowest since june 13 positivity rate dips to 7 pc
"['force', 'multiply', 'but', 'gradually', 'ways', 'to', 'improve', 'agnipath', 'before', 'rollout']",force multiply but gradually ways to improve agnipath before rollout
"['government', 'working', 'on', 'skilling', 'plans', 'for', 'agniveers']",government working on skilling plans for agniveers
"['pay', 'particular', 'focus', 'on', 'particulate', 'matter']",pay particular focus on particulate matter
"['view', 'wto', 'must', 'emphasise', 'that', 'it', 'is', 'not', 'just', 'about', 'free', 'trade', 'but', 'also', 'about', 'fair', 'trade']",view wto must emphasise that it is not just about free trade but also about fair trade
"['boost', 'not', 'the', 'secret', 'of', 'gandhis', 'energy']",boost not the secret of gandhis energy
"['china', 'should', 'commit', 'to', 'resolve', 'border', 'row', 'with', 'india', 'through', 'dialogue', 'consistent', 'with', 'international', 'law', 'australia']",china should commit to resolve border row with india through dialogue consistent with international law australia
"['agnipath', 'attacks', 'status', 'quo', 'how', 'gois', 'new', 'recruitment', 'scheme', 'makes', 'strategic', 'and', 'fiscal', 'sense']",agnipath attacks status quo how gois new recruitment scheme makes strategic and fiscal sense
"['collaboration', 'between', 'banks', 'fintechs', 'will', 'be', 'a', 'win', 'win', 'game', 'mahabaleshwara', 'ms', 'md', 'ceo', 'karnataka', 'bank']",collaboration between banks fintechs will be a win win game mahabaleshwara ms md ceo karnataka bank
"['yog', 'means', 'unification']",yog means unification
"['goa', 'cabinet', 'to', 'decide', 'on', 'reservation', 'percentage', 'for', 'agniveers', 'in', 'state', 'services', 'cm', 'pramod', 'sawant']",goa cabinet to decide on reservation percentage for agniveers in state services cm pramod sawant
"['fret', 'not', 'flight', 'of', 'fpi', 'capital', 'could', 'slow']",fret not flight of fpi capital could slow
"['adani', 'jindal', 'power', 'cos', 'in', 'race', 'to', 'buy', 'ind', 'barath', 'thermal']",adani jindal power cos in race to buy ind barath thermal
"['once', 'flood', 'water', 'recedes', 'the', 'govt', 'will', 'find', 'permanent', 'solution', 'to', 'the', 'factors', 'leading', 'to', 'recent', 'flood', 'in', 'the', 'area', 'himanta', 'biswa']",once flood water recedes the govt will find permanent solution to the factors leading to recent flood in the area himanta biswa
"['russian', 'cyber', 'spies', 'attack', 'ukraines', 'allies', 'microsoft', 'says']",russian cyber spies attack ukraines allies microsoft says
"['another', 'chartered', 'plane', 'with', 'four', 'maharashtra', 'mlas', 'arrives', 'in', 'guwahati']",another chartered plane with four maharashtra mlas arrives in guwahati
"['inflation', 'continues', 'to', 'remain', 'a', 'key', 'monitorable', 'in', 'the', 'near', 'term', 'says', 'itc']",inflation continues to remain a key monitorable in the near term says itc
"['ficci', 'recommends', 'haryana', 'government', 'to', 'legalise', 'the', 'grey', 'office', 'market']",ficci recommends haryana government to legalise the grey office market
"['supertech', 'in', 'talks', 'to', 'raise', 'rs', '300', 'crore', 'resumes', 'construction', 'on', 'delayed', 'projects']",supertech in talks to raise rs 300 crore resumes construction on delayed projects
"['what', 'made', 'bjp', 'pick', 'draupadi', 'murmu', 'as', 'its', 'choice', 'for', 'the', 'president', 'of', 'india']",what made bjp pick draupadi murmu as its choice for the president of india
"['fintechs', 'to', 'ping', 'government', 'rbi', 'on', 'central', 'bank', 'note']",fintechs to ping government rbi on central bank note
"['study', 'abroad', 'startup', 'leap', 'raises', '75', 'million', 'from', 'owl', 'ventures', 'others']",study abroad startup leap raises 75 million from owl ventures others
"['ahead', 'of', 'market', '10', 'things', 'that', 'will', 'decide', 'd', 'st', 'action', 'on', 'thursday']",ahead of market 10 things that will decide d st action on thursday
"['whats', 'presidential', 'qualities', 'got', 'to', 'do', 'with', 'becoming', 'poroi']",whats presidential qualities got to do with becoming poroi
"['rice', 'price', 'rise', 'a', 'concern', 'as', 'food', 'inflation', 'accelerates', 'in', 'india']",rice price rise a concern as food inflation accelerates in india
"['indian', 'navy', 'inks', 'pact', 'with', 'dg', 'shipping']",indian navy inks pact with dg shipping
"['1100', 'plus', 'global', 'buyers', 'participate', 'in', 'india', 'international', 'garment', 'fair']",1100 plus global buyers participate in india international garment fair
"['cbdt', 'notifies', 'tds', 'disclosure', 'requirements', 'for', 'cryptos', 'virtual', 'digital', 'assets']",cbdt notifies tds disclosure requirements for cryptos virtual digital assets
"['rs', '270', 'cr', 'business', 'enquiries', 'in', '16th', 'edition', 'of', 'fashion', 'jewellery', 'accessories', 'show']",rs 270 cr business enquiries in 16th edition of fashion jewellery accessories show
"['bajaj', 'auto', 'to', 'consider', 'share', 'buyback', 'proposal', 'on', 'june', '27']",bajaj auto to consider share buyback proposal on june 27
"['what', 'caused', 'engine', 'fire', 'that', 'made', 'spicejet', 'patna', 'delhi', 'flight', 'to', 'perform', 'an', 'emergency', 'landing']",what caused engine fire that made spicejet patna delhi flight to perform an emergency landing
"['cement', 'carbon', 'dioxide', 'emissions', 'quietly', 'double', 'in', '20', 'years']",cement carbon dioxide emissions quietly double in 20 years
"['no', 'blanket', 'permission', 'to', 'any', 'agency', 'for', 'surveillance', 'under', 'netra', 'natgrid', 'centre', 'to', 'hc']",no blanket permission to any agency for surveillance under netra natgrid centre to hc
"['bjp', 'plans', 'show', 'of', 'strength', 'in', 'telangana', 'on', 'july', '3']",bjp plans show of strength in telangana on july 3
"['now', 'use', 'bigger', 'animated', 'heart', 'emojis', 'while', 'texting', 'new', 'whatsapp', 'feature', 'is', 'in', 'the', 'works']",now use bigger animated heart emojis while texting new whatsapp feature is in the works
"['indian', 'oil', 'unveils', 'indoor', 'solar', 'cooking', 'stove', 'surya', 'nutan']",indian oil unveils indoor solar cooking stove surya nutan
"['elon', 'musks', 'transgender', 'daughter', 'files', 'for', 'name', 'change', 'says', 'no', 'longer', 'wish', 'to', 'be', 'related', 'to', 'spacex', 'chief']",elon musks transgender daughter files for name change says no longer wish to be related to spacex chief
"['mithun', 'chakraborty', 'turns', '72', 'from', 'sleeping', 'on', 'the', 'road', 'to', 'becoming', 'one', 'of', 'indias', 'top', 'taxpayers', 'rags', 'to', 'riches', 'tale', 'of', 'disco', 'dancer']",mithun chakraborty turns 72 from sleeping on the road to becoming one of indias top taxpayers rags to riches tale of disco dancer
"['kapil', 'and', 'dheeraj', 'wadhawan', 'of', 'dhfl', 'booked', 'in', 'rs', '34615', 'crore', 'bank', 'fraud', 'case']",kapil and dheeraj wadhawan of dhfl booked in rs 34615 crore bank fraud case
"['australian', 'pub', 'owner', 'fights', 'crocodile', 'off', 'with', 'frying', 'pan', 'video', 'goes', 'viral']",australian pub owner fights crocodile off with frying pan video goes viral
"['india', 'records', 'current', 'account', 'deficit', 'cad', 'of', '1', '2', 'in', 'fy22']",india records current account deficit cad of 1 2 in fy22
"['french', 'development', 'agency', 'committed', 'over', 'rs', '20000', 'crore', 'to', 'india', 'in', '2021']",french development agency committed over rs 20000 crore to india in 2021
