headlines,headline_text
"['india', 'to', 'showcase', 'arms', 'to', 'africa', 'indian', 'ocean', 'region', 'nations']",india to showcase arms to africa indian ocean region nations
"['portrait', 'of', 'an', 'iranian', 'journo', 'as', 'a', 'fact', 'teller']",portrait of an iranian journo as a fact teller
"['centre', 'to', 'define', 'minimum', 'work', 'for', 'mgnrega', 'to', 'maintain', 'standard']",centre to define minimum work for mgnrega to maintain standard
"['tied', 'to', '2', 'wheeler', 'odisha', 'man', 'forced', 'to', 'run', 'two', 'km', 'for', 'failing', 'to', 'repay', 'rs', '1500']",tied to 2 wheeler odisha man forced to run two km for failing to repay rs 1500
"['japan', 'updates', 'six', 'laws', 'to', 'fight', 'money', 'laundering', 'through', 'cryptocurrencies', 'details', 'here']",japan updates six laws to fight money laundering through cryptocurrencies details here
"['an', 'fta', 'with', 'uk', 'is', 'a', 'stepping', 'stone', 'for', 'indias', 'strategic', 'economic', 'realignment']",an fta with uk is a stepping stone for indias strategic economic realignment
"['xi', 'jinpings', 'taiwan', 'rhetoric', 'raises', 'risk', 'of', 'war']",xi jinpings taiwan rhetoric raises risk of war
"['ex', 'james', 'bond', 'star', 'pierce', 'brosnan', 'wears', 'his', 'wedding', 'ring', 'in', 'film', 'black', 'adam', 'heres', 'why']",ex james bond star pierce brosnan wears his wedding ring in film black adam heres why
"['china', 'postpones', 'release', 'of', 'crucial', 'economic', 'data', 'indefinitely', 'triggers', 'speculations']",china postpones release of crucial economic data indefinitely triggers speculations
"['nana', 'patole', 'targets', 'sharad', 'pawar', 'over', 'bypoll', 'request']",nana patole targets sharad pawar over bypoll request
"['there', 'are', 'subsidies', 'and', 'there', 'are', 'subsidies']",there are subsidies and there are subsidies
"['uk', 'treasury', 'chief', 'scraps', 'nearly', 'all', 'government', 'tax', 'cut', 'plans']",uk treasury chief scraps nearly all government tax cut plans
"['uttar', 'pradesh', 'govt', 'hikes', 'da', 'of', 'its', 'employees', 'to', '38', 'per', 'cent', 'from', 'jul', '1', '2022']",uttar pradesh govt hikes da of its employees to 38 per cent from jul 1 2022
"['us', 'justice', 'department', 'seeks', '6', 'month', 'sentence', 'for', 'donald', 'trumps', 'ally', 'steve', 'bannon', 'details', 'here']",us justice department seeks 6 month sentence for donald trumps ally steve bannon details here
"['decibel', 'magazine', 'metal', 'beer', 'fest', 'philly', '2023', 'to', 'feature', 'black', 'dahlia', 'murder', 'suicidal', 'tendencies']",decibel magazine metal beer fest philly 2023 to feature black dahlia murder suicidal tendencies
"['national', 'pasta', 'day', 'celebrate', 'occasion', 'with', 'best', 'deals']",national pasta day celebrate occasion with best deals
"['st', 'soon', 'karnataka', 'minister']",st soon karnataka minister
"['focus', 'on', 'paris', 'fatf', 'plenary', 'amid', 'pak', 'bid', 'to', 'exit', 'grey', 'list']",focus on paris fatf plenary amid pak bid to exit grey list
"['crypto', 'major', 'threat', 'interpols', 'stock', 'post', '5g', 'new', 'sops', 'needed', 'praveen', 'sinha']",crypto major threat interpols stock post 5g new sops needed praveen sinha
"['early', 'salary', 'for', 'govt', 'employees', 'in', 'bihar', 'this', 'month']",early salary for govt employees in bihar this month
"['michael', 'b', 'jordan', 'jonathan', 'majors', 'creed', 'iii', 'posters', 'are', 'out', 'check', 'here']",michael b jordan jonathan majors creed iii posters are out check here
"['delhi', 'excise', 'policy', 'scam', 'case', 'cbi', 'questions', 'dy', 'cm', 'manish', 'sisodia', 'for', 'over', '9', 'hours']",delhi excise policy scam case cbi questions dy cm manish sisodia for over 9 hours
"['ghosts', 'and', 'monsters']",ghosts and monsters
"['sc', 'status', 'to', 'converted', 'community', 'members', 'will', 'open', 'floodgates', 'for', 'religious', 'conversions', 'vhp']",sc status to converted community members will open floodgates for religious conversions vhp
"['washington', 'state', 'wildfire', 'burning', 'out', 'of', 'control', 'thousands', 'evacuated']",washington state wildfire burning out of control thousands evacuated
"['hc', 'stays', 'case', 'against', 'coalmins', 'ex', 'official', 'setback', 'for', 'ed']",hc stays case against coalmins ex official setback for ed
"['adani', 'airports', 'appoints', 'ericsson', 'veteran', 'arun', 'bansal', 'as', 'ceo', 'in', 'fresh', 'management', 'rejig']",adani airports appoints ericsson veteran arun bansal as ceo in fresh management rejig
"['5g', 'will', 'enhance', 'delivery', 'of', 'schemes', 'centre', 'to', 'states']",5g will enhance delivery of schemes centre to states
"['kelly', 'clarkson', 'and', 'dwayne', 'johnson', 'sing', 'dont', 'come', 'to', 'home', 'a', 'drinkin', 'as', 'tribute', 'to', 'late', 'american', 'singer', 'loretta', 'lynn']",kelly clarkson and dwayne johnson sing dont come to home a drinkin as tribute to late american singer loretta lynn
"['india', 'continues', 'to', 'amplify', 'struggles', 'outside', 'europe', 'but', 'is', 'the', 'west', 'listening']",india continues to amplify struggles outside europe but is the west listening
"['american', 'investor', 'michael', 'burry', 'attacks', 'meta', 'claims', 'it', 'has', 'a', 'new', 'coke', 'problem']",american investor michael burry attacks meta claims it has a new coke problem
"['graham', 'norton', 'takes', 'down', 'twitter', 'account', 'after', 'jk', 'rowling', 'controversy']",graham norton takes down twitter account after jk rowling controversy
"['evansville', 'warehouse', 'fires', 'massive', 'smoke', 'visible', 'on', 'weather', 'radar']",evansville warehouse fires massive smoke visible on weather radar
"['parliament', 'exercises', 'sovereign', 'power', 'to', 'enact', 'laws', 'no', 'outside', 'authority', 'can', 'dictate', 'centre', 'tells', 'sc']",parliament exercises sovereign power to enact laws no outside authority can dictate centre tells sc
"['mg', 'motor', 'to', 'launch', 'affordable', 'ev', 'car', 'in', 'bid', 'to', 'compete', 'with', 'tata', 'in', 'indian', 'market']",mg motor to launch affordable ev car in bid to compete with tata in indian market
"['akon', 'reminisces', 'collaboration', 'with', 'eminem', 'for', 'smack', 'that']",akon reminisces collaboration with eminem for smack that
"['netflix', 'halloween', 'collection', '2022', 'full', 'list', 'of', 'horror', 'flicks', 'tv', 'programs']",netflix halloween collection 2022 full list of horror flicks tv programs
"['dont', 'waste', 'time', 'levying', 'fines', 'counsel', 'offenders', 'maha', 'minister', 'tells', 'pune', 'cops', 'cites', 'diwali', 'season', 'traffic', 'jams']",dont waste time levying fines counsel offenders maha minister tells pune cops cites diwali season traffic jams
"['manchester', 'united', 'footballer', 'mason', 'greenwood', 'to', 'spend', 'night', 'in', 'prison', 'before', 'court', 'appearance']",manchester united footballer mason greenwood to spend night in prison before court appearance
"['tube', 'investments', 'varun', 'beverages', 'tvs', 'motor', 'may', 'enter', 'msci', 'index', 'nuvama', 'research']",tube investments varun beverages tvs motor may enter msci index nuvama research
"['silent', 'hill', 'games', 'to', 'make', 'comeback', 'soon', 'know', 'all', 'details', 'here']",silent hill games to make comeback soon know all details here
"['ralph', 'macchio', 'discusses', 'cobra', 'kai', 'in', 'waxing', 'on', 'details', 'here']",ralph macchio discusses cobra kai in waxing on details here
"['bnp', 'paribas', 'nippon', 'india', 'mf', 'buy', 'stakes', 'in', 'electronics', 'mart', 'india']",bnp paribas nippon india mf buy stakes in electronics mart india
"['jyothi', 'yarraji', 'becomes', 'first', 'indian', 'woman', 'hurdler', 'to', 'break', '13', 'second', 'barrier']",jyothi yarraji becomes first indian woman hurdler to break 13 second barrier
"['bihar', 'government', 'files', 'petition', 'for', 'review', 'of', 'hc', 'order', 'on', 'obc', 'ebc', 'quotas', 'in', 'ulb', 'polls']",bihar government files petition for review of hc order on obc ebc quotas in ulb polls
"['punjab', 'govt', 'tells', 'hc', 'that', 'it', 'will', 'reframe', 'proposed', 'atta', 'home', 'delivery', 'scheme']",punjab govt tells hc that it will reframe proposed atta home delivery scheme
"['ahead', 'of', 'market', '10', 'things', 'to', 'determine', 'd', 'st', 'action', 'on', 'tuesday']",ahead of market 10 things to determine d st action on tuesday
"['sc', 'asks', 'cbi', 'for', 'material', 'to', 'stop', 'nirav', 'modis', 'brother', 'in', 'law', 'from', 'travelling', 'abroad']",sc asks cbi for material to stop nirav modis brother in law from travelling abroad
"['rock', 'band', 'journey', 'announces', '50th', 'anniversary', 'freedom', 'tour', '2023', 'read', 'more']",rock band journey announces 50th anniversary freedom tour 2023 read more
"['dallas', 'cowboys', 'want', 'quarterback', 'dak', 'prescott', 'to', 'return']",dallas cowboys want quarterback dak prescott to return
