headlines,headline_text
"['sikkim', 'glacial', 'lake', 'sensors', 'failed', 'in', '2013', '2016', 'this', 'month']",sikkim glacial lake sensors failed in 2013 2016 this month
"['central', 'team', 'visits', 'north', 'sikkim', 'to', 'assess', 'damages']",central team visits north sikkim to assess damages
"['government', 'to', 'push', 'space', 'companies', 'to', 'cut', 'imports', 'and', 'make', 'in', 'india']",government to push space companies to cut imports and make in india
"['lana', 'del', 'rey', 'accused', 'of', 'practicing', 'witchcraft', 'in', 'her', 'concert', 'here', 'is', 'what', 'traci', 'coston', 'said']",lana del rey accused of practicing witchcraft in her concert here is what traci coston said
"['dealing', 'with', 'failure']",dealing with failure
"['defer', 'termination', 'of', '26', 'week', 'pregnancy', 'sc', 'direction', 'to', 'aiims']",defer termination of 26 week pregnancy sc direction to aiims
"['new', 'from', 'billions', 'to', 'trillions', 'report', 'a', 'reality', 'check']",new from billions to trillions report a reality check
"['competition', 'regulator', 'to', 'soon', 'release', 'leniency', 'plus', 'regulations', 'to', 'bust', 'cartels']",competition regulator to soon release leniency plus regulations to bust cartels
"['beyonc', 'renaissance', 'tour', 'taraji', 'p', 'henson', 'makes', 'shocking', 'claims', 'about', 'singers', 'outfit']",beyonc renaissance tour taraji p henson makes shocking claims about singers outfit
"['ea', 'sports', 'fc', '24', 'trailblazers', 'heres', 'what', 'we', 'know', 'so', 'far']",ea sports fc 24 trailblazers heres what we know so far
"['brics', 'the', 'mortar', 'of', 'competition', 'in', 'a', 'globalised', 'world']",brics the mortar of competition in a globalised world
"['nia', 'now', 'has', '18', 'branches', 'across', 'india']",nia now has 18 branches across india
"['bjp', 'mp', 'ramesh', 'bidhuri', 'skips', 'lok', 'sabha', 'privilege', 'panels', 'summons']",bjp mp ramesh bidhuri skips lok sabha privilege panels summons
"['dot', 'carries', 'out', 'tests', 'of', 'emergency', 'alerts']",dot carries out tests of emergency alerts
"['non', 'metros', 'dominate', 'online', 'festival', 'sale', 'across', 'amazon', 'meesho', 'flipkart']",non metros dominate online festival sale across amazon meesho flipkart
"['issue', 'notification', 'for', 'secret', 'ballot', 'elections', 'for', 'recognition', 'of', 'unions', 'nfir', 'to', 'ministry']",issue notification for secret ballot elections for recognition of unions nfir to ministry
"['vivo', 'pmla', 'case', 'delhi', 'court', 'sends', 'four', 'accused', 'to', '3', 'day', 'ed', 'custody']",vivo pmla case delhi court sends four accused to 3 day ed custody
"['us', 'bank', 'profits', 'set', 'to', 'rise', 'on', 'higher', 'rates', 'while', 'wall', 'street', 'lags']",us bank profits set to rise on higher rates while wall street lags
"['complaints', 'on', 'c', 'vigil', 'app', 'will', 'be', 'resolved', 'in', '100', 'minutes', 'rajasthan', 'chief', 'electoral', 'officer']",complaints on c vigil app will be resolved in 100 minutes rajasthan chief electoral officer
"['a', 'new', 'inebriated', 'mini', 'bar', 'policy']",a new inebriated mini bar policy
"['poll', 'politics', 'needs', 'to', 'get', 'more', 'boring']",poll politics needs to get more boring
"['white', 'good', 'pli', 'beneficiary', 'should', 'obtain', 'cost', 'accountant', 'certificate', 'for', 'related', 'party', 'sales']",white good pli beneficiary should obtain cost accountant certificate for related party sales
"['us', 'caught', 'between', 'a', 'treaty', 'ally', 'and', 'a', 'strategic', 'partner', 'at', 'a', 'time', 'when', 'israel', 'needs', 'it', 'most']",us caught between a treaty ally and a strategic partner at a time when israel needs it most
"['old', 'age', 'pension', 'will', 'soon', 'be', 'raised', 'to', 'rs', '3000', 'per', 'month', 'says', 'haryana', 'cm', 'khattar']",old age pension will soon be raised to rs 3000 per month says haryana cm khattar
"['ahead', 'of', 'market', '10', 'things', 'that', 'will', 'd', 'street', 'action', 'on', 'wednesday']",ahead of market 10 things that will d street action on wednesday
"['ajit', 'pawar', 'quits', 'as', 'director', 'of', 'pune', 'district', 'central', 'cooperative', 'bank']",ajit pawar quits as director of pune district central cooperative bank
"['competition', 'authorities', 'cannot', 'look', 'at', 'coordinated', 'enforcement', 'action', 'against', 'international', 'cartels', 'cci', 'chief']",competition authorities cannot look at coordinated enforcement action against international cartels cci chief
"['process', 'to', 'set', 'up', 'gst', 'tribunals', 'has', 'started', 'centre', 'tells', 'sc']",process to set up gst tribunals has started centre tells sc
"['bjp', 'and', 'allies', 'to', 'launch', 'maha', 'samwad', 'yatra', 'in', 'maharashtra']",bjp and allies to launch maha samwad yatra in maharashtra
"['good', 'synergy', 'now', 'among', 'three', 'services', 'to', 'work', 'together', 'cds', 'gen', 'chauhan']",good synergy now among three services to work together cds gen chauhan
"['our', 'govt', 'gave', 'jobs', 'to', 'over', '6', 'lakh', 'youngsters', 'in', 'last', '6', 'years', 'cm', 'adityanath']",our govt gave jobs to over 6 lakh youngsters in last 6 years cm adityanath
"['ed', 'did', 'not', 'find', 'anything', 'during', 'raid', 'just', 'took', 'away', 'my', 'mobile', 'phone', 'aap', 'mla', 'amanatullah', 'khan']",ed did not find anything during raid just took away my mobile phone aap mla amanatullah khan
"['rbi', 'to', 'extend', 'pca', 'supervisory', 'norms', 'to', 'govt', 'owned', 'nbfcs', 'from', 'oct', '2024']",rbi to extend pca supervisory norms to govt owned nbfcs from oct 2024
"['west', 'asian', 'wobbles', 'for', 'india', 'beyond']",west asian wobbles for india beyond
"['first', 'gaganyaan', 'test', 'flight', 'on', 'october', '21', 'science', 'and', 'technology', 'minister', 'jitendra', 'minister']",first gaganyaan test flight on october 21 science and technology minister jitendra minister
"['chennais', 'shreya', 'dharmarajan', 'becomes', 'uk', 'high', 'commissioner', 'for', 'a', 'day']",chennais shreya dharmarajan becomes uk high commissioner for a day
"['states', 'borrowing', 'cost', 'soars', 'to', '7', '68', 'the', 'highest', 'so', 'far', 'this', 'fiscal']",states borrowing cost soars to 7 68 the highest so far this fiscal
"['mumbai', 'more', 'than', '3000', 'suburban', 'train', 'services', 'to', 'be', 'hit', 'on', 'western', 'railway', 'network', 'amid', '29', 'day', 'block']",mumbai more than 3000 suburban train services to be hit on western railway network amid 29 day block
"['the', 'spiderwick', 'chronicles', 'series', 'know', 'release', 'window', 'plot', 'cast', 'streaming', 'platform', 'and', 'more']",the spiderwick chronicles series know release window plot cast streaming platform and more
