headlines,headline_text
"['are', 'you', 'an', 'apple', 'device', 'owner', 'millions', 'may', 'be', 'eligible', 'for', 'a', 'payout', 'in', 'a', '95', 'million', 'class', 'action', 'lawsuit', 'settlement']",are you an apple device owner millions may be eligible for a payout in a 95 million class action lawsuit settlement
"['support', 'cast', 'takes', 'centre', 'stage', 'in', 'bumrahs', 'absence', 'other', 'bowlers', 'deliver', 'before', 'pants', 'stunning', 'batting', 'leaves', 'sydney', 'test', 'finely', 'poised']",support cast takes centre stage in bumrahs absence other bowlers deliver before pants stunning batting leaves sydney test finely poised
"['pm', 'modi', 'bats', 'for', 'small', 'business', 'to', 'get', 'rural', 'jobs', 'done', 'right']",pm modi bats for small business to get rural jobs done right
"['unlike', 'china', 'india', 'yet', 'to', 'harness', 'rare', 'earth', 'minerals', 'from', 'myanmar']",unlike china india yet to harness rare earth minerals from myanmar
"['does', 'beyonc', 'sense', 'something', 'she', 'is', 'desperate', 'to', 'safeguard', 'daughter', 'blue', 'ivys', 'brand', 'amid', 'jay', 'zs', 'scandal']",does beyonc sense something she is desperate to safeguard daughter blue ivys brand amid jay zs scandal
"['kevan', 'parekh', 'assumes', 'office', 'as', 'cfo', 'of', 'apple']",kevan parekh assumes office as cfo of apple
"['chhattisgarh', 'journalists', 'murder', 'cousin', 'arrested', 'congress', 'bjp', 'trade', 'charges']",chhattisgarh journalists murder cousin arrested congress bjp trade charges
"['in', 'kerala', 'a', 'battle', 'is', 'brewing', 'over', 'sacred', 'threads', 'bare', 'chests']",in kerala a battle is brewing over sacred threads bare chests
"['competition', 'commission', 'of', 'india', 'dismisses', 'complaint', 'against', 'coal', 'india', 'in', 'e', 'auction', 'scheme']",competition commission of india dismisses complaint against coal india in e auction scheme
"['has', 'madonna', 'got', 'engaged', 'to', 'akeem', 'morris', 'who', 'is', 'nearly', 'half', 'her', 'age', 'she', 'flaunts', 'huge', 'diamond', 'ring']",has madonna got engaged to akeem morris who is nearly half her age she flaunts huge diamond ring
"['hdfc', 'bank', 'gets', 'rbi', 'nod', 'to', 'pick', 'up', '9', '5', 'stake', 'in', 'kotak', 'bank', 'au', 'and', 'capital', 'sfbs']",hdfc bank gets rbi nod to pick up 9 5 stake in kotak bank au and capital sfbs
"['golden', 'globe', '2025', 'to', 'kickstart', 'award', 'ceremonies', 'this', 'year', 'date', 'venue', 'time', 'top', 'performers', 'live', 'streaming', 'and', 'all', 'details', 'here']",golden globe 2025 to kickstart award ceremonies this year date venue time top performers live streaming and all details here
"['billionaire', 'selena', 'gomez', 'signs', 'prenuptial', 'agreement', 'following', 'engagement', 'to', 'benny', 'blanco', 'heres', 'the', 'reason', 'she', 'gave', 'for', 'prenup']",billionaire selena gomez signs prenuptial agreement following engagement to benny blanco heres the reason she gave for prenup
"['two', 'more', 'held', 'in', 'maharashtra', 'sarpanch', 'murder', 'case']",two more held in maharashtra sarpanch murder case
"['new', 'year', 'renewed', 'push', 'india', 'inc', 'unites', 'for', 'more', 'diversity']",new year renewed push india inc unites for more diversity
"['roots', 'to', 'plate', 'chefs', 'tap', 'hyperlocal', 'flavours', 'histories', 'to', 'craft', 'unique', 'menus']",roots to plate chefs tap hyperlocal flavours histories to craft unique menus
"['we', 'need', 'to', 'achieve', 'both', 'innovation', 'and', 'safety', 'in', 'ai', 'says', 'ai', 'godfather', 'yoshua', 'bengio']",we need to achieve both innovation and safety in ai says ai godfather yoshua bengio
"['india', 'must', 'address', 'inequality', 'to', 'become', 'flourishing', 'nation', 'says', 'tata', 'sons', 'chairman']",india must address inequality to become flourishing nation says tata sons chairman
"['idbi', 'bank', 'reports', '18', 'pc', 'loan', 'growth', 'in', 'q3']",idbi bank reports 18 pc loan growth in q3
"['arvind', 'kejriwal', 'splurged', 'on', 'himself', 'at', 'expense', 'of', 'delhiites', 'says', 'amit', 'shah']",arvind kejriwal splurged on himself at expense of delhiites says amit shah
"['divorce', 'day', 'is', 'coming', 'this', 'day', 'in', 'january', 'brings', 'the', 'most', 'breakups', 'which', 'is', 'that', 'day', 'and', 'what', 'is', 'the', 'reason']",divorce day is coming this day in january brings the most breakups which is that day and what is the reason
"['best', 'customised', 'valentines', 'day', 'gifts', 'for', 'her']",best customised valentines day gifts for her
"['this', 'chinese', 'company', 'has', 'overtaken', 'tesla', 'as', 'worlds', 'largest', 'maker', 'of', 'pure', 'electric', 'cars', 'heres', 'how', 'it', 'outsmarted', 'elon', 'musk']",this chinese company has overtaken tesla as worlds largest maker of pure electric cars heres how it outsmarted elon musk
