headlines,headline_text
"['chinas', 'strong', 'data', 'likely', 'to', 'mask', 'weakening', 'recovery']",chinas strong data likely to mask weakening recovery
"['preliminary', 'election', 'vote', 'count', 'shows', 'thai', 'opposition', 'in', 'early', 'election', 'lead']",preliminary election vote count shows thai opposition in early election lead
"['implement', 'nrc', 'give', 'us', 'constitutional', 'protection', 'meitei', 'body', 'urges', 'centre']",implement nrc give us constitutional protection meitei body urges centre
"['ecb', 'rate', 'tightening', 'path', 'in', 'home', 'stretch', 'luis', 'de', 'guindos']",ecb rate tightening path in home stretch luis de guindos
"['view', 'things', 'go', 'south', 'for', 'bjp', 'as', 'its', 'all', 'states', 'one', 'campaign', 'strategy', 'falls', 'short', 'in', 'karnataka']",view things go south for bjp as its all states one campaign strategy falls short in karnataka
"['shiv', 'sena', 'in', 'good', 'hands', 'with', 'shinde', 'says', 'uddhavs', 'nephew', 'nihar', 'thackeray']",shiv sena in good hands with shinde says uddhavs nephew nihar thackeray
"['india', 'eu', 'indo', 'pacific', 'nations', 'need', 'candid', 'regular', 'and', 'extensive', 'talks', 's', 'jaishankar']",india eu indo pacific nations need candid regular and extensive talks s jaishankar
"['lessors', 'calling', 'india', 'a', 'risky', 'jurisdiction', 'is', 'to', 'influence', 'court', 'proceedings', 'gofirst']",lessors calling india a risky jurisdiction is to influence court proceedings gofirst
"['tayyip', 'erdogans', 'election', 'rival', 'kemal', 'kilicdaroglu', 'in', 'turkey', 'says', 'we', 'are', 'leading']",tayyip erdogans election rival kemal kilicdaroglu in turkey says we are leading
"['defence', 'ministry', 'releases', 'list', 'of', '928', 'items', 'to', 'be', 'indigenised']",defence ministry releases list of 928 items to be indigenised
"['rebels', 'attack', 'china', 'backed', 'energy', 'project', 'in', 'myanmar', 'days', 'after', 'fm', 'visit']",rebels attack china backed energy project in myanmar days after fm visit
"['why', 'low', 'inflation', 'slow', 'growth', 'might', 'become', 'the', 'new', 'normal']",why low inflation slow growth might become the new normal
"['the', 'mythology', 'of', 'invulnerability']",the mythology of invulnerability
"['newmont', 'corp', 'said', 'to', 'near', '20', 'billion', 'deal', 'for', 'newcrest', 'mining', 'ltd']",newmont corp said to near 20 billion deal for newcrest mining ltd
"['art', 'of', 'doing', 'nothing']",art of doing nothing
"['senior', 'most', 'mla', 'deshpande', 'won', '9', 'times', 'from', 'same', 'constituency']",senior most mla deshpande won 9 times from same constituency
"['pm', 'modi', 'spoke', 'to', 'putin', 'and', 'zelenskyy', 'war', 'stopped', 'and', 'indian', 'students', 'in', 'ukraine', 'could', 'return', 'home', 'rajnath', 'singh']",pm modi spoke to putin and zelenskyy war stopped and indian students in ukraine could return home rajnath singh
"['manipur', 'violence', 'cm', 'biren', 'singh', 'visits', 'delhi', 'to', 'meet', 'pm', 'modi', 'amit', 'shah', 'to', 'discuss', 'situation']",manipur violence cm biren singh visits delhi to meet pm modi amit shah to discuss situation
"['pakistan', 'braces', 'for', 'another', 'tense', 'day', 'on', 'monday', 'due', 'to', 'planned', 'protest', 'by', 'key', 'govt', 'ally']",pakistan braces for another tense day on monday due to planned protest by key govt ally
"['go', 'firsts', 'insolvency', 'flight', 'leaves', 'trail', 'of', 'concerns', 'for', 'aircraft', 'lessors']",go firsts insolvency flight leaves trail of concerns for aircraft lessors
"['regional', 'connectivity', 'exists', 'beyond', 'short', 'haul', 'routes', 'star', 'air']",regional connectivity exists beyond short haul routes star air
"['clp', 'leaves', 'decision', 'to', 'aicc', 'president', 'mallikarjun', 'kharge', 'to', 'select', 'next', 'karnataka', 'cm']",clp leaves decision to aicc president mallikarjun kharge to select next karnataka cm
"['karnataka', 'aicc', 'to', 'name', 'new', 'cm', 'on', 'monday', 'swearing', 'in', 'likely', 'on', 'may', '18']",karnataka aicc to name new cm on monday swearing in likely on may 18
"['bjp', 'lost', 'karnataka', 'polls', 'due', 'its', 'nature', 'and', 'behaviour', 'bharat', 'jodo', 'yatra', 'helped', 'congress', 'raj', 'thackeray']",bjp lost karnataka polls due its nature and behaviour bharat jodo yatra helped congress raj thackeray
