headlines,headline_text
"['realme', 'x7', 'review', 'an', 'all', 'round', 'package']",realme x7 review an all round package
"['who', 'warns', 'unequal', 'covid', '19', 'vaccine', 'distribution', 'can', 'lead', 'to', 'global', 'risk']",who warns unequal covid 19 vaccine distribution can lead to global risk
"['pakistans', 'foreign', 'debt', 'liabilities', 'continue', 'to', 'surge']",pakistans foreign debt liabilities continue to surge
"['now', 'is', 'the', 'time', 'to', 'restore', 'statehood', 'in', 'jammu', 'and', 'kashmir', 'says', 'apni', 'partys', 'altaf', 'bukhari']",now is the time to restore statehood in jammu and kashmir says apni partys altaf bukhari
"['indias', 'new', 'mapping', 'policy', 'can', 'be', 'a', 'game', 'changer']",indias new mapping policy can be a game changer
"['india', 'should', 'bring', 'in', 'legislation', 'that', 'mandates', 'news', 'media', 'aggregators', 'to', 'share', 'revenue', 'with', 'creators']",india should bring in legislation that mandates news media aggregators to share revenue with creators
"['pandemic', 'has', 'made', 'craftspeople', 'go', 'digital', 'iti', 'tyagi', 'founder', 'craft', 'village']",pandemic has made craftspeople go digital iti tyagi founder craft village
"['telecom', 'development', 'plan', 'to', 'provide', '4g', 'connectivity', 'to', '1683', 'remote', 'villages', 'by', '2022', 'pema', 'khandu']",telecom development plan to provide 4g connectivity to 1683 remote villages by 2022 pema khandu
"['experts', 'call', 'rise', 'in', 'covid', 'cases', 'in', 'few', 'states', 'stochastic', 'spread']",experts call rise in covid cases in few states stochastic spread
"['torrent', 'power', 'emerges', 'highest', 'bidder', 'for', 'majority', 'stake', 'in', 'dnh', 'daman', 'diu']",torrent power emerges highest bidder for majority stake in dnh daman diu
"['world', 'tops', '200', 'million', 'vaccine', 'doses', 'as', 'g7', 'boosts', 'funding']",world tops 200 million vaccine doses as g7 boosts funding
"['air', 'india', 'express', 'flight', 'hits', 'electric', 'pole', 'on', 'landing', 'at', 'vijayawada', 'airport', 'all', 'passengers', 'safe']",air india express flight hits electric pole on landing at vijayawada airport all passengers safe
"['prestige', 'estates', 'looking', 'to', 'grow', 'rental', 'income', 'to', 'over', 'rs', '3000', 'crore', 'in', 'next', '4', '5', 'years', 'venkat', 'k', 'narayana', 'ceo']",prestige estates looking to grow rental income to over rs 3000 crore in next 4 5 years venkat k narayana ceo
"['extreme', 'weather', 'testing', 'joe', 'bidens', 'disaster', 'management', 'skills']",extreme weather testing joe bidens disaster management skills
"['meghalaya', 'is', 'all', 'set', 'to', 'double', 'its', 'gsdp', 'to', '10', 'billion', 'within', 'the', 'next', 'five', 'years', 'cm', 'conrad', 'k', 'sangma']",meghalaya is all set to double its gsdp to 10 billion within the next five years cm conrad k sangma
"['pli', 'schemes', 'excellent', 'opportunity', 'to', 'increase', 'manufacturing', 'pm']",pli schemes excellent opportunity to increase manufacturing pm
"['national', 'curriculum', 'should', 'have', 'chapters', 'on', 'history', 'and', 'culture', 'of', 'n', 'e', 'region', 'pema', 'khandu']",national curriculum should have chapters on history and culture of n e region pema khandu
"['india', 'maldives', 'sign', 'five', 'pacts', 'to', 'boost', 'infrastructure', 'projects', 'in', 'island', 'nation']",india maldives sign five pacts to boost infrastructure projects in island nation
"['jfks', 'harvard', 'sweater', 'given', 'to', 'a', 'cameraman', 'interviewing', 'jacqueline', 'kennedy', 'fetches', 'more', 'than', '85k', 'at', 'auction']",jfks harvard sweater given to a cameraman interviewing jacqueline kennedy fetches more than 85k at auction
"['bmc', 'seals', '1305', 'buildings', 'in', '72', 'hours', 'as', 'covid', '19', 'cases', 'surge', 'in', 'mumbai']",bmc seals 1305 buildings in 72 hours as covid 19 cases surge in mumbai
"['this', 'founder', 'has', 'resolved', 'to', 'avoid', 'opportunities', 'that', 'bring', 'extra', 'stress', 'even', 'if', 'the', 'trade', 'off', 'is', 'financial', 'gain']",this founder has resolved to avoid opportunities that bring extra stress even if the trade off is financial gain
"['meet', 'august', 'philip', 'hawke', 'brooksbank', 'princess', 'eugenie', 'husband', 'jack', 'pick', 'a', 'name', 'for', 'their', 'baby', 'boy']",meet august philip hawke brooksbank princess eugenie husband jack pick a name for their baby boy
"['dalal', 'street', 'week', 'ahead', 'signs', 'of', 'fatigue', 'all', 'over', 'watch', 'dollar', 'bond', 'yields']",dalal street week ahead signs of fatigue all over watch dollar bond yields
"['at', 'niti', 'meet', 'assam', 'cm', 'seeks', 'special', 'exemptions', 'arunachal', 'cm', 'wants', 'changes', 'in', 'curriculum']",at niti meet assam cm seeks special exemptions arunachal cm wants changes in curriculum
"['russia', 'says', 'detected', 'first', 'case', 'of', 'h5n8', 'avian', 'flu', 'in', 'humans']",russia says detected first case of h5n8 avian flu in humans
"['central', 'asias', 'biggest', 'state', 'assures', 'to', 'protect', 'freedom', 'of', 'expression']",central asias biggest state assures to protect freedom of expression
"['epfo', 'net', 'new', 'enrolments', 'rise', 'by', '24', 'to', '12', '54', 'lakh', 'in', 'december']",epfo net new enrolments rise by 24 to 12 54 lakh in december
"['covid', '19', 'vaccines', 'in', 'india', 'are', 'at', 'risk', 'of', 'expiring', 'while', 'anxious', 'senior', 'citizens', 'wait', 'for', 'their', 'turn']",covid 19 vaccines in india are at risk of expiring while anxious senior citizens wait for their turn
"['union', 'minister', 'piyush', 'goyal', 'calls', 'for', 'mission', 'one', 'nation', 'one', 'standard', 'for', 'lab', 'testing']",union minister piyush goyal calls for mission one nation one standard for lab testing
"['disha', 'ravis', 'bail', 'plea', 'court', 'to', 'pronounce', 'order', 'on', 'tuesday']",disha ravis bail plea court to pronounce order on tuesday
"['india', 'offers', '40', 'million', 'line', 'of', 'credit', 'to', 'boost', 'sports', 'infrastructure', 'in', 'maldives']",india offers 40 million line of credit to boost sports infrastructure in maldives
"['karnataka', 'makes', 'negative', 'rt', 'pcr', 'report', 'mandatory', 'for', 'passengers', 'arriving', 'from', 'maharashtra']",karnataka makes negative rt pcr report mandatory for passengers arriving from maharashtra
"['niti', 'aayog', 'meet', 'tn', 'urges', 'centre', 'to', 'declare', 'godavari', 'cauvery', 'river', 'link', 'plan', 'a', 'national', 'project']",niti aayog meet tn urges centre to declare godavari cauvery river link plan a national project
"['why', 'does', 'a', 'spike', 'in', 'bond', 'yields', 'drag', 'equity', 'recall', 'taper', 'tantrum']",why does a spike in bond yields drag equity recall taper tantrum
"['australia', 'proposes', 'partnership', 'with', 'india', 'others', 'against', 'global', 'tech', 'giants']",australia proposes partnership with india others against global tech giants
"['maharashtra', 'to', 'create', 'incubation', 'centre', 'for', 'startups', 'near', 'mumbai', 'with', 'nasscom']",maharashtra to create incubation centre for startups near mumbai with nasscom
"['at', 'niti', 'meeting', 'punjab', 'cm', 'amarinder', 'singh', 'raises', 'farm', 'laws', 'vaccination', 'gst', 'compensation']",at niti meeting punjab cm amarinder singh raises farm laws vaccination gst compensation
"['youtube', 'stars', 'and', 'broking', 'apps', 'lure', 'pandemic', 'hit', 'day', 'traders', 'in', 'india']",youtube stars and broking apps lure pandemic hit day traders in india
"['chhattisgarh', 'cm', 'bhupesh', 'baghel', 'urges', 'rajnath', 'singh', 'to', 'set', 'up', 'army', 'base', 'in', 'bilaspur', 'early']",chhattisgarh cm bhupesh baghel urges rajnath singh to set up army base in bilaspur early
"['bmc', 'seals', '1305', 'buildings', 'after', 'mumbai', 'logs', '2749', 'new', 'covid', '19', 'cases']",bmc seals 1305 buildings after mumbai logs 2749 new covid 19 cases
"['delhi', 'police', 'chief', 'holds', 'review', 'meet', 'on', 'law', 'order', 'crime', 'situation']",delhi police chief holds review meet on law order crime situation
"['over', '200', 'million', 'vaccine', 'doses', 'administered', 'globally']",over 200 million vaccine doses administered globally
"['three', 'separate', 'kabul', 'explosions', 'kill', 'five', 'wound', 'two', 'afghan', 'police']",three separate kabul explosions kill five wound two afghan police
"['airbus', 'ceo', 'urges', 'trade', 'war', 'ceasefire', 'easing', 'of', 'covid', 'travel', 'bans']",airbus ceo urges trade war ceasefire easing of covid travel bans
