headlines,headline_text
"['no', 'joint', 'battle', 'for', 'labour', 'bms', 'intuc', 'unity', 'talks', 'stumble', 'on', 'political', 'differences']",no joint battle for labour bms intuc unity talks stumble on political differences
"['the', 'finisher', 'ends', 'mahendra', 'singh', 'dhoni', 'crickets', 'great', 'outsider']",the finisher ends mahendra singh dhoni crickets great outsider
"['uttar', 'pradesh', '13', 'year', 'old', 'girl', 'gang', 'raped', 'police', 'to', 'invoke', 'nsa', 'against', 'accused']",uttar pradesh 13 year old girl gang raped police to invoke nsa against accused
"['italy', 'suspends', 'discos', 'and', 'orders', 'mask', 'wearing', 'at', 'night', 'in', 'public']",italy suspends discos and orders mask wearing at night in public
"['modis', 'plans', 'to', 'reform', 'india', 'hinge', 'on', 'one', 'aspect', 'free', 'trade']",modis plans to reform india hinge on one aspect free trade
"['russia', 'can', 'partner', 'indian', 'private', 'players', 'in', 'space', 'sector', 'opportunity', 'for', 'collaboration', 'increasing', 'on', 'covid', '19', 'vaccine', 'indian', 'envoy']",russia can partner indian private players in space sector opportunity for collaboration increasing on covid 19 vaccine indian envoy
"['covid', '19', 'triggers', 'once', 'in', 'a', 'century', 'crisis', 'economy', 'may', 'contract', 'in', 'fy21', 'km', 'birla']",covid 19 triggers once in a century crisis economy may contract in fy21 km birla
"['even', 'after', 'announcing', 'retirement', 'dhoni', 'will', 'continue', 'to', 'enjoy', 'a', 'brand', 'pull', 'experts']",even after announcing retirement dhoni will continue to enjoy a brand pull experts
"['shyam', 'rajak', 'sacked', 'as', 'bihar', 'minister', 'expelled', 'from', 'jdu', 'over', 'anti', 'party', 'activities']",shyam rajak sacked as bihar minister expelled from jdu over anti party activities
"['ups', 'law', 'and', 'order', 'completely', 'failed', 'to', 'provide', 'security', 'to', 'children', 'alleges', 'priyanka', 'gandhi']",ups law and order completely failed to provide security to children alleges priyanka gandhi
"['chetan', 'chauhan', 'second', 'up', 'cabinet', 'minister', 'to', 'die', 'from', 'coronavirus']",chetan chauhan second up cabinet minister to die from coronavirus
"['congress', 'appoints', 'ajay', 'maken', 'as', 'general', 'secretary', 'in', 'charge', 'of', 'rajasthan', 'affairs']",congress appoints ajay maken as general secretary in charge of rajasthan affairs
"['tata', 'realty', 'plans', 'to', 'list', '20', 'million', 'sq', 'ft', 'commercial', 'assets', 'portfolio', 'as', 'reit']",tata realty plans to list 20 million sq ft commercial assets portfolio as reit
"['4g', 'mobile', 'internet', 'services', 'restored', 'in', '2', 'districts', 'in', 'j', 'k', 'on', 'trial', 'basis']",4g mobile internet services restored in 2 districts in j k on trial basis
"['political', 'slugfest', 'congress', 'bjp', 'trade', 'barbs', 'over', 'wsj', 'report', 'on', 'facebook']",political slugfest congress bjp trade barbs over wsj report on facebook
"['israeli', 'prime', 'minister', 'netanyahu', 'says', 'deal', 'with', 'uae', 'signals', 'end', 'to', 'land', 'for', 'peace']",israeli prime minister netanyahu says deal with uae signals end to land for peace
"['while', 'mumbai', 'bengaluru', 'pune', 'grow', 'ncr', 'share', 'in', 'housing', 'sale', 'dip', 'to', '9', 'report']",while mumbai bengaluru pune grow ncr share in housing sale dip to 9 report
"['liquor', 'outlets', 'to', 'reopen', 'in', 'chennai', 'after', 'nearly', 'five', 'month', 'pandemic', 'induced', 'shutdown']",liquor outlets to reopen in chennai after nearly five month pandemic induced shutdown
"['lewis', 'hamilton', 'wins', 'spanish', 'grand', 'prix', 'for', '88th', 'career', 'victory', 'in', 'formula', 'one']",lewis hamilton wins spanish grand prix for 88th career victory in formula one
"['chetan', 'chauhan', 'guts', 'and', 'grit', 'and', 'that', 'elusive', 'hundred']",chetan chauhan guts and grit and that elusive hundred
"['i', 'didnt', 'stop', 'or', 'settle', 'for', 'anything', 'which', 'was', 'not', 'justified', 'suresh', 'raina', 'after', 'retirement']",i didnt stop or settle for anything which was not justified suresh raina after retirement
"['tamil', 'nadu', 'inches', 'towards', '6000', 'covid', '19', 'positive', 'cases', 'again']",tamil nadu inches towards 6000 covid 19 positive cases again
"['us', 'president', 'donald', 'trump', 'makes', 'call', 'for', 'new', 'white', 'house', 'doctors', 'coronavirus', 'advice']",us president donald trump makes call for new white house doctors coronavirus advice
"['raj', 'bhavan', 'under', 'surveillance', 'alleges', 'west', 'bengal', 'governor', 'jagdeep', 'dhankhar']",raj bhavan under surveillance alleges west bengal governor jagdeep dhankhar
"['the', 'r', 'word', 'perfect', 'timing', 'for', 'gavaskar', 'not', 'so', 'much', 'for', 'kapil', 'tragic', 'for', 'wadekar']",the r word perfect timing for gavaskar not so much for kapil tragic for wadekar
"['media', 'often', 'captures', 'sentiments', 'correctly', 'ahead', 'of', 'monetary', 'policy', 'rbi', 'study']",media often captures sentiments correctly ahead of monetary policy rbi study
"['former', 'cricketer', 'and', 'up', 'minister', 'chetan', 'chauhan', 'passes', 'away']",former cricketer and up minister chetan chauhan passes away
"['andhra', 'reports', '8k', 'cases', 'crosses', '2', '89l', 'mark', 'recoveries', 'cross', '2l', 'mark', 'death', 'toll', 'reaches', '2650']",andhra reports 8k cases crosses 2 89l mark recoveries cross 2l mark death toll reaches 2650
"['aap', 'to', 'make', 'oximeters', 'available', 'in', '30000', 'villages', 'to', 'help', 'in', 'covid', '19', 'fight', 'kejriwal']",aap to make oximeters available in 30000 villages to help in covid 19 fight kejriwal
"['all', 'communication', 'with', 'taxpayers', 'to', 'be', 'from', 'neac', 'under', 'faceless', 'assessment']",all communication with taxpayers to be from neac under faceless assessment
"['monsoon', 'session', 'of', 'parliament', 'to', 'witness', 'many', 'first', 'time', 'measures', 'in', 'view', 'of', 'covid', '19']",monsoon session of parliament to witness many first time measures in view of covid 19
"['milagrow', 'expects', '15', 'fold', 'growth', 'in', 'robot', 'sales', 'in', 'fy21', 'due', 'to', 'covid', '19', 'pandemic']",milagrow expects 15 fold growth in robot sales in fy21 due to covid 19 pandemic
"['increase', 'number', 'of', 'labs', 'start', 'forensic', 'study', 'in', 'mbbs', 'nhrc', 'webinar', 'panellists', 'suggest']",increase number of labs start forensic study in mbbs nhrc webinar panellists suggest
"['diamond', 'and', 'gold', 'jewellery', 'exporters', 'are', 'witnessing', 'a', 'gradual', 'improvement', 'in', 'shipments']",diamond and gold jewellery exporters are witnessing a gradual improvement in shipments
"['solicitor', 'general', 'lauds', 'pms', 'responsive', 'leadership', 'during', 'covid', '19', 'crisis']",solicitor general lauds pms responsive leadership during covid 19 crisis
"['expect', 'current', 'account', 'to', 'post', 'a', 'surplus', 'in', '2020', 'nomura']",expect current account to post a surplus in 2020 nomura
"['gaganyaan', 'unmanned', 'space', 'mission', 'planned', 'for', 'december', '2020', 'likely', 'to', 'be', 'delayed']",gaganyaan unmanned space mission planned for december 2020 likely to be delayed
"['former', 'india', 'opener', 'chetan', 'chauhan', 'succumbs', 'to', 'covid', '19']",former india opener chetan chauhan succumbs to covid 19
"['tata', 'group', 'may', 'take', 'air', 'indias', 'control', 'by', 'jan', '1', 'if', 'it', 'is', 'sole', 'eligible', 'bidder']",tata group may take air indias control by jan 1 if it is sole eligible bidder
"['applying', 'one', 'education', 'policy', 'across', 'states', 'not', 'a', 'viable', 'idea', 'says', 'expert']",applying one education policy across states not a viable idea says expert
"['you', 'will', 'always', 'be', 'my', 'captain', 'kohli', 'to', 'dhoni', 'one', 'more', 'time']",you will always be my captain kohli to dhoni one more time
"['govt', 'may', 'not', 'need', 'to', 'infuse', 'fresh', 'capital', 'in', 'psu', 'banks', 'this', 'fiscal']",govt may not need to infuse fresh capital in psu banks this fiscal
"['if', 'elected', 'will', 'stand', 'with', 'india', 'in', 'confronting', 'threats', 'facing', 'it', 'joe', 'biden']",if elected will stand with india in confronting threats facing it joe biden
"['telephone', 'service', 'begins', 'between', 'uae', 'israel', 'amid', 'deal']",telephone service begins between uae israel amid deal
"['gold', 'imports', 'dip', '81', 'in', 'apr', 'jul', 'to', '2', '47', 'bn']",gold imports dip 81 in apr jul to 2 47 bn
"['dhoni', 'will', 'spend', 'a', 'lot', 'more', 'time', 'with', 'territorial', 'army', 'now', 'business', 'partner', 'arun', 'pandey']",dhoni will spend a lot more time with territorial army now business partner arun pandey
"['federal', 'bank', 'to', 'launch', 'independent', 'credit', 'card', 'to', 'complete', 'its', 'suite', 'of', 'lending', 'products', 'official']",federal bank to launch independent credit card to complete its suite of lending products official
"['lockdown', 'in', 'maharashtra', 'to', 'be', 'lifted', 'in', 'stepwise', 'manner', 'says', 'chief', 'minister', 'thackeray']",lockdown in maharashtra to be lifted in stepwise manner says chief minister thackeray
"['trade', 'setup', 'nifty', 'may', 'look', 'up', 'but', 'key', 'hurdle', 'at', '11300', '11350']",trade setup nifty may look up but key hurdle at 11300 11350
"['indo', 'tibetan', 'border', 'police', 'launches', 'fit', 'india', 'run', 'at', 'border', 'posts']",indo tibetan border police launches fit india run at border posts
"['re', 'examining', 'biz', 'operating', 'models', 'ashok', 'leyland', 'chairman']",re examining biz operating models ashok leyland chairman
"['johnson', 'hitachi', 'expects', 'to', 'resume', 'growth', 'from', '2021', 'plans', 'to', 'increase', 'indigenisation']",johnson hitachi expects to resume growth from 2021 plans to increase indigenisation
"['oil', 'companies', 'wonder', 'if', 'its', 'worth', 'looking', 'for', 'oil', 'anymore']",oil companies wonder if its worth looking for oil anymore
"['delhi', 'pollution', 'punjab', 'haryana', 'to', 'bank', 'on', 'more', 'machines', 'biomass', 'plants', 'to', 'reduce', 'stubble', 'burning']",delhi pollution punjab haryana to bank on more machines biomass plants to reduce stubble burning
"['pakistan', 'violates', 'ceasefire', 'in', 'j', 'ks', 'kamalkote', 'sector']",pakistan violates ceasefire in j ks kamalkote sector
"['private', 'train', 'operators', 'given', 'freedom', 'to', 'choose', 'halt', 'stations', 'railways']",private train operators given freedom to choose halt stations railways
"['vistara', 'likely', 'to', 'start', 'flights', 'from', 'india', 'to', 'uk', 'germany', 'france']",vistara likely to start flights from india to uk germany france
"['govt', 'proposes', 'stricter', 'safety', 'norms', 'for', 'construction', 'machinery']",govt proposes stricter safety norms for construction machinery
"['adani', 'leads', 'india', 'inc', 'tributes', 'to', 'dhoni', 'calls', 'former', 'indian', 'captain', 'inspiration', 'for', 'millions']",adani leads india inc tributes to dhoni calls former indian captain inspiration for millions
"['natural', 'gas', 'prices', 'may', 'be', 'cut', 'to', 'decade', 'low', 'of', '1', '9', 'dent', 'ongc', 'revenues']",natural gas prices may be cut to decade low of 1 9 dent ongc revenues
"['mahendra', 'singh', 'dhoni', 'has', 'inspired', 'a', 'whole', 'generation', 'and', 'will', 'be', 'sorely', 'missed', 'icc']",mahendra singh dhoni has inspired a whole generation and will be sorely missed icc
"['tata', 'comms', 'pegs', 'strategy', 'on', 'solutions', 'approach', 'for', 'customers', 'to', 'make', 'most', 'of', 'lockdown', 'demand', 'boost']",tata comms pegs strategy on solutions approach for customers to make most of lockdown demand boost
"['raut', 'takes', 'dig', 'at', 'centre', 'with', 'russian', 'covid', '19', 'vaccine', 'example']",raut takes dig at centre with russian covid 19 vaccine example
"['mercedes', 'audi', 'expect', 'sales', 'momentum', 'to', 'pick', 'up', 'in', 'festive', 'season']",mercedes audi expect sales momentum to pick up in festive season
"['the', 'other', 'side', 'of', 'dhoni', 'when', 'captain', 'cools', 'temper', 'flared', 'up', 'on', 'field']",the other side of dhoni when captain cools temper flared up on field
"['3rd', 'stage', 'of', 'russias', 'covid', '19', 'vaccine', 'may', 'begin', 'in', '7', '10', 'days']",3rd stage of russias covid 19 vaccine may begin in 7 10 days
"['indias', 'covid', '19', 'case', 'fatality', 'rate', 'declines', 'to', '1', '93', 'recovery', 'rate', 'nears', '72']",indias covid 19 case fatality rate declines to 1 93 recovery rate nears 72
"['fill', 'up', 'vacancies', 'in', 'ngt', 'expeditiously', 'supreme', 'court', 'to', 'selection', 'panel']",fill up vacancies in ngt expeditiously supreme court to selection panel
"['tweet', 'buster', 'how', 'will', 'a', 'virus', 'vaccine', 'reset', 'markets', 'plus', 'lessons', 'from', 'covid', 'crash']",tweet buster how will a virus vaccine reset markets plus lessons from covid crash
"['aiace', 'seeks', 'govt', 'intervention', 'in', 'non', 'payment', 'of', 'interest', 'due', 'to', 'delayed', 'cil', 'pension', 'scheme']",aiace seeks govt intervention in non payment of interest due to delayed cil pension scheme
"['pranab', 'mukherjee', 'continues', 'to', 'be', 'on', 'ventilator', 'support', 'armys', 'research', 'and', 'referral', 'hospital']",pranab mukherjee continues to be on ventilator support armys research and referral hospital
"['darknet', 'misuse', 'for', 'drug', 'crimes', 'discussed', 'in', 'brics', 'meet', 'attended', 'by', 'indiamha']",darknet misuse for drug crimes discussed in brics meet attended by indiamha
"['how', 'rbi', 'seeks', 'to', 'remove', 'an', 'npa', 'root', 'by', 'putting', 'checks', 'on', 'leveraged', 'equity']",how rbi seeks to remove an npa root by putting checks on leveraged equity
"['usfda', 'clears', 'simple', 'saliva', 'test', 'for', 'faster', 'detection', 'of', 'covid', '19']",usfda clears simple saliva test for faster detection of covid 19
"['in', 'process', 'of', 'obtaining', 'environmental', 'clearance', 'for', 'new', 'plant', 'in', 'madhya', 'pradesh', 'ipca', 'labs']",in process of obtaining environmental clearance for new plant in madhya pradesh ipca labs
"['finance', 'ministry', 'working', 'on', 'norms', 'for', 'salaries', 'of', 'retired', 'central', 'govt', 'officials', 're', 'appointed', 'on', 'contract']",finance ministry working on norms for salaries of retired central govt officials re appointed on contract
"['atal', 'bihari', 'vajpayee', 'a', 'widely', 'accepted', 'leader', 'with', 'admirers', 'across', 'political', 'spectrum', 'president']",atal bihari vajpayee a widely accepted leader with admirers across political spectrum president
"['pil', 'in', 'supreme', 'court', 'seeks', 'uniform', 'grounds', 'of', 'divorce', 'for', 'all', 'citizens']",pil in supreme court seeks uniform grounds of divorce for all citizens
