headlines,headline_text
"['ministers', 'to', 'meet', 'industry', 'on', 'high', 'freight', 'rates', 'container', 'shortage']",ministers to meet industry on high freight rates container shortage
"['bjp', 'still', 'deciding', 'candidate', 'to', 'field', 'against', 'mamata']",bjp still deciding candidate to field against mamata
"['expect', 'adityanath', 'govt', 'to', 'be', 'reelected', 'rss', 'ideologue', 'k', 'n', 'govindacharya']",expect adityanath govt to be reelected rss ideologue k n govindacharya
"['cautious', 'optimism', 'on', 'covid', 'front']",cautious optimism on covid front
"['bjp', 'stages', 'demonstrations', 'across', 'jharkhand', 'over', 'assembly', 'namaz', 'hall', 'controversy']",bjp stages demonstrations across jharkhand over assembly namaz hall controversy
"['making', 'a', 'good', 'start', 'from', 'scrap']",making a good start from scrap
"['india', 'all', 'out', 'for', '466', 'set', 'england', '368', 'run', 'target']",india all out for 466 set england 368 run target
"['is', 'it', 'time', 'to', 'carefully', 'gauge', 'the', 'aspect', 'of', 'non', 'consumption', 'in', 'overall', 'gdp', 'math']",is it time to carefully gauge the aspect of non consumption in overall gdp math
"['your', 'dutyyour', 'dharma']",your dutyyour dharma
"['taliban', 'put', 'theirlegs', 'before', 'wickets']",taliban put theirlegs before wickets
"['ensuring', 'safe', 'privatisation']",ensuring safe privatisation
"['use', 'of', 'sir', 'madam', 'will', 'be', 'banned', 'in', 'all', 'congress', 'ruled', 'panchayats', 'in', 'kerala', 'kpcc', 'president']",use of sir madam will be banned in all congress ruled panchayats in kerala kpcc president
"['govt', 'determined', 'to', 'vaccinate', 'everyone', 'by', 'december', 'this', 'year', 'union', 'minister', 'kishan', 'reddy']",govt determined to vaccinate everyone by december this year union minister kishan reddy
"['visvesvaraya', 'terminal', 'to', 'be', 'benchmark', 'for', 'future', 'stations', 'railway', 'minister']",visvesvaraya terminal to be benchmark for future stations railway minister
"['protest', 'held', 'against', 'karbi', 'accord', 'in', 'diphu']",protest held against karbi accord in diphu
"['covid', '19', 'curfew', 'in', 'goa', 'extended', 'till', 'september', '13', 'with', 'current', 'restrictions']",covid 19 curfew in goa extended till september 13 with current restrictions
"['vaccination', 'on', 'wheels', 'flagged', 'off', 'in', 'delhi', 'to', 'inoculate', 'labourers', 'against', 'covid']",vaccination on wheels flagged off in delhi to inoculate labourers against covid
"['east', 'coast', 'railways', 'allows', 'travel', 'with', 'unreserved', 'tickets', 'on', 'some', 'special', 'trains']",east coast railways allows travel with unreserved tickets on some special trains
"['former', 'union', 'health', 'secretary', 'keshav', 'desiraju', 'dies', 'tamil', 'nadu', 'cm', 'stalin', 'condoles']",former union health secretary keshav desiraju dies tamil nadu cm stalin condoles
"['britain', 'to', 'require', 'passport', 'for', 'nightclubs']",britain to require passport for nightclubs
"['sebi', 'asks', 'amcs', 'to', 'invest', 'in', 'schemes', 'based', 'on', 'risk', 'quantify', 'minimum', 'amount', 'to', 'be', 'invested']",sebi asks amcs to invest in schemes based on risk quantify minimum amount to be invested
"['tv', 'mohandas', 'pai', 'v', 'balakrishnan', 'criticise', 'rss', 'backed', 'panchjanyas', 'article', 'on', 'infosys']",tv mohandas pai v balakrishnan criticise rss backed panchjanyas article on infosys
"['franklin', 'templeton', 'mutual', 'fund', 'gets', 'rs', '149', 'cr', 'from', 'vodafone', 'idea']",franklin templeton mutual fund gets rs 149 cr from vodafone idea
"['pm', 'modi', 'to', 'host', 'paralympians', 'on', 'their', 'return', 'sports', 'minister', 'anurag', 'thakur']",pm modi to host paralympians on their return sports minister anurag thakur
"['maharashtras', 'covid', '19', 'caseload', 'grows', 'by', '4057', 'death', 'toll', 'by', '67']",maharashtras covid 19 caseload grows by 4057 death toll by 67
"['will', 'hang', 'myself', 'publicly', 'if', 'any', 'corruption', 'allegation', 'is', 'proved', 'abhishek', 'banerjee']",will hang myself publicly if any corruption allegation is proved abhishek banerjee
"['mamata', 'banerjee', 'named', 'tmc', 'candidate', 'for', 'bhabanipur', 'bypoll']",mamata banerjee named tmc candidate for bhabanipur bypoll
"['when', 'time', 'comes', 'farmers', 'wont', 'lag', 'in', 'teaching', 'bjp', 'lesson', 'says', 'rajasthan', 'cm', 'ashok', 'gehlot']",when time comes farmers wont lag in teaching bjp lesson says rajasthan cm ashok gehlot
"['ulfa', 'i', 'restructures', 'its', 'organisational', 'setup']",ulfa i restructures its organisational setup
"['parts', 'of', 'south', 'west', 'north', 'india', 'to', 'witness', 'heavy', 'rainfall', 'activity', 'during', 'next', '3', 'days', 'imd']",parts of south west north india to witness heavy rainfall activity during next 3 days imd
"['j', 'k', 'administration', 'issues', 'new', 'covid', '19', 'guidelines', 'allows', 'reopening', 'of', 'schools', 'for', 'classes', '10', '12']",j k administration issues new covid 19 guidelines allows reopening of schools for classes 10 12
"['actor', 'sonu', 'sood', 'to', 'debut', 'as', 'tv', 'anchor', 'for', 'good', 'news', 'today']",actor sonu sood to debut as tv anchor for good news today
"['on', 'teachers', 'day', 'rahul', 'gandhi', 'lauds', 'courage', 'of', 'girl', 'going', 'to', 'school', 'on', 'boat']",on teachers day rahul gandhi lauds courage of girl going to school on boat
"['hero', 'motocorp', 'opens', 'booking', 'for', 'next', 'batch', 'of', 'harley', 'davidson', 'pan', 'america', '1250']",hero motocorp opens booking for next batch of harley davidson pan america 1250
"['several', 'farmers', 'converge', 'for', 'kisan', 'mahapanchayt', 'in', 'muzaffarnagar']",several farmers converge for kisan mahapanchayt in muzaffarnagar
"['until', '2023', 'parts', 'shortage', 'will', 'keep', 'auto', 'prices', 'sky', 'high']",until 2023 parts shortage will keep auto prices sky high
"['crypto', 'week', 'at', 'a', 'glance', 'bitcoin', 'gets', 'institutional', 'attention', 'ether', 'continues', 'to', 'shine']",crypto week at a glance bitcoin gets institutional attention ether continues to shine
"['kerala', 'records', '26701', 'fresh', 'covid', 'cases', '74', 'deaths']",kerala records 26701 fresh covid cases 74 deaths
"['bharat', 'bhandh', 'on', 'september', '27', 'kisan', 'mahapanchayat', 'decides', 'to', 'go', 'aggressive', 'on', 'farm', 'laws']",bharat bhandh on september 27 kisan mahapanchayat decides to go aggressive on farm laws
"['bjp', 'terms', 'kisan', 'mahapanchayat', 'in', 'muzaffarnagar', 'election', 'meeting']",bjp terms kisan mahapanchayat in muzaffarnagar election meeting
"['will', 'ally', 'only', 'with', 'small', 'parties', 'for', 'uttar', 'pradesh', 'polls', 'congress', 'state', 'chief']",will ally only with small parties for uttar pradesh polls congress state chief
"['mystery', 'tunnel', 'underneath', 'delhi', 'assembly', 'building', 'needs', 'to', 'be', 'scientifically', 'investigated', 'experts']",mystery tunnel underneath delhi assembly building needs to be scientifically investigated experts
"['india', 'has', 'no', 'option', 'but', 'to', 'wait', 'and', 'watch', 'avoid', 'knee', 'jerk', 'reaction', 'ex', 'diplomats', 'on', 'afghanistan']",india has no option but to wait and watch avoid knee jerk reaction ex diplomats on afghanistan
"['covid', '30', 'new', 'cases', 'zero', 'death', 'in', 'delhi', 'positivity', 'rate', '0', '05', 'per', 'cent']",covid 30 new cases zero death in delhi positivity rate 0 05 per cent
"['congress', 'voices', 'support', 'for', 'kisan', 'mahapanchayat', 'rahul', 'gandhi', 'says', 'unjust', 'govt', 'will', 'have', 'to', 'listen']",congress voices support for kisan mahapanchayat rahul gandhi says unjust govt will have to listen
"['sc', 'stays', 'further', 'proceedings', 'in', 'new', 'fir', 'lodged', 'against', 'scribes', 'in', 'west', 'bengal']",sc stays further proceedings in new fir lodged against scribes in west bengal
"['ahead', 'of', 'market', '12', 'things', 'that', 'will', 'decide', 'stock', 'action', 'on', 'monday']",ahead of market 12 things that will decide stock action on monday
"['taliban', 'suicide', 'bomber', 'blows', 'himself', 'up', 'in', 'pakistan', '3', 'killed', '20', 'injured']",taliban suicide bomber blows himself up in pakistan 3 killed 20 injured
"['pm', 'modi', 'hails', 'v', 'o', 'chidambaranar', 'tn', 'honours', 'freedom', 'fighter', 'on', 'his', '150th', 'birth', 'anniversary']",pm modi hails v o chidambaranar tn honours freedom fighter on his 150th birth anniversary
"['tweet', 'buster', 'market', 'irrationality', 'a', 'great', 'opportunity', 'says', 'shyam', 'sekhar']",tweet buster market irrationality a great opportunity says shyam sekhar
"['tamil', 'nadu', 'steps', 'up', 'measures', 'to', 'screen', 'people', 'at', 'border', 'areas', 'in', 'wake', 'of', 'nipah', 'virus', 'case', 'in', 'kerala', 'minister']",tamil nadu steps up measures to screen people at border areas in wake of nipah virus case in kerala minister
"['mehbooba', 'mufti', 'criticises', 'centre', 'for', 'fir', 'over', 'draping', 'of', 'geelanis', 'body', 'in', 'pakistani', 'flag']",mehbooba mufti criticises centre for fir over draping of geelanis body in pakistani flag
"['heritage', 'tour', 'begins', 'to', 'promote', 'rich', 'culture', 'of', 'puri']",heritage tour begins to promote rich culture of puri
"['pm', 'narendra', 'modis', 'approval', 'rating', 'shows', 'popular', 'support', 'to', 'his', 'policies', 'says', 'bjp']",pm narendra modis approval rating shows popular support to his policies says bjp
"['coal', 'india', 'arm', 'ncl', 'initiates', 'various', 'csr', 'programmes', 'in', 'singrauli', 'mp']",coal india arm ncl initiates various csr programmes in singrauli mp
"['legacy', 'pharma', 'firm', 'which', 'sold', 'swadeshi', 'dysentery', 'drug', 'to', 'afghans', 'waits', 'and', 'watches', 'after', 'taliban', 'takeover']",legacy pharma firm which sold swadeshi dysentery drug to afghans waits and watches after taliban takeover
"['trade', 'setup', 'nifty', 'trading', 'range', 'likely', 'to', 'remain', 'wider', 'chase', 'up', 'moves', 'with', 'eyes', 'wide', 'open']",trade setup nifty trading range likely to remain wider chase up moves with eyes wide open
"['rss', 'distances', 'itself', 'from', 'panchjanya', 'article', 'critical', 'of', 'infosys']",rss distances itself from panchjanya article critical of infosys
"['covid', 'hits', 'team', 'india', 'ravi', 'shastri', 'tests', 'positive', 'isolated', 'along', 'with', 'other', 'support', 'staff', 'members']",covid hits team india ravi shastri tests positive isolated along with other support staff members
"['kerala', 'health', 'system', 'on', 'heightened', 'alert', 'with', 'advent', 'of', 'nipah', 'amid', 'covid', 'pandemic']",kerala health system on heightened alert with advent of nipah amid covid pandemic
"['nri', 'helpdesk', 'can', 'r', '1', 'visa', 'holders', 'travel', 'to', 'the', 'us', 'despite', 'the', 'travel', 'ban']",nri helpdesk can r 1 visa holders travel to the us despite the travel ban
"['finance', 'minister', 'nirmala', 'sitharaman', 'lays', 'foundation', 'for', 'income', 'tax', 'office', 'building']",finance minister nirmala sitharaman lays foundation for income tax office building
"['country', 'supporting', 'farmers', 'in', 'their', 'fight', 'to', 'save', 'agriculture', 'says', 'priyanka', 'gandhi']",country supporting farmers in their fight to save agriculture says priyanka gandhi
"['forms', 'for', 'exemption', 'from', 'i', 't', 'returns', 'for', 'sr', 'citizens', 'of', '75', 'years', 'above', 'notified']",forms for exemption from i t returns for sr citizens of 75 years above notified
"['phone', 'tapping', 'case', 'ips', 'rashmi', 'shukla', 'not', 'named', 'as', 'accused', 'cant', 'seek', 'quashing', 'of', 'fir', 'maha', 'to', 'hc']",phone tapping case ips rashmi shukla not named as accused cant seek quashing of fir maha to hc
"['haryana', 'covid', 'curbs', 'extended', 'for', '14', 'days', 'online', 'classes', 'in', 'residential', 'varsities', 'till', 'oct', '15']",haryana covid curbs extended for 14 days online classes in residential varsities till oct 15
"['rourkela', 'steel', 'plant', 'mulls', 'capacity', 'expansion']",rourkela steel plant mulls capacity expansion
"['human', 'biosciences', 'plans', 'to', 'launch', '2', 'wound', 'care', 'products', 'in', 'india']",human biosciences plans to launch 2 wound care products in india
"['formulate', 'big', 'plans', 'for', 'next', 'olympics', 'anurag', 'thakur', 'to', 'sports', 'federations']",formulate big plans for next olympics anurag thakur to sports federations
"['no', 'one', 'involved', 'in', 'looting', 'public', 'money', 'will', 'be', 'spared', 'dilip', 'ghosh']",no one involved in looting public money will be spared dilip ghosh
"['india', 'in', 'a', 'sweet', 'spot', 'of', 'global', 'consumption', 'and', 'manufacturing']",india in a sweet spot of global consumption and manufacturing
"['govts', 'excise', 'collection', 'jumps', '48', 'in', 'april', 'july', 'already', '3x', 'of', 'full', 'fiscal', 'oil', 'bond', 'liability']",govts excise collection jumps 48 in april july already 3x of full fiscal oil bond liability
"['uae', 'rolls', 'out', 'plan', 'to', 'invest', 'in', 'economy', 'liberalize', 'laws']",uae rolls out plan to invest in economy liberalize laws
"['industrial', 'adalat', 'to', 'be', 'reintroduced', 'to', 'solve', 'industrial', 'disputes', 'karnataka', 'minister']",industrial adalat to be reintroduced to solve industrial disputes karnataka minister
"['nano', 'drones', 'may', 'soon', 'be', 'allowed', 'on', 'domestic', 'flights']",nano drones may soon be allowed on domestic flights
"['anarock', 'eyes', '50', 'revenue', 'growth', 'in', 'fy22', 'to', 'about', 'rs', '450cr', 'on', 'housing', 'demand', 'recovery']",anarock eyes 50 revenue growth in fy22 to about rs 450cr on housing demand recovery
"['committee', 'on', 'business', 'reorganisation', 'to', 'give', 'recommendations', 'on', 'road', 'map', 'by', 'mid', 'november', 'sterlite', 'tech', 'ceo']",committee on business reorganisation to give recommendations on road map by mid november sterlite tech ceo
"['how', 'to', 'deal', 'with', 'uncertainty', 'in', 'the', 'stock', 'market', 'just', 'diversify']",how to deal with uncertainty in the stock market just diversify
"['take', 'advantage', 'of', 'rs', '50000', 'cr', 'loan', 'guarantee', 'scheme', 'mos', 'finance', 'karad', 'to', 'healthcare', 'sector']",take advantage of rs 50000 cr loan guarantee scheme mos finance karad to healthcare sector
