headlines,headline_text
"['blockchain', 'to', 'be', 'used', 'to', 'push', 'farm', 'exports']",blockchain to be used to push farm exports
"['as', 'professional', 'gaming', 'goes', 'mainstream', 'gamers', 'hope', 'for', 'formal', 'training', 'options']",as professional gaming goes mainstream gamers hope for formal training options
"['senior', 'minister', 'ipft', 'chief', 'narendra', 'chandra', 'debbarma', 'dies', 'after', 'prolonged', 'illness']",senior minister ipft chief narendra chandra debbarma dies after prolonged illness
"['no', 'more', 'drive', 'in', 'boys', 'with', 'their', 'toys']",no more drive in boys with their toys
"['view', 'indias', 'economy', 'to', 'end', 'in', 'a', 'better', 'shape', 'than', 'start', 'in', '2023']",view indias economy to end in a better shape than start in 2023
"['1040', 'lives', 'lost', 'in', 'road', 'accidents', 'caused', 'by', 'use', 'of', 'mobile', 'phone', 'while', 'driving']",1040 lives lost in road accidents caused by use of mobile phone while driving
"['realise', 'and', 'revive']",realise and revive
"['mahindra', 'logistics', 'leases', '6', '53', 'lakh', 'sq', 'ft', 'warehouse', 'in', 'bhiwandi', 'near', 'mumbai']",mahindra logistics leases 6 53 lakh sq ft warehouse in bhiwandi near mumbai
"['twenty', 'three', 'for', '2023', '23', 'boats', 'that', 'must', 'rise', 'this', 'year', 'for', 'indias', 'economy', 'to', 'weather', 'the', 'storm']",twenty three for 2023 23 boats that must rise this year for indias economy to weather the storm
"['cushioning', 'cad', 'some', 'hard', 'facts']",cushioning cad some hard facts
"['mega', 'expo', 'on', 'contribution', 'of', 'indian', 'science', 'and', 'tech', 'a', 'special', 'attraction', 'at', '108th', 'isc']",mega expo on contribution of indian science and tech a special attraction at 108th isc
"['greening', 'india', 'while', 'growing', 'india', 'creating', 'fresh', 'capacities', 'in', 'green', 'energy']",greening india while growing india creating fresh capacities in green energy
"['a', 'nose', 'for', 'wider', 'booster', 'vaccination']",a nose for wider booster vaccination
"['trinamool', 'congress', 'supermo', 'mamata', 'banerjee', 'on', 'monday', 'will', 'give', 'guidelines', 'to', 'the', 'party']",trinamool congress supermo mamata banerjee on monday will give guidelines to the party
"['over', '91', 'lakh', 'pilgrims', 'visited', 'vaishno', 'devi', 'shrine', 'in', '2022', 'highest', 'in', 'nine', 'years']",over 91 lakh pilgrims visited vaishno devi shrine in 2022 highest in nine years
"['dense', 'fog', 'cold', 'wave', 'set', 'to', 'grip', 'north', 'northwest', 'india', 'in', 'first', 'week', 'of', '2023']",dense fog cold wave set to grip north northwest india in first week of 2023
"['assam', 'on', 'sunday', 'added', '100', 'new', 'compressed', 'natural', 'gas', 'cng', 'run', 'buses']",assam on sunday added 100 new compressed natural gas cng run buses
"['citizens', 'from', 'muslim', 'community', 'becoming', 'stakeholders', 'in', 'assam', 'govts', 'fight', 'against', 'radical', 'elements', 'cm', 'himanta', 'biswa', 'sarma']",citizens from muslim community becoming stakeholders in assam govts fight against radical elements cm himanta biswa sarma
"['haryana', 'sports', 'minister', 'sandeep', 'singh', 'booked', 'for', 'sexual', 'harassment']",haryana sports minister sandeep singh booked for sexual harassment
"['nepal', 'pm', 'prachanda', 'inaugurates', 'pokhara', 'airport', 'built', 'with', 'chinese', 'assistance']",nepal pm prachanda inaugurates pokhara airport built with chinese assistance
"['three', 'trends', 'will', 'fuel', 'indias', 'renewable', 'energy', 'in', 'the', 'decade', 'to', 'come']",three trends will fuel indias renewable energy in the decade to come
"['army', 'chief', 'begins', 'new', 'year', 'by', 'visiting', 'troops', 'at', 'loc', 'in', 'j', 'k']",army chief begins new year by visiting troops at loc in j k
"['one', 'killed', '14', 'injured', 'in', 'fire', 'after', 'blast', 'in', 'nashik', 'chemical', 'firm', 'firefighting', 'rescue', 'operation', 'on']",one killed 14 injured in fire after blast in nashik chemical firm firefighting rescue operation on
"['indias', 'passenger', 'vehicle', 'sales', 'to', 'have', 'increased', 'more', 'than', '8', 'last', 'month']",indias passenger vehicle sales to have increased more than 8 last month
"['assam', 'has', 'witnessed', 'robust', 'economic', 'growth', 'cm', 'himanta', 'biswa', 'sarma']",assam has witnessed robust economic growth cm himanta biswa sarma
"['maharashtra', 'logs', '16', 'new', 'covid', '19', 'cases', 'zero', 'fatality', 'active', 'tally', 'at', '161']",maharashtra logs 16 new covid 19 cases zero fatality active tally at 161
"['congress', 'jds', 'vow', 'to', 'upend', 'bjps', 'plans', 'for', 'karnatakas', 'milk', 'sector', 'after', 'shah', 'said', 'nandini', 'amul', 'will', 'work', 'together']",congress jds vow to upend bjps plans for karnatakas milk sector after shah said nandini amul will work together
"['toyota', 'kirloskar', 'motor', 'reports', 'data', 'breach', 'system']",toyota kirloskar motor reports data breach system
"['bcci', 'review', 'yo', 'yo', 'test', 'returns', 'dexa', 'also', 'added', 'to', 'selection', 'criteria', 'for', 'indian', 'team']",bcci review yo yo test returns dexa also added to selection criteria for indian team
"['petrol', 'diesel', 'sales', 'surge', 'in', 'december', 'as', 'economy', 'picks', 'up', 'momentum']",petrol diesel sales surge in december as economy picks up momentum
"['domestic', 'passenger', 'vehicles', 'sales', 'rise', '23', 'pc', 'to', 'record', 'of', '37', '93', 'lakh', 'units', 'in', '2022']",domestic passenger vehicles sales rise 23 pc to record of 37 93 lakh units in 2022
"['green', 'light', 'on', 'dalal', 'street', 'on', '1st', 'trading', 'day', 'of', '2023', 'heres', 'what', 'history', 'suggests']",green light on dalal street on 1st trading day of 2023 heres what history suggests
"['now', 'is', 'the', 'time', 'for', 'policymaking', 'aimed', 'at', 'insulating', 'the', 'indian', 'economy', 'from', 'global', 'shocks']",now is the time for policymaking aimed at insulating the indian economy from global shocks
"['petrol', 'diesel', 'sales', 'spike', 'in', 'december', 'as', 'economy', 'gains', 'pace']",petrol diesel sales spike in december as economy gains pace
"['domestic', 'passenger', 'vehicles', 'sales', 'rise', '23', 'pc', 'to', 'record', 'of', '37', '93', 'lakh', 'units', 'in', '2022']",domestic passenger vehicles sales rise 23 pc to record of 37 93 lakh units in 2022
