headlines,headline_text
"['us', 'companies', 'must', 'focus', 'on', 'forming', 'jvs', 'tech', 'transfers', 'defence', 'minister', 'rajnath', 'singh']",us companies must focus on forming jvs tech transfers defence minister rajnath singh
"['mca', 'moves', 'nclt', 'to', 'freeze', 'all', 'assets', 'of', 'metalyst', 'forgings', 'former', 'promoters']",mca moves nclt to freeze all assets of metalyst forgings former promoters
"['make', 'india', 'ship', 'again']",make india ship again
"['corporate', 'bonding']",corporate bonding
"['wegot', 'utility', 'solutions', 'looks', 'beyond', 'residential', 'buildings', 'for', 'smart', 'water', 'management']",wegot utility solutions looks beyond residential buildings for smart water management
"['just', 'keep', 'swimming']",just keep swimming
"['did', 'you', 'just', 'hear', 'an', 'indian', 'classic', 'track']",did you just hear an indian classic track
"['financial', 'handshake', 'signals', 'swift', 'demise']",financial handshake signals swift demise
"['trinamool', 'congress', 'may', 'use', 'state', 'power', 'to', 'scare', 'voters', 'bjp', 'tells', 'election', 'commission']",trinamool congress may use state power to scare voters bjp tells election commission
"['theatre', 'commanders', 'will', 'report', 'to', 'cds', 'gen', 'rawat']",theatre commanders will report to cds gen rawat
"['bombay', 'hc', 'directs', 'cbi', 'court', 'to', 'hand', 'over', 'documents', 'to', 'the', 'liquidator', 'of', 'parekh', 'aluminex']",bombay hc directs cbi court to hand over documents to the liquidator of parekh aluminex
"['will', 'use', 'dmrc', 'arbitral', 'award', 'to', 'make', 'r', 'infra', 'arm', 'debt', 'free', 'anil', 'ambani']",will use dmrc arbitral award to make r infra arm debt free anil ambani
"['china', 'moves', 'fast', 'to', 'engage', 'taliban', 'govt', 'eyeing', 'aynak', 'copper', 'mines']",china moves fast to engage taliban govt eyeing aynak copper mines
"['nse', 'bse', 'bulk', 'deals', 'stitching', 'depositary', 'american', 'funds', 'buys', 'units', 'in', 'embassy', 'reit']",nse bse bulk deals stitching depositary american funds buys units in embassy reit
"['jsw', 'steel', 'obtains', 'five', 'times', 'higher', 'bids', 'for', '1', 'bn', 'offshore', 'bond', 'sales']",jsw steel obtains five times higher bids for 1 bn offshore bond sales
"['final', 'shape', 'to', 'the', 'formation', 'of', 'the', 'nagaland', 'united', 'government', 'will', 'be', 'given', 'by', 'saturday']",final shape to the formation of the nagaland united government will be given by saturday
"['20', 'eu', 'mps', 'table', 'motion', 'inviting', 'ahmad', 'massoud', 'to', 'address', 'the', 'european', 'council']",20 eu mps table motion inviting ahmad massoud to address the european council
"['auto', 'industry', 'welcomes', 'rs', '26000', 'crore', 'pli', 'scheme', 'but', 'flags', 'some', 'concerns']",auto industry welcomes rs 26000 crore pli scheme but flags some concerns
"['high', 'alert', 'sounded', 'in', 'punjab', 'following', 'arrest', 'of', 'four', 'members', 'of', 'terrorist', 'module']",high alert sounded in punjab following arrest of four members of terrorist module
"['sebi', 'bars', 'poonawalla', 'fincorp', 'md', '7', 'others', 'from', 'dealing', 'in', 'securities']",sebi bars poonawalla fincorp md 7 others from dealing in securities
"['blackstone', 'sells', '6', 'stake', 'in', 'embassy', 'office', 'parks', 'reit', 'raises', 'over', 'rs', '2020', 'crore']",blackstone sells 6 stake in embassy office parks reit raises over rs 2020 crore
"['irsdcs', 'pre', 'bid', 'meeting', 'for', 'redevelopment', 'of', 'udaipur', 'surat', 'and', 'udhna', 'railway', 'stations', 'attracts', 'interest', 'from', '14', 'companies']",irsdcs pre bid meeting for redevelopment of udaipur surat and udhna railway stations attracts interest from 14 companies
"['govt', 'to', 'sell', 'up', 'to', '10', 'in', 'hindustan', 'copper', 'to', 'fetch', 'rs', '1100', 'crore']",govt to sell up to 10 in hindustan copper to fetch rs 1100 crore
"['india', 'keen', 'to', 'collaborate', 'with', 'east', 'asian', 'nations', 'to', 'produce', 'generic', 'drugs', 'vax', 'anupriya', 'patel']",india keen to collaborate with east asian nations to produce generic drugs vax anupriya patel
"['akram', 'laxman', 'klusener', 'join', 'worlds', 'first', 'crypto', 'cricket', 'platform']",akram laxman klusener join worlds first crypto cricket platform
"['uttar', 'pradesh', 'cm', 'yogi', 'adityanath', 'inaugurates', 'pepsicos', 'largest', 'greenfield', 'foods', 'plant', 'in', 'mathura']",uttar pradesh cm yogi adityanath inaugurates pepsicos largest greenfield foods plant in mathura
"['indo', 'us', 'cooperation', 'to', 'boost', 'economic', 'dynamism', 'says', 'rajnath', 'singh']",indo us cooperation to boost economic dynamism says rajnath singh
"['1500', 'mf', 'schemes', 'investors', 'demand', 'ease', 'of', 'fund', 'selection', 'process', 'survey']",1500 mf schemes investors demand ease of fund selection process survey
"['west', 'bengal', 'post', 'poll', 'violence', 'cbi', 'registers', 'another', 'case']",west bengal post poll violence cbi registers another case
"['activities', 'of', 'north', 'america', 'based', 'khalistani', 'groups', 'must', 'be', 'probed', 'hudson', 'institute']",activities of north america based khalistani groups must be probed hudson institute
"['edtech', 'startup', 'tinkerly', 'raises', 'rs', '6', '5', 'crore', 'led', 'by', 'navneet', 'education', 'others']",edtech startup tinkerly raises rs 6 5 crore led by navneet education others
"['ahead', 'of', 'market', '12', 'things', 'that', 'will', 'decide', 'stock', 'action', 'on', 'thursday']",ahead of market 12 things that will decide stock action on thursday
"['america', 'condemns', 'north', 'korea', 'launch', 'but', 'calls', 'for', 'dialogue']",america condemns north korea launch but calls for dialogue
"['trade', 'setup', 'nifty', 'drags', 'its', 'support', 'higher', 'macd', 'shows', 'directional', 'consensus']",trade setup nifty drags its support higher macd shows directional consensus
"['mg', 'motor', 'expected', 'to', 'outperform', 'indian', 'market', 'this', 'year', 'double', 'sales', 'in', '2022', 'rajeev', 'chaba']",mg motor expected to outperform indian market this year double sales in 2022 rajeev chaba
"['biggest', 'gainers', 'losers', 'of', 'the', 'day', 'varroc', 'ami', 'and', 'zensar', 'tech', 'zoom', '20', 'each']",biggest gainers losers of the day varroc ami and zensar tech zoom 20 each
"['state', 'has', 'no', 'intention', 'to', 'initiate', 'legal', 'proceedings', 'against', 'pala', 'bishop', 'kerala', 'cm', 'pinarayi', 'vijayan']",state has no intention to initiate legal proceedings against pala bishop kerala cm pinarayi vijayan
"['icg', 'apprehends', 'pakistani', 'boat', 'with', '12', 'crew', 'members', 'off', 'gujarat', 'coast']",icg apprehends pakistani boat with 12 crew members off gujarat coast
"['home', 'loans', 'fintech', 'platform', 'easiloan', 'raises', 'rs', '8', 'crore', 'from', 'tomorrow', 'capital']",home loans fintech platform easiloan raises rs 8 crore from tomorrow capital
"['india', 'to', 'be', 'fastest', 'growing', 'economy', 'in', '2022', 'trips', 'waiver', 'necessary', 'for', 'vax', 'unctad']",india to be fastest growing economy in 2022 trips waiver necessary for vax unctad
"['russias', 'covid', '19', 'single', 'dose', 'vaccine', 'sputnik', 'light', 'gets', 'sec', 'node', 'for', 'phase', 'iii', 'trials']",russias covid 19 single dose vaccine sputnik light gets sec node for phase iii trials
"['rs', '26000', 'crore', 'pli', 'scheme', 'to', 'steer', 'automotive', 'sector', 'towards', 'electric', 'hybrid', 'and', 'fuel', 'cell', 'vehicles']",rs 26000 crore pli scheme to steer automotive sector towards electric hybrid and fuel cell vehicles
