headlines,headline_text
"['nifty', 'may', 'bounce', 'back', '17000', 'target', '20000', 'in', 'one', 'yr', 'pankaj', 'pandey']",nifty may bounce back 17000 target 20000 in one yr pankaj pandey
"['pakistans', 'lahore', 'becomes', 'worlds', 'third', 'most', 'polluted', 'city']",pakistans lahore becomes worlds third most polluted city
"['census', 'and', 'npr', 'update', 'to', 'be', 'delayed', 'rgi', 'to', 'surrender', 'funds']",census and npr update to be delayed rgi to surrender funds
"['hold', 'social', 'media', 'platforms', 'to', 'account']",hold social media platforms to account
"['cci', 'approves', 'fedex', 'indias', 'minority', 'stake', 'buy', 'in', 'delhivery']",cci approves fedex indias minority stake buy in delhivery
"['eu', 'lawmakers', 'pass', 'strict', 'new', 'rules', 'affecting', 'big', 'us', 'tech']",eu lawmakers pass strict new rules affecting big us tech
"['view', 'the', 'accumulation', 'of', 'domestic', 'problems', 'is', 'certainly', 'a', 'big', 'challenge', 'for', 'joe', 'biden', 'and', 'kamala', 'harris']",view the accumulation of domestic problems is certainly a big challenge for joe biden and kamala harris
"['nobroker', 'turns', 'unicorn', 'after', 'raising', '210', 'million', 'from', 'tiger', 'global', 'and', 'others']",nobroker turns unicorn after raising 210 million from tiger global and others
"['be', 'assertive', 'not', 'arrogant']",be assertive not arrogant
"['a', 'welcome', 'shift', 'in', 'retirement', 'savings']",a welcome shift in retirement savings
"['note', '11t', '5g', 'first', 'ever', 'redmi', 'smartphone', 'with', '6nm', 'chipset', 'set', 'to', 'launch', 'in', 'india', 'on', 'november', '30']",note 11t 5g first ever redmi smartphone with 6nm chipset set to launch in india on november 30
"['real', 'estate', 'developers', 'in', 'ncr', 'take', 'measures', 'to', 'reduce', 'pollution']",real estate developers in ncr take measures to reduce pollution
"['no', 'difference', 'between', 'asaduddin', 'owaisis', 'jinnahs', 'mindset', 'says', 'bjp', 'general', 'secretary', 'c', 't', 'ravi']",no difference between asaduddin owaisis jinnahs mindset says bjp general secretary c t ravi
"['sad', 'has', 'firm', 'alliance', 'with', 'bsp', 'will', 'not', 'join', 'hands', 'with', 'ex', 'ally', 'bjp', 'sukhbir', 'singh', 'badal']",sad has firm alliance with bsp will not join hands with ex ally bjp sukhbir singh badal
"['how', 'can', 'retail', 'investors', 'benefit', 'from', 'experienced', 'broking', 'firms']",how can retail investors benefit from experienced broking firms
"['dimapurkohima', 'new', 'bg', 'railway', 'line', 'project', 'to', 'be', 'completed', 'by', 'march', '2026']",dimapurkohima new bg railway line project to be completed by march 2026
"['china', 'for', 'the', 'first', 'time', 'acknowledges', 'indo', 'pacific', 'initiative']",china for the first time acknowledges indo pacific initiative
"['up', 'minister', 'bjp', 'mla', 'among', '8', 'party', 'leaders', 'put', 'on', 'trial', 'for', 'leading', 'farmers', 'stir', 'in', '2012']",up minister bjp mla among 8 party leaders put on trial for leading farmers stir in 2012
"['spicejet', 'to', 'induct', '50', 'boeing', 'max', 'aircraft', 'by', '2023']",spicejet to induct 50 boeing max aircraft by 2023
"['gom', 'to', 'meet', 'on', 'nov', '27', 'to', 'finalise', 'report', 'on', 'gst', 'rate', 'rationalisation']",gom to meet on nov 27 to finalise report on gst rate rationalisation
"['11', 'mumbai', 'attacks', 'manish', 'tewari', 'in', 'his', 'book']",11 mumbai attacks manish tewari in his book
"['govt', 'plans', 'to', 'provide', 'more', 'tax', 'concessions', 'on', 'vehicles', 'bought', 'after', 'scrapping', 'old', 'ones', 'nitin', 'gadkari']",govt plans to provide more tax concessions on vehicles bought after scrapping old ones nitin gadkari
"['iraqi', 'migrants', 'stillborn', 'baby', 'buried', 'near', 'polish', 'border']",iraqi migrants stillborn baby buried near polish border
"['galwan', 'valley', 'clash', 'hero', 'colonel', 'santosh', 'babu', 'accorded', 'mahavir', 'chakra', 'posthumously']",galwan valley clash hero colonel santosh babu accorded mahavir chakra posthumously
"['biennial', 'world', 'cup', 'could', 'cost', 'leagues', '8', 'billion', 'euros', 'per', 'season', 'study', 'says']",biennial world cup could cost leagues 8 billion euros per season study says
"['ahead', 'of', 'market', '12', 'things', 'that', 'will', 'decide', 'stock', 'action', 'on', 'wednesday']",ahead of market 12 things that will decide stock action on wednesday
"['jk', 'govt', 'accountable', 'for', 'every', 'rupee', 'spent', 'on', 'ground', 'after', 'revoking', 'article', '370', 'fm', 'sitharaman']",jk govt accountable for every rupee spent on ground after revoking article 370 fm sitharaman
"['retailers', 'association', 'of', 'india', 'urges', 'govt', 'to', 'reconsider', 'proposed', 'gst', 'rate', 'hike', 'on', 'textiles', 'apparels']",retailers association of india urges govt to reconsider proposed gst rate hike on textiles apparels
"['akhilesh', 'yadav', 'rld', 'chief', 'meet', 'in', 'lucknow', 'seat', 'sharing', 'discussed']",akhilesh yadav rld chief meet in lucknow seat sharing discussed
"['voda', 'idea', 'follows', 'airtel', 'announces', 'new', 'tariff', 'plans', 'stock', 'remains', 'unchanged']",voda idea follows airtel announces new tariff plans stock remains unchanged
"['crypto', 'rules', 'are', 'needed', 'to', 'avoid', 'systemic', 'risks', 'but', 'how', 'we', 'classify', 'them', 'matter']",crypto rules are needed to avoid systemic risks but how we classify them matter
"['ahead', 'of', 'putins', 'visit', 'defence', 'ministry', 'clears', 'rs', '5000', 'crore', 'ak', '203', 'assault', 'rifle', 'deal']",ahead of putins visit defence ministry clears rs 5000 crore ak 203 assault rifle deal
"['nse', 'bse', 'bulk', 'deals', 'vedanta', 'promoters', 'buy', '3', '7', 'stake', 'in', 'company']",nse bse bulk deals vedanta promoters buy 3 7 stake in company
"['central', 'vista', 'sc', 'dismisses', 'plea', 'challenging', 'change', 'in', 'land', 'use', 'of', 'plot']",central vista sc dismisses plea challenging change in land use of plot
"['delhi', 'court', 'orders', 'fir', 'against', 'sambit', 'patra', 'over', 'doctored', 'video', 'of', 'arvind', 'kejriwal']",delhi court orders fir against sambit patra over doctored video of arvind kejriwal
"['government', 'simplifying', 'clearance', 'processes', 'for', 'satcom', 'services', 'dot', 'secretary']",government simplifying clearance processes for satcom services dot secretary
"['sc', 'asks', 'nta', 'to', 'rectify', 'injustice', 'met', 'to', 'disabled', 'student', 'whose', 'answer', 'sheet', 'was', 'taken', 'away', 'in', 'neet']",sc asks nta to rectify injustice met to disabled student whose answer sheet was taken away in neet
"['trade', 'setup', 'holding', '17500', 'level', 'key', 'for', 'nifty50', 'to', 'see', 'further', 'technical', 'pullback']",trade setup holding 17500 level key for nifty50 to see further technical pullback
"['sc', 'cautions', 'nclt', 'nclat', 'on', 'interference', 'with', 'partys', 'contractual', 'right', 'to', 'terminate', 'contract']",sc cautions nclt nclat on interference with partys contractual right to terminate contract
"['nedfis', 'gross', 'income', 'increases', '16', '97', 'to', 'rs', '184', '84', 'crore', 'in', 'fy', '2020', '21']",nedfis gross income increases 16 97 to rs 184 84 crore in fy 2020 21
"['param', 'bir', 'has', 'no', 'first', 'hand', 'info', 'on', 'graft', 'charges', 'against', 'deshmukh', 'lawyer', 'to', 'probe', 'panel']",param bir has no first hand info on graft charges against deshmukh lawyer to probe panel
"['shiv', 'sena', 'led', 'mva', 'alliance', 'to', 'stay', 'in', 'power', 'in', 'maharashtra', 'for', '25', 'years', 'sanjay', 'raut']",shiv sena led mva alliance to stay in power in maharashtra for 25 years sanjay raut
"['class', '11', '12', 'students', 'across', 'haryana', 'will', 'soon', 'get', 'tablets', 'for', 'studies', 'cm', 'manohar', 'lal', 'khattar']",class 11 12 students across haryana will soon get tablets for studies cm manohar lal khattar
"['over', '118', 'crore', 'covid', 'vaccine', 'doses', 'administered', 'in', 'india', 'so', 'far', 'says', 'health', 'ministry']",over 118 crore covid vaccine doses administered in india so far says health ministry
"['third', 'covid', 'wave', 'of', 'magnitude', 'comparable', 'to', 'first', 'two', 'unlikely', 'to', 'hit', 'india', 'guleria']",third covid wave of magnitude comparable to first two unlikely to hit india guleria
"['ig', 'level', 'bsf', 'bgb', 'talks', 'for', 'better', 'border', 'management', 'stress', 'on', 'use', 'of', 'non', 'lethal', 'methods']",ig level bsf bgb talks for better border management stress on use of non lethal methods
"['congress', 'leader', 'kirti', 'azad', 'joins', 'tmc']",congress leader kirti azad joins tmc
"['us', 'extends', 'support', 'to', 'indias', 'target', 'of', '20', 'pc', 'ethanol', 'blending', 'by', '2025']",us extends support to indias target of 20 pc ethanol blending by 2025
"['parle', 'products', 'hikes', 'biscuit', 'prices', 'by', '5', '10', 'per', 'cent', 'as', 'input', 'cost', 'soars']",parle products hikes biscuit prices by 5 10 per cent as input cost soars
"['tea', 'industry', 'is', 'hurtling', 'towards', 'a', 'substantive', 'crisis', 'position', 'tea', 'association', 'of', 'india']",tea industry is hurtling towards a substantive crisis position tea association of india
"['payments', 'firm', 'mobikwik', 'to', 'delay', 'planned', 'ipo', 'ceo', 'bipin', 'preet', 'sigh']",payments firm mobikwik to delay planned ipo ceo bipin preet sigh
"['himachal', 'bjp', 'vice', 'president', 'resigns', 'from', 'post']",himachal bjp vice president resigns from post
"['11', 'mumbai', 'attack', 'response', 'issue', 'when', 'he', 'was', 'upa', 'minister', 'adhir', 'chowdhury']",11 mumbai attack response issue when he was upa minister adhir chowdhury
"['aadhaar', 'could', 'play', 'a', 'role', 'in', 'transforming', 'indias', 'electrical', 'distribution', 'networks', 'nandan', 'nilekani']",aadhaar could play a role in transforming indias electrical distribution networks nandan nilekani
"['it', 'dept', 'detects', 'rs', '100', 'cr', 'black', 'income', 'after', 'raids', 'on', 'gujarat', 'gutka', 'distributor']",it dept detects rs 100 cr black income after raids on gujarat gutka distributor
"['assam', 'alleges', 'mizoram', 'constructing', 'road', 'in', 'its', 'territory']",assam alleges mizoram constructing road in its territory
"['favourable', 'winds', 'give', 'delhi', 'its', 'best', 'air', 'quality', 'in', '22', 'days']",favourable winds give delhi its best air quality in 22 days
"['defence', 'ministry', 'clears', 'procurement', 'of', 'communication', 'equipment', 'worth', 'rs', '2236', 'crore', 'for', 'iaf']",defence ministry clears procurement of communication equipment worth rs 2236 crore for iaf
"['ashok', 'leyland', 'to', 'strengthen', 'presence', 'in', 'north', 'east', 'inaugurates', '3s', 'dealership', 'in', 'guwahati']",ashok leyland to strengthen presence in north east inaugurates 3s dealership in guwahati
"['special', 'courts', 'set', 'up', 'by', 'sc', 'to', 'try', 'lawmakers', 'are', 'valid', 'says', 'amicus', 'tells', 'top', 'court']",special courts set up by sc to try lawmakers are valid says amicus tells top court
"['britain', 'to', 'allow', '1', '5', 'mln', 'barrel', 'private', 'sector', 'oil', 'reserve', 'release']",britain to allow 1 5 mln barrel private sector oil reserve release
"['vanvas', 'should', 'be', 'over', 'by', 'now', 'says', 'hc', 'over', 'pendency', 'of', 'matter', 'on', 'chandni', 'chowk', 'redevelopment']",vanvas should be over by now says hc over pendency of matter on chandni chowk redevelopment
"['government', 'lists', 'cryptocurrency', 'bill', 'for', 'passage', 'in', 'winter', 'session']",government lists cryptocurrency bill for passage in winter session
"['critics', 'of', 'tmc', 'govt', 'in', 'wb', 'are', 'beheaded', 'says', 'devendra', 'fadnavis', 'to', 'bjp', 'workers', 'in', 'goa']",critics of tmc govt in wb are beheaded says devendra fadnavis to bjp workers in goa
"['sp', '500', 'nasdaq', 'open', 'lower', 'as', 'rising', 'yields', 'dent', 'tech', 'shares']",sp 500 nasdaq open lower as rising yields dent tech shares
"['xis', 'good', 'friend', 'putin', 'to', 'attend', 'beijing', 'winter', 'olympics', 'amid', 'us', 'diplomatic', 'boycott', 'plans']",xis good friend putin to attend beijing winter olympics amid us diplomatic boycott plans
"['dengue', 'concerns', 'on', 'inefficiency', 'of', 'municipal', 'employees', 'fallen', 'on', 'deaf', 'ears', 'says', 'delhi', 'high', 'court']",dengue concerns on inefficiency of municipal employees fallen on deaf ears says delhi high court
"['servotech', 'power', 'systems', 'bags', 'off', 'grid', 'solar', 'project', 'from', 'upneda']",servotech power systems bags off grid solar project from upneda
"['unless', 'pace', 'of', 'debt', 'switches', 'increases', 'govt', 'redemptions', 'gross', 'borrow', 'seen', 'elevated']",unless pace of debt switches increases govt redemptions gross borrow seen elevated
"['web', '3', '0', 'and', 'crypto', 'adoption', 'why', 'is', 'it', 'more', 'important', 'than', 'you', 'think']",web 3 0 and crypto adoption why is it more important than you think
"['zenwork', 'lands', 'rs', '1200', 'crore', 'in', 'funding', 'from', 'us', 'based', 'spectrum', 'equity']",zenwork lands rs 1200 crore in funding from us based spectrum equity
"['kg', 'in', 'south', 'due', 'to', 'rains']",kg in south due to rains
"['why', 'china', 'cant', 'bury', 'peng', 'shuai', 'and', 'its', 'metoo', 'scandal']",why china cant bury peng shuai and its metoo scandal
"['delhi', 'airport', 'to', 'become', 'net', 'zero', 'carbon', 'emission', 'airport', 'by', '2030', 'says', 'dial']",delhi airport to become net zero carbon emission airport by 2030 says dial
"['bccis', 'halal', 'meat', 'recommendation', 'for', 'indian', 'cricketers', 'raises', 'eyebrows']",bccis halal meat recommendation for indian cricketers raises eyebrows
"['lionel', 'messi', 'believes', 'manchester', 'united', 'can', 'turn', 'its', 'fortunes', 'around']",lionel messi believes manchester united can turn its fortunes around
"['india', 'working', 'on', 'release', 'of', 'oil', 'reserves', 'after', 'us', 'request']",india working on release of oil reserves after us request
"['us', 'to', 'release', '50', 'million', 'barrels', 'of', 'oil', 'to', 'ease', 'energy', 'costs']",us to release 50 million barrels of oil to ease energy costs
"['ingka', 'group', 'to', 'open', 'its', 'first', 'shopping', 'centre', 'in', 'india', 'at', 'gurugram', 'to', 'invest', 'rs', '3300', 'crore']",ingka group to open its first shopping centre in india at gurugram to invest rs 3300 crore
"['britains', 'royal', 'family', 'issues', 'rare', 'rebuke', 'to', 'bbc', 'over', 'documentary', 'on', 'prince', 'william', 'and', 'harry']",britains royal family issues rare rebuke to bbc over documentary on prince william and harry
"['israel', 'sees', 'iranian', 'atomic', 'bomb', 'in', 'five', 'years', 'deal', 'or', 'no', 'deal']",israel sees iranian atomic bomb in five years deal or no deal
"['indias', '122', 'most', 'under', 'developed', 'districts', 'becomes', 'credit', 'worthy']",indias 122 most under developed districts becomes credit worthy
"['bull', 'market', 'is', 'intact', 'but', 'more', 'stock', 'specific', 'where', 'to', 'invest', 'now']",bull market is intact but more stock specific where to invest now
"['one', 'in', '4', 'indians', 'face', 'discrimination', 'in', 'getting', 'healthcare', 'services', 'due', 'to', 'caste', 'religion', 'study']",one in 4 indians face discrimination in getting healthcare services due to caste religion study
"['bharat', 'forge', 'arm', 'hikes', 'stake', 'in', 'ev', 'maker', 'tork', 'motors']",bharat forge arm hikes stake in ev maker tork motors
"['jp', 'morgan', 'becomes', 'worlds', 'most', 'systemic', 'bank']",jp morgan becomes worlds most systemic bank
"['nobroker', 'is', 'first', 'proptech', 'unicorn', 'mobikwik', 'postpones', 'ipo']",nobroker is first proptech unicorn mobikwik postpones ipo
"['tamil', 'nadu', 'govt', 'signs', 'mous', 'for', '59', 'projects', 'worth', 'rs', '35208', 'crores', 'with', 'a', 'strong', 'ev', 'push']",tamil nadu govt signs mous for 59 projects worth rs 35208 crores with a strong ev push
"['centre', 'releases', 'rs', '95082', 'crore', 'to', 'states', 'as', 'november', 'tax', 'devolution']",centre releases rs 95082 crore to states as november tax devolution
"['tvs', 'eurogrip', 'becomes', 'principal', 'sponsor', 'of', 'chennai', 'super', 'king']",tvs eurogrip becomes principal sponsor of chennai super king
"['supreme', 'court', 'refuses', 'tmcs', 'plea', 'to', 'postpone', 'civic', 'polls', 'in', 'tripura', 'directs', 'reassessment', 'of', 'force', 'deployment']",supreme court refuses tmcs plea to postpone civic polls in tripura directs reassessment of force deployment
"['as', 'coronavirus', 'cases', 'rise', 'in', 'europe', 'an', 'economic', 'toll', 'returns']",as coronavirus cases rise in europe an economic toll returns
"['this', 'thanksgiving', 'treat', 'your', 'guests', 'with', 'the', 'yummiest', 'turkey', 'recipes']",this thanksgiving treat your guests with the yummiest turkey recipes
"['indias', 'crude', 'oil', 'production', 'falls', '2', '15', 'in', 'october', 'gas', 'output', 'rises']",indias crude oil production falls 2 15 in october gas output rises
"['4', 'reasons', 'why', 'india', 'may', 'underperform', 'global', 'markets', 'in', '2022']",4 reasons why india may underperform global markets in 2022
"['financing', 'sustainable', 'agriculture', 'key', 'to', 'address', 'climate', 'change', 'vulnerability', 'report']",financing sustainable agriculture key to address climate change vulnerability report
"['kangana', 'ranaut', 'faces', 'fir', 'in', 'mumbai', 'for', 'derogatory', 'remarks', 'against', 'sikhs']",kangana ranaut faces fir in mumbai for derogatory remarks against sikhs
"['with', '6', '8', 'weekly', 'sessions', 'psychologists', 'can', 'evaluate', 'the', 'root', 'cause', 'of', 'chronic', 'pain', 'treat', 'it']",with 6 8 weekly sessions psychologists can evaluate the root cause of chronic pain treat it
"['star', 'union', 'daiichi', 'life', 'raises', 'rs', '125', 'cr', 'via', 'maiden', 'local', 'bonds']",star union daiichi life raises rs 125 cr via maiden local bonds
"['shimla', 'coimbatore', 'chandigarh', 'top', 'niti', 'aayogs', '1st', 'sdg', 'urban', 'india', 'index', 'dhanbad', 'meerut', 'at', 'bottom']",shimla coimbatore chandigarh top niti aayogs 1st sdg urban india index dhanbad meerut at bottom
"['who', 'europe', 'warns', 'of', 'possible', 'surge', 'in', 'covid', 'deaths', 'ahead']",who europe warns of possible surge in covid deaths ahead
"['zee', 'sony', 'merger', 'in', 'final', 'stages', 'of', 'stitching', 'up', 'punit', 'goenka']",zee sony merger in final stages of stitching up punit goenka
"['paytm', 'shares', 'recover', 'after', 'two', 'days', 'of', 'losing', 'streak']",paytm shares recover after two days of losing streak
"['indian', 'arm', 'of', 'mondelez', 'india', 'foods', 'and', 'procter', 'gamble', 'home', 'products', 'reports', 'over', 'two', 'times', 'surge', 'in', 'net', 'profit']",indian arm of mondelez india foods and procter gamble home products reports over two times surge in net profit
"['japan', 'vietnam', 'look', 'to', 'space', 'and', 'cyber', 'defense', 'against', 'china']",japan vietnam look to space and cyber defense against china
"['moodys', 'changes', 'bharti', 'airtels', 'outlook', 'to', 'positive']",moodys changes bharti airtels outlook to positive
"['rupee', 'recoups', 'most', 'losses', 'vs', 'us', 'dollar', 'as', 'equities', 'bounce', 'back', 'smartly', 'gilts', 'steady']",rupee recoups most losses vs us dollar as equities bounce back smartly gilts steady
"['day', 'trading', 'guide', '2', 'stock', 'recommendations', 'for', 'wednesday']",day trading guide 2 stock recommendations for wednesday
"['tech', 'view', 'nifty50', 'bulls', 'get', 'some', 'relief', 'but', 'no', 'signs', 'of', 'reversal', 'yet']",tech view nifty50 bulls get some relief but no signs of reversal yet
"['will', 'the', 'indian', 'market', 'once', 'again', 'become', 'a', 'dii', 'market', 'andrew', 'holland', 'answers']",will the indian market once again become a dii market andrew holland answers
"['research', 'finds', 'exposure', 'to', 'harmless', 'coronaviruses', 'increases', 'immunity']",research finds exposure to harmless coronaviruses increases immunity
"['govt', 'trying', 'to', 'divert', 'attention', 'from', 'real', 'issues', 'like', 'price', 'rise', 'congress', 'party']",govt trying to divert attention from real issues like price rise congress party
"['elghar', 'parishad', 'case', 'anand', 'teltumbde', 'seeks', 'interim', 'bail', 'to', 'visit', 'mother', 'after', 'brothers', 'encounter', 'death']",elghar parishad case anand teltumbde seeks interim bail to visit mother after brothers encounter death
"['maha', 'govt', 'plea', 'on', 'summons', 'to', 'cs', 'sitaram', 'kunte', 'dgp', 'sanjay', 'pandey', 'surrogate', 'real', 'actor', 'anil', 'deshmukh', 'cbi', 'tells', 'hc']",maha govt plea on summons to cs sitaram kunte dgp sanjay pandey surrogate real actor anil deshmukh cbi tells hc
"['meghan', 'markle', 'shows', 'her', 'goofy', 'side', 'on', 'the', 'ellen', 'degeneres', 'show']",meghan markle shows her goofy side on the ellen degeneres show
"['gold', 'jewellers', 'rush', 'to', 'bengal', 'for', 'skilled', 'artisans']",gold jewellers rush to bengal for skilled artisans
"['bjp', 'misused', 'official', 'machinery', 'for', 'party', 'programme', 'in', 'kanpur', 'congress']",bjp misused official machinery for party programme in kanpur congress
"['karan', 'johar', 'yuvraj', 'singh', 'and', 'others', 'invest', 'in', 'nothing']",karan johar yuvraj singh and others invest in nothing
"['kl', 'rahul', 'ruled', 'out', 'of', 'first', 'test', 'suryakumar', 'yadav', 'added', 'to', 'squad']",kl rahul ruled out of first test suryakumar yadav added to squad
"['generic', 'drugs', 'retail', 'chain', 'medkart', 'raises', 'rs', '40', 'crore', 'in', 'series', 'a', 'round']",generic drugs retail chain medkart raises rs 40 crore in series a round
"['ola', 'elevates', 'balachandar', 'n', 'as', 'group', 'chief', 'people', 'officer']",ola elevates balachandar n as group chief people officer
"['post', 'pandemic', 'side', 'effects', 'dads', 'are', 'doing', 'less', 'at', 'home', 'again', 'worried', 'household', 'duties', 'can', 'hit', 'careers', 'hard']",post pandemic side effects dads are doing less at home again worried household duties can hit careers hard
"['its', 'not', 'political', 'says', 'vasundhara', 'raje', 'as', 'her', 'mewar', 'yatra', 'creates', 'buzz']",its not political says vasundhara raje as her mewar yatra creates buzz
"['exide', 'leclanche', 'joint', 'venture', 'nexcharge', 'eyes', 'breakeven', 'in', 'fy23', 'as', 'ev', 'demand', 'rises']",exide leclanche joint venture nexcharge eyes breakeven in fy23 as ev demand rises
"['railways', 'to', 'launch', 'about', '190', 'theme', 'based', 'bharat', 'gaurav', 'trains', 'showcasing', 'indias', 'heritage', 'culture']",railways to launch about 190 theme based bharat gaurav trains showcasing indias heritage culture
"['astrazeneca', 'opens', 'research', 'centre', 'as', 'uk', 'builds', 'science', 'hub']",astrazeneca opens research centre as uk builds science hub
"['nepal', 'india', 'sign', 'mou', 'on', 'reciprocal', 'recognition', 'of', 'covid', 'vaccination', 'certificate']",nepal india sign mou on reciprocal recognition of covid vaccination certificate
"['centre', 'makes', 'gjepc', 'membership', 'mandatory', 'for', 'kimberley', 'process', 'certificate']",centre makes gjepc membership mandatory for kimberley process certificate
"['albert', 'einsteins', 'rare', 'manuscript', 'may', 'fetch', '3', '4', 'mn', 'at', 'paris', 'auction']",albert einsteins rare manuscript may fetch 3 4 mn at paris auction
"['nasa', 'to', 'launch', 'test', 'mission', 'of', 'asteroid', 'deflecting', 'spacecraft']",nasa to launch test mission of asteroid deflecting spacecraft
"['acg', 'to', 'invest', 'rs', '600', 'crore', 'for', 'capsule', 'plant', 'in', 'maharashtra']",acg to invest rs 600 crore for capsule plant in maharashtra
"['sensex', 'snaps', '4', 'day', 'losing', 'run', 'gyrates', '1117', 'pts', 'intraday', 'before', 'closing', '198', 'pts', 'higher']",sensex snaps 4 day losing run gyrates 1117 pts intraday before closing 198 pts higher
"['market', 'movers', 'what', 'brought', 'investors', 'back', 'to', 'doors', 'of', 'struggling', 'paytm']",market movers what brought investors back to doors of struggling paytm
"['priyanka', 'chopra', 'drops', 'jonas', 'from', 'instagram', 'and', 'twitter', 'handles', 'fans', 'wonder', 'if', 'all', 'is', 'well', 'with', 'actress', 'husband', 'nick']",priyanka chopra drops jonas from instagram and twitter handles fans wonder if all is well with actress husband nick
"['latentview', 'analytics', 'management', 'on', 'the', 'journey', 'so', 'far', 'and', 'post', 'listing', 'plans']",latentview analytics management on the journey so far and post listing plans
"['a', 'dogs', 'life', 'german', 'shepherd', 'meets', 'with', 'realty', 'agent', 'to', 'sell', 'his', 'miami', 'villa', 'once', 'owned', 'by', 'madonna']",a dogs life german shepherd meets with realty agent to sell his miami villa once owned by madonna
"['reliance', 'credit', 'quality', 'not', 'impacted', 'by', 'aramco', 'decision', 'moodys']",reliance credit quality not impacted by aramco decision moodys
"['no', 'shortage', 'of', 'fertilisers', 'states', 'should', 'prevent', 'diversion', 'monitor', 'supplies', 'daily', 'centre']",no shortage of fertilisers states should prevent diversion monitor supplies daily centre
"['xiaomi', 'revenue', 'misses', 'estimates', 'as', 'competition', 'intensifies']",xiaomi revenue misses estimates as competition intensifies
"['parties', 'must', 'unite', 'on', 'issues', 'of', 'corruption', 'unemployment', 'and', 'inflation', 'mulayam', 'singh', 'yadav']",parties must unite on issues of corruption unemployment and inflation mulayam singh yadav
"['honour', 'to', 'represent', 'my', 'country', 'says', 'vir', 'das', 'after', 'losing', 'at', 'emmys', '2021', 'receives', 'praise', 'from', 'priyanka', 'chopra', 'sophie', 'choudry', 'more']",honour to represent my country says vir das after losing at emmys 2021 receives praise from priyanka chopra sophie choudry more
"['acg', 'plans', 'biggest', 'vegetarian', 'capsules', 'unit', 'in', 'maharashtra']",acg plans biggest vegetarian capsules unit in maharashtra
"['bjp', 'seeks', 'probe', 'into', 'killings', 'of', 'its', 'rss', 'workers', 'in', 'kerala', 'claims', 'state', 'coming', 'closer', 'to', 'becoming', 'syria']",bjp seeks probe into killings of its rss workers in kerala claims state coming closer to becoming syria
"['andhra', 'pradesh', 'legislative', 'assembly', 'passes', 'resolution', 'seeking', 'to', 'continue', 'legislative', 'council']",andhra pradesh legislative assembly passes resolution seeking to continue legislative council
"['israel', 'flags', 'iranian', 'uav', 'bases', 'offers', 'counter', 'measures', 'to', 'arab', 'allies']",israel flags iranian uav bases offers counter measures to arab allies
