headlines,headline_text
"['nagrais', 'mojaris', 'put', 'nikes', 'miu', 'mius', 'on']",nagrais mojaris put nikes miu mius on
"['the', '1857', 'revolution']",the 1857 revolution
"['bjp', 'worker', 'arrested', 'over', 'tweets', 'against', 'siddaramaiah', 'family']",bjp worker arrested over tweets against siddaramaiah family
"['netflixs', 'august', 'movies', 'series', 'films', 'from', 'thrilling', 'crime', 'dramas', 'to', 'interactive', 'romance', 'specials']",netflixs august movies series films from thrilling crime dramas to interactive romance specials
"['pop', 'icon', 'kylie', 'minogue', 'announces', 'first', 'ever', 'las', 'vegas', 'residency', 'at', 'the', 'venetian', 'resort', 'details', 'here']",pop icon kylie minogue announces first ever las vegas residency at the venetian resort details here
"['dish', 'tv', 'board', 'rejects', 'request', 'for', 'details', 'about', 'shareholders']",dish tv board rejects request for details about shareholders
"['chhattisgarh', 'nagarnar', 'steel', 'unit', 'ready', 'to', 'begin', 'operations']",chhattisgarh nagarnar steel unit ready to begin operations
"['ajit', 'pawar', 'camp', 'collects', 'affidavits', 'of', 'ncp', 'office', 'bearers']",ajit pawar camp collects affidavits of ncp office bearers
"['view', 'parliament', 'the', 'latest', 'parlour', 'game']",view parliament the latest parlour game
"['roundworm', 'frozen', '46000', 'years', 'ago', 'in', 'siberia', 'permafrost', 'revived']",roundworm frozen 46000 years ago in siberia permafrost revived
"['consensus', 'eludes', 'climate', 'targets', 'g20', 'delegates', 'agree', 'on', 'blue', 'economy']",consensus eludes climate targets g20 delegates agree on blue economy
"['view', 'hold', 'on', 'before', 'you', 'turn', 'off', 'the', 'internet']",view hold on before you turn off the internet
"['mastering', 'chatgpt', 'proven', 'tips', 'tricks', 'for', 'optimal', 'prompts', 'and', 'beyond', '10', 'points']",mastering chatgpt proven tips tricks for optimal prompts and beyond 10 points
"['hcltech', 'ceo', 'c', 'vijayakumars', 'salary', 'dips', '80', 'in', 'fy23']",hcltech ceo c vijayakumars salary dips 80 in fy23
"['england', 'star', 'keira', 'walsh', 'suffers', 'knee', 'injury', 'leaves', 'pitch', 'on', 'stretcher', 'during', 'world', 'cup', 'match']",england star keira walsh suffers knee injury leaves pitch on stretcher during world cup match
"['indo', 'pacific', 'accepted', 'construct', 'quad', 'the', 'way', 'forward', 's', 'jaishankar']",indo pacific accepted construct quad the way forward s jaishankar
"['seismic', 'swift', 'taylor', 'swifts', 'concerts', 'in', 'seattle', 'generate', 'earthquake', 'like', 'impact', 'surpassing', 'beast', 'quake', 'record']",seismic swift taylor swifts concerts in seattle generate earthquake like impact surpassing beast quake record
"['yellow', 'alert', 'over', 'next', '4', 'days', 'in', 'several', 'districts', 'in', 'maharashtras', 'vidarbha', 'villagers', 'warned', 'of', 'dam', 'water', 'discharge']",yellow alert over next 4 days in several districts in maharashtras vidarbha villagers warned of dam water discharge
"['what', 'is', 'alpha', 'gal', 'syndrome', 'the', 'life', 'threatening', 'meat', 'allergy', 'linked', 'to', 'tick', 'bites']",what is alpha gal syndrome the life threatening meat allergy linked to tick bites
"['amit', 'shah', 'slams', 'opposition', 'alliance', 'india', 'says', 'nothing', 'will', 'happen', 'by', 'change', 'in', 'name']",amit shah slams opposition alliance india says nothing will happen by change in name
"['5', 'things', 'mps', 'can', 'do', 'if', 'theyre', 'free']",5 things mps can do if theyre free
"['high', 'court', 'rules', 'ulez', 'expansion', 'in', 'outer', 'london', 'boroughs', 'legal', 'heres', 'what', 'happens', 'next']",high court rules ulez expansion in outer london boroughs legal heres what happens next
"['oppenheimer', 'see', 'when', 'and', 'where', 'to', 'stream', 'christopher', 'nolans', 'epic', 'movie']",oppenheimer see when and where to stream christopher nolans epic movie
