headlines,headline_text
"['turning', 'trash', 'into', 'cash', 'entrepreneurs', 'redefine', 'waste', 'management']",turning trash into cash entrepreneurs redefine waste management
"['the', 'bold', 'and', 'the', 'beautiful', 'will', 'there', 'be', 'more', 'seasons', 'know', 'all', 'about', 'the', 'renewal', 'status']",the bold and the beautiful will there be more seasons know all about the renewal status
"['pragya', 'jaiswal', 'opens', 'up', 'on', 'working', 'with', 'akshay', 'kuma', 'on', 'he', 'hindi', 'debut', 'khel', 'khel', 'mein']",pragya jaiswal opens up on working with akshay kuma on he hindi debut khel khel mein
"['nclt', 'registers', '43pc', 'jump', 'in', 'debt', 'resolution', 'cases', 'ibbi']",nclt registers 43pc jump in debt resolution cases ibbi
"['universal', 'music', 'beats', 'earnings', 'forecasts', 'after', 'blockbuster', 'taylor', 'swift', 'tour']",universal music beats earnings forecasts after blockbuster taylor swift tour
"['pre', 'emptive', 'steps', 'better', 'planning', 'help', 'meet', 'peak', 'power', 'demand', 'in', 'april']",pre emptive steps better planning help meet peak power demand in april
"['third', 'eye', 'too', 'many', 'nominees', 'spoil', 'the', 'chances']",third eye too many nominees spoil the chances
"['paytm', 'coo', 'bhavesh', 'gupta', 'resigns', 'set', 'to', 'become', 'adviser', 'to', 'ceo', 'office']",paytm coo bhavesh gupta resigns set to become adviser to ceo office
"['gaza', 'ceasefire', 'talks', 'set', 'to', 'restart', 'in', 'egypt', 'with', 'hopes', 'for', 'deal']",gaza ceasefire talks set to restart in egypt with hopes for deal
"['lok', 'sabha', 'elections', '2024', 'eight', 'candidates', 'but', 'only', 'two', 'women', 'in', 'main', 'fight']",lok sabha elections 2024 eight candidates but only two women in main fight
"['navjot', 'singh', 'sidhu', 'shares', 'wifes', 'health', 'update', 'reveals', 'she', 'is', 'recovering', 'from', '2nd', 'surgery', 'for', 'breast', 'cancer']",navjot singh sidhu shares wifes health update reveals she is recovering from 2nd surgery for breast cancer
"['ai', 'has', 'hit', 'human', 'level', 'performance', 'on', 'some', 'parameters', 'stanford', 'report']",ai has hit human level performance on some parameters stanford report
"['hdfc', 'capital', 'exits', 'total', 'environment', 'project', 'in', 'bengaluru']",hdfc capital exits total environment project in bengaluru
"['kareena', 'kapoor', 'khan', 'appointed', 'unicef', 'india', 'national', 'ambassador']",kareena kapoor khan appointed unicef india national ambassador
"['after', 'resigning', 'as', 'delhi', 'congress', 'president', 'arvinder', 'singh', 'lovely', 'joins', 'bjp']",after resigning as delhi congress president arvinder singh lovely joins bjp
"['glitz', 'and', 'glamour', 'of', 'bjp', 'a', 'facade', 'people', 'will', 'choose', 'india', 'alliance', 'says', 'priyanka', 'gandhi']",glitz and glamour of bjp a facade people will choose india alliance says priyanka gandhi
"['ankur', 'warikoo', 'says', 'sheer', 'luck', 'helped', 'him', 'succeed', 'in', 'life', 'urges', 'followers', 'to', 'recognise', 'their', 'privilege']",ankur warikoo says sheer luck helped him succeed in life urges followers to recognise their privilege
"['go', 'on', 'then', 'put', 'yourself', 'in', 'someone', 'elses', 'shoes']",go on then put yourself in someone elses shoes
"['rbis', 'ban', 'to', 'impact', 'reputation', 'of', 'kotak', 'mahindra', 'bank', 'more', 'than', 'financial', 'ashok', 'vaswani']",rbis ban to impact reputation of kotak mahindra bank more than financial ashok vaswani
"['polling', 'punches', 'in', 'a', 'southern', 'state', 'of', 'mind']",polling punches in a southern state of mind
"['drats', 'theres', 'a', 'rat', 'problem', 'but', 'hold', 'on', 'to', 'your', 'hats']",drats theres a rat problem but hold on to your hats
"['filmed', 'theatre', 'to', 'be', 'or', 'not', 'to', 'be', 'in', 'this', 'case', 'to', 'be', 'is', 'not', 'in', 'question']",filmed theatre to be or not to be in this case to be is not in question
"['paytm', 'coo', 'and', 'president', 'bhavesh', 'gupta', 'resigns', 'citing', 'personal', 'reasons']",paytm coo and president bhavesh gupta resigns citing personal reasons
"['terrorists', 'attack', 'air', 'force', 'convoy', 'in', 'poonch', 'five', 'soldiers', 'injured']",terrorists attack air force convoy in poonch five soldiers injured
"['mumbai', 'city', 'fc', 'lifts', 'isl', 'cup', 'beats', 'mohun', 'bagan', 'super', 'giants', 'by', '2', '1']",mumbai city fc lifts isl cup beats mohun bagan super giants by 2 1
"['the', 'boys', 'season', '4', 'catch', 'all', 'details', 'about', 'storyline', 'cast', 'trailer', 'and', 'release', 'date']",the boys season 4 catch all details about storyline cast trailer and release date
"['the', 'maze', 'runner', 'reboot', 'movie', 'here', 'is', 'everything', 'we', 'know', 'so', 'far']",the maze runner reboot movie here is everything we know so far
"['madonnas', 'final', 'celebration', 'tour', 'concert', 'how', 'to', 'watch', 'it', 'free', 'in', 'us', 'free', 'streaming', 'free', 'entry']",madonnas final celebration tour concert how to watch it free in us free streaming free entry
"['massive', 'solar', 'flares', 'erupt', 'power', 'grids', 'telecommunication', 'networks', 'may', 'be', 'hit', 'hard', 'know', 'in', 'detail']",massive solar flares erupt power grids telecommunication networks may be hit hard know in detail
"['amu', 'allays', 'fears', 'over', 'removal', 'of', 'indo', 'islamic', 'history', 'topics', 'from', 'class', '11', 'admission', 'test', 'syllabus']",amu allays fears over removal of indo islamic history topics from class 11 admission test syllabus
"['who', 'wants', 'to', 'be', 'a', 'millionaire', 'jimmy', 'kimmel', 'returns', 'as', 'host', 'check', 'premiere', 'date']",who wants to be a millionaire jimmy kimmel returns as host check premiere date
"['star', 'wars', 'day', '2024', 'celebrate', 'may', 'the', 'fourth', 'with', 'incredible', 'deals', 'and', 'discounts', 'from', 'lego', 'target', 'more']",star wars day 2024 celebrate may the fourth with incredible deals and discounts from lego target more
"['marvel', 'snap', 'a', 'blink', 'in', 'time', 'season', 'check', 'out', 'what', 'we', 'know', 'about', 'release', 'date', 'price', 'new', 'cards', 'and', 'more']",marvel snap a blink in time season check out what we know about release date price new cards and more
"['sonia', 'gandhis', 'attempt', 'to', 'launch', 'rahul', 'gandhi', 'from', 'raebareli', 'will', 'fail', 'amit', 'shah']",sonia gandhis attempt to launch rahul gandhi from raebareli will fail amit shah
"['paytm', 'coo', 'bhavesh', 'gupta', 'resigns', 'set', 'to', 'become', 'advisor', 'to', 'ceo', 'office']",paytm coo bhavesh gupta resigns set to become advisor to ceo office
"['feels', 'pity', 'for', 'smriti', 'irani', 'as', 'she', 'will', 'now', 'lose', 'to', 'rahul', 'gandhis', 'pa', 'in', 'amethi', 'sanjay', 'raut']",feels pity for smriti irani as she will now lose to rahul gandhis pa in amethi sanjay raut
"['fortnite', 'marvel', 'collaboration', 'see', 'all', 'about', 'upcoming', 'loki', 'and', 'sylvie', 'laufeydottir', 'cosmetics']",fortnite marvel collaboration see all about upcoming loki and sylvie laufeydottir cosmetics
