headlines,headline_text
"['will', 'manchester', 'united', 'sack', 'erik', 'ten', 'hag', 'after', 'loss', 'against', 'west', 'ham']",will manchester united sack erik ten hag after loss against west ham
"['now', 'or', 'never', 'indias', 'momentous', 'opportunity', 'to', 'rewrite', 'history', 'in', 'the', 'south', 'africa', 'test', 'series']",now or never indias momentous opportunity to rewrite history in the south africa test series
"['india', 'joins', 'russia', 'china', 'in', 'voting', 'against', 'resolution', 'on', 'iran', 'human', 'rights', 'at', 'un']",india joins russia china in voting against resolution on iran human rights at un
"['icici', 'securities', 'leases', 'office', 'in', 'mindspace', 'juinagar', 'for', '12', 'years']",icici securities leases office in mindspace juinagar for 12 years
"['telangana', 'cm', 'revanth', 'reddy', 'announces', 'rs', '5', 'lakh', 'accident', 'insurance', 'policy', 'for', 'gig', 'workers', 'cab', 'auto', 'drivers']",telangana cm revanth reddy announces rs 5 lakh accident insurance policy for gig workers cab auto drivers
"['fire', 'on', 'ship', 'carrying', 'oil', 'from', 'saudi', 'drone', 'attack', 'suspected']",fire on ship carrying oil from saudi drone attack suspected
"['vedanta', 'resources', 'extends', 'time', 'till', 'january', '2', 'for', 'bondholders', 'consent']",vedanta resources extends time till january 2 for bondholders consent
"['heres', 'how', 'general', 'hospital', 'will', 'bid', 'emotional', 'farewell', 'to', 'jacklyn', 'zemans', 'bobbie', 'spencer']",heres how general hospital will bid emotional farewell to jacklyn zemans bobbie spencer
"['uk', 'weather', 'disruptions', 'to', 'last', 'minute', 'trips', 'during', 'christmas', 'air', 'road', 'rail']",uk weather disruptions to last minute trips during christmas air road rail
"['selecting', 'poll', 'officials', 'contestants', 'wont', 'stop', 'levelling', 'allegations']",selecting poll officials contestants wont stop levelling allegations
"['dlf', 'to', 'generate', 'rs', '1400', 'crore', 'from', 'gurugram', 'and', 'panchkula', 'projects']",dlf to generate rs 1400 crore from gurugram and panchkula projects
"['maratha', 'reservation', 'sc', 'will', 'hear', 'on', 'january', '24', 'maharashtra', 'govts', 'curative', 'petition', 'against', 'quota', 'verdict']",maratha reservation sc will hear on january 24 maharashtra govts curative petition against quota verdict
"['great', 'nicobar', 'may', 'soon', 'get', 'an', 'international', 'container', 'terminal']",great nicobar may soon get an international container terminal
"['this', 'christmas', 'your', 'local', 'airports', 'got', 'swanky', 'mr', 'solanki', 'but', 'some', 'things', 'dont', 'change']",this christmas your local airports got swanky mr solanki but some things dont change
"['ian', 'pepperell', 'known', 'for', 'playing', 'roy', 'tucker', 'in', 'the', 'archers', 'dies', 'at', '53']",ian pepperell known for playing roy tucker in the archers dies at 53
"['why', 'is', 'british', 'actor', 'ralph', 'ineson', 'suing', 'disney', 'for', '150000']",why is british actor ralph ineson suing disney for 150000
"['gyeongseong', 'creature', 'part', '1', 'ending', 'unraveled', 'know', 'if', 'tae', 'sang', 'and', 'others', 'survived']",gyeongseong creature part 1 ending unraveled know if tae sang and others survived
"['congress', 'march', 'to', 'dgp', 'office', 'in', 'kerala', 'turns', 'violent', 'cops', 'use', 'water', 'cannons']",congress march to dgp office in kerala turns violent cops use water cannons
"['christmas', '2023', 'restaurants', 'stores', 'what', 'is', 'open', 'what', 'is', 'closed', 'on', 'december', '25', 'check', 'full', 'list']",christmas 2023 restaurants stores what is open what is closed on december 25 check full list
"['workers', 'from', 'all', 'over', 'give', 'finishing', 'touches', 'to', 'ram', 'temple']",workers from all over give finishing touches to ram temple
"['india', 'and', 'france', 'probe', 'suspected', 'human', 'trafficking', 'case']",india and france probe suspected human trafficking case
"['slaying', 'the', 'nostalgia', 'beast', 'in', 'tokyo']",slaying the nostalgia beast in tokyo
"['top', '2023', 'hollywood', 'horror', 'movies', 'thats', 'worth', 'your', 'time']",top 2023 hollywood horror movies thats worth your time
"['manipur', 'move', 'to', 'resume', 'state', 'transport', 'services', 'suffers', 'setback']",manipur move to resume state transport services suffers setback
"['woman', 'gives', 'birth', 'twice', 'in', 'two', 'days', 'due', 'to', 'unprecedented', 'pregnancy', 'here', 'are', 'the', 'details']",woman gives birth twice in two days due to unprecedented pregnancy here are the details
