headlines,headline_text
"['tesla', 'drivers', 'can', 'now', 'play', 'video', 'games', 'even', 'with', 'car', 'moving']",tesla drivers can now play video games even with car moving
"['rajya', 'sabha', 'functioning', 'disrupted', 'opposition', 'unites', 'over', 'suspension', 'of', '12', 'mps', 'to', 'intensify', 'protest']",rajya sabha functioning disrupted opposition unites over suspension of 12 mps to intensify protest
"['lal', 'topi', 'stays', 'rusi', 'for', 'worlds', 'sake']",lal topi stays rusi for worlds sake
"['with', 'the', 'launch', 'of', 'new', 'suvs', 'volkswagen', 'looks', 'to', 'post', '58', 'in', '2021']",with the launch of new suvs volkswagen looks to post 58 in 2021
"['before', 'joe', 'bidens', 'democracy', 'summit', 'china', 'says', 'were', 'also', 'a', 'democracy']",before joe bidens democracy summit china says were also a democracy
"['plastic', 'industry', 'must', 'aim', 'for', 'rs', '10', 'lakh', 'crore', 'turnover', 'in', 'five', 'years', 'says', 'piyush', 'goyal']",plastic industry must aim for rs 10 lakh crore turnover in five years says piyush goyal
"['three', 'people', 'including', 'a', 'cadre', 'of', 'dimasa', 'national', 'liberation', 'army', 'killed', 'in', 'assam']",three people including a cadre of dimasa national liberation army killed in assam
"['food', 'exporters', 'fret', 'over', 'registration', 'in', 'china']",food exporters fret over registration in china
"['strategic', 'thinking']",strategic thinking
"['nagaland', 'cabinet', 'to', 'tell', 'centre', 'to', 'repeal', 'afspa']",nagaland cabinet to tell centre to repeal afspa
"['niti', 'aayog', 'launches', 'e', 'sawari', 'india', 'e', 'bus', 'coalition', 'in', 'tie', 'up', 'with', 'cesl']",niti aayog launches e sawari india e bus coalition in tie up with cesl
"['dfc', 'approves', 'up', 'to', '500', 'mln', 'debt', 'financing', 'for', 'first', 'solars', 'manufacturing', 'facility', 'in', 'tamil', 'nadu']",dfc approves up to 500 mln debt financing for first solars manufacturing facility in tamil nadu
"['sikkim', 'government', 'proposes', 'to', 'create', 'two', 'more', 'districts']",sikkim government proposes to create two more districts
"['enough', 'of', 'tweaking', 'review', 'afspa']",enough of tweaking review afspa
"['opposition', 'blames', 'govt', 'for', 'rajya', 'sabha', 'deadlock', 'continues', 'protest', 'over', 'suspension', 'of', '12', 'mps']",opposition blames govt for rajya sabha deadlock continues protest over suspension of 12 mps
"['oh', 'the', 'olympics', 'gets', 'cold', 'war', 'sy', 'again']",oh the olympics gets cold war sy again
"['number', 'of', 'covid', '19', 'positive', 'travellers', 'from', 'at', 'risk', 'countries', 'rises', 'to', '17', 'in', 'mumbai']",number of covid 19 positive travellers from at risk countries rises to 17 in mumbai
"['joe', 'biden', 'vladimir', 'putin', 'begin', 'talks', 'over', 'ukraine', 'amid', 'war', 'fears', 'russian', 'state', 'tv']",joe biden vladimir putin begin talks over ukraine amid war fears russian state tv
"['view', 'protests', 'against', 'covid', 'vaccines', 'and', 'restrictions', 'are', 'signs', 'of', 'democratic', 'failure']",view protests against covid vaccines and restrictions are signs of democratic failure
"['hindustan', 'zinc', 'board', 'approves', 'interim', 'dividend', 'of', 'rs', '18', 'per', 'share', 'for', '2021', '22']",hindustan zinc board approves interim dividend of rs 18 per share for 2021 22
"['the', 'tale', 'of', 'bon', 'bibi']",the tale of bon bibi
"['no', 'opposition', 'front', 'possible', 'without', 'congress', 'sanjay', 'raut', 'after', 'meeting', 'rahul', 'gandhi']",no opposition front possible without congress sanjay raut after meeting rahul gandhi
"['psbs', 'recovered', 'over', 'rs', '4', '18', 'lakh', 'cr', 'related', 'to', 'frauds', 'defaults', 'in', 'last', '3', 'fiscals', 'minister']",psbs recovered over rs 4 18 lakh cr related to frauds defaults in last 3 fiscals minister
"['ahead', 'of', 'market', '12', 'things', 'that', 'will', 'decide', 'stock', 'action', 'on', 'wednesday']",ahead of market 12 things that will decide stock action on wednesday
"['sii', 'may', 'cut', 'covishields', 'monthly', 'production', 'by', 'half', 'amid', 'demand', 'slump']",sii may cut covishields monthly production by half amid demand slump
"['omicron', 'variant', 'almost', 'certainly', 'not', 'more', 'severe', 'than', 'delta', 'anthony', 'fauci']",omicron variant almost certainly not more severe than delta anthony fauci
"['france', 'arrests', 'suspected', 'member', 'of', 'khashoggi', 'murder', 'squad']",france arrests suspected member of khashoggi murder squad
"['over', '90', 'pc', 'renewable', 'energy', 'projects', 'received', 'investment', 'grade', 'ratings', 'in', '2020']",over 90 pc renewable energy projects received investment grade ratings in 2020
"['dollar', 'industries', 'finds', 'new', 'jv', 'partner', 'to', 'focus', 'on', 'premium', 'knitwear', 'segment']",dollar industries finds new jv partner to focus on premium knitwear segment
"['florintree', 'advisors', 'promoters', 'to', 'infuse', 'rs', '225', 'crore', 'in', 'satin', 'creditcare', 'network']",florintree advisors promoters to infuse rs 225 crore in satin creditcare network
"['new', 'data', 'shows', 'gsk', 'vir', 'drug', 'works', 'against', 'all', 'omicron', 'mutations']",new data shows gsk vir drug works against all omicron mutations
"['delhi', 'pollution', 'air', 'quality', 'improves', 'considerably', 'with', 'increased', 'wind', 'speed']",delhi pollution air quality improves considerably with increased wind speed
"['delhi', 'reports', '51', 'covid', '19', 'cases', 'zero', 'deaths', 'on', 'tuesday', 'positivity', 'rate', '0', '1']",delhi reports 51 covid 19 cases zero deaths on tuesday positivity rate 0 1
"['amarinder', 'singh', 'sad', 'question', 'ajay', 'makens', 'appointment', 'to', 'key', 'poll', 'panel', 'of', 'congress']",amarinder singh sad question ajay makens appointment to key poll panel of congress
"['delhi', 'ban', 'on', 'truck', 'entry', 'to', 'continue', 'till', 'further', 'orders', 'say', 'officials']",delhi ban on truck entry to continue till further orders say officials
"['trade', 'setup', 'sustaining', 'above', '100', 'dma', 'key', 'for', 'further', 'short', 'covering', 'rally', 'in', 'nifty50']",trade setup sustaining above 100 dma key for further short covering rally in nifty50
"['nagaland', 'govt', 'calls', 'for', 'peace', 'himanta', 'biswa', 'sarma', 'to', 'visit', 'kohima', 'on', 'december', '9']",nagaland govt calls for peace himanta biswa sarma to visit kohima on december 9
"['plastic', 'manufacturing', 'industry', 'can', 'up', 'turnover', 'to', 'rs', '10', 'trillion', 'in', '5', 'yrs', 'reduce', 'import', 'dependence', 'piyush', 'goyal']",plastic manufacturing industry can up turnover to rs 10 trillion in 5 yrs reduce import dependence piyush goyal
"['lynkey', 'announces', 'tokenization', 'and', 'nfts', 'for', 'properties', 'worth', '8', 'bn']",lynkey announces tokenization and nfts for properties worth 8 bn
"['trai', 'directs', 'telcos', 'to', 'allow', 'smses', 'for', 'porting', 'under', 'any', 'plan']",trai directs telcos to allow smses for porting under any plan
"['contract', 'staffing', 'attrition', 'to', 'reach', '49', 'by', 'fy22', 'end', 'report']",contract staffing attrition to reach 49 by fy22 end report
"['pm', 'modi', 'attacks', 'samajwadi', 'party', 'says', 'those', 'wearing', 'red', 'caps', 'are', 'red', 'alert', 'for', 'up']",pm modi attacks samajwadi party says those wearing red caps are red alert for up
"['hyundai', 'motor', 'distributes', 'relief', 'materials', 'to', 'people', 'affected', 'in', 'recent', 'floods']",hyundai motor distributes relief materials to people affected in recent floods
"['spice', 'money', 'further', 'bolsters', 'leadership', 'team', 'to', 'fast', 'track', 'growth']",spice money further bolsters leadership team to fast track growth
"['over', '129', 'crore', 'covid', 'vaccine', 'doses', 'administered', 'in', 'india', 'so', 'far', 'says', 'government']",over 129 crore covid vaccine doses administered in india so far says government
"['us', 'considering', 'options', 'for', 'evacuating', 'americans', 'from', 'ukraine', 'if', 'russia', 'invades']",us considering options for evacuating americans from ukraine if russia invades
"['ebikego', 'acquires', 'manufacturing', 'marketing', 'rights', 'for', 'european', 'e', 'scooter', 'muvi', 'from', 'torrot']",ebikego acquires manufacturing marketing rights for european e scooter muvi from torrot
"['explosion', 'in', 'afghanistans', 'capital', 'kabul']",explosion in afghanistans capital kabul
"['congress', 'mp', 'from', 'punjab', 'alleges', 'centre', 'wants', 'to', 'control', 'state', 'through', 'bsf']",congress mp from punjab alleges centre wants to control state through bsf
"['us', 'trade', 'deficit', 'narrows', 'in', 'october', 'as', 'exports', 'rebound']",us trade deficit narrows in october as exports rebound
"['cii', 'makes', 'case', 'for', 'replacing', 'bank', 'guarantees', 'with', 'surety', 'bonds', 'in', 'infra', 'sector']",cii makes case for replacing bank guarantees with surety bonds in infra sector
"['kmc', 'polls', 'bjp', 'vows', 'to', 'set', 'up', 'innovative', 'schemes', 'if', 'voted', 'to', 'power']",kmc polls bjp vows to set up innovative schemes if voted to power
"['mamata', 'banerjee', 'expresses', 'concern', 'about', 'bsf', 'activities', 'in', 'west', 'bengal']",mamata banerjee expresses concern about bsf activities in west bengal
"['rohingya', 'refugees', 'sue', 'facebook', 'for', '150', 'billion', 'over', 'myanmar', 'violence']",rohingya refugees sue facebook for 150 billion over myanmar violence
"['pli', 'scheme', 'in', 'food', 'processing', 'to', 'go', 'a', 'long', 'way', 'in', 'creating', 'large', 'scale', 'capacity', 'fmcg', 'cos']",pli scheme in food processing to go a long way in creating large scale capacity fmcg cos
"['ox', 'and', 'buffalo', 'cannot', 'be', 'yoked', 'together', 'says', 'up', 'animal', 'husbandry', 'minister', 'on', 'sp', 'rld', 'alliance']",ox and buffalo cannot be yoked together says up animal husbandry minister on sp rld alliance
"['indian', 'origin', 'usaf', 'doctor', 'anil', 'menon', 'among', '10', 'chosen', 'by', 'nasa', 'for', 'as', 'astronauts', 'future', 'missions']",indian origin usaf doctor anil menon among 10 chosen by nasa for as astronauts future missions
"['govt', 'extends', 'time', 'limit', 'up', 'to', 'december', '31', 'for', 'submission', 'of', 'life', 'certificate', 'by', 'pensioners']",govt extends time limit up to december 31 for submission of life certificate by pensioners
"['air', 'quality', 'panel', 'orders', 'immediate', 'closure', 'of', 'ncr', 'industries', 'not', 'using', 'cleaner', 'fuels']",air quality panel orders immediate closure of ncr industries not using cleaner fuels
"['states', 'borrowing', 'cost', 'again', 'on', 'a', 'song', 'hits', '1', 'month', 'high', 'at', '6', '80']",states borrowing cost again on a song hits 1 month high at 6 80
"['india', 'russia', 'maiden', '2', '2', 'explore', 'coop', 'in', 'afghanistan', 'c', 'asia', 'west', 'asia', 'asean']",india russia maiden 2 2 explore coop in afghanistan c asia west asia asean
"['indian', 'vc', 'firms', 'betting', 'big', 'on', 'web', '3', '0', 'startups']",indian vc firms betting big on web 3 0 startups
"['no', 'interim', 'relief', 'be', 'granted', 'to', 'ed', 'officials', 'in', 'local', 'fir', 'west', 'bengal', 'government', 'tells', 'delhi', 'high', 'court']",no interim relief be granted to ed officials in local fir west bengal government tells delhi high court
"['india', 'seeks', 'russia', 'as', 'responsive', 'partner', 'extends', 'defence', 'pact']",india seeks russia as responsive partner extends defence pact
