headlines,headline_text
"['assam', 'delimitation', 'proposal', 'election', 'commission', 'overlooked', 'supreme', 'court', 'says', 'gaurav', 'gogoi']",assam delimitation proposal election commission overlooked supreme court says gaurav gogoi
"['barbie', 'beats', 'the', 'dark', 'knight', 'another', 'christopher', 'nolan', 'film', 'to', 'be', 'no', '1', 'domestic', 'film', 'of', 'warner', 'bros']",barbie beats the dark knight another christopher nolan film to be no 1 domestic film of warner bros
"['tejas', 'bags', '7492', 'crore', 'bsnl', 'contract']",tejas bags 7492 crore bsnl contract
"['jadavpur', 'university', 'ragging', 'death', 'case', 'nine', 'students', 'ex', 'students', 'held']",jadavpur university ragging death case nine students ex students held
"['indias', 'digital', 'advertising', 'revenue', 'is', 'on', 'a', 'rise']",indias digital advertising revenue is on a rise
"['vodafone', 'idea', 'expects', 'to', 'close', 'external', 'equity', 'funding', 'in', 'december', 'quarter']",vodafone idea expects to close external equity funding in december quarter
['kg'],kg
"['improving', 'the', 'ease', 'of', 'exit', 'for', 'businesses']",improving the ease of exit for businesses
"['atlantic', 'city', 'airshow', '2023', 'see', 'event', 'details', 'viewing', 'spots', 'schedule', 'and', 'more']",atlantic city airshow 2023 see event details viewing spots schedule and more
"['wooing', 'dalits', 'up', 'congress', 'highlights', 'constitution', 'as', 'joint', 'vision', 'of', 'nehru', 'ambedkar']",wooing dalits up congress highlights constitution as joint vision of nehru ambedkar
"['august', '2023', 'pokemon', 'go', 'spotlight', 'hour', 'schedule', 'revealed', 'venonat', 'vulpix', 'paras', 'and', 'more', 'to', 'shine']",august 2023 pokemon go spotlight hour schedule revealed venonat vulpix paras and more to shine
"['anti', 'ragging', 'laws', 'in', 'india', 'need', 'an', 'upgrade']",anti ragging laws in india need an upgrade
"['of', 'liking', 'countries', 'patriots', 'dont', 'like']",of liking countries patriots dont like
"['are', 'you', 'ready']",are you ready
"['bjp', 'cec', 'takes', 'stock', 'of', 'election', 'preparations', 'for', 'madhya', 'pradesh', 'chhattisgarh']",bjp cec takes stock of election preparations for madhya pradesh chhattisgarh
"['vanderpump', 'rules', 'raquel', 'leviss', 'says', 'bravo', 'exploited', 'scandoval', 'havent', 'seen', 'a', 'single', 'penny']",vanderpump rules raquel leviss says bravo exploited scandoval havent seen a single penny
"['breakout', 'stocks', 'how', 'cochin', 'shipyard', 'kalyan', 'jewellers', 'and', 'indigo', 'are', 'looking', 'on', 'charts', 'for', 'thursdays', 'trade']",breakout stocks how cochin shipyard kalyan jewellers and indigo are looking on charts for thursdays trade
"['european', 'showdown', 'england', 'vs', 'spain', 'in', 'the', 'world', 'cup', 'final', 'heres', 'everything', 'you', 'need', 'to', 'know']",european showdown england vs spain in the world cup final heres everything you need to know
"['repco', 'home', 'finance', 'eyes', 'rs', '14000', 'cr', 'aum', 'this', 'fy', 'md', 'ceo']",repco home finance eyes rs 14000 cr aum this fy md ceo
"['test', 'for', 'govt', 'jobs', 'in', '15', 'languages', 'so', 'that', 'youth', 'dont', 'miss', 'opportunity', 'union', 'minister', 'jitendra', 'singh']",test for govt jobs in 15 languages so that youth dont miss opportunity union minister jitendra singh
"['former', 'drdo', 'chief', 'v', 's', 'arunachalam', 'passes', 'away', 'in', 'us']",former drdo chief v s arunachalam passes away in us
"['fm', 'invites', 'jbic', 'for', 'engagement', 'with', 'niif', 'exim', 'bank', 'of', 'india']",fm invites jbic for engagement with niif exim bank of india
