headlines,headline_text
"['view', 'there', 'are', 'some', 'worrisome', 'aspects', 'noticeable', 'in', 'the', 'post', 'pandemic', 'edtech', 'sector']",view there are some worrisome aspects noticeable in the post pandemic edtech sector
"['manipur', 'landslide', 'death', 'toll', 'rises', 'to', '42', '20', 'still', 'missing']",manipur landslide death toll rises to 42 20 still missing
"['peter', 'brook', 'death', 'exit', 'from', 'stage', 'a', 'maha', 'leela', 'maker']",peter brook death exit from stage a maha leela maker
"['gratitude', 'is', 'beatitude']",gratitude is beatitude
"['pm', 'modi', 'reaches', 'out', 'to', 'pasmanda', 'muslims', 'asks', 'cadre', 'not', 'to', 'make', 'mistakes', 'of', 'opposition']",pm modi reaches out to pasmanda muslims asks cadre not to make mistakes of opposition
"['why', 'mpc', 'should', 'explain', 'its', 'failure', 'to', 'contain', 'inflation', 'to', 'parliament', 'not', 'to', 'govt']",why mpc should explain its failure to contain inflation to parliament not to govt
"['us', 'court', 'signals', 'red', 'for', 'green', 'action']",us court signals red for green action
"['defence', 'ministry', 'considering', 'medical', 'safeguards', 'for', 'injured', 'agniveers']",defence ministry considering medical safeguards for injured agniveers
"['passing', 'on', 'the', 'oil', 'tax', 'giveaway', 'parcel']",passing on the oil tax giveaway parcel
"['covid', '19', 'delhi', 'recorded', '648', 'fresh', 'cases', '5', 'more', 'deaths']",covid 19 delhi recorded 648 fresh cases 5 more deaths
"['shinde', 'government', 'in', 'maharashtra', 'may', 'collapse', 'in', 'next', 'six', 'months', 'be', 'ready', 'for', 'mid', 'term', 'polls', 'ncp', 'chief', 'sharad', 'pawar']",shinde government in maharashtra may collapse in next six months be ready for mid term polls ncp chief sharad pawar
"['two', 'let', 'terrorists', 'overpowered', 'by', 'villagers', 'handed', 'over', 'to', 'police', 'in', 'jammu', 'and', 'kashmirs', 'reasi']",two let terrorists overpowered by villagers handed over to police in jammu and kashmirs reasi
"['bjp', 'adopts', 'statement', 'against', 'trs', 'rule', 'in', 'telangana', 'at', 'national', 'executive', 'meet']",bjp adopts statement against trs rule in telangana at national executive meet
"['wonder', 'if', 'maharashtra', 'speakers', 'election', 'held', 'with', 'proper', 'procedure', 'shiv', 'sena']",wonder if maharashtra speakers election held with proper procedure shiv sena
"['i', 'will', 'become', 'a', 'dictator', 'take', 'action', 'says', 'tamil', 'nadu', 'cm', 'm', 'k', 'stalin']",i will become a dictator take action says tamil nadu cm m k stalin
"['heavy', 'security', 'for', 'pm', 'modis', 'visit', 'to', 'ap', 'on', 'monday']",heavy security for pm modis visit to ap on monday
"['covid', '19', 'mumbai', 'reports', '761', 'fresh', 'cases', 'three', 'deaths', 'active', 'count', '7671']",covid 19 mumbai reports 761 fresh cases three deaths active count 7671
"['maha', 'logs', '2962', 'covid', '19', 'cases', 'six', 'fatalities']",maha logs 2962 covid 19 cases six fatalities
"['cooking', 'up', 'possibilities', 'for', 'the', 'differently', 'abled', 'this', 'chennai', 'museum', 'finds', 'different', 'ways', 'to', 'accomplish', 'simple', 'kitchen', 'tasks']",cooking up possibilities for the differently abled this chennai museum finds different ways to accomplish simple kitchen tasks
"['congress', 'bjp', 'in', 'war', 'of', 'words', 'after', 'arrested', 'let', 'terrorist', 'linked', 'to', 'saffron', 'party']",congress bjp in war of words after arrested let terrorist linked to saffron party
"['delhi', 'government', 'adds', 'jagannath', 'puri', 'yatra', 'under', 'its', 'free', 'pilgrimage', 'scheme']",delhi government adds jagannath puri yatra under its free pilgrimage scheme
"['death', 'count', 'in', 'manipur', 'landslide', 'rises', 'to', '37', 'more', 'rains', 'affect', 'search', 'for', 'missing', '25']",death count in manipur landslide rises to 37 more rains affect search for missing 25
"['covid', '19', 'gujarat', 'reports', '456', 'covid', '19', 'cases', 'tally', 'rises', 'to', '1233698']",covid 19 gujarat reports 456 covid 19 cases tally rises to 1233698
"['kerala', 'records', '3322', 'new', 'covid', '19', 'cases']",kerala records 3322 new covid 19 cases
"['security', 'breach', 'at', 'mamata', 'banerjees', 'residence', 'trespasser', 'being', 'interrogated']",security breach at mamata banerjees residence trespasser being interrogated
"['nda', 'govt', 'striving', 'to', 'bring', 'positive', 'change', 'to', 'every', 'indian', 'pm', 'modi']",nda govt striving to bring positive change to every indian pm modi
"['special', 'treatment', 'for', 'tesla', 'not', 'in', 'indias', 'interest', 'olas', 'bhavish', 'aggarwal', 'report', 'says']",special treatment for tesla not in indias interest olas bhavish aggarwal report says
"['general', 'secretary', 'post', 'will', 'be', 'revived', 'aiadmk']",general secretary post will be revived aiadmk
"['pm', 'modi', 'calls', 'for', 'fulfilment', 'of', 'all', 'instead', 'of', 'appeasement', 'politics']",pm modi calls for fulfilment of all instead of appeasement politics
