headlines,headline_text
"['book', 'of', 'jobs', 'rewritten']",book of jobs rewritten
"['maharashtra', 'govt', 'hikes', 'reward', 'money', 'for', 'medal', 'winners', 'of', 'commonwealth', 'games']",maharashtra govt hikes reward money for medal winners of commonwealth games
"['in', 'keeping', 'with', 'fruitful', 'ambiguity']",in keeping with fruitful ambiguity
"['when', 'sam', 'sung', 'proudly', 'sold', 'iphones']",when sam sung proudly sold iphones
"['view', 'theres', 'new', 'energy', 'in', 'opposition', 'space', 'but', '2024', 'polls', 'is', 'unlikely', 'to', 'mirror', '1989', 'elections']",view theres new energy in opposition space but 2024 polls is unlikely to mirror 1989 elections
"['two', 'trailblazers', 'who', 'symbolise', 'the', 'evolution', 'of', 'indias', 'post', 'liberalisation', 'financial', 'markets']",two trailblazers who symbolise the evolution of indias post liberalisation financial markets
"['airlines', 'have', 'only', 'one', 'way', 'to', 'go', 'up']",airlines have only one way to go up
"['the', 'many', 'uses', 'of', 'alternative', 'farming']",the many uses of alternative farming
"['asia', 'cup', 'begins', 'tonight', 'chance', 'for', 'teams', 'to', 'test', 'preparedness', 'for', 't20', 'world', 'cup']",asia cup begins tonight chance for teams to test preparedness for t20 world cup
"['investigate', 'the', 'word', 'i']",investigate the word i
"['pendency', 'of', 'cases', 'a', 'huge', 'challenge', 'says', 'outgoing', 'cji', 'n', 'v', 'ramana']",pendency of cases a huge challenge says outgoing cji n v ramana
"['sc', 'holds', 'in', 'case', 'of', 'conflict', 'insolvency', 'and', 'bankruptcy', 'code', 'prevails', 'over', 'customs', 'act']",sc holds in case of conflict insolvency and bankruptcy code prevails over customs act
"['wall', 'street', 'reacts', 'to', 'powell', 'very', 'clear', 'pushback', 'on', '2023', 'fed', 'pivot']",wall street reacts to powell very clear pushback on 2023 fed pivot
"['gnas', 'dna', 'modi', 'fied', 'his', 'remote', 'control', 'in', 'hands', 'of', 'modi', 'congress', 'on', 'azads', 'resignation']",gnas dna modi fied his remote control in hands of modi congress on azads resignation
"['alia', 'bhatts', 'pregnancy', 'glow', 'illuminates', 'her', 'latest', 'photos', 'kareena', 'kapoor', 'khan', 'reacts']",alia bhatts pregnancy glow illuminates her latest photos kareena kapoor khan reacts
"['american', 'football', 'punter', 'matt', 'araiza', '2', 'others', 'accused', 'of', 'gang', 'rape']",american football punter matt araiza 2 others accused of gang rape
