headlines,headline_text
"['view', 'why', 'govts', 'recent', 'fdi', 'move', 'may', 'not', 'bode', 'well', 'for', 'the', 'indian', 'economy']",view why govts recent fdi move may not bode well for the indian economy
"['odisha', 'to', 'have', 'a', 'covid', '19', 'hospital', 'in', 'each', 'district']",odisha to have a covid 19 hospital in each district
"['spain', 'extends', 'lockdown', 'by', 'two', 'weeks', 'to', 'may', '9']",spain extends lockdown by two weeks to may 9
"['government', 'preparing', 'to', 'return', 'to', 'office', 'but', 'with', 'caveats']",government preparing to return to office but with caveats
"['states', 'highlight', 'cost', 'and', 'labour', 'concerns']",states highlight cost and labour concerns
"['home', 'ministry', 'issues', 'standard', 'operating', 'procedure', 'for', 'stranded', 'labourers']",home ministry issues standard operating procedure for stranded labourers
"['great', 'wall', 'for', 'china', 'shaping', 'chinas', 'misbehaviour']",great wall for china shaping chinas misbehaviour
"['indigo', 'closes', 'bookings', 'till', 'may', '31']",indigo closes bookings till may 31
"['countries', 'take', 'steps', 'to', 'forge', 'a', 'common', 'position', 'against', 'beijings', 'economic', 'might']",countries take steps to forge a common position against beijings economic might
"['strict', 'vetting', 'of', 'proposals', 'from', 'neighbours', 'home', 'ministry']",strict vetting of proposals from neighbours home ministry
"['supreme', 'court', 'explores', 'ways', 'to', 'set', 'up', 'more', 'virtual', 'courts', 'to', 'ensure', 'justice', 'delivery']",supreme court explores ways to set up more virtual courts to ensure justice delivery
"['telangana', 'extends', 'lockdown', 'till', 'may', '7']",telangana extends lockdown till may 7
"['rbi', 'buys', 'govt', 'bonds', 'in', 'secondary', 'market', 'signals', 'debt', 'monetisation']",rbi buys govt bonds in secondary market signals debt monetisation
"['delhi', 'police', 'distributes', 'record', 'five', 'million', 'food', 'packets', 'among', 'poor']",delhi police distributes record five million food packets among poor
"['it', 'will', 'be', 'months', 'not', 'years', 'for', 'the', 'us', 'economy', 'to', 'be', 'back', 'on', 'track', 'top', 'us', 'official']",it will be months not years for the us economy to be back on track top us official
"['eu', 'commissioner', 'slams', 'europes', 'morbid', 'dependency', 'on', 'china']",eu commissioner slams europes morbid dependency on china
"['maharashtra', 'records', '552', 'new', 'cases', 'state', 'covid', '19', 'tally', '4200']",maharashtra records 552 new cases state covid 19 tally 4200
"['army', 'takes', 'over', 'narela', 'quarantine', 'facility', 'during', 'daytime']",army takes over narela quarantine facility during daytime
"['covid', '19', 'deepika', 'padukone', 'to', 'discuss', 'mental', 'health', 'with', 'who', 'chief']",covid 19 deepika padukone to discuss mental health with who chief
"['karnataka', 'govt', 'extends', 'coronavirus', 'lockdown', 'till', 'april', '21', 'midnight']",karnataka govt extends coronavirus lockdown till april 21 midnight
"['small', 'medium', 'enterprises', 'should', 'act', 'prudently', 'avoid', 'over', 'leveraging', 'sbi', 'chief']",small medium enterprises should act prudently avoid over leveraging sbi chief
"['lok', 'sabha', 'secretariat', 'to', 'resume', 'work', 'from', 'monday']",lok sabha secretariat to resume work from monday
"['99', 'institutes', 'willing', 'to', 'take', 'part', 'in', 'clinical', 'trial', 'of', 'plasma', 'therapy', 'for', 'covid', '19', 'treatment', 'icmr']",99 institutes willing to take part in clinical trial of plasma therapy for covid 19 treatment icmr
"['dgca', 'bars', 'airlines', 'from', 'booking', 'tickets', 'beyond', 'may', '3', '2020']",dgca bars airlines from booking tickets beyond may 3 2020
"['punjab', 'government', 'will', 'not', 'relax', 'lockdown', 'till', 'may', '3', 'cm']",punjab government will not relax lockdown till may 3 cm
"['covid', '19', 'govt', 'forms', 'database', 'of', 'healthcare', 'professionals', 'volunteers', 'to', 'manage', 'human', 'resource']",covid 19 govt forms database of healthcare professionals volunteers to manage human resource
"['tamil', 'nadu', 'sees', 'a', 'steep', 'spike', 'in', 'covid', '19', 'cases', 'reports', '105', 'cases']",tamil nadu sees a steep spike in covid 19 cases reports 105 cases
"['government', 'covid', 'response', 'has', 'instilled', 'confidence', 'in', 'people', 'assam', 'cm']",government covid response has instilled confidence in people assam cm
"['transported', '1150', 'tonnes', 'of', 'medical', 'items', 'during', 'lockdown', 'rlys']",transported 1150 tonnes of medical items during lockdown rlys
"['spicejet', 'to', 'send', 'select', 'staff', 'on', 'leave', 'without', 'pay']",spicejet to send select staff on leave without pay
"['taxpayers', 'can', 'avail', 'benefits', 'of', 'investments', 'done', 'till', '30th', 'june', 'for', 'fy20', 'clarifies', 'cbdt']",taxpayers can avail benefits of investments done till 30th june for fy20 clarifies cbdt
"['mobile', 'phone', 'firms', 'hopeful', 'of', 'starting', 'partial', 'production', 'by', 'month', 'end']",mobile phone firms hopeful of starting partial production by month end
"['tussle', 'over', 'utilisation', 'of', 'rs', '23000', 'crores', 'of', 'district', 'mineral', 'foundation', 'fund', 'towards', 'covid', '19', 'relief', 'aid']",tussle over utilisation of rs 23000 crores of district mineral foundation fund towards covid 19 relief aid
"['rbi', 'measures', 'for', 'nbfcs', 'unlikely', 'to', 'boost', 'credit', 'flow', 'to', 'broader', 'economy', 'moodys']",rbi measures for nbfcs unlikely to boost credit flow to broader economy moodys
"['air', 'india', 'stops', 'bookings', 'after', 'aviation', 'ministers', 'advice']",air india stops bookings after aviation ministers advice
"['lockdown', 'day', '26', 'litmus', 'test', 'is', 'almost', 'here']",lockdown day 26 litmus test is almost here
"['tn', 'karnataka', 'defer', 'decision', 'on', 'opening', 'industry']",tn karnataka defer decision on opening industry
"['transporters', 'say', 'not', 'able', 'to', 'sustain', 'highway', 'toll', 'charges']",transporters say not able to sustain highway toll charges
"['covid', '19', 'shipping', 'min', 'seeks', 'govt', 'intervention', 'for', 'recognition', 'of', 'electronic', 'trade', 'documents']",covid 19 shipping min seeks govt intervention for recognition of electronic trade documents
"['selective', 'relaxation', 'in', 'non', 'containment', 'areas', 'from', 'april', '20', 'health', 'ministry']",selective relaxation in non containment areas from april 20 health ministry
"['no', 'cut', 'in', 'government', 'pensions', 'finance', 'ministry']",no cut in government pensions finance ministry
"['lockdown', 'to', 'have', 'huge', 'impact', 'on', 'heavy', 'appliances', 'sector', 'godrej']",lockdown to have huge impact on heavy appliances sector godrej
"['all', 'students', 'from', 'class', '1', 'to', '9', 'and', '11', 'promoted', 'to', 'next', 'class', 'tripura', 'minister']",all students from class 1 to 9 and 11 promoted to next class tripura minister
"['govt', 'launches', 'igot', 'portal', 'to', 'train', 'doctors', 'health', 'care', 'workers', 'to', 'combat', 'covid', '19']",govt launches igot portal to train doctors health care workers to combat covid 19
"['rs', '36659', 'crore', 'transferred', 'to', '16', 'crore', 'beneficiaries', 'using', 'dbt', 'during', 'covid', '19', 'lockdown']",rs 36659 crore transferred to 16 crore beneficiaries using dbt during covid 19 lockdown
"['nhai', 'turns', 'lockdown', 'into', 'opportunity', 'to', 'redress', 'disputes', 'review', 'projects', 'on', 'war', 'footing']",nhai turns lockdown into opportunity to redress disputes review projects on war footing
"['allowing', 'sale', 'of', 'non', 'essential', 'items', 'might', 'impact', 'lockdown', 'situation', 'extremely', 'dynamic', 'mha']",allowing sale of non essential items might impact lockdown situation extremely dynamic mha
"['barring', 'delivery', 'of', 'non', 'essentials', 'by', 'e', 'commerce', 'will', 'disappoint', 'consumers', 'small', 'businesses', 'amazon', 'india']",barring delivery of non essentials by e commerce will disappoint consumers small businesses amazon india
"['ahead', 'of', 'market', '12', 'things', 'that', 'will', 'decide', 'stock', 'action', 'on', 'monday']",ahead of market 12 things that will decide stock action on monday
"['stranded', 'labourers', 'to', 'be', 'allowed', 'to', 'move', 'within', 'state', 'during', 'lockdown', 'with', 'conditions']",stranded labourers to be allowed to move within state during lockdown with conditions
"['no', 'active', 'covid', '19', 'case', 'in', 'goa', 'all', '7', 'patients', 'discharged']",no active covid 19 case in goa all 7 patients discharged
"['the', 'decision', 'to', 'tighten', 'fdi', 'norms', 'for', 'investors', 'from', 'neighbouring', 'countries', 'timely', 'experts']",the decision to tighten fdi norms for investors from neighbouring countries timely experts
"['lockdown', 'cbse', 'to', 'assess', 'loss', 'of', 'time', 'for', 'students', 'rationalise', 'syllabus', 'for', 'classes', '9', '12']",lockdown cbse to assess loss of time for students rationalise syllabus for classes 9 12
"['iran', 'will', 'give', 'a', 'decisive', 'response', 'to', 'any', 'mistake', 'by', 'the', 'us', 'in', 'the', 'gulf', 'revolutionary', 'guards', 'navy']",iran will give a decisive response to any mistake by the us in the gulf revolutionary guards navy
"['india', 'carrying', 'out', 'targeted', 'strikes', 'on', 'terror', 'launch', 'pads', 'along', 'loc', 'defence', 'minister']",india carrying out targeted strikes on terror launch pads along loc defence minister
"['up', 'five', 'member', 'panel', 'to', 'create', 'employment', 'for', 'labourers']",up five member panel to create employment for labourers
"['moratorium', '10', 'provisioning', 'may', 'shave', 'rs', '35000', 'cr', 'off', 'bank', 'profits']",moratorium 10 provisioning may shave rs 35000 cr off bank profits
"['allowing', 'e', 'tailers', 'to', 'supply', 'only', 'essentials', 'to', 'create', 'level', 'playing', 'field', 'for', 'small', 'retailers', 'goyal']",allowing e tailers to supply only essentials to create level playing field for small retailers goyal
"['group', 'of', 'non', 'bank', 'lenders', 'to', 'issue', 'pooled', 'debt', 'instruments']",group of non bank lenders to issue pooled debt instruments
"['no', 'new', 'case', 'in', '54', 'districts', 'across', '23', 'states', 'and', 'uts', 'in', 'last', '14', 'days', 'health', 'ministry']",no new case in 54 districts across 23 states and uts in last 14 days health ministry
"['india', 'asks', 'pakistan', 'to', 'look', 'into', 'reasons', 'behind', 'collapse', 'of', 'domes', 'of', 'kartarpur', 'gurudwara']",india asks pakistan to look into reasons behind collapse of domes of kartarpur gurudwara
"['esaf', 'small', 'finance', 'bank', 'expresses', 'commitment', 'for', 'listing']",esaf small finance bank expresses commitment for listing
"['harvesting', 'peaks', 'sowing', 'continues', 'for', 'summer', 'crops', 'during', 'lock', 'down']",harvesting peaks sowing continues for summer crops during lock down
"['more', 'relaxations', 'in', 'offing', 'if', 'country', 'continues', 'to', 'manage', 'covid', '19', 'well', 'prakash', 'javadekar']",more relaxations in offing if country continues to manage covid 19 well prakash javadekar
"['coronavirus', 'crisis', 'biggest', 'invisible', 'war', 'armed', 'forces', 'and', 'military', 'assets', 'adequately', 'protected', 'rajnath', 'singh']",coronavirus crisis biggest invisible war armed forces and military assets adequately protected rajnath singh
"['hilton', 'hotels', 'serving', 'select', 'food', 'items', 'at', 'doorsteps', 'via', 'zomato', 'and', 'swiggy', 'during', 'lockdown']",hilton hotels serving select food items at doorsteps via zomato and swiggy during lockdown
"['global', 'coronavirus', 'death', 'toll', 'tops', '160000']",global coronavirus death toll tops 160000
"['smes', 'to', 'gain', 'maximum', 'from', 'rs', '1', 'lakh', 'cr', 'liquidity', 'boost', 'to', 'nbfcs', 'hfcs']",smes to gain maximum from rs 1 lakh cr liquidity boost to nbfcs hfcs
"['havent', 'received', 'any', 'govt', 'notice', 'on', 'bookings', 'open', 'from', 'may', '4', 'vistara', 'airasia', 'india']",havent received any govt notice on bookings open from may 4 vistara airasia india
"['514', 'new', 'coronavirus', 'cases', 'in', 'pakistan', 'total', 'infection', 'increase', 'to', '7993']",514 new coronavirus cases in pakistan total infection increase to 7993
"['capfs', 'direct', 'units', 'to', 'take', 'care', 'of', 'families', 'of', 'slain', 'troops', 'retired', 'personnel', 'during', 'covid', '19', 'lockdown']",capfs direct units to take care of families of slain troops retired personnel during covid 19 lockdown
"['deputy', 'secretaries', 'and', 'above', 'level', 'officers', 'to', 'join', 'offices', 'from', 'monday']",deputy secretaries and above level officers to join offices from monday
"['mnre', 'urges', 'states', 'to', 'provide', 'incentives', 'to', 'manufacturers']",mnre urges states to provide incentives to manufacturers
"['olympics', 'postponed', 'but', 'not', 'training', 'coaches', 'go', 'virtual', 'to', 'keep', 'boxers', 'fit', 'fine']",olympics postponed but not training coaches go virtual to keep boxers fit fine
"['hdfc', 'bank', 'marginally', 'misses', 'earnings', 'estimates', 'key', 'q4', 'takeaways']",hdfc bank marginally misses earnings estimates key q4 takeaways
"['goair', 'employees', 'to', 'go', 'on', 'leave', 'without', 'pay', 'till', 'may', '3']",goair employees to go on leave without pay till may 3
"['goair', 'employees', 'to', 'go', 'on', 'leave', 'without', 'pay', 'on', 'a', 'rotational', 'basis', 'till', 'may', '3']",goair employees to go on leave without pay on a rotational basis till may 3
"['infosys', 'q4', 'earnings', 'preview', 'focus', 'is', 'on', 'commentary', 'fy21', 'guidance']",infosys q4 earnings preview focus is on commentary fy21 guidance
"['manipur', 'has', 'no', 'covid', '19', 'positive', 'case', 'as', 'of', 'sunday', 'says', 'cm']",manipur has no covid 19 positive case as of sunday says cm
"['india', 'should', 'take', 'measured', 'approach', 'with', 'stimulus', 'packages', 'to', 'deal', 'with', 'covid', '19', 'arvind', 'panagariya']",india should take measured approach with stimulus packages to deal with covid 19 arvind panagariya
"['tanishq', 'brings', 'akshaya', 'tritiya', 'online', 'this', 'year']",tanishq brings akshaya tritiya online this year
"['govt', 'to', 'take', 'decision', 'on', 'resuming', 'train', 'airline', 'services', 'any', 'discussion', 'futile', 'prakash', 'javadekar']",govt to take decision on resuming train airline services any discussion futile prakash javadekar
"['saudi', 'top', 'religious', 'authority', 'recommends', 'home', 'prayers', 'in', 'ramadan', 'amid', 'coronavirus']",saudi top religious authority recommends home prayers in ramadan amid coronavirus
"['acc', 'q4', 'earnings', 'preview', 'sales', 'to', 'shrink', 'in', 'double', 'digits', 'margins', 'to', 'cushion', 'profit']",acc q4 earnings preview sales to shrink in double digits margins to cushion profit
"['priyanka', 'gandhi', 'urges', 'up', 'govt', 'to', 'evolve', 'plan', 'to', 'bring', 'back', 'migrant', 'workers']",priyanka gandhi urges up govt to evolve plan to bring back migrant workers
"['iit', 'team', 'develops', 'magnetic', 'ram', 'to', 'enable', 'higher', 'data', 'storage', 'faster', 'computation']",iit team develops magnetic ram to enable higher data storage faster computation
"['young', 'professionals', 'grappling', 'with', 'challenges', 'are', 'coming', 'up', 'with', 'interesting', 'workarounds']",young professionals grappling with challenges are coming up with interesting workarounds
"['steel', 'demand', 'to', 'fall', 'by', '7', '7', 'indian', 'steel', 'association']",steel demand to fall by 7 7 indian steel association
"['keeping', 'a', 'check', 'on', 'the', 'chinese']",keeping a check on the chinese
"['six', 'of', 'top', '10', 'firms', 'add', 'rs', '53702', 'crore', 'in', 'm', 'cap', 'icici', 'bank', 'leads']",six of top 10 firms add rs 53702 crore in m cap icici bank leads
"['passenger', 'vehicle', 'exports', 'log', 'marginal', 'growth', 'in', '2019', '20']",passenger vehicle exports log marginal growth in 2019 20
"['draft', 'e', 'com', 'sop', 'coo', 'responsible', 'for', 'meeting', 'norms', 'staff', 'to', 'download', 'aarogya', 'setu', 'app']",draft e com sop coo responsible for meeting norms staff to download aarogya setu app
"['govt', 'should', 'utilise', 'ifsc', 'platform', 'to', 'support', 'export', 'industry', 'officials']",govt should utilise ifsc platform to support export industry officials
"['broadway', 'star', 'nick', 'cordero', 'faces', 'leg', 'amputation', 'after', 'suffering', 'complications', 'from', 'coronavirus']",broadway star nick cordero faces leg amputation after suffering complications from coronavirus
"['india', 'covid', 'count', 'april', '19', '15712', 'confirmed', 'cases', '507', 'dead']",india covid count april 19 15712 confirmed cases 507 dead
"['no', 'plans', 'to', 'scale', 'down', 'coal', 'indias', 'fy21', 'production', 'target', 'amid', 'subdued', 'demand']",no plans to scale down coal indias fy21 production target amid subdued demand
"['domestic', 'auto', 'sales', 'may', 'drop', 'up', 'to', '25', 'this', 'fiscal', 'mg', 'motor', 'india']",domestic auto sales may drop up to 25 this fiscal mg motor india
"['twitter', 'linkedin', 'list', 'reliances', 'coronavirus', 'response', 'among', 'top', 'work', 'resonating', 'most']",twitter linkedin list reliances coronavirus response among top work resonating most
"['chidambaram', 'asks', 'govt', 'to', 'act', 'distribute', 'free', 'food', 'to', 'the', 'poor']",chidambaram asks govt to act distribute free food to the poor
"['recovered', 'covid', '19', 'patient', 'tests', 'positive', 'again', 'in', 'himachal']",recovered covid 19 patient tests positive again in himachal
"['covid', '19', 'drugs', 'with', 'less', 'than', '60', 'shelf', 'life', 'allowed', 'to', 'be', 'imported', 'on', 'condition']",covid 19 drugs with less than 60 shelf life allowed to be imported on condition
