headlines,headline_text
"['american', 'idol', '2023', 'finale', 'live', 'streaming', 'date', 'time', 'where', 'to', 'watch', 'finalists', 'of', 'season', '21']",american idol 2023 finale live streaming date time where to watch finalists of season 21
"['bjp', 'not', 'ready', 'to', 'face', 'assembly', 'elections', 'in', 'j', 'k', 'apni', 'party', 'chief', 'altaf', 'bukhari']",bjp not ready to face assembly elections in j k apni party chief altaf bukhari
"['view', 'track', 'the', 'muslim', 'curve', 'in', 'india', 'more', 'closely']",view track the muslim curve in india more closely
"['in', 'the', 'beginning', 'was', 'beatlemania']",in the beginning was beatlemania
"['donna', 'summer', 'didnt', 'even', 'smoke', 'yet', 'died', 'of', 'cancer', 'love', 'to', 'love', 'you', 'donna', 'summer', 'unfolds', 'that', 'chapter']",donna summer didnt even smoke yet died of cancer love to love you donna summer unfolds that chapter
"['amid', 'dating', 'rumours', 'with', 'matty', 'healy', 'taylor', 'swift', 'says', 'she', 'is', 'in', 'a', 'better', 'place', 'in', 'life']",amid dating rumours with matty healy taylor swift says she is in a better place in life
"['miley', 'cyrus', 'says', 'she', 'wont', 'tour', 'anymore', 'flowers', 'singer', 'reveals', 'reason']",miley cyrus says she wont tour anymore flowers singer reveals reason
"['up', 'and', 'all', 'over', 'with', 'down', 'under']",up and all over with down under
"['nothing', 'is', 'ugly']",nothing is ugly
"['significant', 'percentage', 'of', 'indians', 'fall', 'victim', 'to', 'online', 'travel', 'scams', 'report']",significant percentage of indians fall victim to online travel scams report
"['bjp', 'not', 'ready', 'to', 'face', 'assembly', 'polls', 'in', 'jk', 'apni', 'partys', 'bukhari']",bjp not ready to face assembly polls in jk apni partys bukhari
"['fast', 'x', 'box', 'office', 'collection', 'fast', 'and', 'furious', 'movie', 'sees', '2nd', 'best', 'worldwide', 'debut', 'of', '2023', 'after', 'the', 'super', 'mario', 'bros', 'movie']",fast x box office collection fast and furious movie sees 2nd best worldwide debut of 2023 after the super mario bros movie
"['cuet', 'ug', '2023', '77', 'attendance', 'on', 'first', 'day', 'nta', 'says', 'glitch', 'free', 'exam', 'barring', 'delays', 'at', 'few', 'centres']",cuet ug 2023 77 attendance on first day nta says glitch free exam barring delays at few centres
"['external', 'forces', 'interfering', 'with', 'state', 'bjps', 'functioning', 'biplab', 'kumar', 'deb']",external forces interfering with state bjps functioning biplab kumar deb
"['mexico', 'case', 'withdrawn', 'against', 'woman', 'who', 'was', 'sentenced', 'for', '6', 'years', 'for', 'killing', 'her', 'rapist']",mexico case withdrawn against woman who was sentenced for 6 years for killing her rapist
"['mp', 'man', 'booked', 'after', 'video', 'shows', 'him', 'torturing', 'peacock', 'by', 'plucking', 'feathers']",mp man booked after video shows him torturing peacock by plucking feathers
"['sbi', 'slow', 'in', 'procurement', 'from', 'gem', 'portal', 'lags', 'behind', 'smaller', 'counterparts', 'in', '2022', '23']",sbi slow in procurement from gem portal lags behind smaller counterparts in 2022 23
"['uk', 'opposition', 'calls', 'for', 'freeze', 'of', 'indian', 'rice', 'tycoons', 'donation', 'to', 'conservative', 'party']",uk opposition calls for freeze of indian rice tycoons donation to conservative party
