headlines,headline_text
"['prime', 'minister', 'modi', 'to', 'chair', 'high', 'level', 'meeting', 'on', 'ukraine', 'issue', 'tonight']",prime minister modi to chair high level meeting on ukraine issue tonight
"['lt', 'finance', 'ready', 'to', 'put', 'rs', '10', 'lakh', 'in', 'pm', 'fund', 'to', 'avoid', 'contempt', 'charges']",lt finance ready to put rs 10 lakh in pm fund to avoid contempt charges
"['russia', 'to', 'probe', 'death', 'of', 'indian', 'student', 'killed', 'in', 'kharkiv', 'shelling', 'ambassador', 'designate']",russia to probe death of indian student killed in kharkiv shelling ambassador designate
"['nestle', 'reopens', 'factories', 'warehouses', 'in', 'central', 'and', 'west', 'ukraine']",nestle reopens factories warehouses in central and west ukraine
"['agr', 'dues', 'tdsat', 'says', 'public', 'private', 'sector', 'cos', 'cannot', 'be', 'treated', 'differently']",agr dues tdsat says public private sector cos cannot be treated differently
"['assault', 'on', 'swami', 'prasad', 'maurya', 'is', 'an', 'attack', 'on', 'obcs', 'says', 'akhilesh', 'yadav']",assault on swami prasad maurya is an attack on obcs says akhilesh yadav
"['try', 'being', 'on', 'time']",try being on time
"['toyota', 'to', 'suspend', 'russian', 'car', 'production', 'vehicle', 'imports']",toyota to suspend russian car production vehicle imports
"['getting', 'tough', 'on', 'plastic', 'waste']",getting tough on plastic waste
"['rbi', 'cancels', 'banking', 'licence', 'of', 'sangli', 'based', 'sarjeraodada', 'naik', 'shirala', 'sahakari', 'bank']",rbi cancels banking licence of sangli based sarjeraodada naik shirala sahakari bank
"['oil', 'hits', 'soars', 'above', '113', 'per', 'barrel', 'as', 'ukraine', 'conflict', 'continues']",oil hits soars above 113 per barrel as ukraine conflict continues
"['govt', 'seeks', 'stakeholder', 'inputs', 'on', 'ipr', 'issues', 'in', 'proposed', 'trade', 'pact', 'with', 'canada']",govt seeks stakeholder inputs on ipr issues in proposed trade pact with canada
"['opportunity', 'to', 'study']",opportunity to study
"['view', 'india', 'needs', 'a', 'mission', 'on', 'the', 'swachh', 'bharat', 'lines', 'to', 'mend', 'the', 'learning', 'gap']",view india needs a mission on the swachh bharat lines to mend the learning gap
"['statutory', 'warning', 'this', 'is', 'a', 'book']",statutory warning this is a book
"['russia', 'informs', 'iaea', 'that', 'its', 'military', 'has', 'taken', 'control', 'of', 'europes', 'largest', 'nuclear', 'plant']",russia informs iaea that its military has taken control of europes largest nuclear plant
"['make', 'india', 'inviting', 'for', 'global', 'talent']",make india inviting for global talent
"['india', 'abstains', 'on', 'unga', 'resolution', 'that', 'deplores', 'russias', 'aggression', 'against', 'ukraine']",india abstains on unga resolution that deplores russias aggression against ukraine
"['maharashtra', 'records', 'zero', 'coronavirus', 'deaths', 'first', 'time', 'since', 'april', '2020']",maharashtra records zero coronavirus deaths first time since april 2020
"['nayara', 'energy', 'bondholders', 'stare', 'at', 'mark', 'to', 'market', 'losses']",nayara energy bondholders stare at mark to market losses
"['ukraine', 'russia', 'conflict', 'kyiv', 'launches', 'information', 'platform', 'for', 'foreign', 'audience', 'about', 'countrys', 'ongoing', 'situation']",ukraine russia conflict kyiv launches information platform for foreign audience about countrys ongoing situation
"['ahead', 'of', 'market', '12', 'things', 'that', 'will', 'decide', 'stock', 'action', 'on', 'thursday']",ahead of market 12 things that will decide stock action on thursday
"['ban', 'on', 'regular', 'commercial', 'international', 'passenger', 'flights', 'extended']",ban on regular commercial international passenger flights extended
"['itc', 'to', 'expand', 'milk', 'sourcing', 'base', 'in', 'west', 'bengal', 'and', 'bihar']",itc to expand milk sourcing base in west bengal and bihar
"['un', 'general', 'assembly', 'adopts', 'resolution', 'that', 'strongly', 'deplored', 'russias', 'aggression', 'against', 'ukraine']",un general assembly adopts resolution that strongly deplored russias aggression against ukraine
"['hcl', 'technologies', 'ibm', 'collaborate', 'for', 'telecom', 'network', 'solution']",hcl technologies ibm collaborate for telecom network solution
"['ukraine', 'says', '21', 'killed', 'in', 'attack', 'on', 'kharkiv']",ukraine says 21 killed in attack on kharkiv
"['china', 'likely', 'to', 'be', 'biggest', 'gainer', 'from', 'ukraine', 'crisis']",china likely to be biggest gainer from ukraine crisis
"['government', 'fully', 'committed', 'to', 'bring', 'back', 'every', 'citizen', 'from', 'ukraine', 'mea']",government fully committed to bring back every citizen from ukraine mea
"['centre', 'defends', 'pmla', 'provisions', 'in', 'supreme', 'court']",centre defends pmla provisions in supreme court
"['students', 'in', 'ukraine', 'parents', 'back', 'home', 'panic', 'as', 'india', 'asks', 'its', 'citizens', 'to', 'leave', 'kharkiv', 'immediately']",students in ukraine parents back home panic as india asks its citizens to leave kharkiv immediately
"['russia', 'ukraine', 'war', 'impacting', 'export', 'cargoes', 'to', 'cis', 'nations', 'say', 'exporters']",russia ukraine war impacting export cargoes to cis nations say exporters
"['polish', 'universities', 'to', 'open', 'doors', 'for', 'indians', 'evacuated', 'from', 'ukraine', 'says', 'vk', 'singh']",polish universities to open doors for indians evacuated from ukraine says vk singh
"['ukrainians', 'say', 'they', 'are', 'fighting', 'on', 'in', 'biggest', 'city', 'yet', 'claimed', 'by', 'russia']",ukrainians say they are fighting on in biggest city yet claimed by russia
"['covidcan', 'we', 'get', 'into', 'area', 'of', 'expertise', 'sc', 'on', 'data', 'disclosure', 'of', 'clinical', 'trials', 'of', 'vaccines']",covidcan we get into area of expertise sc on data disclosure of clinical trials of vaccines
"['medical', 'expenses', 'that', 'can', 'be', 'claimed', 'as', 'tax', 'break', 'under', 'section', '80ddb']",medical expenses that can be claimed as tax break under section 80ddb
"['nse', 'bse', 'bulk', 'deals', 'bofa', 'securities', 'buys', 'rs', '27', 'crore', 'worth', 'of', 'dhani', 'services', 'stock']",nse bse bulk deals bofa securities buys rs 27 crore worth of dhani services stock
"['operation', 'ganga', 'evacuated', 'indians', 'get', 'warm', 'welcome', 'from', 'indigo', 'spicejet', 'vedanta', 'lauds', 'pilots', 'for', 'brave', 'feat']",operation ganga evacuated indians get warm welcome from indigo spicejet vedanta lauds pilots for brave feat
"['cumulative', 'covid', '19', 'vaccine', 'doses', 'administered', 'in', 'india', 'reach', '178', 'crore', 'health', 'ministry']",cumulative covid 19 vaccine doses administered in india reach 178 crore health ministry
"['nmdc', 'april', 'february', 'output', 'jumps', '26', 'pc', 'sales', 'up', '25', '5', 'pc']",nmdc april february output jumps 26 pc sales up 25 5 pc
"['stocks', 'with', 'high', 'upside', 'potential', 'stock', 'reports', 'plus']",stocks with high upside potential stock reports plus
"['cumulative', 'covid', '19', 'vaccine', 'doses', 'administered', 'in', 'india', 'reach', '178', 'crore', 'says', 'health', 'ministry']",cumulative covid 19 vaccine doses administered in india reach 178 crore says health ministry
"['as', 'russia', 'batters', 'ukraine', 'both', 'sides', 'ready', 'for', 'more', 'talks']",as russia batters ukraine both sides ready for more talks
"['trade', 'setup', 'markets', 'likely', 'to', 'attempt', 'a', 'technical', 'pullback', 'cautious', 'approach', 'advised']",trade setup markets likely to attempt a technical pullback cautious approach advised
"['ipl', 'teams', 'to', 'start', 'training', 'from', 'march', '14', 'or', '15', 'five', 'practice', 'venues', 'identified']",ipl teams to start training from march 14 or 15 five practice venues identified
"['supreme', 'court', 'to', 'consider', 'hearing', 'pil', 'against', 'promises', 'of', 'freebies', 'by', 'parties', 'during', 'polls']",supreme court to consider hearing pil against promises of freebies by parties during polls
"['sarbananda', 'sonowal', 'reviews', 'kaladan', 'multi', 'modal', 'transport', 'project', 'in', 'mizoram']",sarbananda sonowal reviews kaladan multi modal transport project in mizoram
"['coai', 'gsma', 'sign', 'pact', 'to', 'advance', 'mobile', 'telecommunications', 'in', 'india']",coai gsma sign pact to advance mobile telecommunications in india
"['indian', 'apps', 'and', 'games', 'saw', 'a', '200', 'increase', 'in', 'active', 'monthly', 'users', 'on', 'google', 'play', 'in', '2021']",indian apps and games saw a 200 increase in active monthly users on google play in 2021
"['rbi', 'cancels', 'licence', 'of', 'sarjeraodada', 'naik', 'shirala', 'sahakari', 'bank', 'sangli']",rbi cancels licence of sarjeraodada naik shirala sahakari bank sangli
"['goc', 'in', 'c', 'eastern', 'command', 'lt', 'gen', 'rp', 'kalita', 'calls', 'on', 'nagaland', 'cm', 'discuss', 'security', 'issues']",goc in c eastern command lt gen rp kalita calls on nagaland cm discuss security issues
"['geojit', 'launches', 'ipo', 'application', 'facility', 'through', 'whatsapp']",geojit launches ipo application facility through whatsapp
"['coal', 'india', 'arm', 'ncl', 'set', 'to', 'cross', '119', 'mt', 'production', 'target', 'for', 'fy22']",coal india arm ncl set to cross 119 mt production target for fy22
"['delhi', 'hc', 'resumes', 'full', 'fledged', 'physical', 'hearings']",delhi hc resumes full fledged physical hearings
"['four', 'c', '17', 'planes', 'with', '800', 'indian', 'evacuees', 'from', 'ukraine', 'to', 'arrive', 'in', 'delhi', 'on', 'thursday']",four c 17 planes with 800 indian evacuees from ukraine to arrive in delhi on thursday
"['ukraine', 'crisis', 'jyotiraditya', 'scindia', 'says', '6', 'flights', 'to', 'bring', 'back', 'over', '1200', 'indians', 'from', 'bucharest', 'on', 'wednesday']",ukraine crisis jyotiraditya scindia says 6 flights to bring back over 1200 indians from bucharest on wednesday
"['guidelines', 'on', 'fees', 'for', '50', 'pc', 'seats', 'in', 'private', 'medical', 'colleges', 'to', 'be', 'effective', 'from', 'next', 'academic', 'session']",guidelines on fees for 50 pc seats in private medical colleges to be effective from next academic session
"['steradian', 'semiconductors', 'joins', 'hands', 'with', 'astra', 'microwave', 'products', 'for', 'traffic', 'monitoring', '4d', 'imaging', 'radar']",steradian semiconductors joins hands with astra microwave products for traffic monitoring 4d imaging radar
"['aishwarya', 'rai', 'bachchan', 'is', 'a', 'royal', 'queen', 'in', 'the', 'first', 'look', 'of', 'mani', 'ratnams', 'ponniyin', 'selvan', '1']",aishwarya rai bachchan is a royal queen in the first look of mani ratnams ponniyin selvan 1
"['cloud', 'kitchen', 'firm', 'kitchens', 'merges', 'with', 'kitchens', 'centre']",cloud kitchen firm kitchens merges with kitchens centre
"['vasundhra', 'rajes', 'car', 'hit', 'by', 'another', 'vehicle', 'ex', 'cm', 'not', 'hurt', 'police']",vasundhra rajes car hit by another vehicle ex cm not hurt police
"['over', '850', 'women', 'cadets', 'inducted', 'into', 'assam', 'rifles']",over 850 women cadets inducted into assam rifles
"['atc', 'india', 'appoints', 'sandeep', 'girotra', 'as', 'ceo']",atc india appoints sandeep girotra as ceo
"['adani', 'wilmar', 'has', 'enough', 'oil', 'to', 'manage', 'supply', 'chain', 'till', 'normalcy', 'returns', 'angshu', 'mallick']",adani wilmar has enough oil to manage supply chain till normalcy returns angshu mallick
"['policy', 'to', 'come', 'in', '7', '8', 'days', 'to', 'promote', 'private', 'sector', 'rd', 'in', 'railways', 'ashwini', 'vaishnaw']",policy to come in 7 8 days to promote private sector rd in railways ashwini vaishnaw
"['ai', 'powered', 'professional', 'networking', 'platform', 'lunchclub', 'is', 'now', 'open', 'for', 'indian', 'users']",ai powered professional networking platform lunchclub is now open for indian users
"['railway', 'registers', 'record', 'increase', 'of', '176', 'mt', 'loading', 'in', 'fy', '2021', '22', 'till', 'february', 'over', 'last', 'year']",railway registers record increase of 176 mt loading in fy 2021 22 till february over last year
"['market', 'movers', 'can', 'anil', 'agarwal', 'breathe', 'easy', 'now', 'as', 'vedanta', 'announces', 'dividend']",market movers can anil agarwal breathe easy now as vedanta announces dividend
"['third', 'world', 'war', 'should', 'it', 'break', 'out', 'will', 'be', 'nuclear', 'and', 'devastating', 'warns', 'top', 'russian', 'diplomat']",third world war should it break out will be nuclear and devastating warns top russian diplomat
"['bharatpe', 'accuses', 'grover', 'family', 'of', 'fraud', 'accel', 'raises', '650m', 'for', '7th', 'fund']",bharatpe accuses grover family of fraud accel raises 650m for 7th fund
"['40', 'over', '40', 'worlds', 'most', 'inspiring', 'women', 'debjani', 'ghosh', 'left', 'speechless', 'says', 'shes', 'honoured']",40 over 40 worlds most inspiring women debjani ghosh left speechless says shes honoured
"['operation', 'ganga', 'first', 'iaf', 'c', '17', 'aircraft', 'to', 'return', 'with', 'indian', 'citizens', 'from', 'ukraine', 'today']",operation ganga first iaf c 17 aircraft to return with indian citizens from ukraine today
"['publicis', 'india', 'hires', 'mckinseys', 'lalatendu', 'das', 'as', 'ceo', 'of', 'performics', 'india']",publicis india hires mckinseys lalatendu das as ceo of performics india
"['student', 'from', 'punjabs', 'barnala', 'dies', 'of', 'stroke', 'in', 'ukraine']",student from punjabs barnala dies of stroke in ukraine
"['will', 'win', '24', '26', 'seats', 'cm', 'will', 'be', 'chosen', 'in', 'half', 'an', 'hour', 'says', 'goa', 'cong', 'chief']",will win 24 26 seats cm will be chosen in half an hour says goa cong chief
"['after', 'harrowing', 'week', '100', 'indian', 'students', 'enter', 'poland', 'from', 'ukraine']",after harrowing week 100 indian students enter poland from ukraine
"['sebi', 'penalises', 'individual', 'for', 'flouting', 'insider', 'trading', 'rules', 'in', 'manappuram', 'finance', 'case']",sebi penalises individual for flouting insider trading rules in manappuram finance case
"['sequent', 'scientific', 'acquires', 'brazil', 'based', 'animal', 'drug', 'firm', 'for', '5', 'million']",sequent scientific acquires brazil based animal drug firm for 5 million
"['urban', 'company', 'partners', 'can', 'now', 'get', 'shares', 'in', 'the', 'company']",urban company partners can now get shares in the company
"['urban', 'company', 'to', 'allot', 'rs', '150', 'crore', 'in', 'stock', 'options', 'to', 'gig', 'workers']",urban company to allot rs 150 crore in stock options to gig workers
"['maharashtra', 'government', 'eases', 'covid', 'curbs', 'cinemas', 'can', 'operate', 'at', '100', 'capacity']",maharashtra government eases covid curbs cinemas can operate at 100 capacity
"['exports', 'rise', '22', '36', 'to', '33', '81', 'billion', 'in', 'february']",exports rise 22 36 to 33 81 billion in february
"['6th', 'phase', 'of', 'up', 'polls', 'on', 'thursday', 'to', 'decide', 'fate', 'of', 'big', 'wigs', 'including', 'yogi', 'adityanath']",6th phase of up polls on thursday to decide fate of big wigs including yogi adityanath
"['tech', 'view', 'nifty50', 'forms', 'doji', 'candle', '16400', 'to', 'act', 'as', 'support', 'level']",tech view nifty50 forms doji candle 16400 to act as support level
"['accel', 'raises', '650', 'million', 'for', 'new', 'fund', 'will', 'continue', 'to', 'focus', 'on', 'early', 'stage', 'investments']",accel raises 650 million for new fund will continue to focus on early stage investments
"['leave', 'kharkiv', 'immediately', 'indian', 'embassy', 'in', 'ukraine', 'to', 'indians']",leave kharkiv immediately indian embassy in ukraine to indians
"['tata', 'motors', 'commences', 'bookings', 'for', 'altroz', 'dca']",tata motors commences bookings for altroz dca
"['india', 'will', 'not', 'spare', 'any', 'effort', 'to', 'bring', 'home', 'its', 'citizens', 'from', 'ukraine', 'pm', 'modi']",india will not spare any effort to bring home its citizens from ukraine pm modi
"['9', 'income', 'tax', 'saving', 'tips', 'that', 'also', 'help', 'financial', 'fitness']",9 income tax saving tips that also help financial fitness
"['neem', 'tree', 'extract', 'can', 'help', 'treat', 'covid', 'reduce', 'its', 'spread', 'says', 'new', 'study']",neem tree extract can help treat covid reduce its spread says new study
"['gold', 'rallies', 'rs', '1202', 'silver', 'jumps', 'rs', '2148']",gold rallies rs 1202 silver jumps rs 2148
"['conclude', 'by', 'may', '15', 'ansals', 'appeals', 'before', 'trial', 'court', 'in', 'uphaar', 'evidence', 'tampering', 'casedelhi', 'hc']",conclude by may 15 ansals appeals before trial court in uphaar evidence tampering casedelhi hc
