headlines,headline_text
"['crawling', 'internet', 'puts', 'a', 'spanner', 'in', 'indias', 'digital', 'works', 'significant', 'investments', 'needed', 'to', 'tap', 'into', 'its', 'revenue', 'potential']",crawling internet puts a spanner in indias digital works significant investments needed to tap into its revenue potential
"['biological', 'e', 'gets', 'nod', 'for', 'human', 'trials', 'of', 'covid', '19', 'vaccine']",biological e gets nod for human trials of covid 19 vaccine
"['blue', 'star', 'q2', 'results', 'posts', 'net', 'profit', 'of', 'rs', '15', 'cr']",blue star q2 results posts net profit of rs 15 cr
"['rajesh', 'iyer', 'to', 'lead', 'viacom18s', 'four', 'regional', 'markets']",rajesh iyer to lead viacom18s four regional markets
"['govt', 'releasing', 'one', 'lakh', 'tonnes', 'of', 'onion', 'buffer', 'stock', 'narendra', 'singh', 'tomar']",govt releasing one lakh tonnes of onion buffer stock narendra singh tomar
"['ipl', '2020', 'suryakumar', 'leads', 'mumbai', 'indians', 'to', 'five', 'wicket', 'win', 'over', 'rcb']",ipl 2020 suryakumar leads mumbai indians to five wicket win over rcb
"['bcg', 'vaccine', 'helps', 'elderly', 'in', 'covid', 'fight']",bcg vaccine helps elderly in covid fight
"['nitin', 'gadkari', 'unhappy', 'with', 'nhai', 'officials', 'over', 'project', 'delays']",nitin gadkari unhappy with nhai officials over project delays
"['bank', 'of', 'england', 'gives', 'banks', 'breathing', 'space', 'over', 'crisis', 'plans']",bank of england gives banks breathing space over crisis plans
"['tupperware', 'is', 'partying', 'like', 'its', '1965']",tupperware is partying like its 1965
"['hero', 'motocorp', 'q2', 'results', 'net', 'profit', 'drops', '9', 'to', 'rs', '953', 'crore', 'revenue', 'climbs', '24']",hero motocorp q2 results net profit drops 9 to rs 953 crore revenue climbs 24
"['amazon', 'executives', 'depose', 'before', 'parliamentary', 'panel', 'quizzed', 'about', 'revenue', 'tax', 'paid', 'in', 'india']",amazon executives depose before parliamentary panel quizzed about revenue tax paid in india
"['view', 'workers', 'no', 'longer', 'need', 'to', 'choose', 'between', 'the', 'benefits', 'of', 'being', 'an', 'employee', 'and', 'a', 'contractor']",view workers no longer need to choose between the benefits of being an employee and a contractor
"['digital', 'infra', 'should', 'be', 'a', 'joint', 'responsibility']",digital infra should be a joint responsibility
"['bihar', 'records', '53', '54', 'per', 'cent', 'polling', 'in', 'first', 'phase', 'state', 'ceo']",bihar records 53 54 per cent polling in first phase state ceo
"['blowout', 'us', 'economic', 'growth', 'in', 'summer', 'is', 'already', 'fading']",blowout us economic growth in summer is already fading
"['delhi', 'reports', 'over', '5000', 'coronavirus', 'cases', 'on', 'wednesday']",delhi reports over 5000 coronavirus cases on wednesday
"['vote', 'and', 'virus', 'volatile', 'markets', 'bring', 'reminder', 'of', 'march', 'turmoil']",vote and virus volatile markets bring reminder of march turmoil
"['cg', 'power', 'q2', 'results', 'posts', 'net', 'profit', 'of', 'rs', '109', 'cr']",cg power q2 results posts net profit of rs 109 cr
"['view', 'how', 'to', 'make', 'chinas', 'loss', 'in', 'global', 'fdis', 'indias', 'gain']",view how to make chinas loss in global fdis indias gain
"['assam', 'police', 'arrests', 'five', 'persons', 'in', 'connection', 'with', 'proxy', 'candidate', 'in', 'jee', 'mains', 'exam']",assam police arrests five persons in connection with proxy candidate in jee mains exam
"['dr', 'reddys', 'hopes', 'to', 'finish', 'phase', '3', 'trials', 'of', 'covid', '19', 'vaccine', 'by', 'march', 'may']",dr reddys hopes to finish phase 3 trials of covid 19 vaccine by march may
"['axis', 'bank', 'q2', 'results', 'private', 'lender', 'reports', 'net', 'profit', 'of', 'rs', '1683', 'crore', 'nii', 'rises', '20', 'yoy']",axis bank q2 results private lender reports net profit of rs 1683 crore nii rises 20 yoy
"['nse', 'bse', 'bulk', 'deals', 'bridge', 'india', 'laps', 'up', 'shares', 'of', 'taneja', 'aerospace']",nse bse bulk deals bridge india laps up shares of taneja aerospace
"['southwest', 'monsoon', 'withdraws', 'from', 'country', 'northeast', 'monsoon', 'commences', 'imd']",southwest monsoon withdraws from country northeast monsoon commences imd
"['us', 'outlook', 'dims', 'economists', 'say', 'democratic', 'sweep', 'best', 'for', 'revival']",us outlook dims economists say democratic sweep best for revival
"['india', 'extends', '1', 'billion', 'line', 'of', 'credit', 'to', 'central', 'asia', 'for', 'connectivity', 'other', 'development', 'projects']",india extends 1 billion line of credit to central asia for connectivity other development projects
"['govt', 'doing', 'politics', 'of', 'obstinacy', 'congress', 'on', 'amendments', 'to', 'jammu', 'kashmir', 'land', 'laws']",govt doing politics of obstinacy congress on amendments to jammu kashmir land laws
"['phase', 'i', 'of', 'amrl', 'sez', 'completed', '13', 'companies', 'begin', 'operations']",phase i of amrl sez completed 13 companies begin operations
"['hero', 'motocorp', 'q2', 'results', 'net', 'profit', 'up', '9', 'at', 'rs', '953', 'crore']",hero motocorp q2 results net profit up 9 at rs 953 crore
"['tata', 'group', 'to', 'set', 'up', 'new', 'unit', 'for', 'electronic', 'component', 'manufacturing', 'in', 'chennai']",tata group to set up new unit for electronic component manufacturing in chennai
"['covid', '19', 'impact', 'niti', 'aayog', 'proposes', 'online', 'dispute', 'resolution', 'mechanism']",covid 19 impact niti aayog proposes online dispute resolution mechanism
"['lt', 'q2', 'results', 'net', 'profit', 'falls', '45', 'to', 'rs', '1410', 'cr', 'firm', 'announces', 'dividend', 'rs', '18', 'per', 'share']",lt q2 results net profit falls 45 to rs 1410 cr firm announces dividend rs 18 per share
"['lt', 'q2', 'results', 'net', 'profit', 'revenue', 'new', 'orders', 'decline']",lt q2 results net profit revenue new orders decline
"['isro', 'to', 'launch', 'earth', 'observation', 'satellite', 'eos', '01', 'on', 'nov', '7']",isro to launch earth observation satellite eos 01 on nov 7
"['government', 'needs', 'to', 'invest', 'in', 'electricity', 'distribution', 'infrastructure', 'says', 'report']",government needs to invest in electricity distribution infrastructure says report
"['bullet', 'train', 'lt', 'wins', 'rs', '25000', 'cr', 'order', 'for', 'gujarat', 'stretch']",bullet train lt wins rs 25000 cr order for gujarat stretch
"['mizoram', 'registers', 'first', 'covid', '19', 'death']",mizoram registers first covid 19 death
"['growth', 'of', 'e', 'commerce', 'in', 'grocery', 'channels', 'irreversible', 'will', 'co', 'exist', 'with', 'general', 'trade', 'hul', 'cmd', 'sanjiv', 'mehta']",growth of e commerce in grocery channels irreversible will co exist with general trade hul cmd sanjiv mehta
"['blackstone', 'q3', 'results', 'earnings', 'rise', 'on', 'strong', 'asset', 'sales']",blackstone q3 results earnings rise on strong asset sales
"['india', 'deplores', 'personal', 'attack', 'on', 'french', 'president', 'describes', 'language', 'unacceptable']",india deplores personal attack on french president describes language unacceptable
"['congress', 'party', 'weakened', 'the', 'society', 'by', 'resorting', 'to', 'divisive', 'politics', 'sarbananda', 'sonowal']",congress party weakened the society by resorting to divisive politics sarbananda sonowal
"['more', 'reforms', 'in', 'offing', 'to', 'raise', 'private', 'participation', 'in', 'oil', 'gas', 'fields', 'says', 'oil', 'secy']",more reforms in offing to raise private participation in oil gas fields says oil secy
"['ahead', 'of', 'market', '12', 'things', 'that', 'will', 'decide', 'stock', 'action', 'on', 'thursday']",ahead of market 12 things that will decide stock action on thursday
"['aarogya', 'setu', 'app', 'launched', 'by', 'goi', 'in', 'public', 'private', 'partnership', 'mode']",aarogya setu app launched by goi in public private partnership mode
"['india', 'extends', '1', 'bn', 'line', 'of', 'credit', 'to', 'asia', 'for', 'connectivity', 'development', 'projects']",india extends 1 bn line of credit to asia for connectivity development projects
"['govt', 'releases', 'consolidated', 'fdi', 'policy', 'document', 'replaces', 'countries', 'of', 'concern', 'with', 'land', 'border']",govt releases consolidated fdi policy document replaces countries of concern with land border
