headlines,headline_text
"['the', 'very', 'valuable', 'activity', 'of', 'inaction']",the very valuable activity of inaction
"['quality', 'must', 'havea', 'quantity', 'of', 'its', 'own']",quality must havea quantity of its own
"['kotak', 'bank', 'q1', 'preview', 'profit', 'may', 'surge', 'up', 'to', '45', 'nim', 'may', 'fall', 'sequentially']",kotak bank q1 preview profit may surge up to 45 nim may fall sequentially
"['how', 'to', 'value', 'valuation', 'right', 'its', 'time', 'for', 'taxmen', 'to', 'get', 'pragmatic']",how to value valuation right its time for taxmen to get pragmatic
"['not', 'missing', 'thelaw', 'for', 'the', 'trees']",not missing thelaw for the trees
"['bs', 'yediyurappa', 'passes', 'on', 'his', 'assembly', 'seat', 'shikaripura', 'to', 'son', 'vijayendra']",bs yediyurappa passes on his assembly seat shikaripura to son vijayendra
"['view', 'unless', 'all', '8', 'billion', 'of', 'us', 'take', 'individual', 'small', 'steps', 'the', 'climate', 'cant', 'change']",view unless all 8 billion of us take individual small steps the climate cant change
"['i', 'dont', 'feel', 'odd', 'i', 'have', 'heard', 'it', 'for', '10', 'years', 'shikhar', 'dhawan', 'on', 'criticism']",i dont feel odd i have heard it for 10 years shikhar dhawan on criticism
"['how', 'highly', 'resourced', 'individuals', 'can', 'work', 'towards', 'positive', 'systemic', 'change']",how highly resourced individuals can work towards positive systemic change
"['icici', 'bank', 'q1', 'preview', 'profit', 'may', 'jump', '40', 'nim', 'may', 'expand', 'qoq']",icici bank q1 preview profit may jump 40 nim may expand qoq
"['wealth', 'emigration', 'is', 'bad', 'news', 'for', 'indias', '5', 'trillion', 'dream']",wealth emigration is bad news for indias 5 trillion dream
"['appreciation', 'of', 'love']",appreciation of love
"['nia', 'makes', 'eighth', 'arrest', 'in', 'udaipur', 'tailors', 'murder', 'case', '19', 'year', 'old', 'man', 'held']",nia makes eighth arrest in udaipur tailors murder case 19 year old man held
"['uk', 'parliament', 'panel', 'warns', 'against', 'rushing', 'india', 'fta', 'to', 'meet', 'diwali', 'deadline']",uk parliament panel warns against rushing india fta to meet diwali deadline
"['akshaya', 'moondra', 'to', 'replace', 'ravinder', 'takkar', 'as', 'new', 'vodafone', 'idea', 'ceo', 'next', 'month']",akshaya moondra to replace ravinder takkar as new vodafone idea ceo next month
"['iaf', 'helicopter', 'to', 'search', 'for', '19', 'workers', 'missing', 'near', 'india', 'china', 'border']",iaf helicopter to search for 19 workers missing near india china border
