headlines,headline_text
"['frontier', 'despatch']",frontier despatch
"['view', 'india', 'must', 'beef', 'up', 'its', 'tax', 'administration', 'while', 'ensuring', 'it', 'gets', 'a', 'larger', 'share', 'of', 'the', 'global', 'tax', 'pie']",view india must beef up its tax administration while ensuring it gets a larger share of the global tax pie
"['delhi', 'cabinet', 'approves', 'rs', '1544', 'crore', 'to', 'tackle', 'covid', '19']",delhi cabinet approves rs 1544 crore to tackle covid 19
"['positive', 'actions']",positive actions
"['gst', 'officers', 'told', 'to', 'block', 'tax', 'credit', 'on', 'basis', 'of', 'evidence', 'not', 'just', 'suspicion']",gst officers told to block tax credit on basis of evidence not just suspicion
"['navjot', 'singh', 'sidhu', 'takes', 'back', 'resignation', 'as', 'punjab', 'congress', 'president']",navjot singh sidhu takes back resignation as punjab congress president
"['wish', 'we', 'had', 'couple', 'of', 'good', 'overs', 'against', 'pakistan', 'and', 'new', 'zealand', 'but', 'glad', 'to', 'get', 'our', 'mojo', 'back', 'virat', 'kohli']",wish we had couple of good overs against pakistan and new zealand but glad to get our mojo back virat kohli
"['chinese', 'scribe', 'jailed', 'for', 'wuhan', 'coverage', 'may', 'not', 'survive']",chinese scribe jailed for wuhan coverage may not survive
"['view', 'judicial', 'reform', 'should', 'be', 'rooted', 'in', 'empirical', 'evidence', 'not', 'political', 'prattle']",view judicial reform should be rooted in empirical evidence not political prattle
"['tripura', 'police', 'has', 'written', 'to', 'twitter', 'for', 'suspending', 'as', 'many', 'as', '68', 'accounts']",tripura police has written to twitter for suspending as many as 68 accounts
"['something', 'in', 'the', 'air', 'jet', 'fuel', 'demand', 'ready', 'for', 'takeoff']",something in the air jet fuel demand ready for takeoff
"['monetary', 'gear', 'shifts', 'pose', 'challenges']",monetary gear shifts pose challenges
"['sense', 'on', 'oil', 'levies', 'at', 'long', 'last']",sense on oil levies at long last
"['view', 'food', 'fortification', 'is', 'an', 'economically', 'viable', 'and', 'technologically', 'sound', 'method', 'for', 'the', 'management', 'of', 'malnutrition']",view food fortification is an economically viable and technologically sound method for the management of malnutrition
"['sameer', 'wankhede', 'removed', 'from', 'six', 'cases', 'including', 'that', 'of', 'shah', 'rukh', 'khans', 'son', 'aryan', 'khan']",sameer wankhede removed from six cases including that of shah rukh khans son aryan khan
"['business', 'needs', 'a', 'noble', 'purpose', 'and', 'a', 'human', 'centric', 'approach', 'these', 'core', 'principles', 'revived', 'best', 'buy']",business needs a noble purpose and a human centric approach these core principles revived best buy
"['mukesh', 'ambani', 'not', 'relocating', 'to', 'london', 'reliance']",mukesh ambani not relocating to london reliance
"['tata', 'steel', 'bsl', 'first', 'company', 'to', 'export', 'ld', 'slag', 'to', 'bangladesh', 'for', 'cement', 'making']",tata steel bsl first company to export ld slag to bangladesh for cement making
"['delhi', 'government', 'declares', 'public', 'holiday', 'on', 'november', '10', 'for', 'chhath', 'puja']",delhi government declares public holiday on november 10 for chhath puja
"['twitter', 'makes', 'it', 'easier', 'to', 'search', 'tweets', 'from', 'specific', 'accounts']",twitter makes it easier to search tweets from specific accounts
"['chhattisgarh', 'cm', 'bhupesh', 'baghel', 'demands', 'upa', 'era', 'tax', 'rates', 'for', 'petrol', 'diesel']",chhattisgarh cm bhupesh baghel demands upa era tax rates for petrol diesel
"['sun', 'tv', 'networks', 'q2', 'results', 'co', 'reports', 'net', 'profit', 'at', 'rs', '396', 'cr']",sun tv networks q2 results co reports net profit at rs 396 cr
"['wall', 'street', 'opens', 'at', 'record', 'high', 'on', 'strong', 'jobs', 'report']",wall street opens at record high on strong jobs report
"['haryana', '3', '3', 'magnitude', 'earthquake', 'hits', 'jhajjar']",haryana 3 3 magnitude earthquake hits jhajjar
"['royal', 'jewels', 'nba', 'star', 'kobe', 'bryants', 'nike', 'shoes', 'up', 'for', 'sale', 'at', 'geneva', 'auction']",royal jewels nba star kobe bryants nike shoes up for sale at geneva auction
"['alert', 'and', 'smart', 'new', 'mazda', 'cars', 'will', 'park', 'themselves', 'if', 'driver', 'suffers', 'health', 'problem']",alert and smart new mazda cars will park themselves if driver suffers health problem
"['kalaben', 'delkar', 'didnt', 'win', 'using', 'shiv', 'sena', 'symbol', 'union', 'minister', 'narayan', 'rane']",kalaben delkar didnt win using shiv sena symbol union minister narayan rane
"['from', 'mars', 'to', 'metaverse', 'how', 'elon', 'musk', 'is', 'building', 'a', 'sci', 'fi', 'world']",from mars to metaverse how elon musk is building a sci fi world
"['himanta', 'biswa', 'sarma', 'rules', 'out', 'reshuffle', 'in', 'the', 'council', 'of', 'ministers', 'for', 'at', 'least', 'a', 'year']",himanta biswa sarma rules out reshuffle in the council of ministers for at least a year
"['with', 'drums', 'cake', 'theatres', 'in', 'mumbai', 'dance', 'back', 'to', 'life']",with drums cake theatres in mumbai dance back to life
"['a', 'world', 'made', 'of', 'stories', 'house', 'of', 'kieraya', 'ceo', 'shares', 'his', 'top', 'five', 'must', 'read', 'books']",a world made of stories house of kieraya ceo shares his top five must read books
"['dot', 'fixes', 'december', '2022', 'deadline', 'for', 'transition', 'to', 'new', 'ip', 'addresses']",dot fixes december 2022 deadline for transition to new ip addresses
"['meghalaya', 'chief', 'minister', 'conrad', 'sangma', 'reviews', 'vaccinations', 'status', 'in', 'state']",meghalaya chief minister conrad sangma reviews vaccinations status in state
"['delhis', 'poor', 'air', 'quality', 'a', 'result', 'of', 'anything', 'but', 'diwali', 'bjp', 'hits', 'back', 'at', 'aap', 'minister']",delhis poor air quality a result of anything but diwali bjp hits back at aap minister
"['indian', 'businesses', 'stay', 'away', 'from', 'chinas', 'top', 'import', 'expo']",indian businesses stay away from chinas top import expo
"['to', 'build', 'the', 'metaverse', 'meta', 'first', 'wants', 'to', 'build', 'stores']",to build the metaverse meta first wants to build stores
"['day', 'after', 'diwali', 'delhi', 'records', 'its', 'poorest', 'air', 'quality', 'in', '5', 'years']",day after diwali delhi records its poorest air quality in 5 years
"['nusrat', 'jahan', 'drops', 'bomb', 'on', 'diwali', 'as', 'she', 'shares', 'first', 'picture', 'of', 'her', 'baby', 'boy', 'yishaan', 'mom', 'son', 'due', 'pose', 'in', 'matching', 'outfits']",nusrat jahan drops bomb on diwali as she shares first picture of her baby boy yishaan mom son due pose in matching outfits
"['edible', 'oil', 'prices', 'decline', 'after', 'duty', 'cut']",edible oil prices decline after duty cut
"['no', 'proposal', 'to', 'extend', 'free', 'ration', 'scheme', 'pmgkay', 'beyond', 'nov', '30', 'food', 'secretary']",no proposal to extend free ration scheme pmgkay beyond nov 30 food secretary
"['indias', 'forex', 'reserves', 'increase', 'usd', '1', '9', 'bn', 'to', '642', 'bn']",indias forex reserves increase usd 1 9 bn to 642 bn
"['union', 'budget', 'finance', 'ministry', 'invites', 'suggestions', 'on', 'taxation', 'from', 'industry', 'and', 'trade', 'bodies']",union budget finance ministry invites suggestions on taxation from industry and trade bodies
"['rakesh', 'jhunjhunwala', 'explains', 'why', 'everyone', 'should', 'invest', 'in', 'stocks']",rakesh jhunjhunwala explains why everyone should invest in stocks
"['delhi', 'police', 'issued', 'over', '100', 'challans', 'on', 'diwali', 'for', 'violation', 'of', 'covid', 'norms', 'other', 'rules']",delhi police issued over 100 challans on diwali for violation of covid norms other rules
"['over', '87', 'one', 'nation', 'one', 'ration', 'card', 'beneficiaries', 'in', 'delhi', 'in', 'last', '3', 'months', 'were', 'from', 'up', 'bihar']",over 87 one nation one ration card beneficiaries in delhi in last 3 months were from up bihar
"['does', 'it', 'now', 'not', 'appear', 'that', 'then', 'cag', 'vinod', 'rai', 'was', 'the', 'agent', 'provocateur', 'asks', 'congress', 'leader', 'salman', 'khurshid']",does it now not appear that then cag vinod rai was the agent provocateur asks congress leader salman khurshid
"['dubai', 'expo', '2020', 'india', 'pavilion', 'footfall', 'crosses', '2', 'lakh', 'in', 'a', 'month']",dubai expo 2020 india pavilion footfall crosses 2 lakh in a month
"['time', 'for', 'india', 'to', 'aim', '5x', 'rise', 'in', 'technical', 'textile', 'exports', 'in', '3', 'years', 'piyush', 'goyal']",time for india to aim 5x rise in technical textile exports in 3 years piyush goyal
